year,region,county,town,Akce za zruš.Senátu a proti t.,,ods,ksčm,Str.venkova-spoj.občan.síly,Balbínova poetická strana,Republikáni,Republikáni Miroslava Sládka,Nové hnutí,České sociálně demokrat.hnutí,Humanistická aliance,Cesta změny,Strana zdravého rozumu,Česká strana národně sociální,Česká pravice,Volba pro budoucnost,sz,Strana za životní jistoty,"Koalice KDU-ČSL, US-DEU",Naděje,Národně demokratická strana,Moravská demokratická strana,Občanská demokratická aliance,čssd,Sdružení nezávislých,Demokratická liga,Pravý Blok,Strana demokrat.socialismu,Romská občanská iniciativa ČR,voters,votes_ok,votes_all
2002,Královéhradecký kraj,Trutnov,Čermná,,,35,55,2,1,0,1,,,1,0,1,3,0,1,5,5,14,0,1,,1,48,3,0,1,,,304,178,178
2002,Královéhradecký kraj,Trutnov,Maršov u Úpice,,,18,8,0,0,2,1,,,1,0,1,1,0,1,0,0,16,0,1,,0,29,8,0,1,,,125,88,88
2002,Královéhradecký kraj,Trutnov,Černý Důl,,,127,89,8,1,1,2,,,0,1,1,1,0,2,13,10,37,2,0,,0,89,8,0,3,,,622,395,395
2002,Královéhradecký kraj,Trutnov,Mladé Buky,,,278,180,6,9,3,15,,,2,7,1,4,0,2,26,26,93,3,13,,3,287,29,0,2,,,1677,989,992
2002,Královéhradecký kraj,Trutnov,Dolní Branná,,,139,67,25,2,2,3,,,3,0,0,6,1,1,15,4,53,4,0,,4,135,10,0,5,,,711,479,480
2002,Královéhradecký kraj,Trutnov,Mostek,,,126,173,3,4,0,8,,,1,11,2,8,0,2,17,9,71,0,1,,3,133,19,1,8,,,1072,600,605
2002,Královéhradecký kraj,Trutnov,Dolní Brusnice,,,39,40,4,0,1,2,,,0,4,1,3,0,0,3,0,18,1,0,,2,32,5,0,0,,,252,155,155
2002,Královéhradecký kraj,Trutnov,Nemojov,,,58,46,1,2,0,2,,,1,2,2,3,0,1,11,1,31,0,0,,6,57,9,0,4,,,407,237,237
2002,Královéhradecký kraj,Trutnov,Dolní Dvůr,,,39,22,3,1,0,0,,,1,1,1,1,0,1,5,2,15,1,1,,0,31,6,0,0,,,203,131,131
2002,Královéhradecký kraj,Trutnov,Pec pod Sněžkou,,,208,30,1,0,2,2,,,1,3,1,2,0,3,5,7,51,0,0,,1,61,14,0,0,,,571,392,394
2002,Královéhradecký kraj,Trutnov,Dolní Kalná,,,99,55,22,2,0,3,,,2,1,3,2,1,0,12,2,70,1,0,,4,102,7,1,3,,,496,392,393
2002,Královéhradecký kraj,Trutnov,Pilníkov,,,119,91,10,1,0,1,,,1,0,4,7,0,1,12,11,54,1,1,,0,116,12,1,2,,,840,445,446
2002,Královéhradecký kraj,Trutnov,Dolní Lánov,,,77,53,7,1,1,1,,,0,0,2,2,0,0,17,3,44,0,0,,2,67,14,2,6,,,530,299,300
2002,Královéhradecký kraj,Trutnov,Prosečné,,,76,65,10,2,0,0,,,1,1,1,3,0,1,10,4,23,4,0,,3,65,11,0,4,,,433,284,285
2002,Královéhradecký kraj,Trutnov,Dolní Olešnice,,,38,40,2,0,0,2,,,0,2,0,3,0,1,7,4,19,0,0,,1,48,8,0,1,,,284,176,179
2002,Královéhradecký kraj,Trutnov,Radvanice,,,70,124,24,0,1,2,,,1,2,1,2,0,0,3,24,40,2,0,,5,105,8,0,0,,,821,414,415
2002,Královéhradecký kraj,Trutnov,Doubravice,,,38,42,5,3,1,3,,,1,0,0,0,0,2,0,4,21,4,1,,1,61,21,0,0,,,307,208,208
2002,Královéhradecký kraj,Trutnov,Rtyně v Podkrkonoší,,,352,216,23,9,1,14,,,1,4,8,18,4,4,33,39,285,9,2,,2,400,48,2,13,,,2423,1487,1499
2002,Královéhradecký kraj,Trutnov,Dubenec,,,81,48,16,1,1,5,,,1,0,2,9,0,0,7,5,27,3,0,,0,86,4,0,2,,,532,298,298
2002,Královéhradecký kraj,Trutnov,Rudník,,,209,278,19,2,1,3,,,2,3,4,6,2,4,29,29,74,6,1,,4,246,18,2,0,,,1751,942,951
2002,Královéhradecký kraj,Trutnov,Dvůr Králové n.Labem,,,2128,1092,57,72,10,64,,,25,55,34,119,4,25,219,87,983,44,11,,34,1886,169,12,48,,,13256,7178,7222
2002,Královéhradecký kraj,Trutnov,Stanovice,,,11,2,3,0,0,0,,,0,0,0,1,0,0,3,0,7,0,0,,0,11,0,0,1,,,64,39,39
2002,Královéhradecký kraj,Trutnov,Hajnice,,,103,83,8,1,0,5,,,0,3,0,7,0,1,18,9,32,5,1,,1,104,8,0,0,,,642,389,391
2002,Královéhradecký kraj,Trutnov,Staré Buky,,,33,70,0,0,0,6,,,0,3,0,1,0,0,2,6,8,2,0,,1,60,4,0,3,,,328,199,202
2002,Královéhradecký kraj,Trutnov,Havlovice,,,139,76,2,1,0,2,,,1,3,3,17,0,2,8,5,75,8,2,,2,110,20,1,2,,,701,479,484
2002,Královéhradecký kraj,Trutnov,Strážné,,,56,4,0,1,0,0,,,1,0,2,2,0,0,2,1,11,1,0,,0,11,5,0,0,,,160,97,98
2002,Královéhradecký kraj,Trutnov,Horní Brusnice,,,31,29,13,2,0,3,,,2,0,1,3,0,1,4,3,16,0,0,,0,57,4,1,2,,,339,172,173
2002,Královéhradecký kraj,Trutnov,Suchovršice,,,44,33,5,0,0,0,,,1,2,0,2,0,0,10,7,41,1,1,,1,54,6,0,1,,,288,209,210
2002,Královéhradecký kraj,Trutnov,Horní Kalná,,,48,16,8,0,0,1,,,0,0,1,3,0,0,8,3,44,0,1,,0,49,7,0,0,,,247,189,189
2002,Královéhradecký kraj,Trutnov,Svoboda nad Úpou,,,325,229,9,11,3,12,,,0,5,4,4,0,3,43,28,134,6,0,,8,308,19,1,12,,,1847,1164,1166
2002,Královéhradecký kraj,Trutnov,Horní Maršov,,,161,100,5,2,0,10,,,0,8,3,7,0,3,17,9,79,3,1,,1,118,17,0,6,,,860,550,556
2002,Královéhradecký kraj,Trutnov,Špindlerův Mlýn,,,440,65,1,9,0,3,,,1,3,1,7,0,1,27,10,203,4,1,,10,182,45,0,2,,,1467,1015,1018
2002,Královéhradecký kraj,Trutnov,Horní Olešnice,,,14,23,7,2,0,2,,,0,1,0,2,0,0,7,1,20,0,0,,0,54,3,0,0,,,220,136,137
2002,Královéhradecký kraj,Trutnov,Trotina,,,2,5,2,0,0,2,,,0,0,0,1,0,0,1,0,3,0,0,,0,13,0,0,2,,,47,31,31
2002,Královéhradecký kraj,Trutnov,Hostinné,,,453,487,13,9,1,23,,,8,9,3,38,1,4,123,56,277,11,3,,8,652,35,0,6,,,3859,2220,2238
2002,Královéhradecký kraj,Trutnov,Trutnov,,,4076,2244,60,100,35,144,,,24,110,29,133,5,29,336,370,1704,79,18,,66,4004,508,8,51,,,25418,14133,14182
2002,Královéhradecký kraj,Trutnov,Hřibojedy,,,15,28,10,0,0,0,,,0,0,0,0,0,0,1,0,16,0,0,,0,35,2,0,0,,,159,107,107
2002,Královéhradecký kraj,Trutnov,Třebihošť,,,54,36,8,0,0,1,,,0,1,2,5,0,0,1,2,31,0,0,,4,52,5,0,0,,,307,202,203
2002,Královéhradecký kraj,Trutnov,Chotěvice,,,93,112,13,1,1,2,,,1,0,0,3,0,1,20,11,22,3,0,,2,107,7,0,2,,,778,401,402
2002,Královéhradecký kraj,Trutnov,Úpice,,,750,532,15,13,4,46,,,7,8,13,28,3,8,64,45,408,27,5,,8,655,73,2,21,,,4625,2735,2748
2002,Královéhradecký kraj,Trutnov,Choustníkovo Hradiš.,,,34,59,5,3,1,3,,,0,0,2,8,0,3,3,4,21,1,1,,1,58,25,1,0,,,461,233,235
2002,Královéhradecký kraj,Trutnov,Velké Svatoňovice,,,140,92,9,2,1,1,,,1,4,2,6,0,2,11,33,92,4,1,,3,155,28,0,4,,,891,591,591
2002,Královéhradecký kraj,Trutnov,Chvaleč,,,55,66,5,0,1,0,,,0,0,0,2,0,0,14,10,27,1,0,,0,74,6,1,0,,,484,262,263
2002,Královéhradecký kraj,Trutnov,Velký Vřešťov,,,36,12,13,1,0,0,,,1,0,0,1,0,0,2,1,9,0,0,,0,33,2,0,0,,,160,111,112
2002,Královéhradecký kraj,Trutnov,Janské Lázně,,,281,86,3,5,1,4,,,0,2,3,5,0,5,15,13,157,4,0,,8,212,17,1,5,,,1176,827,834
2002,Královéhradecký kraj,Trutnov,Vilantice,,,12,23,6,0,0,3,,,0,0,2,0,0,1,4,0,21,0,0,,0,29,1,0,1,,,161,103,104
2002,Královéhradecký kraj,Trutnov,Jívka,,,55,75,5,0,0,1,,,0,1,0,1,0,1,5,7,18,2,0,,1,71,9,0,3,,,473,255,257
2002,Královéhradecký kraj,Trutnov,Vítězná,,,74,134,7,8,0,10,,,8,2,2,3,0,1,15,12,51,3,0,,0,153,16,1,2,,,1042,502,505
2002,Královéhradecký kraj,Trutnov,Klášterská Lhota,,,15,26,1,2,1,2,,,0,1,1,0,0,1,5,4,15,1,0,,0,32,4,0,0,,,154,111,111
2002,Královéhradecký kraj,Trutnov,Vlčice,,,45,76,2,3,0,3,,,1,1,0,2,0,0,5,3,12,1,1,,1,41,7,0,1,,,338,205,205
2002,Královéhradecký kraj,Trutnov,Kocbeře,,,50,57,5,2,2,2,,,0,1,1,0,0,0,3,9,16,0,0,,1,50,10,0,1,,,401,210,211
2002,Královéhradecký kraj,Trutnov,Vlčkovice v Podkrk.,,,33,18,7,2,0,1,,,1,2,0,1,0,0,0,0,29,0,0,,1,44,12,0,0,,,300,151,152
2002,Královéhradecký kraj,Trutnov,Kohoutov,,,21,34,2,0,0,5,,,0,0,0,0,0,0,6,1,8,0,0,,0,22,1,0,3,,,184,103,103
2002,Královéhradecký kraj,Trutnov,Vrchlabí,,,2101,771,45,35,8,36,,,33,24,27,101,2,25,262,111,790,43,13,,33,1609,194,8,26,,,10155,6297,6329
2002,Královéhradecký kraj,Trutnov,Královec,,,22,33,0,1,0,3,,,0,0,0,0,0,2,1,2,4,0,0,,0,15,5,0,6,,,136,94,94
2002,Královéhradecký kraj,Trutnov,Zábřezí-Řečice,,,30,14,2,0,0,2,,,0,0,0,0,0,0,0,0,5,0,0,,0,23,1,0,0,,,112,77,77
2002,Královéhradecký kraj,Trutnov,Kuks,,,11,36,1,1,0,0,,,0,0,0,0,0,0,0,4,15,1,1,,3,18,1,0,0,,,183,92,92
2002,Královéhradecký kraj,Trutnov,Zdobín,,,17,5,4,1,0,0,,,0,0,0,0,0,0,1,1,3,0,0,,0,20,2,0,0,,,79,54,54
2002,Královéhradecký kraj,Trutnov,Kunčice nad Labem,,,102,47,3,2,0,4,,,5,0,2,1,0,1,8,5,27,2,0,,1,72,9,0,2,,,449,293,293
2002,Královéhradecký kraj,Trutnov,Zlatá Olešnice,,,20,33,1,0,0,0,,,0,0,1,0,0,1,2,4,7,0,1,,0,13,6,0,0,,,131,89,90
2002,Královéhradecký kraj,Trutnov,Lampertice,,,34,38,4,1,3,4,,,0,1,1,2,0,1,10,38,12,0,2,,3,45,3,3,0,,,353,205,209
2002,Královéhradecký kraj,Trutnov,Žacléř,,,394,357,23,7,8,14,,,7,16,6,9,0,10,47,117,162,10,0,,7,476,58,0,10,,,2897,1738,1750
2002,Královéhradecký kraj,Trutnov,Lánov,,,191,148,13,1,0,8,,,4,4,2,7,0,2,20,16,93,6,0,,1,179,27,1,0,,,1196,723,728
2002,Pardubický kraj,Chrudim,Běstvina,,0,67,61,6,,1,5,,,0,3,2,1,0,1,6,1,53,5,0,,1,66,12,1,5,,,430,297,298
2002,Pardubický kraj,Chrudim,Načešice,,0,26,57,6,,0,0,,,0,2,3,2,0,0,1,1,43,2,0,,1,103,6,0,0,,,430,253,254
2002,Pardubický kraj,Chrudim,Biskupice,,0,3,8,0,,0,1,,,0,0,0,0,0,0,0,0,8,0,0,,0,9,0,0,0,,,40,29,29
2002,Pardubický kraj,Chrudim,Nasavrky,,0,120,186,22,,1,6,,,1,1,2,1,0,6,10,6,99,5,0,,3,206,57,0,1,,,1136,733,738
2002,Pardubický kraj,Chrudim,Bítovany,,0,43,55,5,,0,3,,,0,2,0,7,0,0,4,2,33,1,0,,1,54,6,0,4,,,321,220,220
2002,Pardubický kraj,Chrudim,Nové Hrady,,0,43,31,1,,1,2,,,0,0,2,3,0,1,5,1,24,1,0,,1,37,5,0,1,,,235,159,160
2002,Pardubický kraj,Chrudim,Bojanov,,0,65,44,8,,0,0,,,0,1,3,3,0,0,4,4,92,1,1,,2,126,14,0,4,,,530,372,373
2002,Pardubický kraj,Chrudim,Orel,,0,84,76,2,,3,9,,,0,0,5,11,0,0,5,3,43,1,4,,0,103,9,0,3,,,543,361,363
2002,Pardubický kraj,Chrudim,Bor u Skutče,,0,25,19,0,,2,4,,,0,0,1,1,0,0,0,2,7,0,0,,0,19,5,0,2,,,138,87,87
2002,Pardubický kraj,Chrudim,Ostrov,,0,29,7,6,,0,2,,,0,0,0,0,0,0,0,0,9,0,0,,0,15,2,1,0,,,133,71,73
2002,Pardubický kraj,Chrudim,Bořice,,0,11,29,3,,0,1,,,0,0,0,1,0,2,2,2,13,2,0,,0,30,0,0,0,,,136,96,96
2002,Pardubický kraj,Chrudim,Otradov,,0,32,31,4,,1,2,,,0,0,0,0,0,2,0,1,31,1,0,,0,61,1,0,0,,,255,167,168
2002,Pardubický kraj,Chrudim,Bousov,,0,7,28,1,,0,0,,,0,0,1,0,0,0,1,1,17,5,0,,0,35,6,0,16,,,173,118,120
2002,Pardubický kraj,Chrudim,Perálec,,0,20,37,9,,0,2,,,1,0,3,1,0,4,4,1,28,1,2,,1,28,5,0,0,,,191,147,147
2002,Pardubický kraj,Chrudim,Bylany,,0,46,28,4,,3,3,,,0,0,2,1,0,0,4,4,17,2,0,,1,49,3,0,4,,,263,171,171
2002,Pardubický kraj,Chrudim,Podhořany u Ronova,,0,19,51,6,,0,4,,,0,0,2,1,0,2,3,2,18,0,1,,0,48,8,0,4,,,255,169,169
2002,Pardubický kraj,Chrudim,Ctětín,,0,10,61,20,,0,2,,,0,0,0,1,0,0,0,1,19,0,1,,0,28,5,0,2,,,216,150,150
2002,Pardubický kraj,Chrudim,Pokřikov,,0,18,44,2,,1,5,,,0,0,0,0,0,3,3,1,28,1,0,,0,28,9,0,1,,,204,144,146
2002,Pardubický kraj,Chrudim,Čankovice,,0,33,33,4,,0,2,,,0,0,1,0,0,0,2,1,15,2,0,,0,33,5,0,5,,,254,136,137
2002,Pardubický kraj,Chrudim,Prachovice,,0,115,148,5,,0,4,,,0,3,4,6,0,3,5,9,53,11,1,,5,139,18,1,0,,,1166,530,537
2002,Pardubický kraj,Chrudim,České Lhotice,,0,14,7,1,,0,3,,,0,0,0,1,0,0,1,0,16,0,0,,0,16,11,0,0,,,91,70,71
2002,Pardubický kraj,Chrudim,Proseč,,0,179,202,27,,3,5,,,2,1,1,18,0,3,20,7,251,8,0,,0,241,31,0,3,,,1599,1002,1005
2002,Pardubický kraj,Chrudim,Dědová,,0,8,23,0,,0,2,,,0,0,0,0,0,0,0,0,30,2,0,,0,28,0,0,0,,,130,93,93
2002,Pardubický kraj,Chrudim,Prosetín,,0,74,64,15,,0,3,,,0,4,5,6,0,4,2,2,57,2,0,,0,157,9,0,2,,,629,406,411
2002,Pardubický kraj,Chrudim,Dolní Bezděkov,,0,12,30,3,,0,0,,,0,0,0,3,0,0,0,1,15,3,0,,0,25,2,0,0,,,145,94,94
2002,Pardubický kraj,Chrudim,Předhradí,,0,29,39,11,,0,1,,,0,2,1,0,0,1,8,4,55,1,1,,4,44,3,1,0,,,340,205,206
2002,Pardubický kraj,Chrudim,Dřenice,,0,29,44,6,,0,3,,,0,0,0,3,0,0,1,0,19,0,0,,0,52,1,1,0,,,246,159,160
2002,Pardubický kraj,Chrudim,Přestavlky,,0,11,19,3,,0,2,,,0,0,0,5,0,0,4,0,20,0,0,,0,22,1,0,3,,,145,90,90
2002,Pardubický kraj,Chrudim,Dvakačovice,,0,23,16,1,,1,0,,,0,1,2,0,1,0,1,1,9,1,0,,1,23,0,0,2,,,122,83,84
2002,Pardubický kraj,Chrudim,Rabštejnská Lhota,,0,81,76,7,,0,5,,,1,0,3,3,0,1,16,2,47,3,1,,1,99,5,0,3,,,468,354,354
2002,Pardubický kraj,Chrudim,Hamry,,0,13,25,1,,0,0,,,0,0,0,0,0,2,1,1,30,0,0,,1,44,1,0,0,,,196,119,119
2002,Pardubický kraj,Chrudim,Raná,,0,29,45,10,,0,5,,,0,0,3,2,0,0,4,0,57,1,0,,0,46,3,0,0,,,276,205,205
2002,Pardubický kraj,Chrudim,Heřmanův Městec,,0,560,381,10,,3,21,,,2,6,10,31,0,8,51,37,579,26,4,,11,559,41,0,18,,,4024,2358,2367
2002,Pardubický kraj,Chrudim,Ronov nad Doubravou,,0,147,202,13,,0,3,,,0,3,0,3,0,2,6,7,91,13,1,,2,245,36,1,29,,,1282,804,809
2002,Pardubický kraj,Chrudim,Hlinsko,,0,1016,992,39,,7,35,,,1,10,5,23,1,61,58,30,1225,36,7,,17,1357,47,1,25,,,8213,4993,5003
2002,Pardubický kraj,Chrudim,Rosice,,0,83,141,9,,0,3,,,0,0,0,14,0,1,1,3,79,0,3,,1,142,87,0,6,,,1008,573,573
2002,Pardubický kraj,Chrudim,Hluboká,,0,6,12,9,,0,0,,,0,0,1,1,0,0,3,4,42,0,0,,0,52,2,0,0,,,182,132,133
2002,Pardubický kraj,Chrudim,Rozhovice,,0,36,35,2,,0,1,,,0,0,0,0,0,1,3,2,27,3,0,,1,30,0,0,7,,,203,148,148
2002,Pardubický kraj,Chrudim,Hodonín,,0,10,5,3,,0,5,,,0,0,0,0,0,1,1,0,14,0,0,,0,12,2,0,1,,,73,54,54
2002,Pardubický kraj,Chrudim,Řepníky,,0,28,26,17,,0,4,,,0,0,2,3,0,2,6,3,41,0,0,,0,54,11,0,0,,,311,197,198
2002,Pardubický kraj,Chrudim,Holetín,,0,79,95,9,,1,6,,,0,0,0,1,0,12,4,6,69,1,1,,2,94,3,1,2,,,566,386,389
2002,Pardubický kraj,Chrudim,Řestoky,,0,41,47,1,,1,1,,,0,0,0,4,0,0,4,1,59,0,0,,0,69,13,0,3,,,378,244,245
2002,Pardubický kraj,Chrudim,Honbice,,0,13,24,2,,0,0,,,1,0,0,0,0,0,0,0,15,7,0,,0,27,3,0,0,,,146,92,93
2002,Pardubický kraj,Chrudim,Seč,,0,191,212,3,,1,5,,,3,4,3,3,1,2,16,10,130,2,1,,6,279,48,0,1,,,1504,921,922
2002,Pardubický kraj,Chrudim,Horka,,0,45,45,4,,4,1,,,0,0,1,3,0,4,5,4,30,0,0,,1,77,8,0,0,,,306,232,233
2002,Pardubický kraj,Chrudim,Skuteč,,0,459,548,30,,5,19,,,6,2,6,10,2,4,43,19,432,15,2,,28,723,48,1,9,,,4128,2411,2419
2002,Pardubický kraj,Chrudim,Horní Bradlo,,0,37,84,15,,0,4,,,2,0,1,5,1,1,3,5,40,1,0,,1,94,9,0,4,,,442,307,309
2002,Pardubický kraj,Chrudim,Slatiňany,,0,467,367,12,,3,31,,,4,2,1,61,0,4,51,22,294,15,6,,6,577,29,2,9,,,3039,1963,1969
2002,Pardubický kraj,Chrudim,Hošťalovice,,0,17,25,0,,1,2,,,0,0,1,1,0,0,3,2,14,0,0,,0,32,1,0,0,,,115,99,99
2002,Pardubický kraj,Chrudim,Smrček,,0,19,15,1,,0,1,,,0,0,0,0,0,0,2,0,7,1,0,,0,13,0,0,0,,,101,59,59
2002,Pardubický kraj,Chrudim,Hrochův Týnec,,0,200,167,6,,4,6,,,1,2,2,7,0,2,11,9,176,13,1,,8,199,27,0,4,,,1487,845,848
2002,Pardubický kraj,Chrudim,Sobětuchy,,0,72,44,19,,0,10,,,0,3,2,10,0,0,6,2,30,2,2,,0,62,13,0,1,,,433,278,280
2002,Pardubický kraj,Chrudim,Hroubovice,,0,49,48,5,,2,3,,,0,2,1,1,0,1,6,0,20,2,1,,1,36,6,0,0,,,263,184,184
2002,Pardubický kraj,Chrudim,Stolany,,0,33,22,19,,0,2,,,0,0,1,0,0,1,6,7,48,3,0,,2,52,3,0,5,,,280,204,205
2002,Pardubický kraj,Chrudim,Chrast,,0,313,346,19,,7,12,,,1,2,7,18,1,4,16,19,218,16,3,,7,449,49,1,8,,,2542,1516,1526
2002,Pardubický kraj,Chrudim,Stradouň,,0,15,11,3,,0,0,,,0,0,0,0,0,1,1,1,11,3,0,,0,25,9,0,1,,,138,81,81
2002,Pardubický kraj,Chrudim,Chroustovice,,0,130,149,13,,3,9,,,0,2,1,14,0,2,10,6,74,14,0,,6,168,38,0,4,,,982,643,645
2002,Pardubický kraj,Chrudim,Střemošice,,0,11,18,5,,0,0,,,0,0,1,0,0,0,2,2,30,0,0,,0,25,3,0,1,,,171,98,98
2002,Pardubický kraj,Chrudim,Chrudim,,0,3167,1805,67,,8,88,,,12,26,7,218,3,33,221,123,1551,96,53,,57,3421,183,3,41,,,19019,11183,11229
2002,Pardubický kraj,Chrudim,Studnice,,0,27,39,0,,0,1,,,0,3,0,1,0,4,1,0,99,0,0,,1,41,1,0,0,,,377,218,218
2002,Pardubický kraj,Chrudim,Jeníkov,,0,31,23,2,,0,1,,,0,1,1,0,0,3,2,1,123,2,0,,0,49,1,0,0,,,344,240,242
2002,Pardubický kraj,Chrudim,Svídnice,,0,44,36,3,,0,0,,,0,0,1,5,0,2,4,1,22,1,0,,1,71,7,0,2,,,311,200,201
2002,Pardubický kraj,Chrudim,Jenišovice,,0,43,39,5,,0,1,,,1,2,2,1,0,0,3,2,39,3,0,,0,69,3,0,0,,,367,213,214
2002,Pardubický kraj,Chrudim,Svratouch,,0,76,112,7,,0,5,,,0,0,0,3,0,4,5,5,95,2,0,,0,118,20,0,1,,,686,453,455
2002,Pardubický kraj,Chrudim,Kameničky,,0,42,42,5,,0,2,,,0,1,1,0,1,6,1,3,177,0,0,,0,96,5,0,1,,,602,383,385
2002,Pardubický kraj,Chrudim,Tisovec,,0,30,33,3,,0,1,,,0,0,0,0,0,0,0,0,35,1,0,,2,47,5,0,0,,,257,157,157
2002,Pardubický kraj,Chrudim,Kladno,,0,15,37,5,,1,0,,,0,0,1,0,0,1,1,0,31,2,0,,0,22,0,0,0,,,189,116,116
2002,Pardubický kraj,Chrudim,Trhová Kamenice,,0,72,116,6,,1,2,,,1,1,1,6,0,4,6,5,85,4,0,,1,117,11,0,2,,,682,441,443
2002,Pardubický kraj,Chrudim,Klešice,,0,29,46,3,,0,1,,,0,0,0,2,0,0,6,1,19,5,0,,0,16,9,0,0,,,216,137,137
2002,Pardubický kraj,Chrudim,Trojovice,,0,28,28,5,,0,0,,,0,0,0,0,0,3,0,2,18,0,1,,2,17,5,0,0,,,155,109,109
2002,Pardubický kraj,Chrudim,Kněžice,,0,17,36,2,,0,1,,,0,0,0,1,0,0,4,0,13,1,0,,0,7,4,0,1,,,126,87,87
2002,Pardubický kraj,Chrudim,Třemošnice,,0,274,345,14,,1,5,,,1,5,2,10,0,1,23,12,163,19,4,,6,345,171,1,27,,,2542,1429,1434
2002,Pardubický kraj,Chrudim,Kočí,,0,53,55,11,,0,0,,,1,1,1,6,0,0,3,0,47,1,0,,3,74,9,1,0,,,451,266,268
2002,Pardubický kraj,Chrudim,Třibřichy,,0,30,43,3,,0,1,,,0,0,0,1,0,0,6,0,31,2,0,,1,62,0,0,5,,,241,185,187
2002,Pardubický kraj,Chrudim,Kostelec u Heř.Měst.,,0,39,44,3,,0,0,,,0,0,1,1,0,0,1,2,27,0,0,,2,29,1,0,0,,,219,150,151
2002,Pardubický kraj,Chrudim,Tuněchody,,0,53,76,9,,0,7,,,2,1,2,3,0,1,3,1,34,3,0,,3,102,7,0,1,,,473,308,309
2002,Pardubický kraj,Chrudim,Krásné,,0,9,24,4,,0,0,,,0,0,0,1,0,0,0,1,18,2,0,,0,26,9,0,1,,,119,95,95
2002,Pardubický kraj,Chrudim,Úherčice,,0,8,10,0,,0,0,,,0,0,0,0,0,0,0,1,14,3,0,,0,13,1,0,0,,,91,50,50
2002,Pardubický kraj,Chrudim,Krouna,,0,137,70,41,,0,4,,,0,3,3,7,0,3,14,7,178,4,1,,5,157,17,0,2,,,1070,653,653
2002,Pardubický kraj,Chrudim,Úhřetice,,0,47,44,8,,0,9,,,0,2,0,0,0,0,3,6,21,2,0,,1,75,5,0,2,,,361,225,225
2002,Pardubický kraj,Chrudim,Křižanovice,,0,18,4,4,,1,0,,,0,0,0,0,0,0,2,0,10,0,1,,0,23,1,0,0,,,100,64,64
2002,Pardubický kraj,Chrudim,Vápenný Podol,,0,12,39,3,,0,1,,,0,0,1,2,0,0,3,6,15,2,0,,0,28,5,0,1,,,172,118,118
2002,Pardubický kraj,Chrudim,Lány,,0,24,14,6,,0,1,,,0,0,1,0,0,1,4,0,36,1,0,,1,26,2,1,0,,,177,118,119
2002,Pardubický kraj,Chrudim,Včelákov,,0,38,80,7,,0,0,,,0,0,1,3,0,6,3,6,51,2,1,,2,84,11,1,0,,,449,296,296
2002,Pardubický kraj,Chrudim,Leština,,0,21,28,11,,1,2,,,0,0,1,1,0,0,3,7,62,0,0,,2,45,4,0,1,,,278,189,190
2002,Pardubický kraj,Chrudim,Vejvanovice,,0,37,18,8,,0,4,,,0,1,0,3,0,4,1,1,23,0,0,,1,30,3,1,3,,,221,138,138
2002,Pardubický kraj,Chrudim,Leštinka,,0,2,8,3,,0,1,,,0,0,0,0,0,2,1,0,19,0,0,,1,17,7,0,2,,,111,63,63
2002,Pardubický kraj,Chrudim,Vinary,,0,13,16,6,,0,0,,,0,1,1,0,0,0,0,0,15,4,0,,1,9,4,0,4,,,111,74,74
2002,Pardubický kraj,Chrudim,Libkov,,0,4,5,3,,1,0,,,0,0,0,2,0,0,0,0,10,0,0,,0,20,5,0,2,,,81,52,53
2002,Pardubický kraj,Chrudim,Vítanov,,0,41,44,7,,1,6,,,0,1,0,0,0,5,1,5,55,1,0,,1,52,3,0,0,,,345,223,223
2002,Pardubický kraj,Chrudim,Liboměřice,,0,11,18,3,,0,1,,,0,0,1,4,0,0,0,0,13,0,0,,0,20,7,0,1,,,114,79,79
2002,Pardubický kraj,Chrudim,Vojtěchov,,0,9,53,10,,0,5,,,0,0,0,0,0,1,4,0,81,3,0,,0,55,2,0,0,,,328,223,223
2002,Pardubický kraj,Chrudim,Licibořice,,0,17,11,4,,0,0,,,0,0,0,0,0,0,6,1,27,2,0,,2,59,3,0,0,,,201,132,132
2002,Pardubický kraj,Chrudim,Vortová,,0,16,45,2,,0,0,,,0,0,0,1,0,5,0,1,29,0,0,,1,50,2,0,1,,,201,153,154
2002,Pardubický kraj,Chrudim,Lipovec,,0,20,24,1,,0,1,,,0,0,0,0,0,1,0,3,30,3,0,,0,22,5,0,13,,,182,123,123
2002,Pardubický kraj,Chrudim,Vrbatův Kostelec,,0,20,37,7,,0,2,,,1,0,0,0,0,0,1,2,43,1,0,,0,43,26,0,1,,,289,184,184
2002,Pardubický kraj,Chrudim,Lozice,,0,5,19,2,,0,3,,,0,0,0,0,0,0,1,0,12,0,0,,0,18,1,0,0,,,126,61,61
2002,Pardubický kraj,Chrudim,Všeradov,,0,8,28,4,,0,2,,,0,0,0,0,0,1,0,1,34,0,0,,0,16,2,0,0,,,121,96,96
2002,Pardubický kraj,Chrudim,Lukavice,,0,70,79,16,,0,2,,,0,0,0,4,0,0,1,11,39,0,0,,1,114,22,0,0,,,610,359,360
2002,Pardubický kraj,Chrudim,Vysočina,,0,55,101,10,,0,11,,,0,3,0,1,0,1,11,1,41,1,0,,1,109,6,0,2,,,538,354,356
2002,Pardubický kraj,Chrudim,Luže,,0,229,251,25,,4,17,,,1,3,4,6,0,2,21,49,282,13,4,,9,332,43,4,12,,,2136,1311,1315
