year,region,county,town,Aktiv nezávislých občanů,kdúčsl,LEV 21-Národní socialisté,ods,ksčm,HLAVU VZHŮRU - volební blok,Suver.-Strana zdravého rozumu,Strana soukromníků ČR,top_09,Dělnic.str.sociální spravedl.,politické hnutí Změna,ano,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klub angažovaných nestraníků,sz,Strana Práv Občanů ZEMANOVCI,Úsvit přímé demokr.T.Okamury,Volte Pr.Blok www.cibulka.net,Romská demokratická strana,Česká pirátská strana,OBČANÉ 2011,čssd,voters,votes_ok,votes_all
2013,Středočeský kraj,Kutná Hora,Petrovice II,0,1,0,5,18,0,1,0,7,1,0,5,0,0,,,1,0,4,,0,1,,18,92,62,62
2013,Středočeský kraj,Kutná Hora,Podveky,0,2,0,23,20,1,0,0,12,0,1,14,2,0,,,3,0,9,,0,3,,25,171,115,117
2013,Středočeský kraj,Kutná Hora,Potěhy,0,11,0,15,49,0,0,1,25,1,0,46,3,0,,,5,4,21,,0,5,,105,491,291,299
2013,Středočeský kraj,Kutná Hora,Rašovice,0,14,0,7,28,0,0,2,11,6,0,34,2,0,,,5,4,15,,1,2,,36,319,167,167
2013,Středočeský kraj,Kutná Hora,Rataje nad Sázavou,3,17,0,18,39,3,3,1,56,2,0,54,6,1,,,7,2,12,,0,6,,81,465,311,313
2013,Středočeský kraj,Kutná Hora,Rohozec,0,2,0,10,30,1,0,0,11,0,0,39,2,0,,,2,2,14,,0,4,,42,238,159,160
2013,Středočeský kraj,Kutná Hora,Řendějov,0,3,0,5,28,1,2,0,6,0,2,16,1,0,,,1,1,15,,0,2,,44,202,127,127
2013,Středočeský kraj,Kutná Hora,Samopše,0,0,0,9,14,0,0,0,8,0,1,23,2,0,,,1,1,14,,0,2,,24,138,99,99
2013,Středočeský kraj,Kutná Hora,Semtěš,0,1,0,16,38,2,0,1,11,1,1,21,2,4,,,6,0,15,,0,5,,39,232,163,165
2013,Středočeský kraj,Kutná Hora,Schořov,0,0,0,2,7,0,0,0,3,0,0,4,0,0,,,1,0,2,,0,2,,23,70,44,44
2013,Středočeský kraj,Kutná Hora,Slavošov,0,2,0,4,34,1,0,0,3,0,0,9,2,0,,,1,0,5,,0,3,,26,124,90,90
2013,Středočeský kraj,Kutná Hora,Soběšín,0,1,0,2,19,0,0,0,11,0,0,20,2,0,,,2,2,15,,0,4,,25,155,103,104
2013,Středočeský kraj,Kutná Hora,Souňov,0,6,0,2,5,0,0,0,6,0,1,17,1,0,,,0,0,9,,0,1,,25,115,73,73
2013,Středočeský kraj,Kutná Hora,Staňkovice,0,9,0,9,25,1,2,0,10,2,0,24,4,0,,,2,6,13,,0,1,,45,225,153,155
2013,Středočeský kraj,Kutná Hora,Starkoč,0,1,0,4,7,0,0,3,7,0,0,11,2,2,,,0,1,5,,0,4,,19,118,66,67
2013,Středočeský kraj,Kutná Hora,Sudějov,0,0,0,3,7,0,1,1,6,0,2,11,1,0,,,0,0,6,,0,5,,7,61,50,51
2013,Středočeský kraj,Kutná Hora,Suchdol,0,20,1,44,91,3,4,3,61,3,1,129,13,2,,,11,7,29,,0,34,,117,933,573,573
2013,Středočeský kraj,Kutná Hora,Svatý Mikuláš,0,12,0,26,124,2,2,3,32,2,1,97,12,0,,,14,10,56,,0,8,,82,695,483,486
2013,Středočeský kraj,Kutná Hora,Šebestěnice,0,7,0,2,7,1,1,0,6,0,0,11,0,1,,,0,0,3,,0,0,,19,84,58,58
2013,Středočeský kraj,Kutná Hora,Štipoklasy,0,7,0,2,12,0,0,0,5,1,0,9,0,1,,,1,1,9,,0,7,,33,127,88,88
2013,Středočeský kraj,Kutná Hora,Třebešice,0,1,0,3,22,0,0,1,4,0,0,10,3,0,,,3,0,14,,0,3,,26,205,90,93
2013,Středočeský kraj,Kutná Hora,Třebětín,0,1,0,7,18,0,0,0,1,0,0,9,1,0,,,0,1,5,,0,1,,23,95,67,68
2013,Středočeský kraj,Kutná Hora,Třebonín,0,7,0,4,18,0,0,0,6,1,0,16,0,1,,,0,0,8,,1,4,,17,123,83,83
2013,Středočeský kraj,Kutná Hora,Tupadly,1,9,0,15,68,0,0,0,31,0,1,76,4,0,,,1,3,10,,0,10,,76,521,305,307
2013,Středočeský kraj,Kutná Hora,Uhlířské Janovice,0,64,0,143,231,11,4,3,120,14,6,296,35,2,,,38,9,113,,0,29,,323,2484,1441,1455
2013,Středočeský kraj,Kutná Hora,Úmonín,0,21,0,17,19,2,2,1,24,0,0,58,6,1,,,2,1,15,,0,3,,61,391,233,234
2013,Středočeský kraj,Kutná Hora,Úžice,0,3,1,18,64,1,1,0,20,1,1,57,3,0,,,3,8,19,,0,14,,101,528,315,317
2013,Středočeský kraj,Kutná Hora,Vavřinec,0,10,0,14,42,2,2,0,17,2,0,70,2,1,,,13,1,17,,0,1,,55,414,249,249
2013,Středočeský kraj,Kutná Hora,Vidice,1,1,0,11,19,0,1,0,20,1,1,24,3,0,,,1,5,4,,0,1,,18,189,111,111
2013,Středočeský kraj,Kutná Hora,Vinaře,0,6,1,2,20,1,0,1,6,0,0,33,1,0,,,1,1,9,,0,6,,28,198,116,117
2013,Středočeský kraj,Kutná Hora,Vlačice,0,2,0,6,29,1,1,0,3,0,0,15,0,0,,,2,1,13,,0,1,,29,201,103,105
2013,Středočeský kraj,Kutná Hora,Vlastějovice,0,13,0,25,42,1,0,2,13,1,2,31,4,0,,,1,0,16,,0,7,,87,421,245,248
2013,Středočeský kraj,Kutná Hora,Vlkaneč,1,21,0,20,59,2,1,0,23,1,0,58,4,0,,,6,5,37,,0,1,,86,510,325,326
2013,Středočeský kraj,Kutná Hora,Vodranty,0,1,0,0,10,2,0,0,1,1,0,10,0,0,,,1,1,5,,0,1,,18,74,51,51
2013,Středočeský kraj,Kutná Hora,Vrdy,0,32,3,58,296,5,6,9,97,9,4,264,28,1,,,24,16,113,,0,32,,352,2393,1349,1355
2013,Středočeský kraj,Kutná Hora,Záboří nad Labem,0,15,0,23,100,2,1,1,36,1,4,80,23,0,,,7,16,39,,0,13,,82,653,443,448
2013,Středočeský kraj,Kutná Hora,Zbizuby,0,6,0,16,38,0,2,1,14,1,3,46,3,0,,,4,1,21,,0,2,,56,368,214,214
2013,Středočeský kraj,Kutná Hora,Zbraslavice,1,39,0,36,131,3,0,1,62,3,4,156,13,4,,,13,3,58,,0,14,,175,1181,716,721
2013,Středočeský kraj,Kutná Hora,Zbýšov,0,18,1,12,62,1,0,1,28,1,1,71,1,0,,,8,1,15,,0,8,,119,554,348,350
2013,Středočeský kraj,Kutná Hora,Zruč nad Sázavou,2,89,3,161,343,21,5,2,171,13,9,414,54,9,,,53,20,154,,1,67,,628,3994,2219,2235
2013,Středočeský kraj,Kutná Hora,Žáky,0,11,0,6,44,1,1,0,7,2,0,32,0,0,,,5,3,7,,0,3,,38,283,160,160
2013,Středočeský kraj,Kutná Hora,Žehušice,0,12,0,28,50,1,1,0,30,2,0,90,8,0,,,9,6,38,,0,12,,75,558,362,364
2013,Středočeský kraj,Kutná Hora,Žleby,0,15,1,35,134,5,2,5,42,2,7,109,5,2,,,9,10,39,,0,12,,176,1077,610,612
2013,Středočeský kraj,Mělník,Býkev,0,0,0,3,45,2,2,0,6,1,0,42,3,0,,,5,1,15,,0,3,,43,318,171,171
2013,Středočeský kraj,Mělník,Byšice,2,11,0,63,100,3,5,7,81,8,4,119,16,0,,,18,9,47,,0,14,,113,1041,620,623
2013,Středočeský kraj,Mělník,Cítov,1,23,0,38,116,3,0,4,50,6,0,78,18,0,,,9,7,39,,0,11,,85,895,488,493
2013,Středočeský kraj,Mělník,Čakovičky,0,7,0,38,12,0,1,2,50,4,0,61,7,0,,,10,4,19,,0,7,,25,359,247,248
2013,Středočeský kraj,Mělník,Čečelice,1,14,0,15,45,4,1,0,36,1,0,56,5,0,,,3,5,17,,0,8,,50,507,261,263
2013,Středočeský kraj,Mělník,Dobřeň,0,6,0,7,17,2,0,3,10,1,0,22,2,0,,,3,5,6,,0,2,,3,146,89,90
2013,Středočeský kraj,Mělník,Dolany,0,13,3,29,75,2,0,0,61,12,0,53,9,1,,,33,5,23,,0,15,,83,637,417,420
2013,Středočeský kraj,Mělník,Dolní Beřkovice,2,14,0,67,98,1,1,4,52,5,0,86,22,1,,,14,7,51,,0,20,,119,1107,564,568
2013,Středočeský kraj,Mělník,Dolní Zimoř,0,1,0,6,8,0,0,0,2,2,0,5,2,0,,,1,0,7,,0,4,,3,65,41,42
2013,Středočeský kraj,Mělník,Dřínov,0,1,0,23,40,2,0,1,19,0,0,41,7,0,,,2,5,17,,0,5,,30,350,193,197
2013,Středočeský kraj,Mělník,Horní Počaply,1,9,0,41,136,9,4,1,39,2,0,69,6,2,,,15,14,35,,1,16,,117,978,517,524
2013,Středočeský kraj,Mělník,Hořín,0,3,0,47,81,7,2,3,27,2,2,71,11,3,,,6,8,27,,0,6,,51,638,357,359
2013,Středočeský kraj,Mělník,Hostín,0,3,0,19,13,0,0,3,27,0,0,25,2,0,,,5,4,3,,0,8,,18,217,130,130
2013,Středočeský kraj,Mělník,Hostín u Vojkovic,1,11,0,4,21,0,1,0,9,1,1,18,1,3,,,2,4,8,,0,1,,31,248,117,117
2013,Středočeský kraj,Mělník,Chlumín,0,2,0,10,54,0,0,1,18,3,0,38,8,0,,,12,4,9,,1,3,,34,387,197,201
2013,Středočeský kraj,Mělník,Chorušice,0,8,0,19,59,3,2,2,24,6,0,69,3,1,,,3,1,21,,0,7,,41,442,269,271
2013,Středočeský kraj,Mělník,Chvatěruby,0,2,1,9,52,2,0,0,23,5,1,41,8,1,,,12,3,8,,1,8,,40,403,217,217
2013,Středočeský kraj,Mělník,Jeviněves,0,5,0,16,18,1,0,0,11,2,0,22,2,2,,,1,6,12,,0,3,,17,174,118,119
2013,Středočeský kraj,Mělník,Kadlín,0,1,0,8,14,0,0,1,3,1,0,11,1,0,,,1,1,5,,0,0,,23,107,70,70
2013,Středočeský kraj,Mělník,Kanina,0,1,0,1,15,0,0,1,3,0,0,17,0,1,,,5,0,2,,0,0,,4,67,50,50
2013,Středočeský kraj,Mělník,Kly,0,16,0,40,79,4,0,6,82,11,3,118,13,1,,,14,3,43,,0,23,,84,1014,540,548
2013,Středočeský kraj,Mělník,Kojetice,1,6,1,41,63,2,0,0,40,3,0,83,12,1,,,7,5,21,,0,13,,52,613,351,358
2013,Středočeský kraj,Mělník,Kokořín,0,12,0,11,34,0,0,2,13,0,1,31,6,0,,,16,2,15,,0,11,,23,336,177,179
2013,Středočeský kraj,Mělník,Kostelec nad Labem,0,56,0,190,241,16,7,5,216,13,4,363,43,3,,,36,10,125,,4,53,,256,2899,1641,1659
2013,Středočeský kraj,Mělník,Kozomín,0,6,0,13,31,0,0,0,38,0,2,40,9,0,,,10,1,12,,0,5,,32,306,199,200
2013,Středočeský kraj,Mělník,Kralupy nad Vltavou,4,241,4,631,1257,41,22,15,1350,68,35,1590,208,14,,,309,83,415,,3,318,,1476,14152,8084,8151
2013,Středočeský kraj,Mělník,Ledčice,1,5,0,24,49,0,0,1,32,5,0,43,1,1,,,6,1,20,,0,6,,60,485,255,260
2013,Středočeský kraj,Mělník,Lhotka,0,4,0,13,19,1,0,0,32,2,1,43,1,1,,,5,4,12,,0,5,,29,230,172,174
2013,Středočeský kraj,Mělník,Liběchov,0,9,0,25,69,3,2,9,45,3,0,94,24,0,,,13,7,38,,0,13,,72,826,426,427
2013,Středočeský kraj,Mělník,Libiš,0,31,1,98,139,9,2,5,129,16,2,261,18,0,,,28,15,81,,0,30,,180,1704,1045,1055
2013,Středočeský kraj,Mělník,Liblice,0,3,0,3,44,0,0,4,24,2,0,49,9,0,,,2,3,16,,0,4,,41,384,204,204
2013,Středočeský kraj,Mělník,Lobeč,0,1,0,15,7,3,0,1,6,0,0,10,1,0,,,0,2,3,,0,2,,10,112,61,61
2013,Středočeský kraj,Mělník,Lužec nad Vltavou,2,10,2,68,159,6,1,2,48,7,4,91,9,3,,,14,8,38,,1,16,,89,1166,578,583
2013,Středočeský kraj,Mělník,Malý Újezd,1,14,0,30,80,2,3,15,46,8,3,120,16,2,,,11,3,45,,0,9,,66,756,474,476
2013,Středočeský kraj,Mělník,Medonosy,0,2,0,1,9,1,0,1,17,2,0,13,0,0,,,8,0,2,,0,2,,3,118,61,61
2013,Středočeský kraj,Mělník,Mělnické Vtelno,1,11,1,31,102,1,2,3,20,9,2,67,12,3,,,11,3,25,,0,8,,72,767,384,385
2013,Středočeský kraj,Mělník,Mělník,9,328,9,799,1260,38,35,103,1421,78,41,1637,267,11,,,290,71,599,,2,220,,1742,15516,8960,9017
2013,Středočeský kraj,Mělník,Mšeno,0,15,0,81,97,2,1,4,119,4,0,115,13,1,,,22,11,38,,1,7,,147,1210,678,684
2013,Středočeský kraj,Mělník,Nebužely,0,18,0,8,37,1,0,2,6,2,0,40,8,0,,,2,3,11,,2,7,,34,330,181,181
2013,Středočeský kraj,Mělník,Nedomice,0,10,0,19,16,0,0,0,29,1,0,33,2,0,,,4,1,6,,0,3,,18,228,142,143
2013,Středočeský kraj,Mělník,Nelahozeves,0,31,1,44,148,5,1,0,135,10,2,162,25,1,,,34,7,54,,0,34,,168,1364,862,867
2013,Středočeský kraj,Mělník,Neratovice,6,229,6,578,1047,41,12,20,889,90,31,1538,161,15,,,203,82,388,,2,185,,1294,12746,6817,6865
2013,Středočeský kraj,Mělník,Nosálov,0,0,0,11,12,0,3,3,15,2,0,9,0,0,,,7,3,10,,0,2,,21,144,98,99
2013,Středočeský kraj,Mělník,Nová Ves,0,9,1,33,96,2,1,1,51,4,1,105,8,0,,,17,6,35,,0,14,,79,852,463,468
2013,Středočeský kraj,Mělník,Obříství,2,6,0,52,80,3,6,3,87,1,0,141,14,2,,,16,1,22,,0,18,,85,933,539,544
2013,Středočeský kraj,Mělník,Olovnice,0,4,0,19,53,6,2,0,39,0,1,49,6,0,,,7,5,13,,0,10,,45,415,259,260
2013,Středočeský kraj,Mělník,Ovčáry,0,5,0,26,22,5,0,2,19,6,0,55,5,0,,,11,3,16,,0,4,,32,373,211,214
2013,Středočeský kraj,Mělník,Postřižín,0,7,0,44,36,2,0,0,52,3,2,76,12,2,,,12,3,28,,0,11,,52,590,342,346
2013,Středočeský kraj,Mělník,Řepín,0,14,1,17,59,0,0,2,38,3,4,58,4,0,,,8,3,17,,0,10,,42,505,280,283
2013,Středočeský kraj,Mělník,Spomyšl,0,1,0,7,49,3,0,0,9,1,1,27,16,0,,,6,6,12,,0,12,,36,336,186,187
2013,Středočeský kraj,Mělník,Stránka,0,5,0,5,18,2,0,0,11,0,0,17,8,2,,,1,2,6,,0,1,,22,176,100,100
2013,Středočeský kraj,Mělník,Střemy,0,7,0,11,30,0,3,3,21,5,4,50,9,0,,,3,0,27,,1,1,,41,361,216,216
2013,Středočeský kraj,Mělník,Tišice,1,49,0,85,115,8,1,1,106,13,4,218,19,1,,,33,11,62,,1,30,,178,1635,936,943
2013,Středočeský kraj,Mělník,Tuhaň,0,15,0,12,50,1,0,3,21,9,0,41,12,0,,,2,4,38,,0,9,,46,490,263,267
2013,Středočeský kraj,Mělník,Tupadly,1,0,0,0,14,0,0,0,5,1,0,10,0,0,,,1,3,4,,0,1,,15,116,55,56
2013,Středočeský kraj,Mělník,Újezdec,0,4,0,2,11,0,0,0,7,1,1,16,0,0,,,2,0,4,,0,3,,13,101,64,64
2013,Středočeský kraj,Mělník,Úžice,1,10,0,22,70,3,1,2,52,9,1,85,7,0,,,9,5,28,,0,9,,67,689,381,383
2013,Středočeský kraj,Mělník,Velký Borek,0,8,0,45,77,4,2,4,29,4,1,137,6,1,,,10,7,41,,0,16,,89,814,481,482
2013,Středočeský kraj,Mělník,Veltrusy,2,49,0,60,129,6,1,3,160,5,2,207,28,0,,,54,12,47,,3,36,,162,1510,966,974
2013,Středočeský kraj,Mělník,Vidim,3,1,1,8,30,0,1,3,4,0,0,16,2,2,,,4,1,10,,1,2,,6,140,95,97
2013,Středočeský kraj,Mělník,Vojkovice,0,6,0,31,63,1,1,1,23,2,1,76,3,1,,,3,9,26,,1,7,,56,572,311,314
2013,Středočeský kraj,Mělník,Vraňany,1,14,0,25,82,4,2,1,38,4,1,76,4,0,,,10,4,38,,0,7,,64,710,375,380
2013,Středočeský kraj,Mělník,Všestudy,1,0,0,11,43,1,1,1,25,3,0,25,2,1,,,3,3,5,,1,0,,27,269,153,154
2013,Středočeský kraj,Mělník,Všetaty,0,19,1,72,139,7,3,3,129,4,5,204,31,0,,,28,16,57,,0,27,,167,1725,912,917
2013,Středočeský kraj,Mělník,Vysoká,1,16,0,32,53,1,2,5,27,2,1,83,17,3,,,9,6,37,,0,7,,73,667,375,378
2013,Středočeský kraj,Mělník,Zálezlice,0,2,0,14,38,3,2,1,10,0,2,35,4,0,,,1,1,8,,0,4,,29,309,154,154
2013,Středočeský kraj,Mělník,Zlončice,0,8,0,18,13,1,0,0,49,2,0,43,6,0,,,22,2,9,,0,8,,46,371,227,227
2013,Středočeský kraj,Mělník,Zlosyň,0,6,0,15,29,2,2,0,27,1,3,31,6,4,,,2,1,14,,0,8,,33,360,184,185
2013,Středočeský kraj,Mělník,Želízy,0,6,0,12,28,3,4,5,28,6,0,44,6,0,,,11,4,22,,1,7,,38,418,225,225
2013,Středočeský kraj,Mladá Boleslav,Bakov nad Jizerou,4,65,2,238,329,24,10,7,277,15,11,482,35,7,,,71,26,203,,2,55,,509,3888,2372,2399
2013,Středočeský kraj,Mladá Boleslav,Bělá pod Bezdězem,1,54,0,219,303,15,13,3,200,15,3,363,38,5,,,71,24,179,,2,56,,538,3939,2102,2123
2013,Středočeský kraj,Mladá Boleslav,Benátky nad Jizerou,1,106,1,396,433,22,13,3,326,23,15,660,108,5,,,110,15,197,,2,87,,578,5679,3101,3129
2013,Středočeský kraj,Mladá Boleslav,Bezno,1,12,1,24,78,0,6,0,49,6,4,66,6,1,,,8,5,41,,1,7,,85,704,401,402
2013,Středočeský kraj,Mladá Boleslav,Bílá Hlína,0,0,0,6,13,0,0,1,1,0,0,14,3,0,,,0,0,5,,0,2,,17,89,62,62
2013,Středočeský kraj,Mladá Boleslav,Bítouchov,0,1,1,7,49,0,1,0,16,3,1,21,3,0,,,3,2,15,,1,4,,45,264,173,174
2013,Středočeský kraj,Mladá Boleslav,Boreč,0,3,0,9,17,0,1,0,10,1,4,20,0,0,,,2,5,11,,0,2,,22,221,107,108
2013,Středočeský kraj,Mladá Boleslav,Boseň,0,5,0,22,41,7,1,0,29,0,8,49,11,0,,,8,1,31,,0,5,,31,362,249,249
2013,Středočeský kraj,Mladá Boleslav,Bradlec,0,19,1,99,49,3,0,0,154,2,4,132,25,5,,,20,2,48,,0,14,,39,812,616,618
2013,Středočeský kraj,Mladá Boleslav,Branžež,0,6,0,7,15,1,0,0,13,1,2,28,14,0,,,3,2,11,,0,3,,26,197,132,132
2013,Středočeský kraj,Mladá Boleslav,Brodce,1,3,0,45,61,1,6,1,55,12,1,127,10,1,,,11,3,59,,0,4,,71,851,472,476
2013,Středočeský kraj,Mladá Boleslav,Březina,0,4,0,15,26,3,2,0,24,2,2,43,10,0,,,3,3,35,,0,9,,36,328,217,220
2013,Středočeský kraj,Mladá Boleslav,Březno,0,9,0,51,44,1,1,2,47,5,0,93,7,0,,,19,6,30,,0,16,,94,700,425,428
2013,Středočeský kraj,Mladá Boleslav,Březovice,0,5,0,10,21,1,1,1,11,0,0,24,0,1,,,4,1,16,,0,7,,26,239,129,132
2013,Středočeský kraj,Mladá Boleslav,Bukovno,0,4,0,23,43,0,5,6,38,4,0,66,7,0,,,9,5,22,,0,6,,75,543,313,318
2013,Středočeský kraj,Mladá Boleslav,Ctiměřice,0,3,0,6,9,2,0,0,5,0,1,8,3,0,,,0,0,7,,0,4,,10,101,58,58
2013,Středočeský kraj,Mladá Boleslav,Čachovice,0,7,0,24,88,2,4,1,25,1,1,79,7,3,,,5,1,29,,0,3,,75,703,355,355
2013,Středočeský kraj,Mladá Boleslav,Čistá,0,5,0,39,62,1,2,1,53,4,1,63,2,1,,,8,5,24,,0,8,,68,573,347,350
2013,Středočeský kraj,Mladá Boleslav,Dalovice,0,4,0,16,12,0,1,0,19,0,0,21,0,0,,,7,1,7,,0,2,,15,160,105,105
2013,Středočeský kraj,Mladá Boleslav,Dlouhá Lhota,0,6,0,27,26,1,0,0,17,1,0,63,6,0,,,4,2,14,,1,4,,22,317,194,195
2013,Středočeský kraj,Mladá Boleslav,Dobrovice,3,43,3,165,198,12,7,9,191,19,5,350,34,4,,,57,17,121,,1,32,,334,2615,1605,1623
2013,Středočeský kraj,Mladá Boleslav,Dobšín,1,7,0,12,18,2,0,1,11,0,1,35,3,0,,,6,0,10,,0,2,,27,191,136,136
2013,Středočeský kraj,Mladá Boleslav,Dolní Bousov,3,22,1,162,182,10,8,2,99,9,7,241,23,3,,,32,20,112,,0,32,,263,2012,1231,1236
2013,Středočeský kraj,Mladá Boleslav,Dolní Krupá,0,1,0,9,19,2,1,0,2,0,0,7,1,0,,,1,5,2,,0,6,,31,172,87,87
2013,Středočeský kraj,Mladá Boleslav,Dolní Slivno,0,2,0,17,34,0,0,1,18,4,2,22,3,1,,,3,3,18,,0,1,,24,261,153,155
2013,Středočeský kraj,Mladá Boleslav,Dolní Stakory,0,4,0,12,11,3,0,2,25,0,1,45,1,0,,,5,2,10,,0,3,,16,200,140,142
2013,Středočeský kraj,Mladá Boleslav,Domousnice,0,8,0,11,16,1,0,1,5,0,1,36,1,0,,,3,2,11,,0,8,,33,221,137,137
2013,Středočeský kraj,Mladá Boleslav,Doubravička,1,3,2,5,10,1,0,0,4,1,0,21,1,0,,,3,2,9,,0,2,,15,100,80,82
2013,Středočeský kraj,Mladá Boleslav,Horky nad Jizerou,0,2,1,17,30,1,0,0,17,1,0,71,2,0,,,6,4,32,,1,5,,51,404,241,241
2013,Středočeský kraj,Mladá Boleslav,Horní Bukovina,0,1,0,14,10,0,1,0,17,0,0,14,2,0,,,3,2,10,,1,4,,33,188,112,116
2013,Středočeský kraj,Mladá Boleslav,Horní Slivno,0,1,0,8,10,0,0,0,17,0,1,14,5,0,,,4,0,11,,0,0,,24,197,95,95
2013,Středočeský kraj,Mladá Boleslav,Hrdlořezy,0,9,0,64,67,3,5,2,33,2,0,61,1,0,,,10,0,27,,0,6,,40,516,330,335
2013,Středočeský kraj,Mladá Boleslav,Hrušov,0,3,0,9,19,3,0,0,9,3,0,12,2,0,,,2,3,6,,0,0,,33,172,104,104
2013,Středočeský kraj,Mladá Boleslav,Husí Lhota,0,1,0,9,7,0,1,0,9,0,1,31,0,0,,,3,2,6,,0,3,,16,123,89,90
2013,Středočeský kraj,Mladá Boleslav,Charvatce,0,0,0,16,34,0,0,0,6,0,0,13,0,0,,,6,2,13,,0,5,,24,194,119,119
2013,Středočeský kraj,Mladá Boleslav,Chocnějovice,0,3,0,14,45,4,0,0,31,2,1,44,3,1,,,5,1,18,,0,5,,42,356,219,221
2013,Středočeský kraj,Mladá Boleslav,Chotětov,0,8,0,23,80,1,2,0,25,4,0,120,12,0,,,12,6,35,,1,6,,72,698,407,408
2013,Středočeský kraj,Mladá Boleslav,Chudíř,0,4,0,9,11,0,0,1,10,1,0,19,0,0,,,4,2,12,,0,6,,35,162,114,114
2013,Středočeský kraj,Mladá Boleslav,Jabkenice,1,8,1,17,41,1,1,0,15,1,0,53,5,1,,,5,1,18,,1,4,,45,343,219,219
2013,Středočeský kraj,Mladá Boleslav,Jivina,0,1,2,22,32,3,1,1,16,5,0,31,9,1,,,7,1,25,,0,6,,68,357,231,233
2013,Středočeský kraj,Mladá Boleslav,Jizerní Vtelno,0,5,0,13,18,2,1,0,22,2,2,39,4,0,,,10,4,26,,0,7,,32,283,187,189
2013,Středočeský kraj,Mladá Boleslav,Josefův Důl,0,3,0,16,19,1,2,1,10,4,0,52,3,1,,,5,0,18,,1,4,,53,357,193,196
2013,Středočeský kraj,Mladá Boleslav,Katusice,0,7,0,19,66,4,3,2,38,1,0,70,12,1,,,12,2,33,,0,12,,88,651,370,373
2013,Středočeský kraj,Mladá Boleslav,"Klášter Hradiště nad
Jizerou",0,12,0,38,46,5,0,1,38,2,1,91,8,0,,,13,6,31,,1,17,,71,694,381,382
2013,Středočeský kraj,Mladá Boleslav,Kluky,0,3,0,1,3,0,0,0,6,1,0,15,1,0,,,5,0,4,,0,5,,5,68,49,50
2013,Středočeský kraj,Mladá Boleslav,Kněžmost,0,15,1,112,112,2,5,5,103,8,16,179,11,0,,,21,11,93,,2,33,,182,1504,911,922
2013,Středočeský kraj,Mladá Boleslav,Kobylnice,0,2,0,6,13,4,0,2,14,0,0,12,1,0,,,3,0,7,,0,5,,6,97,75,75
2013,Středočeský kraj,Mladá Boleslav,Kochánky,0,3,0,24,37,2,2,1,20,4,0,67,5,1,,,6,2,12,,0,6,,47,349,239,242
2013,Středočeský kraj,Mladá Boleslav,Kolomuty,0,2,0,22,23,0,1,0,26,1,0,38,2,0,,,4,1,12,,0,3,,22,213,157,158
2013,Středočeský kraj,Mladá Boleslav,Koryta,1,0,0,8,7,0,1,0,2,1,1,11,2,0,,,0,0,0,,0,1,,13,69,48,48
2013,Středočeský kraj,Mladá Boleslav,Kosmonosy,0,69,1,240,277,12,10,4,327,12,14,460,57,5,,,82,17,150,,0,44,,414,3374,2195,2215
2013,Středočeský kraj,Mladá Boleslav,Kosořice,0,2,0,28,32,1,3,1,27,3,1,53,5,0,,,6,2,16,,0,5,,34,382,219,222
2013,Středočeský kraj,Mladá Boleslav,Košátky,0,10,0,4,20,1,0,0,8,5,0,17,9,0,,,4,1,4,,0,4,,20,151,107,107
2013,Středočeský kraj,Mladá Boleslav,Kováň,0,1,0,3,9,0,1,0,3,1,1,8,0,0,,,1,1,6,,0,3,,22,107,60,60
2013,Středočeský kraj,Mladá Boleslav,Kovanec,0,2,0,7,6,0,0,2,2,2,0,8,0,0,,,0,1,8,,0,0,,15,105,53,53
2013,Středočeský kraj,Mladá Boleslav,Krásná Ves,0,2,0,3,21,3,0,0,9,1,0,6,1,0,,,2,1,10,,0,0,,23,152,82,82
2013,Středočeský kraj,Mladá Boleslav,Krnsko,2,5,2,29,33,6,0,0,36,2,1,58,5,0,,,9,3,14,,0,33,,33,423,271,273
2013,Středočeský kraj,Mladá Boleslav,Kropáčova Vrutice,1,4,0,33,75,1,1,1,36,5,0,65,7,0,,,12,3,49,,0,9,,58,703,360,366
2013,Středočeský kraj,Mladá Boleslav,Ledce,0,8,0,13,52,0,1,1,20,0,0,48,9,2,,,4,0,13,,0,16,,28,307,215,218
2013,Středočeský kraj,Mladá Boleslav,Lhotky,0,2,0,2,7,0,0,0,4,0,2,10,0,0,,,0,0,8,,0,1,,10,103,46,46
2013,Středočeský kraj,Mladá Boleslav,Lipník,1,11,0,5,40,2,1,0,10,1,1,20,1,0,,,3,4,6,,0,2,,30,225,138,139
2013,Středočeský kraj,Mladá Boleslav,Loukov,1,1,0,7,10,0,0,1,13,0,0,17,2,0,,,0,1,9,,0,1,,25,153,88,90
2013,Středočeský kraj,Mladá Boleslav,Loukovec,0,13,0,30,13,0,0,0,20,0,1,27,1,0,,,2,1,7,,0,1,,29,230,145,146
2013,Středočeský kraj,Mladá Boleslav,Luštěnice,0,17,1,75,160,8,3,3,79,4,2,148,19,0,,,25,8,71,,0,27,,153,1595,803,809
2013,Středočeský kraj,Mladá Boleslav,Mečeříž,1,4,0,23,34,1,0,1,25,1,1,54,4,0,,,11,3,27,,0,6,,27,388,223,224
2013,Středočeský kraj,Mladá Boleslav,Mladá Boleslav,5,498,9,2350,2335,80,94,35,2372,124,62,3566,460,37,,,731,130,1348,,10,420,,3691,32160,18357,18499
