year,region,county,town,Aktiv nezávislých občanů,kdúčsl,LEV 21-Národní socialisté,ods,ksčm,HLAVU VZHŮRU - volební blok,Suver.-Strana zdravého rozumu,Strana soukromníků ČR,top_09,Dělnic.str.sociální spravedl.,politické hnutí Změna,ano,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klub angažovaných nestraníků,sz,Strana Práv Občanů ZEMANOVCI,Úsvit přímé demokr.T.Okamury,Volte Pr.Blok www.cibulka.net,Romská demokratická strana,Česká pirátská strana,OBČANÉ 2011,čssd,voters,votes_ok,votes_all
2013,Liberecký kraj,Semily,Harrachov,,46,0,175,83,1,1,4,188,8,14,258,17,,,,42,12,74,,0,19,,134,1558,1076,1084
2013,Liberecký kraj,Semily,Holenice,,2,0,0,7,1,0,0,1,0,0,3,0,,,,3,1,6,,0,2,,19,74,45,47
2013,Liberecký kraj,Semily,Horka u Staré Paky,,11,0,9,18,3,0,1,33,0,1,22,3,,,,1,1,14,,0,6,,22,211,145,146
2013,Liberecký kraj,Semily,Horní Branná,,45,1,69,96,4,10,5,156,8,15,229,31,,,,31,9,123,,1,32,,129,1486,994,1003
2013,Liberecký kraj,Semily,Hrubá Skála,,9,0,26,18,0,2,7,60,3,11,73,5,,,,6,2,21,,0,22,,59,493,324,324
2013,Liberecký kraj,Semily,Chuchelna,,19,0,49,49,2,1,3,101,4,3,115,4,,,,8,10,45,,0,13,,53,779,479,485
2013,Liberecký kraj,Semily,Jablonec nad Jizerou,,67,0,66,114,4,5,5,129,5,15,149,25,,,,18,5,138,,0,40,,131,1527,916,924
2013,Liberecký kraj,Semily,Jesenný,,10,0,17,31,2,9,1,52,3,1,72,5,,,,3,1,25,,0,5,,34,410,271,271
2013,Liberecký kraj,Semily,Jestřabí v Krkonoších,,5,0,8,22,0,0,1,29,1,1,22,2,,,,1,1,22,,0,7,,10,219,132,134
2013,Liberecký kraj,Semily,Jilemnice,,172,3,222,344,10,6,4,491,27,43,538,75,,,,77,23,311,,1,107,,431,4564,2885,2910
2013,Liberecký kraj,Semily,Kacanovy,,1,0,12,13,0,0,2,29,3,2,23,2,,,,5,1,3,,0,4,,20,163,120,121
2013,Liberecký kraj,Semily,Karlovice,,9,1,30,51,3,2,2,76,2,7,100,9,,,,12,4,35,,0,13,,75,621,431,435
2013,Liberecký kraj,Semily,Klokočí,,2,0,9,9,0,0,0,12,0,4,27,2,,,,1,0,17,,0,3,,15,155,101,104
2013,Liberecký kraj,Semily,Košťálov,,41,2,66,105,0,0,1,92,10,9,130,22,,,,10,9,91,,1,25,,151,1351,765,766
2013,Liberecký kraj,Semily,Kruh,,12,0,20,44,1,1,2,37,5,6,56,7,,,,4,1,41,,0,7,,38,389,282,287
2013,Liberecký kraj,Semily,Ktová,,8,0,11,21,0,0,0,18,1,2,29,3,,,,1,0,7,,0,1,,15,171,117,120
2013,Liberecký kraj,Semily,Levínská Olešnice,,27,0,16,25,0,0,1,28,0,4,32,5,,,,4,0,12,,0,3,,43,301,200,203
2013,Liberecký kraj,Semily,Libštát,,55,0,51,61,0,2,0,63,8,3,92,11,,,,6,4,38,,0,10,,71,793,475,476
2013,Liberecký kraj,Semily,Lomnice nad Popelkou,,146,2,188,291,9,9,6,537,18,34,602,49,,,,81,30,185,,1,83,,515,4621,2786,2837
2013,Liberecký kraj,Semily,Loučky,,5,0,5,12,3,0,1,9,2,0,21,0,,,,2,1,2,,0,2,,16,133,81,81
2013,Liberecký kraj,Semily,Martinice v Krkonoších,,9,1,20,46,2,2,0,64,2,8,62,9,,,,6,3,49,,0,7,,51,472,341,344
2013,Liberecký kraj,Semily,Mírová pod Kozákovem,,28,0,73,98,1,10,10,189,6,13,183,27,,,,18,5,81,,0,32,,147,1330,921,927
2013,Liberecký kraj,Semily,Modřišice,,6,0,10,28,2,0,2,61,2,1,39,4,,,,4,0,27,,0,5,,48,330,239,239
2013,Liberecký kraj,Semily,Mříčná,,15,0,16,26,2,6,2,28,3,2,55,14,,,,9,6,43,,0,5,,38,436,270,272
2013,Liberecký kraj,Semily,Nová Ves nad Popelkou,,17,0,30,38,0,1,0,38,6,1,85,11,,,,14,3,41,,1,18,,49,561,353,355
2013,Liberecký kraj,Semily,Ohrazenice,,13,0,45,58,4,5,6,121,2,8,137,27,,,,24,12,36,,0,30,,101,908,629,631
2013,Liberecký kraj,Semily,Olešnice,,2,1,10,18,0,2,2,10,0,3,18,2,,,,3,1,8,,0,4,,28,151,112,112
2013,Liberecký kraj,Semily,Paseky nad Jizerou,,6,1,21,15,1,2,1,31,1,1,35,4,,,,3,7,6,,0,13,,16,235,164,170
2013,Liberecký kraj,Semily,Peřimov,,7,0,7,10,0,1,1,14,2,0,17,4,,,,5,0,8,,0,4,,17,193,97,98
2013,Liberecký kraj,Semily,Poniklá,,32,1,26,116,4,5,4,78,4,9,83,5,,,,17,9,66,,0,12,,92,986,563,565
2013,Liberecký kraj,Semily,Přepeře,,7,0,33,46,1,0,2,81,1,3,103,14,,,,7,7,41,,0,14,,95,712,455,458
2013,Liberecký kraj,Semily,Příkrý,,4,0,5,28,0,2,0,18,3,1,36,1,,,,0,3,14,,0,6,,9,206,130,131
2013,Liberecký kraj,Semily,Radostná pod Kozákovem,,29,0,14,20,1,0,1,36,3,3,51,9,,,,4,0,22,,0,9,,29,349,231,232
2013,Liberecký kraj,Semily,Rakousy,,1,0,2,3,1,1,0,13,2,2,15,1,,,,1,1,9,,0,3,,13,72,68,69
2013,Liberecký kraj,Semily,Rokytnice nad Jizerou,,74,0,97,152,11,1,5,289,13,11,217,48,,,,29,14,170,,0,53,,248,2421,1432,1448
2013,Liberecký kraj,Semily,Roprachtice,,9,1,2,14,0,0,0,50,2,3,43,1,,,,3,4,17,,0,7,,22,236,178,178
2013,Liberecký kraj,Semily,Rovensko pod Troskami,,26,0,63,68,1,1,3,104,2,4,114,16,,,,13,9,49,,0,28,,102,1055,603,608
2013,Liberecký kraj,Semily,Roztoky u Jilemnice,,50,0,60,51,4,3,0,66,6,6,101,15,,,,14,8,83,,0,33,,67,803,567,570
2013,Liberecký kraj,Semily,Roztoky u Semil,,4,0,3,7,0,1,0,14,0,0,16,0,,,,0,1,2,,0,4,,16,98,68,68
2013,Liberecký kraj,Semily,Semily,,141,17,236,619,22,26,12,864,26,69,687,91,,,,98,35,359,,1,105,,738,6999,4146,4186
2013,Liberecký kraj,Semily,Slaná,,13,0,10,56,0,3,1,57,5,1,49,5,,,,14,4,23,,0,2,,65,551,308,309
2013,Liberecký kraj,Semily,Stružinec,,13,0,20,49,1,6,1,49,5,1,106,10,,,,7,3,20,,1,11,,52,586,355,360
2013,Liberecký kraj,Semily,Studenec,,192,1,61,99,5,3,4,153,11,15,160,12,,,,11,4,92,,1,21,,118,1436,963,966
2013,Liberecký kraj,Semily,Svojek,,9,1,6,14,0,0,2,4,0,1,11,0,,,,0,1,7,,0,3,,21,126,80,80
2013,Liberecký kraj,Semily,Syřenov,,9,0,5,12,1,0,0,14,0,0,21,3,,,,4,0,9,,0,1,,30,160,109,109
2013,Liberecký kraj,Semily,Tatobity,,13,0,13,32,0,2,1,55,1,4,70,5,,,,4,2,20,,0,14,,57,460,293,297
2013,Liberecký kraj,Semily,Troskovice,,5,0,7,14,0,0,1,15,0,2,22,0,,,,2,2,0,,0,0,,9,89,79,79
2013,Liberecký kraj,Semily,Turnov,,234,0,638,662,23,13,46,1620,39,95,1349,232,,,,298,68,458,,4,245,,1269,11717,7293,7328
2013,Liberecký kraj,Semily,Veselá,,3,0,11,11,0,1,0,14,1,3,29,3,,,,1,1,11,,0,3,,19,175,111,115
2013,Liberecký kraj,Semily,Víchová nad Jizerou,,28,1,20,86,2,2,0,73,9,10,56,8,,,,11,9,65,,0,13,,75,750,468,471
2013,Liberecký kraj,Semily,Vítkovice,,8,0,24,31,0,0,1,52,4,3,47,7,,,,8,1,13,,0,11,,26,354,236,237
2013,Liberecký kraj,Semily,Všeň,,5,0,27,69,2,2,2,49,1,6,78,10,,,,11,0,21,,0,15,,52,506,350,352
2013,Liberecký kraj,Semily,Vyskeř,,10,1,18,27,2,0,1,41,0,2,41,11,,,,4,6,10,,0,9,,34,333,217,219
2013,Liberecký kraj,Semily,Vysoké nad Jizerou,,44,1,51,81,0,5,4,150,6,7,130,12,,,,22,7,92,,0,22,,99,1114,733,743
2013,Liberecký kraj,Semily,Záhoří,,18,0,8,15,0,3,1,41,3,2,54,3,,,,2,1,35,,0,9,,42,399,237,237
2013,Liberecký kraj,Semily,Žernov,,1,0,4,20,0,1,0,4,0,0,14,0,,,,3,2,5,,1,6,,16,141,77,77
2013,Královéhradecký kraj,Hradec Králové,Babice,0,6,0,5,32,0,0,0,11,0,0,21,3,,,,2,6,5,,,0,,16,174,107,107
2013,Královéhradecký kraj,Hradec Králové,Barchov,0,4,0,7,16,1,0,1,14,1,0,43,4,,,,4,1,6,,,6,,24,239,132,134
2013,Královéhradecký kraj,Hradec Králové,Běleč nad Orlicí,0,9,0,11,15,0,1,0,31,1,1,38,2,,,,7,2,13,,,3,,35,235,169,169
2013,Královéhradecký kraj,Hradec Králové,Benátky,0,4,0,4,5,0,0,0,14,2,1,12,0,,,,2,0,1,,,4,,6,84,55,55
2013,Královéhradecký kraj,Hradec Králové,Blešno,1,12,0,14,21,0,0,2,39,3,0,46,6,,,,3,2,11,,,2,,27,292,189,189
2013,Královéhradecký kraj,Hradec Králové,Boharyně,1,14,0,7,59,1,2,5,18,0,3,49,3,,,,6,7,17,,,6,,65,459,263,267
2013,Královéhradecký kraj,Hradec Králové,Černilov,1,102,1,86,124,2,1,4,193,12,11,205,41,,,,24,12,127,,,29,,182,1953,1157,1168
2013,Královéhradecký kraj,Hradec Králové,Černožice,2,40,1,19,101,1,2,1,72,7,7,131,14,,,,10,7,34,,,13,,118,929,580,586
2013,Královéhradecký kraj,Hradec Králové,Čistěves,0,7,0,3,5,1,1,0,13,1,1,29,1,,,,3,0,5,,,7,,3,132,80,80
2013,Královéhradecký kraj,Hradec Králové,Divec,0,4,0,8,10,1,1,1,30,0,2,20,6,,,,1,0,11,,,2,,6,172,103,103
2013,Královéhradecký kraj,Hradec Králové,Dobřenice,0,13,0,12,49,1,0,0,32,3,2,72,6,,,,18,8,32,,,15,,37,479,300,301
2013,Královéhradecký kraj,Hradec Králové,Dohalice,2,5,0,17,30,1,3,1,21,1,4,33,9,,,,8,2,12,,,14,,34,360,197,199
2013,Královéhradecký kraj,Hradec Králové,Dolní Přím,1,24,0,28,40,4,2,0,44,2,3,92,10,,,,5,2,29,,,7,,60,527,353,355
2013,Královéhradecký kraj,Hradec Králové,Habřina,0,5,1,3,37,1,1,0,18,2,1,28,4,,,,0,5,23,,,3,,15,240,147,148
2013,Královéhradecký kraj,Hradec Králové,Hlušice,1,10,0,10,48,0,0,2,22,2,2,69,1,,,,6,8,24,,,11,,63,629,279,281
2013,Královéhradecký kraj,Hradec Králové,Hněvčeves,0,5,0,7,12,0,0,0,20,0,0,18,3,,,,2,0,3,,,2,,16,133,88,89
2013,Královéhradecký kraj,Hradec Králové,Holohlavy,1,10,0,34,74,0,0,0,45,3,3,138,9,,,,8,7,30,,,10,,73,745,445,448
2013,Královéhradecký kraj,Hradec Králové,Hořiněves,0,17,0,19,65,3,0,2,30,2,1,73,7,,,,16,4,16,,,8,,60,583,323,325
2013,Královéhradecký kraj,Hradec Králové,Hradec Králové,47,3205,31,3479,6300,163,74,89,8705,241,517,10016,1490,,,,1641,495,3037,,,1115,,8810,75510,49455,49843
2013,Královéhradecký kraj,Hradec Králové,Hrádek,0,4,0,2,11,1,1,0,21,0,0,32,2,,,,0,0,5,,,1,,30,165,110,110
2013,Královéhradecký kraj,Hradec Králové,Humburky,0,7,1,16,22,0,2,2,21,1,4,41,4,,,,5,3,18,,,5,,35,318,187,187
2013,Královéhradecký kraj,Hradec Králové,Hvozdnice,0,3,0,3,18,0,0,1,19,2,1,31,5,,,,4,6,7,,,2,,16,163,118,119
2013,Královéhradecký kraj,Hradec Králové,Chlumec nad Cidlinou,3,164,4,161,377,12,18,16,260,22,20,500,109,,,,98,48,186,,,88,,598,4454,2684,2700
2013,Královéhradecký kraj,Hradec Králové,Chudeřice,0,5,0,8,23,1,0,0,12,0,0,11,2,,,,2,3,19,,,4,,24,182,114,114
2013,Královéhradecký kraj,Hradec Králové,Jeníkovice,1,24,0,7,36,0,0,0,20,4,1,41,4,,,,8,2,19,,,8,,27,366,202,206
2013,Královéhradecký kraj,Hradec Králové,Jílovice,0,10,0,10,26,1,1,3,8,3,0,48,6,,,,4,0,10,,,3,,25,259,158,162
2013,Královéhradecký kraj,Hradec Králové,Káranice,0,5,0,7,28,0,0,0,4,1,0,27,2,,,,3,0,15,,,10,,24,174,126,126
2013,Královéhradecký kraj,Hradec Králové,Klamoš,0,9,1,14,61,0,2,3,18,1,0,59,6,,,,6,5,16,,,5,,47,343,253,253
2013,Královéhradecký kraj,Hradec Králové,Kobylice,0,1,0,11,17,0,0,0,12,1,1,48,3,,,,1,4,1,,,0,,28,192,128,128
2013,Královéhradecký kraj,Hradec Králové,Kosice,0,9,0,13,37,0,0,1,24,1,5,53,0,,,,2,15,6,,,7,,21,296,194,196
2013,Královéhradecký kraj,Hradec Králové,Kosičky,0,7,0,11,30,0,0,0,15,2,2,32,4,,,,0,3,7,,,3,,37,286,153,153
2013,Královéhradecký kraj,Hradec Králové,Králíky,0,8,0,3,38,1,1,1,9,4,2,48,4,,,,0,2,16,,,4,,18,315,159,160
2013,Královéhradecký kraj,Hradec Králové,Kratonohy,0,7,0,25,31,5,1,0,32,1,3,73,6,,,,4,3,25,,,6,,48,458,270,272
2013,Královéhradecký kraj,Hradec Králové,Kunčice,0,9,0,25,34,0,0,9,14,1,3,44,1,,,,8,3,12,,,2,,35,270,200,201
2013,Královéhradecký kraj,Hradec Králové,Ledce,0,17,1,18,40,0,1,0,24,0,2,28,7,,,,9,2,22,,,5,,28,324,204,205
2013,Královéhradecký kraj,Hradec Králové,Lejšovka,0,6,0,12,22,1,1,0,17,1,0,27,2,,,,1,0,7,,,2,,12,164,111,111
2013,Královéhradecký kraj,Hradec Králové,Lhota pod Libčany,0,23,1,27,77,3,0,2,97,5,2,125,18,,,,14,12,26,,,8,,70,753,510,511
2013,Královéhradecký kraj,Hradec Králové,Libčany,0,17,0,35,61,5,2,3,48,2,3,121,14,,,,10,5,45,,,12,,62,721,445,450
2013,Královéhradecký kraj,Hradec Králové,Libníkovice,0,9,0,13,9,0,1,0,13,0,2,14,1,,,,3,0,15,,,2,,12,121,94,94
2013,Královéhradecký kraj,Hradec Králové,Librantice,1,23,0,23,33,2,1,1,52,4,2,53,14,,,,14,0,26,,,5,,33,413,287,289
2013,Královéhradecký kraj,Hradec Králové,Libřice,2,7,4,8,22,0,0,1,19,0,1,48,0,,,,3,2,12,,,1,,31,226,161,163
2013,Královéhradecký kraj,Hradec Králové,Lišice,0,12,0,5,17,0,0,0,1,1,1,14,5,,,,1,0,8,,,1,,30,145,96,96
2013,Královéhradecký kraj,Hradec Králové,Lodín,0,4,0,8,35,0,1,2,15,1,1,56,2,,,,0,2,11,,,6,,28,304,172,176
2013,Královéhradecký kraj,Hradec Králové,Lochenice,0,25,0,36,49,1,1,0,36,6,2,53,16,,,,6,4,23,,,4,,30,454,292,293
2013,Královéhradecký kraj,Hradec Králové,Lovčice,0,13,1,17,40,2,1,1,20,1,1,56,5,,,,8,15,21,,,6,,94,548,302,304
2013,Královéhradecký kraj,Hradec Králové,Lužany,2,2,0,0,12,1,0,0,4,0,0,19,1,,,,4,3,4,,,2,,18,124,72,72
2013,Královéhradecký kraj,Hradec Králové,Lužec nad Cidlinou,0,4,0,25,28,2,0,0,11,5,1,99,7,,,,1,2,21,,,2,,36,418,244,245
2013,Královéhradecký kraj,Hradec Králové,Máslojedy,0,8,0,1,17,0,0,0,11,1,2,30,1,,,,5,3,10,,,3,,12,169,104,104
2013,Královéhradecký kraj,Hradec Králové,Měník,1,13,0,27,67,1,0,5,26,3,1,68,2,,,,6,5,25,,,5,,83,496,338,344
2013,Královéhradecký kraj,Hradec Králové,Mlékosrby,0,5,0,10,34,1,0,2,5,3,2,27,1,,,,6,4,6,,,6,,12,191,124,124
2013,Královéhradecký kraj,Hradec Králové,Mokrovousy,1,11,0,13,21,0,0,0,19,0,1,47,4,,,,4,1,24,,,2,,42,274,190,190
2013,Královéhradecký kraj,Hradec Králové,Myštěves,0,0,0,9,16,0,2,1,3,3,0,30,4,,,,2,1,5,,,1,,16,161,93,93
2013,Královéhradecký kraj,Hradec Králové,Mžany,0,11,1,15,46,1,0,2,31,0,6,48,6,,,,4,8,13,,,2,,50,343,244,244
2013,Královéhradecký kraj,Hradec Králové,Neděliště,0,11,1,10,15,3,1,1,25,1,2,35,4,,,,1,2,9,,,3,,56,294,180,181
2013,Královéhradecký kraj,Hradec Králové,Nechanice,3,60,0,38,181,4,4,3,110,13,12,249,21,,,,21,12,97,,,36,,219,1812,1083,1096
2013,Královéhradecký kraj,Hradec Králové,Nepolisy,2,11,2,17,94,2,0,0,28,2,1,135,14,,,,1,6,43,,,3,,95,771,456,461
2013,Královéhradecký kraj,Hradec Králové,Nové Město,0,4,0,19,46,1,0,2,11,4,6,55,15,,,,7,5,14,,,5,,35,330,229,231
2013,Královéhradecký kraj,Hradec Králové,Nový Bydžov,1,110,4,321,498,6,11,9,270,35,47,674,151,,,,62,44,216,,,66,,657,5706,3182,3206
2013,Královéhradecký kraj,Hradec Králové,Obědovice,0,4,0,14,17,0,0,2,11,0,1,34,5,,,,4,1,15,,,2,,27,228,137,137
2013,Královéhradecký kraj,Hradec Králové,Ohnišťany,0,10,0,8,29,1,0,1,9,9,1,39,2,,,,4,1,8,,,3,,29,254,154,155
2013,Královéhradecký kraj,Hradec Králové,Olešnice,0,12,0,17,26,0,2,1,11,1,0,33,4,,,,1,4,8,,,3,,38,261,161,161
2013,Královéhradecký kraj,Hradec Králové,Osice,1,7,1,6,42,0,2,1,36,3,1,42,4,,,,3,4,33,,,3,,29,371,218,220
2013,Královéhradecký kraj,Hradec Králové,Osičky,0,2,0,3,14,0,0,1,8,3,1,17,0,,,,4,0,9,,,3,,12,118,77,77
2013,Královéhradecký kraj,Hradec Králové,Petrovice,2,2,1,10,41,0,0,0,3,1,0,19,5,,,,1,4,20,,,4,,44,215,157,157
2013,Královéhradecký kraj,Hradec Králové,Písek,0,4,0,6,22,0,1,0,6,1,2,26,5,,,,2,3,14,,,5,,28,197,125,125
2013,Královéhradecký kraj,Hradec Králové,Prasek,0,13,2,11,47,0,1,3,12,3,4,53,5,,,,8,6,25,,,8,,68,497,269,270
2013,Královéhradecký kraj,Hradec Králové,Praskačka,2,22,0,43,76,0,3,3,73,6,3,130,5,,,,12,9,20,,,18,,81,833,506,511
2013,Královéhradecký kraj,Hradec Králové,Předměřice nad Labem,1,38,3,94,99,7,2,4,129,4,5,209,15,,,,30,9,51,,,18,,180,1410,898,902
2013,Královéhradecký kraj,Hradec Králové,Převýšov,0,4,0,4,17,0,1,0,8,5,0,35,5,,,,4,1,18,,,4,,33,270,139,139
2013,Královéhradecký kraj,Hradec Králové,Pšánky,0,2,0,3,9,1,0,0,4,0,0,11,0,,,,1,0,1,,,0,,10,53,42,42
2013,Královéhradecký kraj,Hradec Králové,Puchlovice,0,2,0,3,14,1,0,2,4,1,0,13,0,,,,0,2,4,,,1,,21,105,68,70
2013,Královéhradecký kraj,Hradec Králové,Račice nad Trotinou,0,4,0,3,24,2,0,0,10,0,1,19,1,,,,1,4,4,,,2,,12,131,87,88
2013,Královéhradecký kraj,Hradec Králové,Radíkovice,0,4,0,12,18,3,0,0,10,1,0,26,1,,,,1,0,9,,,2,,11,149,98,100
2013,Královéhradecký kraj,Hradec Králové,Radostov,0,0,0,1,11,0,0,0,16,0,0,18,4,,,,4,1,9,,,3,,10,115,77,77
2013,Královéhradecký kraj,Hradec Králové,Roudnice,0,16,0,36,40,0,0,2,43,2,3,75,9,,,,6,6,39,,,8,,49,501,334,336
2013,Královéhradecký kraj,Hradec Králové,Sadová,0,10,0,9,27,0,1,0,30,2,5,54,2,,,,8,0,15,,,2,,34,268,199,202
2013,Královéhradecký kraj,Hradec Králové,Sendražice,1,9,0,12,34,0,0,2,27,1,2,47,0,,,,4,4,16,,,8,,33,300,200,200
2013,Královéhradecký kraj,Hradec Králové,Skalice,0,19,1,14,47,2,0,0,49,5,0,65,4,,,,8,7,25,,,6,,35,447,287,289
2013,Královéhradecký kraj,Hradec Králové,Skřivany,0,23,0,17,89,1,0,0,25,15,2,87,9,,,,7,5,40,,,11,,98,776,429,430
2013,Královéhradecký kraj,Hradec Králové,Sloupno,1,5,1,7,60,0,2,2,32,2,4,61,6,,,,8,8,20,,,6,,50,430,275,278
2013,Královéhradecký kraj,Hradec Králové,Smidary,1,18,2,47,187,0,3,1,34,9,4,136,8,,,,4,10,44,,,16,,174,1331,698,703
2013,Královéhradecký kraj,Hradec Králové,Smiřice,3,45,1,77,245,9,2,5,131,17,18,312,31,,,,27,19,103,,,50,,219,2370,1314,1320
2013,Královéhradecký kraj,Hradec Králové,Smržov,0,19,0,9,42,1,0,1,24,1,3,56,4,,,,3,2,28,,,16,,38,386,247,247
2013,Královéhradecký kraj,Hradec Králové,Sovětice,0,6,0,12,19,4,1,1,12,1,0,15,7,,,,1,1,11,,,2,,22,173,115,115
2013,Královéhradecký kraj,Hradec Králové,Stará Voda,0,4,0,1,14,0,0,0,6,0,2,16,7,,,,3,3,10,,,2,,8,114,76,77
2013,Královéhradecký kraj,Hradec Králové,Starý Bydžov,0,0,0,5,36,0,0,1,21,1,0,41,5,,,,6,5,11,,,3,,41,332,176,177
2013,Královéhradecký kraj,Hradec Králové,Stěžery,4,47,1,54,155,4,3,3,138,4,7,200,35,,,,28,9,73,,,32,,169,1415,966,974
2013,Královéhradecký kraj,Hradec Králové,Stračov,0,8,0,8,31,0,2,3,17,1,0,38,1,,,,2,1,14,,,2,,37,260,165,166
2013,Královéhradecký kraj,Hradec Králové,Střezetice,0,13,0,14,32,0,0,1,36,0,1,34,0,,,,2,1,21,,,7,,29,292,191,197
2013,Královéhradecký kraj,Hradec Králové,Světí,0,3,0,18,26,0,0,0,22,2,1,26,4,,,,0,2,4,,,9,,35,244,152,157
2013,Královéhradecký kraj,Hradec Králové,Syrovátka,0,5,0,9,36,0,1,0,23,3,2,66,5,,,,5,0,16,,,4,,46,349,221,225
2013,Královéhradecký kraj,Hradec Králové,Šaplava,2,5,0,3,7,0,0,0,6,0,2,5,2,,,,2,1,3,,,1,,19,103,58,58
2013,Královéhradecký kraj,Hradec Králové,Těchlovice,0,9,0,20,25,1,0,0,18,0,0,54,3,,,,7,6,23,,,1,,39,289,206,206
2013,Královéhradecký kraj,Hradec Králové,Třebechovice pod Orebem,22,247,1,184,367,10,6,9,345,18,25,623,66,,,,88,20,212,,,63,,496,4623,2802,2820
2013,Královéhradecký kraj,Hradec Králové,Třesovice,0,1,0,1,25,0,1,0,4,0,0,24,5,,,,5,0,11,,,1,,34,198,112,114
2013,Královéhradecký kraj,Hradec Králové,Urbanice,0,5,0,8,42,0,0,0,14,2,0,46,9,,,,1,3,17,,,3,,35,282,185,186
2013,Královéhradecký kraj,Hradec Králové,Vinary,0,11,1,20,48,0,1,0,9,6,0,64,6,,,,2,5,10,,,1,,49,375,233,236
2013,Královéhradecký kraj,Hradec Králové,Vrchovnice,0,3,0,3,9,0,2,0,1,0,0,7,0,,,,2,0,8,,,1,,9,64,45,45
2013,Královéhradecký kraj,Hradec Králové,Všestary,1,69,3,46,133,4,2,8,123,5,9,197,38,,,,13,8,63,,,23,,158,1360,903,917
2013,Královéhradecký kraj,Hradec Králové,Výrava,0,13,0,30,21,0,0,0,21,1,1,43,5,,,,4,0,32,,,7,,32,306,210,210
2013,Královéhradecký kraj,Hradec Králové,Vysoká nad Labem,0,43,0,60,59,1,0,3,168,5,7,184,9,,,,28,5,60,,,16,,100,1051,748,753
2013,Královéhradecký kraj,Hradec Králové,Vysoký Újezd,0,0,0,2,3,1,0,1,6,0,1,12,0,,,,3,0,3,,,1,,5,62,38,38
2013,Královéhradecký kraj,Hradec Králové,Zachrašťany,0,2,1,2,27,0,0,0,6,5,0,20,1,,,,2,1,9,,,1,,18,164,95,95
2013,Královéhradecký kraj,Hradec Králové,Zdechovice,0,4,0,6,18,0,0,0,1,2,0,15,1,,,,6,0,17,,,2,,18,145,90,91
2013,Královéhradecký kraj,Jičín,Bačalky,0,1,1,7,16,0,0,0,11,2,0,20,0,,,,3,5,6,,,6,,11,138,89,91
2013,Královéhradecký kraj,Jičín,Bašnice,0,6,0,5,16,0,0,1,5,1,0,31,5,,,,1,2,9,,,3,,20,159,105,105
2013,Královéhradecký kraj,Jičín,Běchary,2,6,0,3,7,0,0,2,4,2,0,29,1,,,,0,0,9,,,0,,24,209,89,89
2013,Královéhradecký kraj,Jičín,Bílsko u Hořic,1,4,0,4,3,0,3,0,6,1,0,12,5,,,,3,1,8,,,1,,19,94,71,72
2013,Královéhradecký kraj,Jičín,Boháňka,0,9,0,9,27,1,0,0,26,1,2,19,1,,,,1,1,18,,,2,,12,182,129,131
2013,Královéhradecký kraj,Jičín,Borek,0,3,0,2,0,0,0,0,7,1,0,10,0,,,,1,0,9,,,0,,5,77,38,39
2013,Královéhradecký kraj,Jičín,Brada-Rybníček,2,10,0,11,2,0,0,0,19,0,0,12,3,,,,6,0,5,,,4,,11,112,85,85
2013,Královéhradecký kraj,Jičín,Březina,0,0,0,1,11,0,4,1,14,0,1,15,0,,,,0,0,5,,,1,,6,84,59,59
2013,Královéhradecký kraj,Jičín,Bříšťany,0,3,0,8,16,1,0,2,11,2,0,25,1,,,,5,3,3,,,6,,35,217,121,122
2013,Královéhradecký kraj,Jičín,Budčeves,0,3,0,2,19,0,0,0,10,1,0,9,0,,,,1,0,8,,,0,,11,143,64,64
2013,Královéhradecký kraj,Jičín,Bukvice,0,0,0,1,7,0,1,1,3,0,1,24,0,,,,1,3,8,,,3,,20,110,73,73
2013,Královéhradecký kraj,Jičín,Butoves,0,5,0,9,25,0,0,0,15,3,0,20,3,,,,1,0,4,,,3,,24,175,112,112
2013,Královéhradecký kraj,Jičín,Bystřice,0,13,0,10,19,1,0,0,13,0,3,30,3,,,,2,2,13,,,3,,32,283,144,146
2013,Královéhradecký kraj,Jičín,Cerekvice nad Bystřicí,3,11,1,10,64,2,1,1,18,5,3,102,16,,,,10,6,45,,,8,,58,636,364,364
2013,Královéhradecký kraj,Jičín,Červená Třemešná,0,8,0,1,19,1,0,0,21,3,1,16,3,,,,3,1,11,,,3,,4,127,95,97
2013,Královéhradecký kraj,Jičín,Češov,0,2,1,4,27,0,0,1,7,1,2,13,2,,,,1,1,14,,,1,,25,169,102,102
2013,Královéhradecký kraj,Jičín,Dětenice,0,10,0,12,61,0,0,0,44,4,3,58,0,,,,8,3,16,,,10,,72,591,301,302
2013,Královéhradecký kraj,Jičín,Dílce,0,0,0,3,2,0,0,1,7,0,0,9,0,,,,0,1,4,,,1,,2,44,30,30
2013,Královéhradecký kraj,Jičín,Dobrá Voda u Hořic,1,16,0,16,33,2,2,0,12,4,4,73,4,,,,9,4,28,,,6,,43,449,257,258
2013,Královéhradecký kraj,Jičín,Dolní Lochov,0,1,0,2,6,0,0,0,4,0,1,7,0,,,,1,0,0,,,0,,1,42,23,23
2013,Královéhradecký kraj,Jičín,Dřevěnice,0,9,0,11,15,1,2,0,15,0,3,26,2,,,,1,1,4,,,2,,18,185,110,112
2013,Královéhradecký kraj,Jičín,Holín,0,24,0,30,44,0,1,0,65,1,2,107,10,,,,12,4,18,,,7,,44,489,369,372
