year,region,county,town,kdúčsl,ods,ksčm,Folklor i Společnost,Balbínova poetická strana,4 VIZE-www.4vize.cz,SNK Evropští demokraté,Helax-Ostrava se baví,Strana zdravého rozumu,Liberální reformní strana,Národní strana,Koruna Česká (monarch.strana),-,NEZ.DEMOKRATÉ(předs.V.Železný),Česká pravice,Unie svobody-Demokratická unie,Humanistická strana,sz,Nezávislí,Česká str.národ.socialistická,Právo a Spravedlnost,STRANA ROVNOST ŠANCÍ,čssd,České hnutí za národní jednotu,Pravý Blok,Moravané,Koalice pro Českou republiku,voters,votes_ok,votes_all
2006,Jihočeský kraj,Strakonice,Chobot,0,4,9,,0,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,19,,0,0,0,47,32,32
2006,Jihočeský kraj,Strakonice,Chrášťovice,10,50,20,,1,0,1,,0,,0,0,0,0,,0,,3,3,,0,0,39,,0,0,0,202,127,127
2006,Jihočeský kraj,Strakonice,Jinín,17,22,12,,0,0,0,,0,,0,0,0,0,,0,,2,0,,0,0,29,,0,0,0,144,82,82
2006,Jihočeský kraj,Strakonice,Kadov,22,40,34,,0,0,2,,1,,0,2,0,0,,0,,13,7,,1,0,78,,0,0,0,293,200,201
2006,Jihočeský kraj,Strakonice,Kalenice,24,13,1,,0,0,0,,0,,0,0,0,0,,0,,1,2,,0,0,17,,0,0,0,78,58,58
2006,Jihočeský kraj,Strakonice,Katovice,76,277,74,,0,2,15,,5,,0,0,0,3,,0,,24,10,,2,1,211,,6,2,0,1036,708,710
2006,Jihočeský kraj,Strakonice,Kladruby,15,25,16,,0,0,1,,0,,0,0,0,0,,0,,9,1,,2,0,17,,1,0,1,122,88,88
2006,Jihočeský kraj,Strakonice,Kocelovice,24,13,12,,0,0,5,,0,,0,1,0,0,,1,,3,0,,0,0,33,,0,0,0,152,92,92
2006,Jihočeský kraj,Strakonice,Krajníčko,14,14,10,,0,0,0,,1,,0,0,0,1,,0,,0,2,,0,0,10,,0,0,0,78,52,53
2006,Jihočeský kraj,Strakonice,Kraselov,8,40,14,,1,0,0,,0,,0,0,0,0,,0,,3,2,,0,1,44,,0,1,3,195,117,117
2006,Jihočeský kraj,Strakonice,Krašlovice,14,16,16,,0,2,0,,0,,0,0,0,0,,0,,0,0,,0,0,24,,0,0,0,121,72,72
2006,Jihočeský kraj,Strakonice,Krejnice,9,15,3,,4,0,0,,0,,1,0,0,0,,0,,1,1,,0,0,9,,1,0,0,58,44,44
2006,Jihočeský kraj,Strakonice,Krty-Hradec,8,17,14,,0,0,0,,1,,0,0,0,0,,1,,2,0,,0,0,37,,0,0,0,110,80,80
2006,Jihočeský kraj,Strakonice,Kuřimany,5,9,0,,0,0,0,,0,,0,0,0,0,,0,,4,0,,0,0,3,,0,0,0,22,21,21
2006,Jihočeský kraj,Strakonice,Kváskovice,4,10,13,,0,0,1,,0,,0,0,0,0,,0,,1,0,,0,0,23,,0,0,2,75,54,54
2006,Jihočeský kraj,Strakonice,Lažánky,8,11,1,,0,0,0,,1,,0,0,0,1,,0,,3,0,,0,0,11,,0,0,0,61,36,36
2006,Jihočeský kraj,Strakonice,Lažany,5,19,4,,1,0,0,,0,,0,0,0,1,,0,,2,0,,0,0,3,,0,0,0,52,35,35
2006,Jihočeský kraj,Strakonice,Libějovice,53,41,41,,0,0,2,,0,,1,1,0,1,,3,,16,4,,2,2,54,,1,0,1,361,223,223
2006,Jihočeský kraj,Strakonice,Libětice,8,14,6,,0,0,1,,0,,1,0,0,0,,0,,0,2,,0,0,16,,0,0,0,54,48,48
2006,Jihočeský kraj,Strakonice,Litochovice,36,29,36,,0,1,0,,2,,0,0,0,1,,1,,5,2,,0,0,48,,0,0,0,228,161,161
2006,Jihočeský kraj,Strakonice,Lnáře,69,87,45,,1,0,10,,1,,1,4,0,1,,0,,11,3,,2,0,115,,0,0,1,624,351,351
2006,Jihočeský kraj,Strakonice,Lom,2,27,10,,0,0,0,,1,,0,1,0,0,,0,,8,0,,0,0,20,,1,0,0,106,70,70
2006,Jihočeský kraj,Strakonice,Mačkov,4,35,12,,0,0,1,,0,,0,0,0,0,,1,,1,0,,0,0,35,,3,0,0,149,92,92
2006,Jihočeský kraj,Strakonice,Malenice,84,129,48,,1,0,2,,2,,0,0,0,1,,3,,15,2,,0,1,79,,1,0,0,508,368,369
2006,Jihočeský kraj,Strakonice,Mečichov,19,33,20,,0,0,2,,1,,0,0,0,0,,0,,1,0,,0,0,49,,0,0,0,196,125,127
2006,Jihočeský kraj,Strakonice,Měkynec,2,2,3,,0,0,0,,0,,1,0,0,0,,0,,0,0,,0,0,6,,0,0,0,23,14,14
2006,Jihočeský kraj,Strakonice,Milejovice,10,21,0,,0,0,0,,0,,0,0,0,0,,0,,0,0,,0,1,5,,0,0,0,53,37,38
2006,Jihočeský kraj,Strakonice,Miloňovice,16,20,34,,0,2,0,,0,,0,0,0,0,,1,,4,4,,0,0,45,,1,0,0,206,127,127
2006,Jihočeský kraj,Strakonice,Mnichov,21,17,16,,0,0,2,,1,,1,0,0,0,,1,,8,1,,0,0,59,,0,0,2,191,129,129
2006,Jihočeský kraj,Strakonice,Mutěnice,13,23,12,,0,0,3,,1,,1,0,0,0,,0,,5,4,,0,0,41,,0,1,0,153,104,104
2006,Jihočeský kraj,Strakonice,Myštice,8,77,18,,1,0,5,,0,,0,0,0,0,,0,,9,3,,0,2,56,,0,0,0,239,179,179
2006,Jihočeský kraj,Strakonice,Nebřehovice,17,9,5,,0,0,0,,0,,1,2,0,3,,0,,1,0,,0,0,27,,1,0,0,114,66,66
2006,Jihočeský kraj,Strakonice,Němčice,8,25,6,,0,0,0,,0,,0,0,0,0,,0,,3,1,,0,0,24,,0,0,0,92,67,68
2006,Jihočeský kraj,Strakonice,Němětice,4,16,9,,3,0,2,,0,,0,0,0,1,,1,,2,1,,0,1,23,,0,0,0,91,63,63
2006,Jihočeský kraj,Strakonice,Nihošovice,16,47,29,,0,0,2,,1,,0,0,0,1,,0,,6,6,,0,0,39,,2,0,3,231,152,153
2006,Jihočeský kraj,Strakonice,Nišovice,16,52,21,,1,0,0,,0,,0,0,0,0,,0,,4,4,,0,1,26,,0,0,1,183,126,126
2006,Jihočeský kraj,Strakonice,Nová Ves,2,18,11,,0,0,2,,0,,0,0,0,0,,0,,2,0,,0,0,25,,0,0,0,86,60,60
2006,Jihočeský kraj,Strakonice,Novosedly,25,48,33,,0,0,1,,1,,0,0,0,2,,1,,4,5,,0,1,50,,0,0,0,264,171,171
2006,Jihočeský kraj,Strakonice,Osek,32,57,35,,0,0,4,,4,,3,0,0,0,,0,,15,0,,0,0,71,,1,0,0,398,222,222
2006,Jihočeský kraj,Strakonice,Paračov,6,14,10,,0,0,1,,0,,0,0,0,0,,1,,1,0,,0,0,19,,0,0,0,80,52,52
2006,Jihočeský kraj,Strakonice,Pivkovice,15,14,3,,0,0,0,,0,,0,0,0,2,,0,,2,3,,0,0,13,,0,0,0,60,52,52
2006,Jihočeský kraj,Strakonice,Pohorovice,3,14,9,,0,0,0,,0,,0,0,0,1,,0,,2,0,,0,0,9,,1,1,0,63,40,40
2006,Jihočeský kraj,Strakonice,Pracejovice,11,47,11,,0,0,3,,1,,0,0,0,2,,0,,9,5,,0,0,48,,0,0,0,232,137,137
2006,Jihočeský kraj,Strakonice,Předmíř,68,16,17,,0,0,2,,0,,0,0,0,0,,0,,3,1,,0,0,58,,1,0,0,249,166,166
2006,Jihočeský kraj,Strakonice,Přední Zborovice,11,13,5,,0,0,1,,1,,0,0,0,0,,0,,4,0,,0,0,13,,0,0,0,64,48,50
2006,Jihočeský kraj,Strakonice,Předslavice,22,31,22,,0,0,0,,0,,0,0,0,0,,0,,5,0,,1,1,49,,1,0,2,209,134,135
2006,Jihočeský kraj,Strakonice,Přechovice,8,28,13,,0,0,0,,0,,0,0,0,1,,0,,4,0,,0,0,11,,0,0,0,88,65,65
2006,Jihočeský kraj,Strakonice,Přešťovice,23,94,33,,0,0,4,,1,,2,0,0,0,,2,,14,2,,0,1,74,,2,0,0,356,252,252
2006,Jihočeský kraj,Strakonice,Radějovice,5,10,6,,0,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,3,,0,0,0,29,24,24
2006,Jihočeský kraj,Strakonice,Radomyšl,106,166,106,,1,2,7,,3,,1,0,0,1,,1,,24,11,,1,3,163,,4,1,0,894,601,603
2006,Jihočeský kraj,Strakonice,Radošovice,38,102,45,,2,0,9,,4,,0,0,0,0,,2,,10,5,,2,0,54,,0,0,1,453,274,274
2006,Jihočeský kraj,Strakonice,Rovná,1,66,30,,0,0,0,,0,,2,0,0,0,,0,,6,4,,0,1,32,,0,0,0,215,142,142
2006,Jihočeský kraj,Strakonice,Řepice,20,83,14,,0,1,3,,0,,0,0,0,1,,0,,5,1,,0,0,53,,0,0,0,266,181,181
2006,Jihočeský kraj,Strakonice,Sedlice,101,168,93,,0,0,10,,7,,3,0,0,0,,7,,34,2,,0,1,202,,0,2,6,1024,636,641
2006,Jihočeský kraj,Strakonice,Skály,11,21,5,,0,0,0,,0,,1,1,0,0,,0,,0,2,,0,0,11,,0,0,0,62,52,52
2006,Jihočeský kraj,Strakonice,Skočice,20,23,36,,0,0,0,,2,,0,0,0,0,,1,,7,0,,0,0,27,,0,0,0,169,116,117
2006,Jihočeský kraj,Strakonice,Slaník,10,21,11,,0,0,3,,0,,0,0,0,1,,0,,1,0,,0,0,32,,0,0,0,110,79,79
2006,Jihočeský kraj,Strakonice,Sousedovice,24,25,8,,0,0,2,,0,,0,0,0,1,,1,,8,1,,0,0,53,,1,0,0,199,124,124
2006,Jihočeský kraj,Strakonice,Stožice,13,66,19,,0,0,2,,0,,0,0,0,0,,0,,9,2,,2,1,24,,0,0,0,220,138,138
2006,Jihočeský kraj,Strakonice,Strakonice,736,4411,1412,,12,6,210,,37,,27,16,0,57,,29,,751,126,,34,13,4202,,56,5,8,19052,12148,12188
2006,Jihočeský kraj,Strakonice,Strašice,9,18,12,,0,0,0,,0,,0,1,0,0,,0,,3,5,,0,0,55,,1,0,0,157,104,105
2006,Jihočeský kraj,Strakonice,Strunkovice n.Volyň.,6,32,12,,0,0,3,,0,,0,0,0,0,,0,,3,2,,0,0,19,,0,0,0,98,77,77
2006,Jihočeský kraj,Strakonice,Střelské Hoštice,39,134,68,,2,1,2,,1,,0,3,0,1,,1,,24,12,,3,0,141,,1,0,1,714,434,437
2006,Jihočeský kraj,Strakonice,Škvořetice,11,54,19,,0,0,3,,0,,1,0,0,0,,0,,8,0,,0,0,48,,1,0,0,264,145,145
2006,Jihočeský kraj,Strakonice,Štěchovice,6,39,28,,0,0,1,,0,,2,1,0,1,,1,,3,3,,0,1,44,,0,0,2,193,132,134
2006,Jihočeský kraj,Strakonice,Štěkeň,47,165,44,,1,0,6,,1,,0,0,0,1,,0,,14,0,,1,2,145,,7,0,0,713,434,437
2006,Jihočeský kraj,Strakonice,Tchořovice,13,41,19,,0,0,1,,0,,0,0,0,0,,0,,7,2,,0,0,49,,0,0,0,173,132,132
2006,Jihočeský kraj,Strakonice,Truskovice,5,22,15,,0,0,5,,0,,0,0,0,0,,0,,4,1,,0,0,28,,1,0,1,143,82,82
2006,Jihočeský kraj,Strakonice,Třebohostice,38,42,21,,0,1,6,,0,,0,0,0,0,,3,,4,1,,0,1,73,,0,0,0,248,190,190
2006,Jihočeský kraj,Strakonice,Třešovice,8,16,4,,0,0,1,,0,,0,0,0,0,,0,,2,0,,0,0,18,,0,0,0,65,49,50
2006,Jihočeský kraj,Strakonice,Úlehle,10,13,7,,0,1,4,,0,,0,0,0,0,,0,,4,0,,0,0,39,,0,0,0,95,78,78
2006,Jihočeský kraj,Strakonice,Únice,2,9,2,,0,0,1,,0,,0,0,0,0,,1,,1,1,,1,0,13,,0,0,1,47,32,32
2006,Jihočeský kraj,Strakonice,Uzenice,6,20,7,,0,0,0,,1,,0,0,0,1,,0,,2,0,,0,0,25,,0,0,0,103,62,62
2006,Jihočeský kraj,Strakonice,Uzeničky,11,9,11,,1,0,6,,1,,0,0,0,1,,1,,2,0,,0,0,29,,0,0,0,111,72,72
2006,Jihočeský kraj,Strakonice,Vacovice,15,9,6,,0,0,0,,0,,0,0,0,2,,0,,1,0,,0,0,10,,0,0,0,64,43,43
2006,Jihočeský kraj,Strakonice,Velká Turná,5,23,11,,0,0,0,,0,,0,1,0,0,,0,,2,1,,0,0,32,,0,0,0,119,75,75
2006,Jihočeský kraj,Strakonice,Vodňany,268,1309,368,,2,2,70,,13,,3,2,0,10,,14,,219,22,,5,6,1128,,11,0,4,5315,3456,3465
2006,Jihočeský kraj,Strakonice,Volenice,41,79,37,,0,0,3,,1,,0,0,0,1,,0,,14,1,,0,1,75,,0,0,1,439,254,255
2006,Jihočeský kraj,Strakonice,Volyně,150,597,231,,2,1,24,,9,,4,5,0,9,,5,,87,19,,6,2,490,,6,3,10,2569,1660,1678
2006,Jihočeský kraj,Strakonice,Záboří,10,40,18,,0,0,3,,1,,0,0,0,0,,0,,12,2,,3,0,71,,0,0,0,251,160,160
2006,Jihočeský kraj,Strakonice,Zahorčice,4,7,11,,1,0,0,,0,,0,0,0,0,,0,,1,0,,0,0,16,,0,0,0,63,40,40
2006,Jihočeský kraj,Strakonice,Zvotoky,4,12,6,,0,0,0,,0,,0,0,0,0,,0,,2,1,,0,0,16,,1,0,0,53,42,42
2006,Jihočeský kraj,Tábor,Balkova Lhota,6,27,15,,0,0,2,,2,,0,0,0,0,,0,,3,0,,0,0,20,,0,0,0,94,75,75
2006,Jihočeský kraj,Tábor,Bečice,3,17,2,,0,0,0,,1,,0,0,0,0,,0,,3,0,,2,1,22,,0,0,0,66,51,51
2006,Jihočeský kraj,Tábor,Bechyně,542,944,541,,6,3,87,,16,,0,3,0,8,,16,,110,16,,6,3,949,,9,2,4,4779,3265,3272
2006,Jihočeský kraj,Tábor,Běleč,7,33,15,,0,0,4,,0,,0,0,0,0,,1,,5,1,,0,0,33,,1,0,0,145,100,102
2006,Jihočeský kraj,Tábor,Borkovice,4,63,18,,0,0,0,,1,,0,0,0,0,,0,,6,4,,0,0,38,,0,0,0,187,134,134
2006,Jihočeský kraj,Tábor,Borotín,33,61,55,,0,0,9,,0,,0,1,0,2,,1,,18,5,,0,0,106,,0,1,0,428,292,293
2006,Jihočeský kraj,Tábor,Bradáčov,4,12,8,,0,0,1,,0,,0,1,0,1,,1,,2,0,,0,0,14,,0,0,0,63,44,45
2006,Jihočeský kraj,Tábor,Březnice,31,45,6,,0,0,2,,0,,0,0,0,0,,0,,6,0,,1,0,24,,0,0,0,165,115,115
2006,Jihočeský kraj,Tábor,Budislav,44,45,28,,0,0,1,,3,,0,0,0,1,,1,,7,10,,0,1,83,,3,0,0,372,227,227
2006,Jihočeský kraj,Tábor,Čenkov u Bechyně,9,9,7,,0,0,0,,0,,0,0,0,0,,1,,0,0,,0,0,9,,0,0,0,45,35,35
2006,Jihočeský kraj,Tábor,Černýšovice,12,13,11,,0,0,0,,0,,0,1,0,0,,0,,6,0,,0,0,20,,0,0,0,77,63,63
2006,Jihočeský kraj,Tábor,Dírná,21,93,37,,0,0,2,,1,,0,0,0,3,,0,,8,1,,0,0,81,,0,0,1,354,248,248
2006,Jihočeský kraj,Tábor,Dlouhá Lhota,12,54,11,,0,0,0,,0,,0,0,0,0,,3,,3,1,,0,0,19,,0,0,0,143,103,103
2006,Jihočeský kraj,Tábor,Dobronice u Bechyně,5,22,12,,0,0,2,,0,,0,0,0,1,,0,,6,0,,0,0,32,,1,0,0,123,81,81
2006,Jihočeský kraj,Tábor,Dolní Hořice,65,72,73,,0,0,4,,1,,0,0,0,4,,0,,22,2,,1,1,184,,3,0,2,664,434,434
2006,Jihočeský kraj,Tábor,Dolní Hrachovice,20,12,22,,1,0,1,,0,,0,0,0,1,,0,,1,0,,0,0,22,,0,0,0,110,80,80
2006,Jihočeský kraj,Tábor,Drahov,16,31,8,,0,0,1,,1,,0,1,0,0,,0,,1,5,,0,0,36,,1,0,0,141,101,101
2006,Jihočeský kraj,Tábor,Dráchov,16,23,25,,0,0,3,,0,,0,0,0,0,,0,,5,1,,0,0,68,,0,0,0,203,141,143
2006,Jihočeský kraj,Tábor,Dražice,16,137,48,,2,0,13,,2,,1,1,0,1,,0,,19,0,,2,0,141,,0,0,2,546,385,385
2006,Jihočeský kraj,Tábor,Dražičky,0,34,8,,0,0,2,,0,,0,0,0,0,,0,,2,0,,0,0,8,,0,1,0,73,55,55
2006,Jihočeský kraj,Tábor,Drhovice,10,36,20,,1,0,1,,2,,0,0,0,2,,0,,3,0,,0,0,41,,0,0,0,148,116,117
2006,Jihočeský kraj,Tábor,Haškovcova Lhota,2,29,7,,0,0,2,,0,,0,1,0,0,,0,,4,1,,0,0,12,,0,0,0,74,58,58
2006,Jihočeský kraj,Tábor,Hlasivo,19,24,12,,0,0,2,,4,,0,0,0,0,,2,,4,1,,0,0,25,,0,1,0,145,94,94
2006,Jihočeský kraj,Tábor,Hlavatce,35,84,19,,0,1,2,,2,,0,1,0,0,,0,,14,3,,1,0,51,,1,0,0,313,214,214
2006,Jihočeský kraj,Tábor,Hodětín,5,17,14,,0,0,2,,0,,0,0,0,0,,0,,3,0,,0,0,16,,0,0,0,74,57,57
2006,Jihočeský kraj,Tábor,Hodonice,13,25,1,,0,0,1,,0,,0,0,0,0,,0,,1,2,,0,1,29,,0,0,0,108,73,73
2006,Jihočeský kraj,Tábor,Chotěmice,15,26,8,,0,0,1,,0,,0,0,0,0,,0,,3,0,,0,0,23,,0,0,0,102,76,77
2006,Jihočeský kraj,Tábor,Chotoviny,131,333,86,,1,0,10,,3,,1,0,0,10,,0,,61,3,,2,1,239,,2,0,0,1337,883,885
2006,Jihočeský kraj,Tábor,Choustník,39,98,28,,0,2,2,,1,,0,1,0,0,,1,,16,2,,1,0,96,,0,0,0,413,287,288
2006,Jihočeský kraj,Tábor,Chrbonín,5,16,17,,0,0,0,,0,,0,0,0,0,,0,,5,0,,0,0,39,,0,0,0,116,82,82
2006,Jihočeský kraj,Tábor,Chýnov,148,451,155,,1,0,22,,4,,3,2,0,5,,2,,58,13,,3,0,401,,2,2,2,1773,1274,1284
2006,Jihočeský kraj,Tábor,Jedlany,6,20,10,,0,0,2,,0,,0,0,0,0,,0,,1,1,,0,0,11,,0,0,0,62,51,52
2006,Jihočeský kraj,Tábor,Jistebnice,193,267,137,,2,2,14,,5,,1,2,0,3,,3,,60,13,,1,5,360,,4,1,3,1617,1076,1082
2006,Jihočeský kraj,Tábor,Katov,3,9,8,,0,0,1,,0,,0,0,0,0,,2,,2,0,,0,0,29,,0,0,0,75,54,55
2006,Jihočeský kraj,Tábor,Klenovice,21,91,28,,0,0,11,,1,,0,0,0,0,,1,,12,3,,3,0,93,,0,1,0,386,265,265
2006,Jihočeský kraj,Tábor,Komárov,13,27,9,,0,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,17,,0,0,0,98,66,66
2006,Jihočeský kraj,Tábor,Košice,24,140,53,,0,1,0,,1,,0,0,0,1,,0,,24,4,,1,0,131,,1,0,1,575,382,383
2006,Jihočeský kraj,Tábor,Košín,9,19,5,,0,0,0,,0,,0,0,0,0,,0,,3,0,,0,0,9,,0,0,0,48,45,47
2006,Jihočeský kraj,Tábor,Krátošice,0,25,8,,0,0,1,,0,,0,0,0,0,,0,,3,0,,0,0,27,,0,0,2,99,66,66
2006,Jihočeský kraj,Tábor,Krtov,16,25,6,,0,0,1,,0,,2,0,0,0,,0,,4,1,,0,0,25,,0,0,0,106,80,80
2006,Jihočeský kraj,Tábor,Libějice,8,26,10,,0,0,1,,0,,0,0,0,1,,0,,2,0,,0,0,15,,0,0,0,86,63,63
2006,Jihočeský kraj,Tábor,Lom,7,40,10,,0,0,4,,1,,0,0,0,0,,0,,0,1,,0,0,35,,0,0,0,118,98,98
2006,Jihočeský kraj,Tábor,Malšice,68,360,113,,3,1,17,,6,,0,0,0,0,,2,,48,7,,1,0,301,,2,0,1,1430,930,931
2006,Jihočeský kraj,Tábor,Mažice,13,24,5,,0,0,0,,0,,0,0,0,0,,2,,0,1,,0,0,29,,0,0,0,120,74,74
2006,Jihočeský kraj,Tábor,Meziříčí,9,32,13,,0,0,0,,0,,0,0,0,0,,0,,5,0,,0,0,27,,0,0,0,121,86,87
2006,Jihočeský kraj,Tábor,Mezná,9,14,11,,2,0,0,,0,,0,0,0,2,,0,,4,0,,0,1,17,,0,0,0,86,60,60
2006,Jihočeský kraj,Tábor,Mladá Vožice,108,420,212,,8,1,76,,3,,0,1,0,4,,0,,42,13,,1,1,436,,4,0,1,2272,1331,1335
2006,Jihočeský kraj,Tábor,Mlýny,4,20,16,,0,0,1,,0,,0,0,0,1,,0,,3,0,,1,0,24,,0,0,0,113,70,70
2006,Jihočeský kraj,Tábor,Myslkovice,5,52,42,,0,0,1,,0,,0,0,0,4,,0,,6,2,,0,1,83,,0,0,0,296,196,196
2006,Jihočeský kraj,Tábor,Nadějkov,87,107,25,,1,0,7,,2,,0,0,0,2,,2,,21,3,,0,0,102,,0,0,0,602,359,361
2006,Jihočeský kraj,Tábor,Nasavrky,2,11,3,,0,0,1,,0,,0,0,0,0,,0,,3,1,,0,0,6,,0,0,0,32,27,27
2006,Jihočeský kraj,Tábor,Nemyšl,18,36,17,,0,0,4,,0,,2,0,0,0,,1,,8,0,,0,0,37,,0,0,3,229,126,128
2006,Jihočeský kraj,Tábor,Nová Ves u Chýnova,51,40,9,,0,0,2,,0,,0,0,0,1,,0,,9,2,,1,0,53,,0,0,0,211,168,170
2006,Jihočeský kraj,Tábor,Nová Ves u Ml.Vožice,7,12,24,,0,2,3,,1,,1,0,0,0,,2,,1,1,,1,0,38,,1,0,1,151,95,97
2006,Jihočeský kraj,Tábor,Oldřichov,10,31,24,,0,0,7,,0,,0,0,0,0,,0,,1,2,,0,0,42,,0,0,0,180,117,117
2006,Jihočeský kraj,Tábor,Opařany,57,233,157,,3,1,14,,6,,0,3,0,2,,0,,46,7,,0,0,259,,6,0,0,1143,794,797
2006,Jihočeský kraj,Tábor,Planá nad Lužnicí,132,752,182,,4,2,51,,10,,0,6,0,8,,7,,122,24,,3,4,518,,5,1,2,2651,1833,1842
2006,Jihočeský kraj,Tábor,Pohnánec,4,11,7,,0,0,0,,0,,0,0,0,1,,0,,0,0,,0,0,17,,0,0,0,46,40,41
2006,Jihočeský kraj,Tábor,Pohnání,9,7,12,,0,0,1,,1,,0,0,0,0,,0,,2,0,,0,0,7,,0,1,1,66,41,41
2006,Jihočeský kraj,Tábor,Pojbuky,5,6,23,,0,0,0,,1,,0,1,0,0,,0,,1,1,,0,0,33,,0,2,0,115,73,73
2006,Jihočeský kraj,Tábor,Přehořov,8,42,43,,0,0,1,,1,,1,0,0,0,,0,,12,3,,1,0,40,,1,0,1,252,154,154
2006,Jihočeský kraj,Tábor,Psárov,8,21,5,,0,0,2,,0,,0,0,0,0,,0,,3,0,,0,0,34,,0,0,0,120,73,73
2006,Jihočeský kraj,Tábor,Radenín,30,59,29,,1,0,4,,1,,1,0,0,0,,2,,16,0,,2,0,75,,0,0,0,390,220,221
2006,Jihočeský kraj,Tábor,Radětice,37,23,27,,0,1,0,,0,,0,0,0,1,,0,,4,1,,0,0,42,,0,0,0,189,136,137
2006,Jihočeský kraj,Tábor,Radimovice u Tábora,5,5,2,,1,0,4,,0,,0,1,0,0,,0,,4,0,,0,0,21,,1,0,0,54,44,44
2006,Jihočeský kraj,Tábor,Radimovice u Želče,10,73,34,,0,0,8,,0,,0,0,0,0,,0,,16,0,,0,1,66,,1,0,0,281,209,210
2006,Jihočeský kraj,Tábor,Radkov,7,31,18,,0,0,7,,0,,0,1,0,0,,0,,5,0,,0,1,29,,1,0,1,129,101,101
2006,Jihočeský kraj,Tábor,Rataje,12,37,18,,0,0,0,,2,,0,0,0,1,,0,,3,0,,1,0,43,,0,0,0,188,117,117
2006,Jihočeský kraj,Tábor,Ratibořské Hory,49,96,51,,0,0,10,,3,,2,0,0,2,,1,,18,2,,0,1,109,,1,0,2,597,347,347
2006,Jihočeský kraj,Tábor,Rodná,6,6,13,,0,0,0,,0,,0,0,0,0,,0,,2,0,,0,0,18,,0,0,1,83,46,46
2006,Jihočeský kraj,Tábor,Roudná,13,105,43,,1,0,5,,2,,0,2,0,1,,1,,21,2,,0,0,72,,0,0,0,450,268,272
2006,Jihočeský kraj,Tábor,Řemíčov,2,9,8,,0,0,6,,0,,0,0,0,0,,0,,0,2,,0,0,22,,1,0,0,69,50,50
2006,Jihočeský kraj,Tábor,Řepeč,14,33,31,,0,0,1,,0,,0,1,0,2,,0,,4,1,,0,0,41,,0,2,0,215,130,131
2006,Jihočeský kraj,Tábor,Řípec,10,36,31,,0,0,4,,0,,0,2,0,0,,0,,3,4,,1,0,48,,0,0,0,223,139,140
2006,Jihočeský kraj,Tábor,Sedlečko u Soběslavě,6,20,15,,0,0,0,,0,,0,0,0,0,,0,,0,3,,0,0,9,,0,0,0,84,53,53
2006,Jihočeský kraj,Tábor,Sezimovo Ústí,236,1673,453,,2,7,87,,17,,2,11,0,22,,16,,276,41,,7,8,1421,,18,2,3,6047,4302,4323
2006,Jihočeský kraj,Tábor,Skalice,24,84,22,,0,0,9,,0,,0,0,0,2,,2,,12,0,,2,0,116,,1,0,0,373,274,274
2006,Jihočeský kraj,Tábor,Skopytce,24,24,2,,0,0,0,,0,,0,0,0,1,,0,,1,0,,0,0,34,,0,0,0,124,86,86
2006,Jihočeský kraj,Tábor,Skrýchov u Malšic,11,28,7,,0,0,1,,0,,0,0,0,0,,0,,3,0,,0,0,16,,0,0,0,103,66,66
2006,Jihočeský kraj,Tábor,Slapsko,11,27,6,,0,0,4,,0,,0,0,0,0,,0,,3,1,,2,0,27,,2,0,0,107,83,83
2006,Jihočeský kraj,Tábor,Slapy,14,112,23,,1,0,7,,1,,0,3,0,1,,0,,7,0,,0,0,76,,0,0,3,350,248,249
2006,Jihočeský kraj,Tábor,Smilovy Hory,11,65,42,,0,0,9,,0,,0,1,0,2,,0,,14,0,,0,2,78,,0,0,1,381,225,226
2006,Jihočeský kraj,Tábor,Soběslav,231,1447,546,,2,3,53,,13,,5,6,0,15,,11,,195,28,,4,5,1272,,12,1,3,5924,3852,3866
2006,Jihočeský kraj,Tábor,Stádlec,23,97,73,,1,0,9,,2,,1,1,0,2,,2,,13,2,,1,0,113,,0,0,1,506,341,341
2006,Jihočeský kraj,Tábor,Sudoměřice u Bechyně,52,119,53,,0,0,3,,1,,0,0,0,2,,0,,22,2,,0,0,114,,0,0,0,543,368,369
2006,Jihočeský kraj,Tábor,Sudoměřice u Tábora,17,56,12,,0,0,0,,0,,0,0,0,0,,0,,9,3,,0,0,70,,0,0,0,244,167,167
2006,Jihočeský kraj,Tábor,Sviny,31,56,32,,0,0,3,,2,,0,0,0,0,,0,,5,2,,0,0,43,,2,0,2,256,178,178
2006,Jihočeský kraj,Tábor,Svrabov,12,23,3,,0,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,5,,0,0,0,44,43,43
2006,Jihočeský kraj,Tábor,Šebířov,29,38,26,,0,0,4,,1,,0,0,0,0,,0,,6,0,,3,0,54,,0,0,0,308,161,161
2006,Jihočeský kraj,Tábor,Tábor,988,7357,2374,,22,10,458,,41,,22,38,0,79,,36,,1419,102,,35,27,6079,,82,8,11,29538,19188,19253
2006,Jihočeský kraj,Tábor,Třebějice,12,12,5,,0,0,5,,0,,0,0,0,0,,1,,2,0,,0,0,17,,0,0,0,69,54,55
2006,Jihočeský kraj,Tábor,Tučapy,27,157,54,,1,0,7,,1,,0,0,0,0,,1,,26,1,,0,1,144,,2,0,0,658,422,424
