year,region,county,town,kdúčsl,ods,ksčm,Folklor i Společnost,Balbínova poetická strana,4 VIZE-www.4vize.cz,SNK Evropští demokraté,Helax-Ostrava se baví,Strana zdravého rozumu,Liberální reformní strana,Národní strana,Koruna Česká (monarch.strana),-,NEZ.DEMOKRATÉ(předs.V.Železný),Česká pravice,Unie svobody-Demokratická unie,Humanistická strana,sz,Nezávislí,Česká str.národ.socialistická,Právo a Spravedlnost,STRANA ROVNOST ŠANCÍ,čssd,České hnutí za národní jednotu,Pravý Blok,Moravané,Koalice pro Českou republiku,voters,votes_ok,votes_all
2006,Jihočeský kraj,Tábor,Turovec,15,46,6,,1,0,0,,1,,1,0,0,0,,1,,10,0,,1,0,46,,0,1,1,169,130,130
2006,Jihočeský kraj,Tábor,Ústrašice,9,61,10,,0,1,2,,0,,0,0,0,0,,0,,10,1,,0,0,50,,0,0,0,195,144,144
2006,Jihočeský kraj,Tábor,Val,18,32,25,,0,0,4,,1,,0,0,0,2,,0,,13,3,,0,0,27,,1,0,0,191,126,126
2006,Jihočeský kraj,Tábor,Vesce,10,48,9,,0,0,2,,1,,0,0,0,0,,0,,7,1,,0,1,56,,0,0,0,195,135,135
2006,Jihočeský kraj,Tábor,Veselí nad Lužnicí,276,1203,432,,1,1,42,,17,,11,5,0,13,,5,,199,63,,12,5,1126,,7,1,0,5335,3419,3437
2006,Jihočeský kraj,Tábor,Vilice,6,17,14,,0,0,11,,0,,0,0,0,0,,0,,4,1,,0,0,21,,0,1,0,140,75,75
2006,Jihočeský kraj,Tábor,Vlastiboř,11,34,32,,1,0,4,,0,,0,0,0,1,,0,,6,0,,0,0,67,,0,0,0,263,156,156
2006,Jihočeský kraj,Tábor,Vlčeves,2,4,10,,1,0,1,,0,,0,0,0,0,,0,,0,0,,0,0,30,,0,0,0,81,48,48
2006,Jihočeský kraj,Tábor,Vlkov,11,24,15,,0,0,3,,0,,0,0,0,0,,0,,8,0,,0,0,28,,0,0,0,139,89,90
2006,Jihočeský kraj,Tábor,Vodice,6,31,25,,1,0,0,,1,,0,0,0,0,,0,,1,1,,0,0,50,,0,0,0,179,116,116
2006,Jihočeský kraj,Tábor,Zadní Střítež,1,2,3,,0,0,0,,0,,0,0,0,1,,0,,1,0,,0,0,13,,0,0,1,35,22,22
2006,Jihočeský kraj,Tábor,Záhoří,4,16,18,,0,0,0,,0,,0,0,0,0,,0,,0,0,,1,0,11,,0,0,0,57,50,50
2006,Jihočeský kraj,Tábor,Zálší,26,48,13,,0,0,0,,0,,0,0,0,0,,0,,7,1,,0,0,29,,0,0,2,213,126,127
2006,Jihočeský kraj,Tábor,Zhoř u Mladé Vožice,8,4,12,,0,0,1,,0,,0,0,0,1,,0,,1,1,,1,0,8,,0,0,0,67,37,39
2006,Jihočeský kraj,Tábor,Zhoř u Tábora,19,48,2,,0,0,0,,1,,0,0,0,0,,2,,7,1,,0,1,8,,0,0,0,132,89,89
2006,Jihočeský kraj,Tábor,Zlukov,15,54,26,,0,0,2,,1,,0,1,0,0,,0,,6,2,,0,0,35,,0,0,0,195,142,144
2006,Jihočeský kraj,Tábor,Zvěrotice,14,84,27,,0,1,2,,0,,0,0,0,0,,0,,8,1,,0,0,71,,2,1,0,287,211,211
2006,Jihočeský kraj,Tábor,Želeč,22,194,56,,2,0,6,,3,,0,0,0,1,,1,,26,3,,2,0,129,,2,1,0,628,448,448
2006,Jihočeský kraj,Tábor,Žíšov,13,35,13,,0,0,1,,0,,0,0,0,0,,0,,4,4,,0,0,35,,1,0,0,139,106,106
2006,Jihočeský kraj,Zahraničí,Albánie,486,2405,113,,8,2,201,,4,,5,5,0,6,,10,,785,17,,4,6,786,,7,6,3,5612,4859,4889
2006,Jihočeský kraj,Zahraničí,Milán,121,201,8,,0,0,12,,0,,0,0,0,0,,0,,31,0,,0,0,33,,0,0,0,454,406,412
2006,Jihočeský kraj,Zahraničí,Berlín,37,135,2,,3,0,10,,0,,0,0,0,0,,1,,75,0,,0,1,41,,3,0,0,349,308,311
2006,Jihočeský kraj,Zahraničí,Katovice,8,20,1,,0,0,2,,0,,0,1,0,0,,0,,6,0,,0,0,12,,0,0,0,66,50,50
2006,Jihočeský kraj,Zahraničí,Jekatěrinburg,6,95,7,,0,0,9,,0,,0,0,0,0,,0,,23,1,,0,0,50,,0,0,0,214,191,191
2006,Jihočeský kraj,Zahraničí,Kyjev,1,29,4,,0,0,0,,0,,0,0,0,0,,0,,1,0,,0,0,10,,0,0,0,51,45,45
2006,Jihočeský kraj,Zahraničí,Čína,32,347,19,,0,0,14,,1,,1,4,0,4,,2,,94,4,,1,1,95,,2,3,0,737,624,626
2006,Jihočeský kraj,Zahraničí,Dillí,2,17,0,,0,0,2,,0,,0,0,0,0,,0,,3,0,,0,0,0,,0,0,0,26,24,24
2006,Jihočeský kraj,Zahraničí,Ankara,1,21,2,,0,0,1,,0,,0,0,0,0,,2,,10,0,,0,0,10,,0,1,0,56,48,48
2006,Jihočeský kraj,Zahraničí,Argentina,143,479,9,,3,0,36,,4,,0,3,0,3,,3,,145,2,,7,0,150,,3,4,1,1358,995,1002
2006,Jihočeský kraj,Zahraničí,Brasília,0,10,0,,0,0,3,,0,,0,0,0,0,,0,,4,0,,0,0,4,,0,2,0,34,23,23
2006,Jihočeský kraj,Zahraničí,Montreal,37,140,0,,0,0,10,,0,,0,0,0,0,,0,,38,0,,3,0,19,,1,0,0,331,248,249
2006,Jihočeský kraj,Zahraničí,Chicago,80,225,7,,0,0,14,,3,,0,0,0,3,,3,,62,0,,2,0,61,,0,1,0,647,461,465
2006,Jihočeský kraj,Zahraničí,Alžírsko,12,92,1,,0,0,5,,2,,0,1,0,0,,1,,13,2,,0,0,20,,1,0,0,220,150,151
2006,Jihočeský kraj,Zahraničí,Kapské Město,2,38,0,,0,0,1,,1,,0,1,0,0,,1,,3,2,,0,0,3,,1,0,0,78,53,54
2006,Jihočeský kraj,Zahraničí,Austrálie,6,40,0,,0,0,6,,0,,1,1,0,0,,0,,15,0,,0,0,5,,0,0,0,114,74,75
2006,Plzeňský kraj,Domažlice,Babylon,8,74,26,,0,0,3,,1,,0,0,,0,,3,,4,1,,0,1,51,,1,,1,229,174,174
2006,Plzeňský kraj,Domažlice,Bělá nad Radbuzou,18,221,176,,0,1,14,,4,,5,1,,9,,35,,38,4,,5,4,217,,4,,1,1352,757,760
2006,Plzeňský kraj,Domažlice,Blížejov,34,211,84,,0,0,6,,5,,1,2,,8,,1,,27,3,,2,2,177,,5,,0,958,568,570
2006,Plzeňský kraj,Domažlice,Brnířov,11,69,9,,0,0,5,,1,,0,1,,1,,1,,8,2,,0,1,58,,0,,1,260,168,169
2006,Plzeňský kraj,Domažlice,Bukovec,1,17,5,,0,0,0,,0,,0,0,,0,,0,,1,0,,0,0,19,,0,,0,69,43,43
2006,Plzeňský kraj,Domažlice,Čečovice,0,17,6,,0,0,0,,0,,1,0,,0,,0,,1,2,,1,0,12,,0,,0,61,40,40
2006,Plzeňský kraj,Domažlice,Čermná,7,51,16,,2,0,0,,1,,0,0,,1,,0,,6,0,,0,0,44,,0,,1,178,129,129
2006,Plzeňský kraj,Domažlice,Černíkov,9,59,32,,0,0,1,,0,,0,0,,0,,0,,2,0,,0,0,41,,2,,1,261,147,147
2006,Plzeňský kraj,Domažlice,Černovice,12,49,20,,0,0,0,,0,,1,0,,6,,0,,5,1,,3,0,29,,0,,0,196,126,126
2006,Plzeňský kraj,Domažlice,Česká Kubice,12,84,58,,0,0,5,,1,,3,0,,6,,2,,9,1,,0,1,108,,1,,1,489,292,294
2006,Plzeňský kraj,Domažlice,Díly,7,76,34,,0,0,3,,1,,0,0,,2,,0,,16,2,,1,0,76,,1,,3,315,222,222
2006,Plzeňský kraj,Domažlice,Domažlice,309,2102,803,,8,8,126,,21,,16,18,,26,,34,,307,24,,14,18,2117,,32,,6,8987,5989,6000
2006,Plzeňský kraj,Domažlice,Drahotín,4,14,12,,0,0,0,,0,,1,1,,0,,2,,1,2,,0,0,22,,1,,1,147,61,61
2006,Plzeňský kraj,Domažlice,Draženov,19,58,23,,0,0,4,,0,,0,0,,2,,1,,13,2,,0,2,108,,1,,2,312,235,236
2006,Plzeňský kraj,Domažlice,Hlohová,10,55,20,,0,0,2,,2,,0,0,,2,,1,,11,4,,0,0,35,,0,,3,204,145,145
2006,Plzeňský kraj,Domažlice,Hlohovčice,7,45,19,,0,0,0,,0,,3,1,,0,,0,,6,0,,2,0,52,,0,,0,174,135,135
2006,Plzeňský kraj,Domažlice,Holýšov,76,812,328,,3,1,30,,8,,2,6,,16,,3,,120,13,,3,6,726,,1,,1,3691,2155,2158
2006,Plzeňský kraj,Domažlice,Hora Svatého Václava,1,21,3,,0,0,0,,0,,0,0,,0,,0,,1,0,,0,0,15,,0,,0,58,41,41
2006,Plzeňský kraj,Domažlice,Horní Kamenice,7,27,19,,0,0,0,,0,,0,0,,1,,0,,7,2,,0,1,49,,1,,0,176,114,114
2006,Plzeňský kraj,Domažlice,Horšovský Týn,87,797,410,,1,2,37,,15,,0,4,,8,,18,,82,14,,7,8,731,,14,,4,3929,2239,2249
2006,Plzeňský kraj,Domažlice,Hostouň,18,133,146,,0,0,8,,2,,0,2,,2,,14,,26,3,,1,4,182,,4,,2,995,547,547
2006,Plzeňský kraj,Domažlice,Hradiště,10,33,6,,0,0,1,,0,,0,0,,1,,0,,5,0,,0,0,42,,0,,0,140,98,99
2006,Plzeňský kraj,Domažlice,Hvožďany,0,5,2,,0,0,0,,0,,0,0,,0,,0,,0,0,,0,0,12,,0,,0,25,19,19
2006,Plzeňský kraj,Domažlice,Chocomyšl,6,13,23,,0,0,0,,0,,0,0,,0,,0,,2,1,,1,0,30,,0,,0,118,76,76
2006,Plzeňský kraj,Domažlice,Chodov,19,106,87,,1,1,10,,1,,1,0,,3,,0,,29,3,,2,2,126,,3,,0,555,394,394
2006,Plzeňský kraj,Domažlice,Chodská Lhota,33,71,40,,0,0,1,,2,,0,1,,4,,0,,8,4,,0,0,58,,1,,0,322,223,223
2006,Plzeňský kraj,Domažlice,Chrastavice,25,50,19,,0,0,1,,1,,0,1,,1,,2,,13,4,,0,0,70,,0,,0,257,187,188
2006,Plzeňský kraj,Domažlice,Kanice,0,46,7,,0,1,3,,1,,0,0,,4,,0,,2,0,,0,0,48,,0,,0,147,112,112
2006,Plzeňský kraj,Domažlice,Kaničky,0,11,0,,0,0,1,,0,,0,0,,0,,0,,0,0,,0,0,8,,1,,0,27,21,21
2006,Plzeňský kraj,Domažlice,Kdyně,208,1029,347,,8,4,26,,9,,6,2,,8,,8,,98,14,,2,6,815,,20,,6,4049,2616,2628
2006,Plzeňský kraj,Domažlice,Klenčí pod Čerchovem,38,230,136,,1,3,21,,2,,0,2,,3,,3,,42,1,,0,4,215,,0,,2,1022,703,706
2006,Plzeňský kraj,Domažlice,Koloveč,44,151,67,,1,1,3,,8,,0,0,,5,,2,,17,6,,4,0,171,,4,,0,770,484,485
2006,Plzeňský kraj,Domažlice,Kout na Šumavě,58,203,79,,2,0,3,,5,,1,0,,7,,1,,21,3,,2,1,183,,5,,2,895,576,576
2006,Plzeňský kraj,Domažlice,Křenovy,11,31,7,,0,0,2,,0,,0,0,,0,,0,,2,2,,0,0,27,,1,,1,117,84,84
2006,Plzeňský kraj,Domažlice,Kvíčovice,12,73,32,,0,0,0,,0,,0,1,,0,,0,,12,4,,0,0,49,,0,,1,276,184,186
2006,Plzeňský kraj,Domažlice,Libkov,12,17,4,,0,0,0,,0,,0,0,,2,,0,,3,0,,0,0,10,,1,,0,87,49,49
2006,Plzeňský kraj,Domažlice,Loučim,4,17,14,,0,0,0,,0,,0,0,,1,,0,,3,1,,0,0,20,,0,,1,105,61,61
2006,Plzeňský kraj,Domažlice,Luženičky,23,48,26,,2,0,3,,0,,0,0,,1,,0,,4,3,,0,1,86,,1,,0,245,198,198
2006,Plzeňský kraj,Domažlice,Meclov,14,173,91,,2,1,4,,9,,0,0,,5,,6,,20,8,,1,3,131,,0,,1,803,469,470
2006,Plzeňský kraj,Domažlice,Mezholezy (dř.o.Dom),4,9,6,,0,1,0,,2,,1,0,,0,,1,,0,0,,0,0,43,,0,,0,80,67,67
2006,Plzeňský kraj,Domažlice,Mezholezy (dř.o.H.T),7,17,12,,0,0,0,,0,,0,0,,3,,0,,4,0,,0,0,31,,0,,0,123,74,74
2006,Plzeňský kraj,Domažlice,Milavče,60,68,44,,0,1,1,,1,,1,0,,0,,0,,8,2,,0,1,143,,5,,1,452,336,339
2006,Plzeňský kraj,Domažlice,Mířkov,1,35,19,,0,0,2,,0,,0,1,,0,,0,,5,3,,2,0,50,,0,,0,207,118,118
2006,Plzeňský kraj,Domažlice,Mnichov,9,8,45,,0,0,3,,0,,0,0,,3,,3,,2,1,,0,0,23,,1,,0,205,98,98
2006,Plzeňský kraj,Domažlice,Močerady,2,10,7,,0,0,0,,0,,0,0,,2,,0,,3,2,,0,0,11,,0,,0,66,37,37
2006,Plzeňský kraj,Domažlice,Mrákov,139,172,92,,0,0,5,,9,,0,1,,2,,4,,20,3,,1,0,196,,0,,0,932,644,647
2006,Plzeňský kraj,Domažlice,Mutěnín,1,24,40,,0,0,0,,1,,0,0,,0,,4,,2,1,,3,0,35,,3,,0,212,114,115
2006,Plzeňský kraj,Domažlice,Nemanice,2,18,32,,0,0,3,,1,,2,0,,2,,1,,6,0,,1,0,34,,2,,0,253,104,104
2006,Plzeňský kraj,Domažlice,Němčice,6,31,11,,0,0,2,,0,,0,0,,0,,0,,0,0,,0,0,18,,4,,2,98,74,74
2006,Plzeňský kraj,Domažlice,Neuměř,5,21,7,,0,0,0,,0,,0,0,,0,,0,,4,1,,0,0,30,,1,,0,107,69,69
2006,Plzeňský kraj,Domažlice,Nevolice,12,38,7,,1,0,1,,0,,0,0,,2,,1,,2,1,,0,0,31,,0,,1,120,97,98
2006,Plzeňský kraj,Domažlice,Nová Ves,4,33,12,,0,0,4,,0,,0,0,,0,,0,,5,0,,3,0,30,,0,,0,119,91,91
2006,Plzeňský kraj,Domažlice,Nový Kramolín,4,27,24,,0,0,3,,0,,0,0,,0,,0,,4,0,,1,0,42,,3,,0,192,108,110
2006,Plzeňský kraj,Domažlice,Osvračín,13,70,40,,0,0,6,,0,,0,0,,2,,1,,24,2,,2,0,109,,1,,0,451,270,270
2006,Plzeňský kraj,Domažlice,Otov,3,6,13,,0,0,0,,0,,0,0,,1,,1,,7,0,,0,1,9,,0,,0,87,41,41
2006,Plzeňský kraj,Domažlice,Pařezov,3,21,9,,0,0,0,,1,,0,0,,2,,0,,4,0,,0,0,29,,0,,0,101,69,70
2006,Plzeňský kraj,Domažlice,Pasečnice,19,34,15,,0,0,1,,0,,0,1,,1,,1,,2,0,,0,0,29,,0,,0,165,103,105
2006,Plzeňský kraj,Domažlice,Pec,8,58,21,,0,0,3,,0,,0,0,,6,,2,,8,2,,0,0,37,,0,,0,197,145,145
2006,Plzeňský kraj,Domažlice,Pelechy,4,17,5,,0,0,2,,0,,0,0,,0,,2,,1,2,,0,0,13,,0,,0,60,46,47
2006,Plzeňský kraj,Domažlice,Poběžovice,38,212,152,,0,1,5,,7,,1,1,,6,,39,,44,6,,3,3,266,,4,,2,1345,790,791
2006,Plzeňský kraj,Domažlice,Pocinovice,36,95,38,,0,0,7,,1,,0,1,,3,,0,,20,5,,1,1,114,,0,,0,462,322,323
2006,Plzeňský kraj,Domažlice,Poděvousy,3,32,18,,0,0,0,,4,,1,1,,0,,1,,4,2,,1,0,48,,1,,2,193,118,119
2006,Plzeňský kraj,Domažlice,Postřekov,82,209,78,,0,3,22,,4,,1,0,,8,,7,,29,4,,1,1,187,,1,,1,926,638,640
2006,Plzeňský kraj,Domažlice,Puclice,11,38,21,,2,0,2,,0,,0,0,,1,,2,,5,2,,0,0,67,,1,,1,259,153,153
2006,Plzeňský kraj,Domažlice,Rybník,0,25,27,,0,0,0,,3,,0,0,,0,,2,,1,1,,0,0,32,,0,,0,138,91,91
2006,Plzeňský kraj,Domažlice,Semněvice,5,13,11,,0,0,0,,0,,0,0,,0,,0,,2,0,,0,0,11,,0,,0,119,42,42
2006,Plzeňský kraj,Domažlice,Spáňov,18,36,12,,2,0,1,,1,,0,0,,0,,0,,2,0,,0,0,57,,0,,2,162,131,131
2006,Plzeňský kraj,Domažlice,Srbice,13,78,38,,0,0,0,,0,,0,0,,2,,1,,8,1,,1,0,75,,0,,1,320,218,220
2006,Plzeňský kraj,Domažlice,Srby,7,59,28,,0,0,0,,1,,0,0,,0,,3,,7,3,,1,0,67,,2,,1,317,179,180
2006,Plzeňský kraj,Domažlice,Staňkov,100,669,201,,1,3,25,,13,,5,2,,10,,3,,84,17,,7,3,556,,13,,3,2547,1715,1718
2006,Plzeňský kraj,Domažlice,Stráž,23,51,13,,0,0,0,,0,,0,1,,1,,0,,4,1,,0,0,55,,0,,0,184,149,149
2006,Plzeňský kraj,Domažlice,Štichov,8,11,4,,0,0,0,,0,,0,0,,0,,0,,2,1,,0,0,25,,0,,2,70,53,54
2006,Plzeňský kraj,Domažlice,Tlumačov,40,57,37,,1,0,3,,5,,1,1,,1,,0,,4,2,,0,0,104,,3,,0,341,259,260
2006,Plzeňský kraj,Domažlice,Trhanov,18,104,52,,0,1,2,,1,,0,0,,1,,1,,16,3,,1,1,109,,0,,0,444,310,310
2006,Plzeňský kraj,Domažlice,Úboč,8,23,5,,0,3,0,,0,,0,0,,0,,0,,3,4,,1,1,18,,0,,0,89,66,66
2006,Plzeňský kraj,Domažlice,Újezd,28,63,27,,0,0,1,,0,,0,0,,0,,1,,7,1,,0,1,57,,0,,0,289,186,186
2006,Plzeňský kraj,Domažlice,Únějovice,3,16,3,,0,0,0,,0,,1,0,,2,,0,,1,2,,0,0,20,,3,,0,67,51,51
2006,Plzeňský kraj,Domažlice,Úsilov,4,15,12,,0,0,0,,0,,1,0,,0,,2,,4,0,,0,0,21,,0,,0,104,59,59
2006,Plzeňský kraj,Domažlice,Velký Malahov,5,18,20,,0,0,4,,1,,2,2,,1,,4,,4,1,,0,1,20,,0,,0,201,83,84
2006,Plzeňský kraj,Domažlice,Vidice,5,22,36,,0,0,0,,0,,0,0,,1,,0,,3,0,,0,0,13,,0,,0,146,80,80
2006,Plzeňský kraj,Domažlice,Vlkanov,2,14,11,,0,0,1,,1,,0,0,,1,,0,,2,1,,1,0,20,,0,,0,94,54,54
2006,Plzeňský kraj,Domažlice,Všekary,8,26,8,,0,0,0,,0,,0,0,,1,,0,,1,0,,0,0,11,,1,,0,71,56,56
2006,Plzeňský kraj,Domažlice,Všepadly,0,12,1,,0,0,0,,0,,0,0,,0,,0,,1,3,,0,0,23,,0,,0,57,40,40
2006,Plzeňský kraj,Domažlice,Všeruby,13,79,82,,0,1,6,,3,,0,1,,2,,0,,11,2,,3,0,84,,4,,1,627,292,292
2006,Plzeňský kraj,Domažlice,Zahořany,56,219,67,,0,1,4,,4,,0,1,,3,,0,,22,5,,3,0,168,,1,,0,762,554,554
2006,Plzeňský kraj,Domažlice,Ždánov,1,9,12,,0,0,1,,0,,1,1,,2,,0,,6,5,,0,0,42,,1,,1,105,82,82
2006,Plzeňský kraj,Klatovy,Běhařov,7,29,5,,0,0,0,,0,,0,1,,0,,0,,3,1,,0,0,29,,1,,0,127,76,76
2006,Plzeňský kraj,Klatovy,Běšiny,47,120,48,,0,1,8,,7,,2,1,,3,,1,,7,4,,1,2,174,,1,,3,671,430,433
2006,Plzeňský kraj,Klatovy,Bezděkov,31,150,92,,0,0,20,,1,,1,1,,1,,1,,29,9,,3,1,138,,1,,1,688,480,480
2006,Plzeňský kraj,Klatovy,Biřkov,4,23,6,,0,0,0,,0,,0,0,,1,,0,,2,0,,0,0,36,,0,,0,109,72,72
2006,Plzeňský kraj,Klatovy,Bolešiny,38,127,48,,2,1,14,,3,,0,1,,3,,0,,11,8,,2,0,111,,3,,0,514,372,373
2006,Plzeňský kraj,Klatovy,Borovy,3,62,24,,0,1,6,,2,,0,0,,0,,0,,3,0,,0,0,23,,0,,0,188,124,124
2006,Plzeňský kraj,Klatovy,Břežany,13,20,9,,0,0,3,,0,,0,0,,2,,0,,5,0,,0,0,44,,0,,0,142,96,96
2006,Plzeňský kraj,Klatovy,Budětice,19,62,29,,0,0,0,,2,,0,0,,2,,0,,2,3,,0,0,62,,1,,0,254,182,182
2006,Plzeňský kraj,Klatovy,Bukovník,8,13,7,,0,0,0,,0,,0,0,,0,,0,,0,0,,0,0,23,,0,,0,67,51,51
2006,Plzeňský kraj,Klatovy,Čachrov,41,105,38,,0,1,4,,1,,0,1,,2,,0,,7,3,,0,3,81,,1,,0,451,288,288
2006,Plzeňský kraj,Klatovy,Červené Poříčí,6,38,17,,0,0,10,,0,,0,0,,1,,0,,5,1,,0,0,63,,4,,0,181,145,145
2006,Plzeňský kraj,Klatovy,Číhaň,10,30,14,,0,0,4,,1,,0,0,,0,,0,,2,1,,2,0,46,,2,,0,155,112,112
2006,Plzeňský kraj,Klatovy,Čímice,11,26,17,,1,0,0,,0,,0,0,,2,,0,,3,7,,0,0,37,,2,,1,141,107,108
2006,Plzeňský kraj,Klatovy,Dešenice,19,96,80,,0,3,4,,4,,2,0,,5,,3,,15,4,,1,0,75,,4,,0,549,315,317
2006,Plzeňský kraj,Klatovy,Dlažov,16,57,22,,0,0,8,,2,,1,0,,1,,0,,3,2,,1,0,80,,2,,0,364,195,196
2006,Plzeňský kraj,Klatovy,Dlouhá Ves,15,118,79,,1,2,7,,2,,0,0,,6,,1,,24,4,,1,0,143,,1,,1,650,405,406
2006,Plzeňský kraj,Klatovy,Dobršín,3,37,0,,0,0,0,,0,,0,0,,0,,0,,0,0,,0,0,10,,0,,0,83,50,50
2006,Plzeňský kraj,Klatovy,Dolany,18,113,52,,0,0,13,,2,,0,1,,3,,1,,5,5,,1,0,154,,2,,2,596,372,372
2006,Plzeňský kraj,Klatovy,Domoraz,6,10,4,,0,0,1,,0,,0,0,,0,,0,,0,1,,0,0,22,,0,,0,53,44,45
2006,Plzeňský kraj,Klatovy,Dražovice,5,11,21,,0,0,2,,2,,0,0,,0,,1,,4,0,,0,1,35,,0,,1,135,83,83
2006,Plzeňský kraj,Klatovy,Frymburk,22,20,2,,0,0,0,,2,,0,0,,0,,0,,2,1,,0,1,26,,0,,1,85,77,77
2006,Plzeňský kraj,Klatovy,Hamry,6,32,12,,0,0,1,,0,,1,0,,0,,1,,1,0,,0,1,24,,0,,0,109,79,79
2006,Plzeňský kraj,Klatovy,Hartmanice,90,166,82,,1,0,8,,3,,2,3,,2,,3,,13,4,,4,1,132,,3,,0,914,517,519
2006,Plzeňský kraj,Klatovy,Hejná,16,29,11,,0,0,2,,0,,0,0,,0,,0,,1,0,,0,0,32,,1,,0,136,92,92
2006,Plzeňský kraj,Klatovy,Hlavňovice,55,79,31,,0,0,19,,2,,0,0,,2,,0,,13,2,,1,0,96,,3,,1,412,304,304
2006,Plzeňský kraj,Klatovy,Hnačov,12,24,5,,0,0,0,,0,,0,0,,0,,0,,4,0,,0,0,35,,0,,0,94,80,80
2006,Plzeňský kraj,Klatovy,Horažďovice,302,961,365,,3,3,53,,14,,5,3,,18,,11,,174,21,,13,8,1121,,32,,2,4649,3109,3119
2006,Plzeňský kraj,Klatovy,Horská Kvilda,2,35,0,,0,0,1,,0,,0,1,,0,,0,,4,0,,0,0,7,,1,,0,59,51,51
2006,Plzeňský kraj,Klatovy,Hrádek,67,243,57,,0,0,19,,6,,1,2,,3,,2,,21,5,,2,4,202,,4,,0,1064,638,643
2006,Plzeňský kraj,Klatovy,Hradešice,34,49,22,,0,0,12,,3,,0,0,,0,,0,,6,4,,0,0,90,,2,,1,341,223,224
2006,Plzeňský kraj,Klatovy,Chanovice,64,88,32,,0,0,3,,3,,2,0,,3,,0,,23,1,,0,1,146,,2,,0,572,368,369
2006,Plzeňský kraj,Klatovy,Chlistov,4,32,12,,1,0,3,,0,,0,0,,0,,0,,5,0,,1,0,13,,0,,0,94,71,72
2006,Plzeňský kraj,Klatovy,Chudenice,23,129,44,,0,0,8,,1,,0,1,,1,,1,,11,4,,3,0,142,,2,,1,565,371,371
2006,Plzeňský kraj,Klatovy,Chudenín,18,98,36,,0,0,3,,1,,0,0,,0,,1,,9,0,,0,0,68,,5,,2,463,241,241
2006,Plzeňský kraj,Klatovy,Janovice nad Úhlavou,46,338,152,,0,0,15,,7,,0,2,,7,,6,,58,12,,3,2,345,,2,,4,1595,999,1000
2006,Plzeňský kraj,Klatovy,Javor,1,12,22,,0,0,0,,1,,0,0,,0,,0,,2,1,,0,0,19,,0,,0,69,58,58
2006,Plzeňský kraj,Klatovy,Ježovy,7,39,16,,0,0,0,,1,,0,0,,2,,0,,4,3,,3,0,38,,2,,1,204,116,117
2006,Plzeňský kraj,Klatovy,Kašperské Hory,38,291,131,,0,1,19,,4,,2,2,,7,,4,,48,5,,1,0,263,,5,,3,1344,824,832
2006,Plzeňský kraj,Klatovy,Kejnice,17,14,11,,0,0,0,,0,,0,1,,1,,0,,2,0,,0,0,37,,0,,1,104,84,86
2006,Plzeňský kraj,Klatovy,Klatovy,670,4434,1669,,11,12,254,,70,,23,18,,87,,22,,684,82,,24,34,3986,,82,,20,18906,12182,12216
2006,Plzeňský kraj,Klatovy,Klenová,1,12,14,,0,0,2,,0,,0,0,,3,,1,,6,0,,1,0,24,,0,,3,97,67,67
2006,Plzeňský kraj,Klatovy,Kolinec,58,193,152,,1,0,14,,2,,2,3,,6,,1,,25,6,,1,1,243,,17,,1,1119,726,727
2006,Plzeňský kraj,Klatovy,Kovčín,0,15,5,,0,0,0,,0,,0,0,,0,,0,,4,0,,0,0,26,,0,,0,68,50,50
2006,Plzeňský kraj,Klatovy,Křenice,1,44,17,,0,0,0,,0,,0,0,,0,,0,,2,1,,0,0,26,,0,,2,137,93,94
2006,Plzeňský kraj,Klatovy,Kvášňovice,10,25,10,,0,0,0,,1,,0,0,,2,,0,,7,0,,0,0,17,,0,,0,108,72,72
2006,Plzeňský kraj,Klatovy,Lomec,7,19,8,,0,1,1,,0,,0,1,,4,,0,,6,0,,1,0,25,,0,,0,101,73,73
2006,Plzeňský kraj,Klatovy,Malý Bor,49,77,34,,0,0,4,,2,,1,0,,0,,0,,11,7,,1,0,87,,1,,1,436,275,276
2006,Plzeňský kraj,Klatovy,Maňovice,2,4,2,,0,0,0,,2,,1,0,,2,,0,,0,0,,0,0,11,,1,,0,34,25,25
2006,Plzeňský kraj,Klatovy,Měčín,26,152,118,,0,0,8,,3,,0,0,,7,,2,,22,4,,1,0,198,,1,,3,879,545,546
2006,Plzeňský kraj,Klatovy,Mezihoří,7,4,4,,0,0,1,,0,,0,0,,0,,0,,0,0,,0,0,10,,0,,0,53,26,26
2006,Plzeňský kraj,Klatovy,Mlýnské Struhadlo,0,14,4,,0,0,0,,0,,0,0,,0,,0,,1,0,,0,0,10,,0,,0,42,29,29
2006,Plzeňský kraj,Klatovy,Modrava,3,62,8,,0,0,2,,1,,0,1,,0,,0,,1,0,,0,0,16,,2,,0,104,96,96
2006,Plzeňský kraj,Klatovy,Mochtín,44,165,72,,0,0,9,,6,,1,1,,6,,0,,21,4,,4,5,127,,4,,1,738,470,471
2006,Plzeňský kraj,Klatovy,Mokrosuky,11,32,7,,0,0,4,,0,,0,0,,0,,0,,2,0,,1,0,44,,0,,0,124,101,102
2006,Plzeňský kraj,Klatovy,Myslív,20,43,51,,1,2,1,,1,,0,2,,0,,1,,10,3,,3,0,96,,0,,0,367,234,236
2006,Plzeňský kraj,Klatovy,Myslovice,2,19,18,,0,0,0,,1,,0,0,,0,,2,,2,0,,0,0,33,,0,,0,97,77,77
