year,region,county,town,kdúčsl,Liberálové.CZ,ods,ksčm,Konzervativní strana,Sdruž.pro rep.-Republ.str.Čsl.,EVROPSKÝ STŘED,Suverenita-blok J.Bobošíkové,STOP,top_09,Dělnic.str.sociální spravedl.,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klíčové hnutí,Humanistická strana,sz,Strana Práv Občanů ZEMANOVCI,Volte Pr.Blok www.cibulka.net,Česká str.národ.socialistická,Česká pirátská strana,vv,čssd,NÁRODNÍ PROSPERITA,Česká strana národně sociální,Moravané,OBČANÉ.CZ,voters,votes_ok,votes_all
2010,Královéhradecký kraj,Jičín,Kopidlno,28,,151,109,2,,0,55,1,98,8,3,,0,,,12,22,3,,5,88,257,,,,5,1725,847,854
2010,Královéhradecký kraj,Jičín,Kostelec,0,,2,2,0,,0,2,0,4,0,0,,0,,,0,0,0,,0,2,12,,,,0,30,24,24
2010,Královéhradecký kraj,Jičín,Kovač,0,,14,6,0,,0,3,0,9,1,2,,0,,,0,7,0,,0,12,24,,,,0,106,78,79
2010,Královéhradecký kraj,Jičín,Kozojedy,2,,11,16,0,,0,4,0,12,1,1,,0,,,0,0,0,,0,9,15,,,,0,156,71,71
2010,Královéhradecký kraj,Jičín,Kyje,2,,6,3,0,,0,3,0,5,0,0,,0,,,0,1,0,,0,10,7,,,,0,51,37,37
2010,Královéhradecký kraj,Jičín,Lázně Bělohrad,75,,498,208,3,,3,80,2,451,19,51,,0,,,38,49,13,,17,247,423,,,,1,3204,2178,2193
2010,Královéhradecký kraj,Jičín,Libáň,16,,164,117,0,,1,44,0,147,9,3,,0,,,8,30,4,,8,91,168,,,,3,1380,813,819
2010,Královéhradecký kraj,Jičín,Libošovice,10,,69,27,1,,0,18,0,43,2,2,,0,,,7,4,1,,2,45,53,,,,0,409,284,287
2010,Královéhradecký kraj,Jičín,Libuň,5,,72,42,1,,0,26,1,65,3,0,,0,,,8,29,2,,10,68,76,,,,4,643,412,412
2010,Královéhradecký kraj,Jičín,Lískovice,1,,12,10,0,,0,6,0,13,0,0,,0,,,2,0,0,,0,17,32,,,,0,164,93,94
2010,Královéhradecký kraj,Jičín,Lukavec u Hořic,11,,35,14,0,,0,9,0,27,4,0,,0,,,5,3,3,,0,16,26,,,,2,228,155,155
2010,Královéhradecký kraj,Jičín,Lužany,11,,61,27,0,,0,13,0,53,2,1,,0,,,6,13,1,,2,32,95,,,,0,473,317,318
2010,Královéhradecký kraj,Jičín,Markvartice,3,,18,19,0,,0,8,1,22,0,1,,0,,,3,18,2,,5,32,49,,,,1,387,182,184
2010,Královéhradecký kraj,Jičín,Miletín,18,,88,50,2,,1,13,0,128,4,0,,0,,,8,22,4,,3,59,71,,,,1,720,472,477
2010,Královéhradecký kraj,Jičín,Milovice u Hořic,0,,34,17,0,,0,7,0,39,6,3,,0,,,9,3,0,,3,39,22,,,,1,239,183,188
2010,Královéhradecký kraj,Jičín,Mladějov,3,,52,24,0,,0,24,0,41,2,1,,0,,,5,13,2,,1,38,59,,,,0,435,265,267
2010,Královéhradecký kraj,Jičín,Mlázovice,10,,47,51,0,,0,16,0,51,6,4,,0,,,9,8,2,,0,52,72,,,,1,488,329,329
2010,Královéhradecký kraj,Jičín,Nemyčeves,7,,29,21,0,,0,7,0,30,5,4,,0,,,3,2,2,,1,30,47,,,,1,258,189,190
2010,Královéhradecký kraj,Jičín,Nevratice,0,,17,8,0,,0,3,0,7,0,0,,0,,,1,2,0,,0,5,21,,,,1,119,65,66
2010,Královéhradecký kraj,Jičín,Nová Paka,177,,886,412,2,,2,171,1,1494,46,44,,0,,,119,152,35,,37,630,1000,,,,9,7616,5217,5254
2010,Královéhradecký kraj,Jičín,Ohařice,2,,9,5,0,,0,0,0,7,0,0,,0,,,0,0,0,,0,2,3,,,,0,53,28,29
2010,Královéhradecký kraj,Jičín,Ohaveč,2,,11,4,0,,0,0,0,6,0,0,,0,,,2,0,0,,0,4,4,,,,0,55,33,33
2010,Královéhradecký kraj,Jičín,Osek,1,,21,5,0,,0,4,0,14,1,0,,0,,,0,3,0,,1,15,24,,,,0,150,89,89
2010,Královéhradecký kraj,Jičín,Ostroměř,12,,145,89,1,,0,25,0,138,9,6,,0,,,16,20,15,,6,88,151,,,,0,1101,721,724
2010,Královéhradecký kraj,Jičín,Ostružno,1,,4,6,0,,1,1,0,4,0,0,,0,,,0,2,1,,1,1,15,,,,0,71,37,37
2010,Královéhradecký kraj,Jičín,Pecka,33,,130,56,0,,1,17,0,151,9,5,,0,,,17,14,6,,8,100,136,,,,3,1080,686,696
2010,Královéhradecký kraj,Jičín,Petrovičky,1,,7,0,0,,0,1,0,5,0,0,,0,,,0,0,0,,0,0,12,,,,0,29,26,26
2010,Královéhradecký kraj,Jičín,Podhorní Újezd a Vojice,6,,67,39,0,,0,13,0,65,6,4,,0,,,5,18,1,,1,50,51,,,,0,504,326,330
2010,Královéhradecký kraj,Jičín,Podhradí,3,,44,37,0,,0,19,0,31,3,3,,0,,,1,12,2,,0,22,62,,,,0,362,239,240
2010,Královéhradecký kraj,Jičín,Podůlší,8,,33,5,0,,0,3,0,31,2,0,,0,,,0,6,0,,0,23,36,,,,2,212,149,150
2010,Královéhradecký kraj,Jičín,Radim,4,,51,21,1,,0,11,0,46,0,1,,0,,,2,4,2,,0,45,31,,,,0,321,219,223
2010,Královéhradecký kraj,Jičín,Rašín,1,,9,4,0,,0,0,0,8,1,0,,0,,,1,3,0,,0,3,9,,,,0,57,39,40
2010,Královéhradecký kraj,Jičín,Rohoznice,1,,24,18,0,,0,8,0,53,2,0,,0,,,1,2,1,,0,14,40,,,,0,248,164,165
2010,Královéhradecký kraj,Jičín,Rokytňany,2,,3,1,0,,0,3,0,7,0,1,,0,,,0,0,0,,0,5,23,,,,0,75,45,45
2010,Královéhradecký kraj,Jičín,Samšina,7,,26,16,0,,1,14,0,25,3,1,,0,,,1,4,0,,0,11,23,,,,0,214,132,134
2010,Královéhradecký kraj,Jičín,Sběř,1,,18,27,0,,0,10,0,12,1,1,,0,,,1,4,2,,0,18,28,,,,0,205,123,124
2010,Královéhradecký kraj,Jičín,Sedliště,1,,7,4,0,,0,4,0,8,1,3,,0,,,2,3,0,,0,6,13,,,,0,84,52,52
2010,Královéhradecký kraj,Jičín,Sekeřice,0,,11,16,0,,0,6,0,19,1,0,,0,,,2,1,1,,0,3,21,,,,0,99,81,81
2010,Královéhradecký kraj,Jičín,Slatiny,9,,42,35,0,,0,11,0,36,1,2,,0,,,8,20,4,,1,33,46,,,,0,451,248,248
2010,Královéhradecký kraj,Jičín,Slavhostice,3,,6,17,0,,0,0,0,7,0,1,,0,,,1,4,0,,1,17,7,,,,0,120,64,65
2010,Královéhradecký kraj,Jičín,Sobčice,2,,45,10,0,,0,3,0,17,1,2,,0,,,1,4,1,,0,18,41,,,,0,230,145,145
2010,Královéhradecký kraj,Jičín,Soběraz,3,,24,1,0,,0,6,0,12,0,0,,0,,,2,1,0,,1,6,6,,,,0,79,62,65
2010,Královéhradecký kraj,Jičín,Sobotka,34,,244,101,1,,0,88,0,255,11,9,,0,,,26,25,5,,5,128,289,,,,2,1916,1223,1232
2010,Královéhradecký kraj,Jičín,Stará Paka,78,,175,121,2,,1,55,1,232,12,6,,0,,,19,36,6,,3,133,196,,,,1,1641,1077,1087
2010,Královéhradecký kraj,Jičín,Staré Hrady,1,,26,16,0,,0,4,0,18,0,0,,0,,,1,6,1,,1,8,21,,,,0,149,103,103
2010,Královéhradecký kraj,Jičín,Staré Místo,1,,31,26,0,,0,8,0,18,2,1,,0,,,0,6,4,,4,23,17,,,,1,266,142,144
2010,Královéhradecký kraj,Jičín,Staré Smrkovice,1,,16,23,0,,0,4,0,9,1,2,,0,,,5,4,3,,0,16,27,,,,0,204,111,112
2010,Královéhradecký kraj,Jičín,Střevač,5,,11,18,0,,0,14,0,11,2,1,,0,,,1,11,3,,0,15,38,,,,0,220,130,131
2010,Královéhradecký kraj,Jičín,Sukorady,4,,15,18,0,,0,5,0,27,3,0,,0,,,8,2,0,,0,24,22,,,,2,178,130,130
2010,Královéhradecký kraj,Jičín,Svatojanský Újezd,6,,8,5,0,,0,1,0,16,0,2,,0,,,1,1,0,,1,6,12,,,,0,79,59,59
2010,Královéhradecký kraj,Jičín,Šárovcova Lhota,3,,25,22,0,,0,7,0,15,0,0,,0,,,2,5,2,,3,7,29,,,,0,167,120,120
2010,Královéhradecký kraj,Jičín,Tetín,7,,5,4,0,,0,2,0,20,0,1,,0,,,1,6,2,,0,9,6,,,,1,109,64,64
2010,Královéhradecký kraj,Jičín,Třebnouševes,2,,18,21,0,,0,3,0,20,3,0,,0,,,2,11,0,,0,29,39,,,,0,232,148,149
2010,Královéhradecký kraj,Jičín,Třtěnice,3,,36,22,0,,0,10,0,20,5,0,,0,,,4,5,1,,1,34,41,,,,0,270,182,183
2010,Královéhradecký kraj,Jičín,Tuř,0,,14,16,0,,0,4,0,14,0,0,,0,,,1,0,0,,0,13,16,,,,0,119,78,78
2010,Královéhradecký kraj,Jičín,Úbislavice,10,,21,27,0,,0,13,0,50,0,3,,0,,,3,5,3,,5,36,54,,,,0,324,230,233
2010,Královéhradecký kraj,Jičín,Údrnice,7,,20,20,2,,0,10,0,23,0,2,,0,,,3,4,2,,1,23,15,,,,0,233,132,133
2010,Královéhradecký kraj,Jičín,Úhlejov,0,,14,16,0,,0,0,0,19,3,0,,0,,,1,3,0,,0,8,10,,,,0,112,74,74
2010,Královéhradecký kraj,Jičín,Újezd pod Troskami,8,,20,19,0,,0,18,0,38,0,2,,0,,,2,8,4,,1,18,32,,,,0,265,170,170
2010,Královéhradecký kraj,Jičín,Úlibice,5,,15,18,0,,0,7,0,24,0,0,,0,,,4,16,0,,4,17,32,,,,0,194,142,143
2010,Královéhradecký kraj,Jičín,Valdice,27,,134,193,1,,0,53,1,150,54,10,,0,,,33,67,19,,13,110,258,,,,3,2199,1126,1132
2010,Královéhradecký kraj,Jičín,Veliš,1,,22,1,0,,0,3,1,30,0,2,,0,,,3,5,1,,0,12,13,,,,1,131,95,95
2010,Královéhradecký kraj,Jičín,Vidochov,3,,25,16,0,,0,9,0,50,4,1,,0,,,0,8,2,,0,21,27,,,,0,275,166,166
2010,Královéhradecký kraj,Jičín,Vitiněves,6,,21,41,0,,0,11,0,29,1,3,,0,,,4,8,2,,0,34,32,,,,2,270,194,201
2010,Královéhradecký kraj,Jičín,Volanice,2,,13,20,0,,0,7,0,12,0,0,,0,,,1,1,0,,1,6,23,,,,0,186,86,89
2010,Královéhradecký kraj,Jičín,Vrbice,1,,6,18,0,,0,3,0,8,0,1,,0,,,0,4,0,,1,4,23,,,,0,95,69,69
2010,Královéhradecký kraj,Jičín,Vršce,1,,6,18,2,,0,6,0,17,2,0,,0,,,3,11,2,,2,13,20,,,,0,186,103,103
2010,Královéhradecký kraj,Jičín,Vřesník,5,,1,3,0,,0,4,0,10,0,0,,0,,,0,0,0,,0,6,10,,,,0,67,39,39
2010,Královéhradecký kraj,Jičín,Vysoké Veselí,8,,50,65,0,,0,17,0,45,12,1,,0,,,5,14,0,,1,41,67,,,,0,737,326,330
2010,Královéhradecký kraj,Jičín,Zámostí-Blata,1,,27,3,0,,0,0,0,29,0,2,,0,,,4,1,0,,0,6,10,,,,1,112,84,87
2010,Královéhradecký kraj,Jičín,Zelenecká Lhota,1,,3,14,0,,0,3,0,12,1,0,,0,,,1,2,0,,1,12,23,,,,0,121,73,73
2010,Královéhradecký kraj,Jičín,Železnice,21,,105,89,1,,0,25,0,135,3,4,,0,,,11,23,1,,2,82,120,,,,1,987,623,625
2010,Královéhradecký kraj,Jičín,Žeretice,0,,15,18,0,,0,9,0,18,3,0,,0,,,3,6,1,,1,20,31,,,,0,217,125,127
2010,Královéhradecký kraj,Jičín,Židovice,0,,7,10,0,,0,7,0,2,2,2,,0,,,0,0,0,,1,3,25,,,,1,102,60,60
2010,Královéhradecký kraj,Jičín,Žlunice,5,,10,32,0,,0,11,0,27,0,1,,0,,,4,3,1,,0,16,32,,,,0,204,142,142
2010,Královéhradecký kraj,Náchod,Adršpach,7,,61,29,0,,0,6,0,34,8,1,,0,,,9,11,5,,9,36,46,,,,2,448,264,264
2010,Královéhradecký kraj,Náchod,Bezděkov nad Metují,23,,32,15,0,,0,13,1,31,3,3,,0,,,4,12,3,,7,47,43,,,,1,401,238,238
2010,Královéhradecký kraj,Náchod,Bohuslavice,49,,94,59,2,,0,13,0,69,14,1,,0,,,10,20,0,,2,54,103,,,,1,770,491,499
2010,Královéhradecký kraj,Náchod,Borová,23,,22,9,0,,0,4,0,22,3,4,,0,,,3,6,2,,0,15,14,,,,0,186,127,128
2010,Královéhradecký kraj,Náchod,Božanov,12,,30,19,0,,1,7,1,24,2,0,,0,,,1,5,0,,4,13,34,,,,3,269,156,156
2010,Královéhradecký kraj,Náchod,Broumov,216,,592,367,1,,1,161,2,457,83,25,,0,,,60,150,47,,34,444,833,,,,13,6037,3486,3502
2010,Královéhradecký kraj,Náchod,Brzice,9,,31,9,0,,0,4,0,22,6,0,,0,,,3,0,0,,0,10,13,,,,0,167,107,109
2010,Královéhradecký kraj,Náchod,Bukovice,26,,78,13,0,,0,9,0,29,10,3,,0,,,10,6,4,,0,27,29,,,,0,321,244,245
2010,Královéhradecký kraj,Náchod,Černčice,30,,37,14,0,,0,1,0,60,8,0,,0,,,4,5,0,,1,51,53,,,,0,374,264,264
2010,Královéhradecký kraj,Náchod,Červená Hora,16,,25,8,0,,0,3,0,28,1,0,,0,,,4,6,2,,3,15,17,,,,1,169,129,130
2010,Královéhradecký kraj,Náchod,Červený Kostelec,609,,1017,300,2,,1,105,3,867,74,40,,0,,,89,127,25,,34,536,737,,,,15,6955,4581,4604
2010,Královéhradecký kraj,Náchod,Česká Čermná,25,,42,13,0,,0,5,0,56,3,2,,0,,,5,8,4,,5,56,57,,,,0,385,281,283
2010,Královéhradecký kraj,Náchod,Česká Metuje,3,,16,34,0,,0,8,0,12,4,1,,0,,,5,5,0,,2,21,45,,,,3,249,159,162
2010,Královéhradecký kraj,Náchod,Česká Skalice,100,,584,225,2,,0,118,1,420,30,16,,0,,,65,103,10,,17,383,466,,,,2,4331,2542,2553
2010,Královéhradecký kraj,Náchod,Dolany,5,,71,45,0,,1,18,1,63,1,2,,0,,,0,11,1,,1,61,57,,,,0,516,338,341
2010,Královéhradecký kraj,Náchod,Dolní Radechová,24,,78,32,0,,0,17,0,96,7,7,,0,,,4,16,2,,5,55,61,,,,2,620,406,411
2010,Královéhradecký kraj,Náchod,Hejtmánkovice,12,,57,38,0,,0,15,0,47,9,3,,0,,,4,10,5,,0,49,75,,,,0,543,324,327
2010,Královéhradecký kraj,Náchod,Heřmanice,2,,36,25,0,,0,7,0,20,2,0,,0,,,4,5,2,,2,19,31,,,,0,301,155,157
2010,Královéhradecký kraj,Náchod,Heřmánkovice,12,,23,33,0,,0,22,0,21,5,1,,0,,,3,10,4,,1,24,54,,,,2,394,215,218
2010,Královéhradecký kraj,Náchod,Horní Radechová,30,,33,14,0,,0,11,0,47,4,0,,0,,,4,12,3,,2,64,37,,,,4,380,265,266
2010,Královéhradecký kraj,Náchod,Hořenice,0,,16,12,0,,1,8,0,7,3,0,,0,,,1,4,1,,2,15,24,,,,0,135,94,94
2010,Královéhradecký kraj,Náchod,Hořičky,34,,69,19,2,,0,4,0,35,4,4,,0,,,6,12,1,,2,48,32,,,,0,420,272,273
2010,Královéhradecký kraj,Náchod,Hronov,217,,851,215,0,,1,88,2,620,40,21,,0,,,63,101,19,,17,405,605,,,,59,5229,3324,3347
2010,Královéhradecký kraj,Náchod,Hynčice,3,,7,17,0,,0,5,0,3,2,0,,0,,,4,3,0,,0,5,19,,,,0,158,68,68
2010,Královéhradecký kraj,Náchod,Chvalkovice,12,,54,57,0,,0,13,0,42,4,6,,0,,,6,12,5,,4,54,60,,,,1,591,330,335
2010,Královéhradecký kraj,Náchod,Jaroměř,140,,1064,700,5,,7,262,3,1022,133,37,,0,,,161,264,35,,56,700,1219,,,,10,10076,5818,5865
2010,Královéhradecký kraj,Náchod,Jasenná,22,,57,43,0,,1,17,0,65,15,1,,0,,,0,16,2,,2,41,59,,,,3,573,344,347
2010,Královéhradecký kraj,Náchod,Jestřebí,14,,16,2,0,,0,5,0,16,2,2,,0,,,3,4,3,,1,14,23,,,,2,146,107,107
2010,Královéhradecký kraj,Náchod,Jetřichov,16,,49,32,0,,0,9,0,23,7,1,,0,,,2,10,6,,1,32,47,,,,5,366,240,240
2010,Královéhradecký kraj,Náchod,Kramolna,26,,168,21,0,,1,14,0,136,18,8,,0,,,14,23,4,,6,84,73,,,,1,831,597,603
2010,Královéhradecký kraj,Náchod,Křinice,37,,25,37,0,,0,12,0,25,1,0,,0,,,3,6,0,,0,20,32,,,,0,322,198,198
2010,Královéhradecký kraj,Náchod,Lhota pod Hořičkami,12,,24,12,0,,0,5,0,30,2,3,,0,,,1,1,3,,5,20,17,,,,0,205,135,136
2010,Královéhradecký kraj,Náchod,Libchyně,5,,10,1,0,,0,0,0,7,0,0,,0,,,0,1,0,,0,4,11,,,,1,58,40,42
2010,Královéhradecký kraj,Náchod,Litoboř,9,,22,4,0,,0,0,0,9,0,0,,0,,,3,0,2,,0,5,13,,,,0,89,67,68
2010,Královéhradecký kraj,Náchod,Machov,30,,181,37,0,,0,34,0,130,4,10,,0,,,22,14,5,,5,78,113,,,,1,965,664,668
2010,Královéhradecký kraj,Náchod,Martínkovice,35,,30,46,0,,0,10,0,31,1,4,,0,,,0,10,5,,5,31,71,,,,0,409,279,280
2010,Královéhradecký kraj,Náchod,Mezilečí,14,,19,8,0,,0,8,0,12,1,2,,0,,,0,5,0,,0,13,24,,,,0,122,106,106
2010,Královéhradecký kraj,Náchod,Mezilesí,11,,33,6,0,,1,3,0,39,2,0,,0,,,5,4,2,,0,19,21,,,,1,189,147,148
2010,Královéhradecký kraj,Náchod,Meziměstí,48,,203,189,1,,3,83,1,105,22,9,,0,,,17,50,16,,13,154,383,,,,3,2204,1300,1307
2010,Královéhradecký kraj,Náchod,Nahořany,18,,41,20,1,,0,10,1,41,4,4,,0,,,2,10,0,,1,52,52,,,,0,411,257,257
2010,Královéhradecký kraj,Náchod,Náchod,536,,2195,848,5,,4,276,5,2066,178,126,,0,,,292,356,59,,62,1466,1994,,,,16,16553,10484,10539
2010,Královéhradecký kraj,Náchod,Nové Město nad Metují,332,,1297,417,3,,3,118,1,1139,56,39,,0,,,115,167,36,,47,785,967,,,,15,8027,5537,5570
2010,Královéhradecký kraj,Náchod,Nový Hrádek,60,,76,41,0,,0,8,0,48,14,7,,0,,,13,13,0,,3,50,64,,,,2,571,399,401
2010,Královéhradecký kraj,Náchod,Nový Ples,5,,36,34,0,,3,3,0,29,0,0,,0,,,4,6,0,,1,19,20,,,,0,252,160,162
2010,Královéhradecký kraj,Náchod,Otovice,11,,32,24,1,,0,7,1,15,6,3,,0,,,1,3,6,,0,21,39,,,,1,311,171,172
2010,Královéhradecký kraj,Náchod,Police nad Metují,109,,514,157,2,,2,89,0,440,28,15,,0,,,55,70,12,,16,254,422,,,,21,3446,2206,2219
2010,Královéhradecký kraj,Náchod,Provodov-Šonov,64,,134,26,4,,1,16,1,106,14,8,,0,,,11,20,6,,6,116,88,,,,0,897,621,625
2010,Královéhradecký kraj,Náchod,Přibyslav,12,,26,6,0,,0,7,0,30,2,0,,0,,,0,6,0,,3,7,16,,,,0,162,115,115
2010,Královéhradecký kraj,Náchod,Rasošky,9,,54,29,0,,2,15,0,72,7,4,,0,,,11,5,3,,4,48,63,,,,1,486,327,327
2010,Královéhradecký kraj,Náchod,Rožnov,5,,29,23,0,,0,7,1,34,2,1,,0,,,5,5,0,,1,30,30,,,,1,313,174,174
2010,Královéhradecký kraj,Náchod,Rychnovek,22,,61,61,1,,0,5,0,35,2,3,,0,,,5,11,1,,2,53,44,,,,3,480,309,310
2010,Královéhradecký kraj,Náchod,Říkov,7,,20,12,0,,0,4,1,28,3,3,,0,,,1,2,3,,1,2,23,,,,0,152,110,110
2010,Královéhradecký kraj,Náchod,Sendraž,4,,10,4,0,,0,2,0,9,1,0,,0,,,4,4,2,,1,10,6,,,,0,84,57,57
2010,Královéhradecký kraj,Náchod,Slatina nad Úpou,26,,24,11,0,,0,6,0,23,9,0,,0,,,3,6,0,,0,28,31,,,,4,242,171,171
2010,Královéhradecký kraj,Náchod,Slavětín nad Metují,11,,30,3,0,,0,7,1,24,0,2,,0,,,5,5,2,,2,16,40,,,,1,204,149,149
2010,Královéhradecký kraj,Náchod,Slavoňov,35,,28,10,0,,0,8,0,28,7,0,,0,,,2,5,6,,3,24,18,,,,0,235,174,174
2010,Královéhradecký kraj,Náchod,Stárkov,13,,71,60,0,,0,11,0,56,7,7,,0,,,9,11,1,,6,54,65,,,,2,536,373,375
2010,Královéhradecký kraj,Náchod,Studnice,21,,129,58,0,,0,10,0,101,20,5,,0,,,20,25,8,,5,90,89,,,,0,839,581,583
2010,Královéhradecký kraj,Náchod,Suchý Důl,17,,54,8,0,,0,3,0,55,1,3,,0,,,8,5,0,,2,24,46,,,,21,336,247,250
2010,Královéhradecký kraj,Náchod,Šestajovice,3,,22,9,0,,0,8,0,7,4,2,,0,,,1,2,3,,1,13,27,,,,0,155,102,103
2010,Královéhradecký kraj,Náchod,Šonov,4,,19,36,0,,0,7,0,4,4,0,,0,,,0,5,3,,1,24,34,,,,1,236,142,144
2010,Královéhradecký kraj,Náchod,Teplice nad Metují,29,,126,124,0,,1,40,1,145,13,7,,0,,,40,49,6,,8,106,162,,,,2,1477,859,861
2010,Královéhradecký kraj,Náchod,Velichovky,18,,125,67,1,,0,16,0,72,10,1,,0,,,4,20,3,,2,76,90,,,,0,733,505,508
2010,Královéhradecký kraj,Náchod,Velká Jesenice,23,,40,30,0,,1,18,0,47,7,2,,0,,,7,28,6,,4,55,78,,,,0,588,346,347
2010,Královéhradecký kraj,Náchod,Velké Petrovice,8,,41,15,0,,0,14,0,42,6,6,,0,,,5,12,1,,1,24,68,,,,0,312,243,243
2010,Královéhradecký kraj,Náchod,Velké Poříčí,90,,270,96,1,,2,37,0,209,28,12,,0,,,19,37,9,,6,164,280,,,,5,1863,1265,1269
2010,Královéhradecký kraj,Náchod,Velký Třebešov,13,,35,17,0,,0,7,0,16,0,1,,0,,,4,6,2,,1,28,38,,,,2,263,170,170
2010,Královéhradecký kraj,Náchod,Vernéřovice,10,,14,32,0,,1,7,0,16,4,1,,0,,,3,11,2,,4,31,42,,,,2,286,180,182
2010,Královéhradecký kraj,Náchod,Vestec,4,,12,1,0,,0,6,0,15,1,0,,0,,,3,0,0,,0,12,11,,,,0,112,65,66
2010,Královéhradecký kraj,Náchod,Vlkov,7,,36,13,0,,0,5,0,38,3,5,,0,,,7,15,4,,2,25,31,,,,1,286,192,197
2010,Královéhradecký kraj,Náchod,Vršovka,6,,19,3,0,,0,4,0,9,1,0,,0,,,0,0,0,,0,6,8,,,,1,94,57,57
2010,Královéhradecký kraj,Náchod,Vysoká Srbská,18,,31,4,0,,0,7,0,35,1,2,,0,,,2,4,1,,2,11,17,,,,0,215,135,136
2010,Královéhradecký kraj,Náchod,Vysokov,12,,48,38,0,,0,14,0,48,0,2,,0,,,5,11,0,,1,34,37,,,,0,376,250,250
2010,Královéhradecký kraj,Náchod,Zábrodí,24,,49,20,0,,0,6,0,67,1,0,,0,,,4,11,0,,1,52,24,,,,0,385,259,259
2010,Královéhradecký kraj,Náchod,Zaloňov,3,,19,41,1,,0,20,0,16,4,1,,0,,,2,11,6,,2,30,48,,,,1,348,205,207
2010,Královéhradecký kraj,Náchod,Žďár nad Metují,18,,84,20,2,,0,10,1,62,13,9,,0,,,4,10,3,,5,38,53,,,,1,497,333,333
2010,Královéhradecký kraj,Náchod,Žďárky,25,,119,16,1,,0,7,0,42,2,2,,0,,,5,3,3,,3,30,52,,,,4,465,314,318
2010,Královéhradecký kraj,Náchod,Žernov,8,,42,5,0,,0,3,0,33,1,1,,0,,,8,7,1,,1,16,18,,,,0,189,144,145
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Albrechtice nad Orlicí,9,,139,77,0,,0,15,0,98,5,0,,0,,,8,26,3,,5,66,101,,,,0,855,552,555
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Bačetín,8,,40,25,0,,0,13,0,32,8,0,,0,,,4,15,5,,6,25,46,,,,0,329,227,227
2010,Královéhradecký kraj,Rychnov nad Kněžnou,"Bartošovice v Orlických
horách",30,,24,18,0,,0,3,0,15,1,2,,0,,,5,3,0,,0,3,14,,,,0,194,118,119
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Bílý Újezd,31,,82,16,0,,2,15,0,41,4,11,,0,,,5,9,2,,7,37,72,,,,2,498,336,342
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Bohdašín,38,,25,18,0,,0,4,0,16,7,2,,0,,,3,3,2,,1,15,18,,,,0,195,152,153
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Bolehošť,17,,37,56,0,,0,13,1,35,2,3,,0,,,6,20,1,,1,46,59,,,,1,462,298,298
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Borohrádek,34,,184,128,1,,2,50,0,130,11,5,,0,,,18,34,5,,8,84,278,,,,3,1716,975,986
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Borovnice,9,,42,27,0,,0,8,0,24,4,0,,0,,,2,9,0,,4,22,31,,,,1,311,183,186
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Bystré,7,,35,21,2,,0,3,0,27,7,2,,0,,,2,3,1,,1,24,21,,,,0,203,156,158
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Byzhradec,10,,28,5,0,,0,3,1,16,2,0,,0,,,1,3,0,,3,12,21,,,,0,168,105,106
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Častolovice,27,,127,130,0,,0,19,0,140,8,4,,0,,,17,31,6,,7,89,221,,,,2,1320,828,833
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Čermná nad Orlicí,10,,78,111,0,,0,27,0,60,11,1,,0,,,20,25,4,,9,66,106,,,,2,837,530,530
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Černíkovice,29,,82,45,0,,0,15,0,50,3,7,,0,,,4,14,3,,3,44,76,,,,5,556,380,382
2010,Královéhradecký kraj,Rychnov nad Kněžnou,České Meziříčí,47,,121,79,0,,2,42,0,207,16,3,,0,,,16,29,1,,2,106,133,,,,1,1351,805,808
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Čestice,5,,58,38,0,,0,17,0,54,0,4,,0,,,5,16,0,,2,23,63,,,,2,430,287,287
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Deštné v Orlických horách,20,,106,30,0,,0,8,0,65,3,8,,0,,,12,16,1,,1,51,54,,,,2,526,377,383
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Dobré,48,,98,48,0,,0,26,0,64,6,4,,0,,,10,17,3,,6,70,95,,,,0,672,495,500
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Dobruška,250,,621,433,3,,0,159,5,702,61,37,,0,,,94,133,10,,27,475,762,,,,8,5572,3780,3805
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Dobřany,4,,21,2,0,,0,3,0,22,1,2,,0,,,0,4,0,,0,5,6,,,,0,99,70,70
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Doudleby nad Orlicí,31,,179,140,0,,1,23,1,114,16,4,,0,,,14,43,12,,12,108,246,,,,1,1530,945,958
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Hřibiny-Ledská,5,,36,23,0,,0,13,0,28,1,1,,0,,,4,9,4,,2,28,39,,,,0,295,193,197
