year,region,county,town,kdúčsl,Liberálové.CZ,ods,ksčm,Konzervativní strana,Sdruž.pro rep.-Republ.str.Čsl.,EVROPSKÝ STŘED,Suverenita-blok J.Bobošíkové,STOP,top_09,Dělnic.str.sociální spravedl.,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klíčové hnutí,Humanistická strana,sz,Strana Práv Občanů ZEMANOVCI,Volte Pr.Blok www.cibulka.net,Česká str.národ.socialistická,Česká pirátská strana,vv,čssd,NÁRODNÍ PROSPERITA,Česká strana národně sociální,Moravané,OBČANÉ.CZ,voters,votes_ok,votes_all
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Chleny,15,,26,14,0,,0,5,0,18,0,4,,0,,,1,3,0,,0,17,25,,,,0,183,128,129
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Chlístov,10,,3,0,0,,0,6,1,8,0,1,,0,,,2,0,0,,0,5,14,,,,0,71,50,51
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Jahodov,0,,9,9,0,,0,1,0,10,0,1,,0,,,2,4,0,,0,7,4,,,,0,72,47,47
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Janov,15,,14,7,0,,0,3,0,7,0,0,,0,,,1,1,1,,0,0,19,,,,1,90,69,69
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Javornice,22,,113,43,1,,1,25,0,66,9,4,,0,,,20,16,1,,9,62,109,,,,0,750,501,504
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Kostelec nad Orlicí,85,,732,391,1,,2,105,3,583,37,30,,0,,,84,129,30,,26,361,689,,,,7,5034,3295,3319
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Kostelecké Horky,13,,12,5,0,,0,4,0,11,1,0,,0,,,13,3,1,,1,13,17,,,,0,127,94,96
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Kounov,16,,23,13,0,,0,9,0,18,0,1,,0,,,10,9,0,,1,15,27,,,,0,194,142,143
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Králova Lhota,7,,16,4,0,,0,14,0,32,2,0,,0,,,4,2,0,,0,16,17,,,,0,171,114,117
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Krchleby,3,,5,6,0,,0,1,0,9,0,0,,0,,,2,3,0,,0,9,19,,,,2,72,59,59
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Kvasiny,62,,112,73,0,,1,28,2,82,10,6,,0,,,11,17,7,,6,76,150,,,,2,1030,645,648
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Lhoty u Potštejna,8,,21,16,1,,0,7,0,35,2,2,,0,,,3,2,0,,1,19,34,,,,0,232,151,151
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Libel,0,,16,10,0,,0,2,0,8,1,0,,0,,,2,1,0,,0,6,14,,,,0,91,60,60
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Liberk,11,,39,35,0,,0,16,0,41,5,5,,0,,,7,16,3,,4,55,98,,,,1,567,336,338
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Lično,15,,62,32,0,,0,17,0,68,6,2,,0,,,3,12,1,,1,31,56,,,,0,457,306,306
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Lípa nad Orlicí,9,,36,47,0,,0,5,0,41,0,3,,0,,,4,12,1,,2,26,67,,,,2,409,255,255
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Lukavice,5,,76,35,0,,0,5,0,56,9,5,,0,,,9,7,5,,5,39,66,,,,4,476,326,329
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Lupenice,2,,37,14,0,,3,5,0,24,4,3,,0,,,3,3,1,,2,23,36,,,,0,218,160,162
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Mokré,3,,19,14,0,,0,2,0,10,4,0,,0,,,2,2,0,,0,12,19,,,,0,130,87,88
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Nová Ves,0,,13,14,0,,0,8,0,10,0,1,,0,,,4,7,0,,1,9,23,,,,1,140,91,92
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Očelice,9,,8,16,0,,0,9,0,28,6,0,,0,,,1,11,0,,2,6,38,,,,0,200,134,135
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Ohnišov,10,,69,16,0,,0,11,1,45,3,3,,0,,,6,5,0,,1,47,43,,,,1,402,261,263
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Olešnice,8,,51,29,0,,1,6,0,19,1,0,,0,,,2,7,1,,3,32,79,,,,0,346,239,241
2010,Královéhradecký kraj,Rychnov nad Kněžnou,"Olešnice v Orlických
horách",6,,47,17,0,,0,5,0,41,8,4,,0,,,7,5,2,,3,28,50,,,,1,398,224,225
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Opočno,92,,318,167,0,,2,97,1,345,21,13,,0,,,49,48,6,,12,150,330,,,,7,2540,1658,1671
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Orlické Záhoří,11,,19,18,0,,0,2,1,13,2,0,,0,,,1,9,3,,1,9,12,,,,0,168,101,101
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Osečnice,16,,17,21,0,,0,4,0,26,1,2,,0,,,1,10,0,,0,20,20,,,,0,232,138,140
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Pěčín,15,,38,25,0,,0,9,0,47,5,1,,0,,,7,7,6,,6,20,49,,,,3,410,238,239
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Podbřezí,71,,46,20,0,,0,10,0,44,5,2,,0,,,13,11,1,,6,42,35,,,,0,403,306,308
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Pohoří,15,,73,36,0,,1,12,0,49,7,3,,0,,,10,16,2,,3,61,55,,,,3,518,346,348
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Polom,2,,14,11,0,,0,2,0,6,0,2,,0,,,0,2,0,,0,11,10,,,,0,99,60,60
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Potštejn,21,,116,41,0,,1,17,1,114,8,5,,0,,,20,23,6,,8,72,118,,,,3,811,574,580
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Proruby,0,,9,4,0,,0,1,0,6,0,0,,0,,,0,0,0,,0,0,13,,,,0,45,33,34
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Přepychy,42,,43,45,0,,0,11,0,42,3,4,,0,,,4,19,0,,1,36,53,,,,0,443,303,303
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Rohenice,18,,24,12,0,,0,6,0,28,1,3,,0,,,5,0,0,,0,16,16,,,,2,205,131,132
2010,Královéhradecký kraj,Rychnov nad Kněžnou,"Rokytnice v Orlických
horách",50,,191,107,4,,1,25,0,134,13,7,,0,,,25,31,8,,4,124,175,,,,3,1779,902,912
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Rybná nad Zdobnicí,21,,44,29,0,,0,6,0,23,3,0,,0,,,5,17,0,,1,45,43,,,,2,354,239,239
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Rychnov nad Kněžnou,223,,1111,652,3,,0,165,7,1009,88,58,,0,,,182,238,43,,50,756,1209,,,,14,9169,5808,5850
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Říčky v Orlických horách,3,,13,7,0,,0,0,0,7,0,0,,0,,,1,4,0,,2,7,2,,,,0,86,46,47
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Sedloňov,4,,15,20,0,,1,2,1,40,3,1,,0,,,4,2,1,,0,19,15,,,,0,204,128,128
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Semechnice,6,,33,17,0,,0,26,0,32,2,1,,0,,,2,10,2,,0,21,36,,,,0,304,188,191
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Skuhrov nad Bělou,34,,131,77,1,,0,16,0,87,3,1,,0,,,5,22,5,,2,73,108,,,,2,859,567,569
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Slatina nad Zdobnicí,37,,70,48,1,,1,22,0,63,4,2,,0,,,10,15,5,,2,58,87,,,,1,675,426,426
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Sněžné,8,,19,11,0,,0,2,0,13,4,1,,0,,,2,2,0,,0,7,16,,,,0,112,85,86
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Solnice,55,,220,117,2,,1,45,1,172,26,10,,0,,,19,22,13,,10,162,220,,,,5,1711,1100,1104
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Svídnice,4,,22,6,0,,0,4,0,15,6,2,,0,,,1,2,3,,2,12,8,,,,0,147,87,87
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Synkov-Slemeno,11,,36,24,0,,0,6,1,55,6,3,,0,,,8,5,2,,3,39,27,,,,0,315,226,227
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Trnov,43,,78,58,0,,0,13,0,75,4,2,,0,,,8,13,4,,1,34,66,,,,1,576,400,402
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Třebešov,12,,40,18,0,,0,4,0,23,2,1,,0,,,0,5,0,,0,25,23,,,,0,206,153,154
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Tutleky,5,,64,32,0,,0,5,0,18,11,0,,0,,,4,8,0,,2,23,23,,,,1,293,196,196
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Týniště nad Orlicí,92,,598,518,0,,2,114,1,496,46,23,,0,,,70,119,13,,26,405,627,,,,9,5063,3159,3176
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Val,20,,33,12,0,,1,7,0,23,1,2,,0,,,3,13,4,,1,24,26,,,,1,233,171,173
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Vamberk,65,,545,305,2,,4,86,2,308,43,17,,0,,,49,91,21,,19,273,523,,,,4,3780,2357,2374
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Voděrady,42,,87,36,0,,0,21,0,54,8,10,,0,,,8,18,2,,5,47,65,,,,0,543,403,407
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Vrbice,13,,13,10,0,,4,10,0,14,0,4,,0,,,1,4,1,,0,9,5,,,,0,104,88,89
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Záměl,11,,83,47,0,,0,13,0,44,12,2,,0,,,6,12,2,,0,54,78,,,,2,539,366,368
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Zdelov,0,,18,12,0,,2,7,0,20,1,3,,0,,,0,6,1,,2,23,37,,,,0,175,132,132
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Zdobnice,10,,19,10,0,,0,4,0,23,2,2,,0,,,4,1,0,,1,10,15,,,,0,144,101,101
2010,Královéhradecký kraj,Rychnov nad Kněžnou,Žďár nad Orlicí,8,,38,30,0,,0,14,0,27,4,3,,0,,,8,5,2,,2,26,50,,,,0,364,217,217
2010,Královéhradecký kraj,Trutnov,Batňovice,38,,78,37,3,,0,11,0,59,4,4,,0,,,13,9,11,,6,64,82,,,,4,609,423,425
2010,Královéhradecký kraj,Trutnov,Bernartice,10,,57,68,0,,0,22,0,46,8,1,,0,,,11,16,6,,5,74,101,,,,1,707,426,429
2010,Královéhradecký kraj,Trutnov,Bílá Třemešná,21,,113,95,0,,0,22,3,146,15,6,,0,,,24,25,2,,9,79,104,,,,2,1047,666,670
2010,Královéhradecký kraj,Trutnov,Bílé Poličany,0,,10,17,0,,0,1,0,14,1,1,,0,,,1,3,1,,3,12,17,,,,0,121,81,81
2010,Královéhradecký kraj,Trutnov,Borovnice,22,,39,23,0,,0,6,0,41,2,1,,0,,,2,6,3,,7,19,44,,,,0,336,215,218
2010,Královéhradecký kraj,Trutnov,Borovnička,4,,13,14,0,,0,3,0,8,0,4,,0,,,3,2,0,,2,18,16,,,,0,170,87,87
2010,Královéhradecký kraj,Trutnov,Čermná,0,,33,38,2,,0,7,1,20,10,2,,0,,,3,8,0,,1,24,48,,,,0,317,197,197
2010,Královéhradecký kraj,Trutnov,Černý Důl,4,,80,48,0,,0,17,0,74,8,2,,0,,,11,24,1,,4,42,93,,,,1,587,409,413
2010,Královéhradecký kraj,Trutnov,Dolní Branná,19,,137,49,0,,0,29,1,82,3,3,,0,,,12,28,8,,0,85,107,,,,2,797,565,570
2010,Královéhradecký kraj,Trutnov,Dolní Brusnice,6,,55,24,0,,0,6,0,22,2,1,,0,,,0,6,2,,2,19,40,,,,0,290,185,185
2010,Královéhradecký kraj,Trutnov,Dolní Dvůr,3,,23,24,1,,0,3,0,38,2,0,,0,,,3,9,0,,0,24,25,,,,2,204,157,157
2010,Královéhradecký kraj,Trutnov,Dolní Kalná,16,,80,41,0,,0,16,1,67,0,0,,0,,,7,11,9,,2,52,66,,,,1,513,369,373
2010,Královéhradecký kraj,Trutnov,Dolní Lánov,4,,82,43,0,,0,14,0,60,8,2,,0,,,5,33,2,,0,37,48,,,,1,585,339,341
2010,Královéhradecký kraj,Trutnov,Dolní Olešnice,5,,23,22,0,,0,9,0,26,0,1,,0,,,3,10,1,,0,18,41,,,,1,289,160,160
2010,Královéhradecký kraj,Trutnov,Doubravice,6,,32,23,0,,0,15,0,38,1,4,,0,,,2,8,3,,0,35,38,,,,1,309,206,206
2010,Královéhradecký kraj,Trutnov,Dubenec,7,,64,44,0,,3,13,0,55,12,7,,0,,,8,8,2,,3,55,57,,,,0,558,338,341
2010,Královéhradecký kraj,Trutnov,Dvůr Králové nad Labem,175,,1902,624,7,,2,201,3,1375,81,77,,0,,,208,233,47,,84,1090,1674,,,,19,13285,7802,7868
2010,Královéhradecký kraj,Trutnov,Hajnice,9,,73,46,2,,0,16,1,35,5,0,,0,,,19,12,5,,2,68,89,,,,1,693,383,386
2010,Královéhradecký kraj,Trutnov,Havlovice,19,,120,55,0,,0,18,0,80,10,2,,0,,,24,16,6,,2,43,75,,,,1,748,471,477
2010,Královéhradecký kraj,Trutnov,Horní Brusnice,4,,37,29,0,,1,12,0,27,6,2,,0,,,1,10,3,,0,33,54,,,,0,374,219,219
2010,Královéhradecký kraj,Trutnov,Horní Kalná,20,,45,18,0,,0,3,1,52,0,2,,0,,,6,10,1,,0,19,25,,,,0,283,202,204
2010,Královéhradecký kraj,Trutnov,Horní Maršov,11,,142,50,5,,0,19,1,99,16,4,,0,,,49,20,4,,2,74,89,,,,3,895,588,599
2010,Královéhradecký kraj,Trutnov,Horní Olešnice,6,,17,26,0,,0,5,0,22,0,1,,0,,,4,7,2,,0,22,38,,,,0,256,150,151
2010,Královéhradecký kraj,Trutnov,Hostinné,97,,381,313,0,,0,79,3,330,21,16,,0,,,59,103,24,,16,251,545,,,,5,3766,2243,2255
2010,Královéhradecký kraj,Trutnov,Hřibojedy,0,,13,15,0,,0,8,0,9,9,1,,0,,,2,5,2,,0,7,39,,,,0,159,110,110
2010,Královéhradecký kraj,Trutnov,Chotěvice,11,,80,75,0,,0,20,0,55,4,3,,0,,,7,24,2,,1,52,101,,,,1,810,436,443
2010,Královéhradecký kraj,Trutnov,Choustníkovo Hradiště,8,,32,33,0,,1,11,0,31,4,1,,0,,,4,7,0,,1,38,46,,,,1,456,218,218
2010,Královéhradecký kraj,Trutnov,Chvaleč,3,,48,42,1,,0,11,0,50,0,1,,0,,,4,9,4,,3,49,57,,,,1,526,283,283
2010,Královéhradecký kraj,Trutnov,Janské Lázně,18,,138,63,0,,1,11,0,156,1,6,,0,,,38,12,2,,5,80,125,,,,2,926,658,668
2010,Královéhradecký kraj,Trutnov,Jívka,4,,41,59,0,,0,10,0,28,3,4,,0,,,3,5,4,,6,40,52,,,,1,474,260,264
2010,Královéhradecký kraj,Trutnov,Klášterská Lhota,8,,19,29,0,,0,7,0,8,0,0,,0,,,5,3,0,,0,8,25,,,,0,166,112,113
2010,Královéhradecký kraj,Trutnov,Kocbeře,1,,36,45,0,,0,18,0,48,0,2,,0,,,10,8,1,,3,38,39,,,,1,429,250,253
2010,Královéhradecký kraj,Trutnov,Kohoutov,2,,29,31,0,,0,3,0,17,0,3,,0,,,8,5,3,,5,17,22,,,,0,215,145,146
2010,Královéhradecký kraj,Trutnov,Královec,0,,8,16,3,,0,1,0,14,4,1,,0,,,2,5,2,,0,9,15,,,,1,138,81,82
2010,Královéhradecký kraj,Trutnov,Kuks,4,,14,19,0,,0,2,0,26,6,0,,0,,,3,7,0,,1,14,24,,,,1,201,121,121
2010,Královéhradecký kraj,Trutnov,Kunčice nad Labem,3,,79,45,0,,0,18,1,62,2,2,,0,,,7,9,2,,2,35,36,,,,0,453,303,307
2010,Královéhradecký kraj,Trutnov,Lampertice,6,,28,30,0,,0,5,0,6,8,1,,0,,,3,6,4,,2,26,59,,,,2,361,186,189
2010,Královéhradecký kraj,Trutnov,Lánov,13,,167,94,1,,0,49,0,149,11,10,,0,,,24,93,6,,11,142,112,,,,0,1340,882,891
2010,Královéhradecký kraj,Trutnov,Lanžov,5,,14,12,0,,0,6,0,20,2,1,,0,,,3,6,3,,2,13,23,,,,1,170,111,112
2010,Královéhradecký kraj,Trutnov,Libňatov,9,,40,27,0,,0,8,0,27,5,1,,0,,,12,4,1,,0,34,52,,,,0,305,220,223
2010,Královéhradecký kraj,Trutnov,Libotov,3,,14,10,0,,0,7,0,20,1,1,,0,,,1,8,0,,2,20,23,,,,0,153,110,110
2010,Královéhradecký kraj,Trutnov,Litíč,2,,14,13,0,,0,3,0,20,0,0,,0,,,3,0,1,,1,11,3,,,,0,107,71,71
2010,Královéhradecký kraj,Trutnov,Malá Úpa,1,,33,3,0,,0,1,0,35,0,0,,0,,,4,36,3,,0,5,9,,,,0,154,130,130
2010,Královéhradecký kraj,Trutnov,Malé Svatoňovice,35,,164,116,3,,1,27,1,141,20,13,,0,,,33,32,2,,8,114,217,,,,4,1400,931,939
2010,Královéhradecký kraj,Trutnov,Maršov u Úpice,9,,21,7,0,,0,0,0,7,2,0,,0,,,0,4,0,,1,12,19,,,,0,131,82,82
2010,Královéhradecký kraj,Trutnov,Mladé Buky,23,,199,128,2,,0,45,0,162,22,10,,0,,,27,61,8,,8,123,224,,,,3,1754,1045,1054
2010,Královéhradecký kraj,Trutnov,Mostek,25,,110,102,0,,0,21,1,90,5,7,,0,,,13,10,3,,6,63,132,,,,0,1074,588,593
2010,Královéhradecký kraj,Trutnov,Nemojov,2,,66,29,0,,0,9,1,68,3,3,,0,,,13,9,6,,8,43,61,,,,0,506,321,323
2010,Královéhradecký kraj,Trutnov,Pec pod Sněžkou,3,,203,16,3,,0,10,0,144,3,11,,0,,,21,7,0,,5,44,40,,,,0,687,510,511
2010,Královéhradecký kraj,Trutnov,Pilníkov,11,,91,63,0,,0,22,1,51,11,4,,0,,,14,25,8,,6,110,120,,,,3,946,540,545
2010,Královéhradecký kraj,Trutnov,Prosečné,2,,34,53,1,,0,9,1,35,2,1,,0,,,5,18,3,,3,39,74,,,,0,450,280,280
2010,Královéhradecký kraj,Trutnov,Radvanice,10,,61,75,1,,0,26,0,38,6,4,,0,,,19,12,3,,8,67,85,,,,3,839,418,428
2010,Královéhradecký kraj,Trutnov,Rtyně v Podkrkonoší,127,,307,164,2,,3,53,0,230,34,28,,0,,,44,41,14,,14,223,321,,,,4,2499,1609,1619
2010,Královéhradecký kraj,Trutnov,Rudník,12,,182,175,2,,0,32,1,135,8,10,,0,,,28,46,11,,13,147,193,,,,3,1729,998,1006
2010,Královéhradecký kraj,Trutnov,Stanovice,2,,5,2,0,,0,1,0,11,2,0,,0,,,1,2,1,,1,3,8,,,,0,57,39,39
2010,Královéhradecký kraj,Trutnov,Staré Buky,1,,55,52,1,,0,10,0,23,5,0,,0,,,1,18,1,,2,24,71,,,,1,383,265,266
2010,Královéhradecký kraj,Trutnov,Strážné,1,,46,0,0,,0,5,0,35,0,1,,0,,,6,3,1,,0,12,3,,,,0,151,113,113
2010,Královéhradecký kraj,Trutnov,Suchovršice,11,,28,19,0,,0,7,0,25,3,4,,0,,,5,10,4,,2,29,35,,,,1,283,183,185
2010,Královéhradecký kraj,Trutnov,Svoboda nad Úpou,27,,231,137,29,,0,44,0,201,20,4,,0,,,33,53,14,,15,149,245,,,,1,1748,1203,1210
2010,Královéhradecký kraj,Trutnov,Špindlerův Mlýn,18,,263,26,0,,0,37,0,208,5,7,,0,,,29,22,5,,10,81,93,,,,2,1107,806,817
2010,Královéhradecký kraj,Trutnov,Trotina,2,,1,9,0,,0,0,0,8,2,0,,0,,,0,5,2,,0,5,9,,,,1,60,44,44
2010,Královéhradecký kraj,Trutnov,Trutnov,253,,3699,1571,6,,2,521,10,2638,271,159,,0,,,514,532,99,,120,1951,3192,,,,35,25272,15573,15706
2010,Královéhradecký kraj,Trutnov,Třebihošť,7,,34,24,0,,0,11,0,37,3,1,,0,,,2,8,3,,1,38,38,,,,1,321,208,210
2010,Královéhradecký kraj,Trutnov,Úpice,105,,605,351,5,,0,70,0,389,77,25,,0,,,108,72,18,,22,365,577,,,,3,4643,2792,2815
2010,Královéhradecký kraj,Trutnov,Velké Svatoňovice,32,,131,62,0,,1,28,2,126,5,4,,0,,,11,33,5,,10,89,138,,,,2,1006,679,684
2010,Královéhradecký kraj,Trutnov,Velký Vřešťov,3,,27,9,0,,0,4,0,25,0,0,,0,,,4,2,2,,3,16,22,,,,0,184,117,119
2010,Královéhradecký kraj,Trutnov,Vilantice,10,,13,11,0,,0,4,0,19,1,0,,0,,,1,9,1,,0,19,23,,,,0,162,111,111
2010,Královéhradecký kraj,Trutnov,Vítězná,12,,79,83,0,,1,21,0,73,18,3,,0,,,24,13,3,,4,90,120,,,,0,1089,544,546
2010,Královéhradecký kraj,Trutnov,Vlčice,4,,44,34,0,,0,17,0,33,3,5,,0,,,7,5,2,,2,37,30,,,,0,367,223,229
2010,Královéhradecký kraj,Trutnov,Vlčkovice v Podkrkonoší,2,,41,9,0,,0,17,0,30,0,4,,0,,,3,6,2,,2,36,15,,,,0,324,167,169
2010,Královéhradecký kraj,Trutnov,Vrchlabí,136,,1532,497,3,,2,254,9,1508,69,53,,0,,,204,261,42,,50,916,1110,,,,18,10283,6664,6719
2010,Královéhradecký kraj,Trutnov,Zábřezí-Řečice,0,,33,12,0,,0,3,0,26,2,1,,0,,,0,6,0,,1,4,16,,,,0,123,104,104
2010,Královéhradecký kraj,Trutnov,Zdobín,0,,14,1,0,,0,0,0,26,2,0,,0,,,0,0,1,,1,10,10,,,,0,82,65,67
2010,Královéhradecký kraj,Trutnov,Zlatá Olešnice,1,,25,18,0,,0,4,0,5,6,0,,0,,,0,0,0,,1,11,16,,,,0,147,87,87
2010,Královéhradecký kraj,Trutnov,Žacléř,21,,300,236,1,,1,70,2,223,43,26,,0,,,54,76,10,,21,174,421,,,,5,2834,1684,1687
2010,Pardubický kraj,Chrudim,Běstvina,22,,61,23,0,,,6,0,44,3,5,,,,,5,17,1,,0,16,65,,,,1,425,269,270
2010,Pardubický kraj,Chrudim,Biskupice,1,,5,2,0,,,0,0,4,0,0,,,,,0,1,0,,0,4,7,,,,0,46,24,24
2010,Pardubický kraj,Chrudim,Bítovany,9,,50,45,0,,,10,0,18,0,5,,,,,1,9,0,,1,44,57,,,,0,351,249,250
2010,Pardubický kraj,Chrudim,Bojanov,39,,43,42,0,,,19,0,62,3,6,,,,,3,18,0,,6,39,89,,,,0,557,369,371
2010,Pardubický kraj,Chrudim,Bor u Skutče,7,,17,8,0,,,2,0,10,1,0,,,,,1,1,0,,0,27,28,,,,1,141,103,105
2010,Pardubický kraj,Chrudim,Bořice,2,,11,15,0,,,5,1,9,0,0,,,,,0,3,1,,0,8,18,,,,0,138,73,73
2010,Pardubický kraj,Chrudim,Bousov,5,,19,21,0,,,2,0,18,2,4,,,,,1,6,0,,0,15,24,,,,0,189,117,117
2010,Pardubický kraj,Chrudim,Bylany,4,,35,25,0,,,5,0,27,6,4,,,,,5,21,1,,0,26,35,,,,0,293,194,196
2010,Pardubický kraj,Chrudim,Ctětín,6,,21,40,0,,,5,0,11,1,1,,,,,3,11,1,,0,4,43,,,,0,202,147,147
2010,Pardubický kraj,Chrudim,Čankovice,8,,34,19,0,,,11,0,13,7,1,,,,,2,3,0,,3,16,30,,,,0,247,147,148
2010,Pardubický kraj,Chrudim,České Lhotice,8,,17,1,0,,,3,0,10,1,0,,,,,3,7,0,,0,6,14,,,,1,88,71,72
2010,Pardubický kraj,Chrudim,Dědová,16,,3,18,0,,,0,0,4,0,1,,,,,0,5,1,,0,6,37,,,,0,119,91,91
2010,Pardubický kraj,Chrudim,Dolní Bezděkov,3,,8,23,0,,,4,0,19,0,1,,,,,1,8,0,,2,8,18,,,,1,146,96,97
2010,Pardubický kraj,Chrudim,Dřenice,5,,26,25,0,,,8,0,19,0,0,,,,,5,12,1,,0,17,52,,,,0,265,170,170
2010,Pardubický kraj,Chrudim,Dvakačovice,1,,19,13,0,,,5,0,16,1,0,,,,,2,8,1,,1,8,11,,,,0,141,86,87
2010,Pardubický kraj,Chrudim,Hamry,9,,34,22,0,,,4,2,15,5,0,,,,,1,11,0,,2,8,37,,,,0,215,150,151
2010,Pardubický kraj,Chrudim,Heřmanův Městec,137,,546,239,0,,,94,2,414,22,17,,,,,57,138,11,,24,228,451,,,,5,3996,2385,2408
2010,Pardubický kraj,Chrudim,Hlinsko,437,,885,715,3,,,148,7,602,69,27,,,,,58,381,22,,32,536,1509,,,,6,8307,5437,5467
2010,Pardubický kraj,Chrudim,Hluboká,27,,14,2,0,,,5,0,11,0,1,,,,,3,10,1,,4,9,42,,,,0,182,129,131
2010,Pardubický kraj,Chrudim,Hodonín,10,,9,6,0,,,1,0,5,3,3,,,,,0,3,0,,1,5,6,,,,0,76,52,53
2010,Pardubický kraj,Chrudim,Holetín,24,,72,61,0,,,16,0,38,9,2,,,,,3,39,5,,2,42,94,,,,0,624,407,408
2010,Pardubický kraj,Chrudim,Honbice,11,,8,10,0,,,9,0,12,4,1,,,,,1,3,0,,1,7,21,,,,0,156,88,88
2010,Pardubický kraj,Chrudim,Horka,10,,41,29,0,,,10,0,48,4,4,,,,,4,16,2,,0,23,58,,,,0,337,249,250
2010,Pardubický kraj,Chrudim,Horní Bradlo,7,,50,47,0,,,6,0,37,1,7,,,,,8,17,0,,3,42,59,,,,2,448,286,287
2010,Pardubický kraj,Chrudim,Hošťalovice,6,,17,25,0,,,2,0,5,1,0,,,,,1,4,0,,1,2,23,,,,0,117,87,87
2010,Pardubický kraj,Chrudim,Hrochův Týnec,82,,186,109,0,,,19,1,130,28,3,,,,,13,31,1,,6,75,205,,,,0,1489,889,896
2010,Pardubický kraj,Chrudim,Hroubovice,7,,43,30,0,,,3,0,20,3,1,,,,,3,14,0,,1,30,43,,,,0,290,198,201
2010,Pardubický kraj,Chrudim,Chrast,61,,216,218,3,,,67,1,209,26,9,,,,,17,175,9,,13,176,355,,,,3,2561,1558,1568
2010,Pardubický kraj,Chrudim,Chroustovice,25,,133,97,1,,,36,1,66,7,8,,,,,8,34,0,,7,83,144,,,,2,1018,652,659
2010,Pardubický kraj,Chrudim,Chrudim,374,,2782,1196,7,,,376,8,2131,125,226,,,,,279,707,50,,122,1440,2643,,,,13,18886,12479,12557
2010,Pardubický kraj,Chrudim,Jeníkov,69,,41,18,0,,,3,0,24,5,0,,,,,4,20,5,,2,23,36,,,,3,378,253,253
2010,Pardubický kraj,Chrudim,Jenišovice,16,,38,21,0,,,12,0,19,3,7,,,,,1,16,0,,3,32,26,,,,0,353,194,196
2010,Pardubický kraj,Chrudim,Kameničky,97,,59,33,0,,,3,2,59,2,6,,,,,3,21,3,,3,34,119,,,,1,655,445,451
2010,Pardubický kraj,Chrudim,Kladno,18,,15,23,1,,,6,0,11,4,2,,,,,1,12,0,,0,4,29,,,,0,186,126,126
2010,Pardubický kraj,Chrudim,Klešice,4,,49,28,0,,,11,0,25,0,2,,,,,2,16,2,,4,17,35,,,,4,296,199,199
