year,region,county,town,,Nezávislí,kdúčsl,ods,ksčm,sz,Unie svobody,Sdruž.pro rep.-Republ.str.Čsl.,čssd,Občanská koalice-Politic.klub,Demokratická unie,Důchodci za životní jistoty,Česká strana národně sociální,Moravská demokratická strana,voters,votes_ok,votes_all
1998,Západočeský kraj,Plzeň-jih,Buková,,2,12,30,29,0,6,1,42,0,1,3,0,,167,126,127
1998,Západočeský kraj,Plzeň-jih,Čižice,,0,23,85,29,6,21,13,90,0,1,5,0,,322,273,274
1998,Západočeský kraj,Plzeň-jih,Čížkov,,7,61,82,48,5,23,25,134,0,2,18,3,,506,408,409
1998,Západočeský kraj,Plzeň-jih,Čmelíny,,0,6,17,23,0,6,2,28,0,3,6,0,,108,91,93
1998,Západočeský kraj,Plzeň-jih,Dnešice,,5,32,106,106,6,28,21,125,0,6,24,0,,585,459,461
1998,Západočeský kraj,Plzeň-jih,Dobřany,,16,154,873,378,51,190,164,1071,10,53,129,9,,4344,3098,3109
1998,Západočeský kraj,Plzeň-jih,Dolce,,5,5,34,29,5,14,3,62,0,3,7,0,,205,167,167
1998,Západočeský kraj,Plzeň-jih,Dolní Lukavice,,8,57,115,46,7,45,17,157,0,9,28,3,,621,492,492
1998,Západočeský kraj,Plzeň-jih,Drahkov,,0,14,11,4,0,9,9,34,0,1,3,1,,96,86,86
1998,Západočeský kraj,Plzeň-jih,Honezovice,,0,12,32,14,3,2,13,41,0,0,14,0,,180,131,131
1998,Západočeský kraj,Plzeň-jih,Horní Lukavice,,5,21,53,44,2,13,18,63,2,3,15,0,,302,239,244
1998,Západočeský kraj,Plzeň-jih,Horšice,,2,15,50,23,4,15,12,97,0,0,12,1,,303,231,231
1998,Západočeský kraj,Plzeň-jih,Hradec,,6,15,67,23,5,10,3,91,2,4,10,1,,328,237,239
1998,Západočeský kraj,Plzeň-jih,Hradiště,,2,47,27,19,4,21,3,61,1,2,1,1,,237,189,192
1998,Západočeský kraj,Plzeň-jih,Chlum,,3,17,29,7,5,13,1,45,1,1,11,1,,152,134,135
1998,Západočeský kraj,Plzeň-jih,Chlumčany,,15,47,351,225,11,84,55,391,1,24,53,2,,1799,1259,1270
1998,Západočeský kraj,Plzeň-jih,Chlumy,,0,17,10,5,1,1,4,26,0,0,4,0,,79,68,68
1998,Západočeský kraj,Plzeň-jih,Chocenice,,3,28,46,44,7,18,14,135,1,2,18,0,,415,316,316
1998,Západočeský kraj,Plzeň-jih,Chotěšov,,12,116,328,192,23,71,50,484,0,11,70,3,,2046,1360,1365
1998,Západočeský kraj,Plzeň-jih,Chválenice,,0,79,66,31,9,25,11,81,0,4,9,0,,404,315,315
1998,Západočeský kraj,Plzeň-jih,Jarov,,0,7,29,46,1,11,7,66,0,0,11,0,,210,178,180
1998,Západočeský kraj,Plzeň-jih,Kasejovice,,8,154,181,87,6,78,36,251,1,19,47,2,,1062,870,871
1998,Západočeský kraj,Plzeň-jih,Kbel,,1,14,49,35,2,4,7,73,0,5,13,0,,240,203,203
1998,Západočeský kraj,Plzeň-jih,Klášter,,3,4,34,24,0,10,2,24,0,1,6,0,,147,108,110
1998,Západočeský kraj,Plzeň-jih,Kotovice,,5,11,34,22,1,10,10,44,0,2,9,1,,192,149,150
1998,Západočeský kraj,Plzeň-jih,Kozlovice,,3,5,12,10,1,1,8,13,0,0,0,0,,64,53,54
1998,Západočeský kraj,Plzeň-jih,Kramolín,,0,3,21,4,5,1,0,33,0,0,1,0,,83,68,68
1998,Západočeský kraj,Plzeň-jih,Letiny,,2,49,76,55,1,15,14,154,0,0,22,0,,481,388,388
1998,Západočeský kraj,Plzeň-jih,Letkov,,1,17,38,27,1,5,11,64,1,4,11,1,,220,181,181
1998,Západočeský kraj,Plzeň-jih,Lhota,,0,22,61,24,9,26,11,71,2,4,17,0,,310,247,247
1998,Západočeský kraj,Plzeň-jih,Lhůta,,4,14,26,16,0,14,0,44,0,0,1,0,,127,119,119
1998,Západočeský kraj,Plzeň-jih,Lisov,,0,9,13,4,0,2,2,23,0,1,8,0,,82,62,62
1998,Západočeský kraj,Plzeň-jih,Líšina,,4,9,29,9,1,4,2,26,0,0,6,0,,129,90,93
1998,Západočeský kraj,Plzeň-jih,Losiná,,5,34,178,62,5,41,19,160,1,2,17,0,,652,524,525
1998,Západočeský kraj,Plzeň-jih,Louňová,,0,12,9,3,0,8,2,27,0,1,6,0,,68,68,68
1998,Západočeský kraj,Plzeň-jih,Lužany,,10,32,105,49,7,44,14,169,1,3,24,0,,549,458,464
1998,Západočeský kraj,Plzeň-jih,Měcholupy,,4,16,27,6,1,5,11,51,2,0,5,0,,162,128,130
1998,Západočeský kraj,Plzeň-jih,Merklín,,3,32,151,70,5,47,18,213,0,6,20,1,,802,566,567
1998,Západočeský kraj,Plzeň-jih,Mileč,,1,28,60,22,13,17,4,97,1,2,18,0,,294,263,265
1998,Západočeský kraj,Plzeň-jih,Milínov,,0,12,33,18,2,15,7,35,0,0,7,0,,152,129,130
1998,Západočeský kraj,Plzeň-jih,Míšov,,3,2,16,21,2,3,0,32,1,0,6,0,,96,86,86
1998,Západočeský kraj,Plzeň-jih,Mladý Smolivec,,10,55,95,103,6,40,26,167,1,5,21,2,,642,531,533
1998,Západočeský kraj,Plzeň-jih,Mohelnice,,2,4,3,8,0,0,1,26,0,0,1,0,,59,45,45
1998,Západočeský kraj,Plzeň-jih,Mokrouše,,0,5,24,6,1,5,3,36,0,3,3,2,,101,88,89
1998,Západočeský kraj,Plzeň-jih,Nebílovy,,1,5,70,30,3,12,7,67,1,0,7,0,,261,203,204
1998,Západočeský kraj,Plzeň-jih,Nekvasovy,,1,9,22,37,3,13,4,60,0,2,11,1,,185,163,163
1998,Západočeský kraj,Plzeň-jih,Nepomuk,,28,158,532,209,38,155,53,591,6,34,59,8,,2598,1871,1881
1998,Západočeský kraj,Plzeň-jih,Netunice,,3,17,10,12,0,5,3,44,0,1,6,1,,121,102,102
1998,Západočeský kraj,Plzeň-jih,Neurazy,,9,43,157,58,11,31,14,182,3,9,28,0,,680,545,545
1998,Západočeský kraj,Plzeň-jih,Nezbavětice,,0,15,38,11,2,9,2,34,0,2,2,0,,150,115,116
1998,Západočeský kraj,Plzeň-jih,Nezdřev,,1,20,5,7,2,4,2,29,0,3,5,0,,104,78,78
1998,Západočeský kraj,Plzeň-jih,Nezvěstice,,11,68,229,103,7,77,35,322,3,7,23,2,,1091,887,899
1998,Západočeský kraj,Plzeň-jih,Nová Ves,,3,3,23,23,2,2,3,21,0,6,2,4,,110,92,92
1998,Západočeský kraj,Plzeň-jih,Nové Mitrovice,,0,26,30,31,3,12,11,89,1,4,9,10,,283,226,226
1998,Západočeský kraj,Plzeň-jih,Oplot,,3,17,44,57,7,16,9,49,0,4,10,2,,261,218,219
1998,Západočeský kraj,Plzeň-jih,Oselce,,7,35,49,18,2,13,2,77,1,6,13,0,,315,223,226
1998,Západočeský kraj,Plzeň-jih,Otěšice,,0,16,27,16,1,7,3,25,0,1,3,0,,124,99,99
1998,Západočeský kraj,Plzeň-jih,Polánka,,1,0,2,10,1,3,2,26,1,0,2,0,,61,48,48
1998,Západočeský kraj,Plzeň-jih,Prádlo,,1,12,35,36,4,11,2,38,1,0,5,0,,183,145,146
1998,Západočeský kraj,Plzeň-jih,Předenice,,0,7,39,12,8,12,2,40,0,2,5,0,,141,127,128
1998,Západočeský kraj,Plzeň-jih,Přestavlky,,2,4,28,40,0,9,4,38,1,0,8,0,,159,134,135
1998,Západočeský kraj,Plzeň-jih,Přeštice,,23,272,1050,494,69,296,143,1302,5,57,128,5,,5017,3844,3852
1998,Západočeský kraj,Plzeň-jih,Příchovice,,3,35,153,74,5,42,19,181,0,6,16,4,,688,538,539
1998,Západočeský kraj,Plzeň-jih,Ptenín,,1,14,28,31,2,9,5,39,0,1,5,0,,174,135,136
1998,Západočeský kraj,Plzeň-jih,Radkovice,,0,9,15,10,2,0,1,26,0,4,2,0,,86,69,69
1998,Západočeský kraj,Plzeň-jih,Roupov,,1,21,43,34,1,9,7,53,0,2,10,1,,209,182,184
1998,Západočeský kraj,Plzeň-jih,Řenče,,10,75,121,77,5,52,21,216,0,3,16,2,,682,598,598
1998,Západočeský kraj,Plzeň-jih,Seč,,5,8,48,28,0,14,9,71,1,1,8,0,,221,193,193
1998,Západočeský kraj,Plzeň-jih,Sedliště,,1,16,17,12,1,9,6,31,0,3,4,0,,116,100,100
1998,Západočeský kraj,Plzeň-jih,Skašov,,0,2,16,26,2,10,16,59,0,6,10,0,,192,147,147
1998,Západočeský kraj,Plzeň-jih,Soběkury,,5,28,87,81,4,29,11,120,3,6,10,0,,473,384,385
1998,Západočeský kraj,Plzeň-jih,Spálené Poříčí,,7,162,359,175,18,132,76,471,3,22,58,4,,1996,1487,1490
1998,Západočeský kraj,Plzeň-jih,Srby,,0,6,23,19,0,7,0,55,0,0,5,0,,138,115,116
1998,Západočeský kraj,Plzeň-jih,Starý Plzenec,,17,197,791,247,32,262,99,825,5,17,78,2,,3286,2572,2588
1998,Západočeský kraj,Plzeň-jih,Stod,,30,132,497,223,44,124,62,683,1,35,97,12,,2766,1940,1949
1998,Západočeský kraj,Plzeň-jih,Střelice,,1,7,12,14,2,8,0,21,0,2,3,0,,87,70,71
1998,Západočeský kraj,Plzeň-jih,Střížovice,,2,25,41,24,5,10,7,65,1,1,4,13,,261,198,199
1998,Západočeský kraj,Plzeň-jih,Šťáhlavy,,10,109,450,124,22,141,38,435,0,18,35,5,,1777,1387,1394
1998,Západočeský kraj,Plzeň-jih,Štěnovice,,8,44,224,110,11,77,18,255,3,11,29,2,,997,792,797
1998,Západočeský kraj,Plzeň-jih,Štěnovický Borek,,2,12,65,18,3,13,12,65,0,3,6,2,,250,201,201
1998,Západočeský kraj,Plzeň-jih,Tojice,,1,12,14,2,1,6,1,26,0,0,7,0,,76,70,71
1998,Západočeský kraj,Plzeň-jih,Třebčice,,0,9,9,4,0,1,0,13,0,2,2,0,,55,40,40
1998,Západočeský kraj,Plzeň-jih,Tymákov,,7,26,116,54,2,38,13,135,1,9,9,4,,537,414,415
1998,Západočeský kraj,Plzeň-jih,Týniště,,0,2,5,4,1,3,2,12,0,0,2,0,,34,31,31
1998,Západočeský kraj,Plzeň-jih,Únětice,,1,11,21,3,4,1,6,39,1,2,1,0,,104,90,90
1998,Západočeský kraj,Plzeň-jih,Útušice,,6,22,93,42,3,30,9,84,0,7,19,0,,398,315,315
1998,Západočeský kraj,Plzeň-jih,Ves Touškov,,3,18,33,21,1,12,5,94,1,1,8,1,,246,198,200
1998,Západočeský kraj,Plzeň-jih,Vlčí,,0,5,3,14,1,4,4,24,2,0,5,0,,67,62,62
1998,Západočeský kraj,Plzeň-jih,Vlčtejn,,0,8,19,8,1,0,0,18,1,0,3,4,,73,62,63
1998,Západočeský kraj,Plzeň-jih,Vrčeň,,4,16,46,34,6,12,14,51,0,4,8,1,,257,196,198
1998,Západočeský kraj,Plzeň-jih,Vstiš,,2,17,41,25,3,17,10,70,0,1,8,0,,273,194,194
1998,Západočeský kraj,Plzeň-jih,Zdemyslice,,2,37,84,30,5,36,10,89,0,4,12,1,,384,310,310
1998,Západočeský kraj,Plzeň-jih,Zemětice,,1,9,36,20,0,14,3,94,0,1,10,1,,247,189,189
1998,Západočeský kraj,Plzeň-jih,Žákava,,5,38,50,32,3,15,6,80,1,1,5,1,,293,237,239
1998,Západočeský kraj,Plzeň-jih,Ždírec,,11,36,48,50,2,18,8,89,0,1,23,1,,368,287,287
1998,Západočeský kraj,Plzeň-jih,Žinkovy,,13,50,140,62,19,66,16,205,1,10,52,1,,803,635,639
1998,Západočeský kraj,Plzeň-jih,Životice,,0,8,25,2,0,1,4,18,0,0,3,0,,66,61,61
1998,Západočeský kraj,Plzeň-sever,Bdeněves,,1,14,66,28,4,8,14,81,0,4,8,1,,313,229,229
1998,Západočeský kraj,Plzeň-sever,Bezvěrov,,8,13,68,53,10,18,29,121,1,4,18,3,,488,346,347
1998,Západočeský kraj,Plzeň-sever,Bílov,,1,14,13,5,0,3,1,13,0,0,1,0,,69,51,52
1998,Západočeský kraj,Plzeň-sever,Blatnice,,5,19,113,31,10,23,19,151,0,4,26,0,,519,401,402
1998,Západočeský kraj,Plzeň-sever,Blažim,,1,4,11,3,1,0,0,25,0,2,5,0,,69,52,52
1998,Západočeský kraj,Plzeň-sever,Bohy,,0,4,9,2,0,14,5,27,0,1,4,0,,70,66,66
1998,Západočeský kraj,Plzeň-sever,Brodeslavy,,0,0,10,2,1,2,0,25,0,3,4,0,,62,47,47
1998,Západočeský kraj,Plzeň-sever,Bučí,,2,19,29,11,1,4,3,25,1,1,3,0,,124,99,99
1998,Západočeský kraj,Plzeň-sever,Čeminy,,1,12,41,21,3,15,6,36,0,0,12,2,,205,149,149
1998,Západočeský kraj,Plzeň-sever,Černíkovice,,0,10,14,8,0,2,2,17,0,0,0,0,,61,53,53
1998,Západočeský kraj,Plzeň-sever,Čerňovice,,3,2,17,9,0,2,15,31,0,1,8,0,,107,88,88
1998,Západočeský kraj,Plzeň-sever,Česká Bříza,,3,14,106,25,6,29,11,107,2,2,9,0,,371,314,319
1998,Západočeský kraj,Plzeň-sever,Dobříč,,6,21,45,36,4,10,4,125,0,1,14,0,,311,266,266
1998,Západočeský kraj,Plzeň-sever,Dolany,,0,16,42,17,1,12,2,46,0,5,9,1,,186,151,151
1998,Západočeský kraj,Plzeň-sever,Dolní Bělá,,5,20,90,46,2,39,10,75,1,4,10,0,,359,302,302
1998,Západočeský kraj,Plzeň-sever,Dolní Hradiště,,0,4,5,2,1,3,1,17,0,0,1,0,,45,34,34
1998,Západočeský kraj,Plzeň-sever,Dražeň,,1,35,21,11,0,6,6,23,0,3,2,0,,119,108,108
1998,Západočeský kraj,Plzeň-sever,Druztová,,1,41,129,48,10,55,9,90,0,4,18,0,,481,405,406
1998,Západočeský kraj,Plzeň-sever,Dýšina,,11,67,221,63,15,74,26,266,1,8,30,3,,1074,785,788
1998,Západočeský kraj,Plzeň-sever,Heřmanova Huť,,3,54,209,109,19,57,45,387,0,7,56,0,,1344,946,949
1998,Západočeský kraj,Plzeň-sever,Hlince,,1,8,11,8,2,4,5,15,0,0,5,1,,68,60,60
1998,Západočeský kraj,Plzeň-sever,Hněvnice,,3,2,9,16,2,4,0,25,0,0,4,1,,69,66,66
1998,Západočeský kraj,Plzeň-sever,Holovousy,,0,12,6,4,0,6,1,16,0,0,4,0,,52,49,49
1998,Západočeský kraj,Plzeň-sever,Horní Bělá,,0,64,69,69,11,30,20,119,1,6,10,3,,450,402,402
1998,Západočeský kraj,Plzeň-sever,Horní Bříza,,17,106,590,299,43,176,116,862,5,27,157,7,,3354,2405,2407
1998,Západočeský kraj,Plzeň-sever,Hromnice,,10,33,193,104,5,54,25,171,0,8,18,2,,795,623,625
1998,Západočeský kraj,Plzeň-sever,Hvozd,,2,31,26,26,2,22,11,38,2,1,3,0,,195,164,164
1998,Západočeský kraj,Plzeň-sever,Chotíkov,,6,23,159,36,3,43,23,124,0,8,19,1,,588,445,445
1998,Západočeský kraj,Plzeň-sever,Chrást,,6,89,290,97,15,111,39,386,2,15,29,1,,1359,1080,1080
1998,Západočeský kraj,Plzeň-sever,Chříč,,0,3,17,34,4,12,8,51,0,0,9,0,,184,138,138
1998,Západočeský kraj,Plzeň-sever,Jarov,,4,8,19,2,0,18,1,36,0,2,2,0,,113,92,92
1998,Západočeský kraj,Plzeň-sever,Kaceřov,,0,6,19,3,6,5,4,23,1,0,4,0,,92,71,72
1998,Západočeský kraj,Plzeň-sever,Kaznějov,,19,95,389,232,32,125,70,726,2,32,48,3,,2373,1773,1779
1998,Západočeský kraj,Plzeň-sever,Kbelany,,0,2,8,1,5,3,1,19,0,0,1,1,,49,41,41
1998,Západočeský kraj,Plzeň-sever,Kočín,,1,2,11,10,1,6,4,32,0,2,3,0,,96,72,72
1998,Západočeský kraj,Plzeň-sever,Kopidlo,,3,10,15,4,0,11,6,40,0,1,4,0,,106,94,94
1998,Západočeský kraj,Plzeň-sever,Koryta,,2,8,35,2,0,8,3,19,0,3,3,0,,97,83,83
1998,Západočeský kraj,Plzeň-sever,Kozojedy,,2,45,97,33,7,28,14,141,0,10,13,3,,490,393,397
1998,Západočeský kraj,Plzeň-sever,Kozolupy,,4,31,144,60,7,49,22,175,0,7,26,0,,697,525,534
1998,Západočeský kraj,Plzeň-sever,Kožlany,,4,90,194,77,5,71,34,305,2,14,22,4,,1118,822,827
1998,Západočeský kraj,Plzeň-sever,Kralovice,,16,183,407,313,35,188,102,620,5,33,85,12,,2677,1999,2009
1998,Západočeský kraj,Plzeň-sever,Krašovice,,1,14,45,71,5,17,19,64,0,0,10,0,,288,246,246
1998,Západočeský kraj,Plzeň-sever,Krsy,,3,10,26,16,0,7,4,46,0,0,10,0,,171,122,122
1998,Západočeský kraj,Plzeň-sever,Křelovice,,3,4,26,48,2,5,7,39,0,3,4,1,,154,142,143
1998,Západočeský kraj,Plzeň-sever,Kunějovice,,2,4,4,8,0,2,11,29,0,0,13,0,,73,73,73
1998,Západočeský kraj,Plzeň-sever,Kyšice,,0,23,138,36,9,46,6,131,0,7,10,0,,509,406,406
1998,Západočeský kraj,Plzeň-sever,Ledce,,4,21,118,42,3,40,22,148,0,2,15,2,,541,417,417
1998,Západočeský kraj,Plzeň-sever,Líně,,17,54,341,196,20,74,44,478,0,11,48,7,,1703,1290,1296
1998,Západočeský kraj,Plzeň-sever,Líšťany,,0,18,55,49,7,15,13,63,0,0,25,0,,418,245,245
1998,Západočeský kraj,Plzeň-sever,Líté,,0,13,23,37,4,15,16,33,0,5,3,0,,183,149,149
1998,Západočeský kraj,Plzeň-sever,Lochousice,,1,5,9,6,0,2,7,21,0,0,9,0,,80,60,60
1998,Západočeský kraj,Plzeň-sever,Loza,,3,10,23,16,0,3,13,75,0,4,2,0,,188,149,150
1998,Západočeský kraj,Plzeň-sever,Malesice,,1,17,63,24,0,13,27,76,1,3,15,0,,357,240,242
1998,Západočeský kraj,Plzeň-sever,Manětín,,8,105,148,122,10,68,35,309,1,8,29,3,,1050,846,851
1998,Západočeský kraj,Plzeň-sever,Město Touškov,,11,79,239,122,5,38,31,324,0,8,47,2,,1320,906,912
1998,Západočeský kraj,Plzeň-sever,Mladotice,,3,31,55,68,9,21,15,147,0,7,18,1,,460,375,376
1998,Západočeský kraj,Plzeň-sever,Mrtník,,3,12,45,52,0,19,12,54,0,1,5,0,,245,203,203
1998,Západočeský kraj,Plzeň-sever,Myslinka,,1,3,19,8,1,6,7,27,0,0,4,1,,111,77,77
1998,Západočeský kraj,Plzeň-sever,Nadryby,,2,5,33,0,0,11,3,13,0,0,5,0,,72,72,72
1998,Západočeský kraj,Plzeň-sever,Nečtiny,,7,46,52,65,9,17,19,128,0,4,12,3,,484,362,364
1998,Západočeský kraj,Plzeň-sever,Nekmíř,,3,16,77,24,2,7,8,114,1,0,10,1,,321,263,263
1998,Západočeský kraj,Plzeň-sever,Nevřeň,,1,4,35,17,0,11,23,28,0,0,4,1,,165,124,124
1998,Západočeský kraj,Plzeň-sever,Nýřany,,35,174,968,422,78,300,179,1238,10,30,152,15,,5284,3601,3610
1998,Západočeský kraj,Plzeň-sever,Obora,,4,11,71,38,6,18,9,133,1,3,21,0,,370,315,315
1998,Západočeský kraj,Plzeň-sever,Ostrov u Bezdružic,,0,10,11,16,3,7,11,55,0,1,7,0,,167,121,122
1998,Západočeský kraj,Plzeň-sever,Pastuchovice,,0,3,8,5,0,4,1,38,0,0,4,0,,73,63,63
1998,Západočeský kraj,Plzeň-sever,Pernarec,,6,33,70,48,3,23,18,157,0,3,17,3,,561,381,383
1998,Západočeský kraj,Plzeň-sever,Pláně,,3,38,33,31,4,8,11,57,0,3,4,0,,229,192,193
1998,Západočeský kraj,Plzeň-sever,Plasy,,13,102,429,222,24,127,36,645,6,25,71,3,,2171,1703,1711
1998,Západočeský kraj,Plzeň-sever,Plešnice,,3,12,41,8,0,12,2,39,0,0,6,0,,182,123,123
1998,Západočeský kraj,Plzeň-sever,Pňovany,,11,11,79,50,5,14,13,84,0,1,9,1,,320,278,281
1998,Západočeský kraj,Plzeň-sever,Potvorov,,3,18,36,7,1,1,2,38,0,0,2,0,,121,108,108
1998,Západočeský kraj,Plzeň-sever,Přehýšov,,2,16,62,26,4,14,9,102,0,4,18,1,,387,258,259
1998,Západočeský kraj,Plzeň-sever,Příšov,,4,9,25,16,0,7,7,65,1,0,3,0,,175,137,138
1998,Západočeský kraj,Plzeň-sever,Rochlov,,2,7,27,9,1,6,5,38,0,4,5,0,,164,104,105
1998,Západočeský kraj,Plzeň-sever,Rybnice,,7,15,41,34,3,7,13,123,0,1,3,1,,319,248,249
1998,Západočeský kraj,Plzeň-sever,Sedlec,,0,13,11,2,1,3,0,12,0,0,2,0,,52,44,45
1998,Západočeský kraj,Plzeň-sever,Slatina,,1,9,10,12,0,3,1,21,0,0,4,0,,68,61,61
1998,Západočeský kraj,Plzeň-sever,Studená,,0,8,3,1,2,4,0,9,0,1,2,0,,33,30,30
1998,Západočeský kraj,Plzeň-sever,Štichovice,,0,52,8,9,1,2,1,17,0,0,1,0,,97,91,91
1998,Západočeský kraj,Plzeň-sever,Tatiná,,2,14,20,19,6,3,6,55,0,0,10,0,,168,135,135
1998,Západočeský kraj,Plzeň-sever,Tis u Blatna,,0,7,12,19,0,4,4,30,0,0,2,0,,93,78,78
1998,Západočeský kraj,Plzeň-sever,Tlučná,,14,66,307,166,41,70,51,464,5,13,58,14,,1765,1269,1276
1998,Západočeský kraj,Plzeň-sever,Trnová,,7,28,121,51,10,32,13,145,0,5,33,0,,587,445,447
1998,Západočeský kraj,Plzeň-sever,Třemošná,,35,164,888,263,50,288,98,878,6,32,58,6,,3692,2766,2776
1998,Západočeský kraj,Plzeň-sever,Úherce,,2,10,50,17,0,6,8,54,1,3,7,1,,185,159,159
1998,Západočeský kraj,Plzeň-sever,Újezd nade Mží,,0,7,5,18,0,0,2,10,0,1,0,0,,47,43,43
1998,Západočeský kraj,Plzeň-sever,Úlice,,4,12,73,29,4,18,4,72,1,1,10,0,,228,228,228
1998,Západočeský kraj,Plzeň-sever,Úněšov,,1,36,50,61,3,12,10,116,0,1,12,1,,427,303,304
1998,Západočeský kraj,Plzeň-sever,Úterý,,4,22,36,32,3,21,17,84,0,8,12,3,,320,242,245
1998,Západočeský kraj,Plzeň-sever,Vejprnice,,26,92,436,190,28,106,47,446,2,18,63,11,,1940,1465,1473
1998,Západočeský kraj,Plzeň-sever,Velečín,,3,4,12,8,0,2,2,17,0,0,4,0,,61,52,52
1998,Západočeský kraj,Plzeň-sever,Vochov,,2,32,77,59,10,16,25,103,0,5,14,1,,451,344,344
1998,Západočeský kraj,Plzeň-sever,Všehrdy,,0,8,3,6,0,0,3,15,0,0,3,0,,47,38,38
1998,Západočeský kraj,Plzeň-sever,Všeruby,,5,15,135,68,4,32,28,139,0,4,30,3,,690,463,465
1998,Západočeský kraj,Plzeň-sever,Výrov,,3,46,37,18,4,19,8,102,0,1,8,2,,335,248,248
1998,Západočeský kraj,Plzeň-sever,Vysoká Libyně,,3,7,20,30,5,19,10,48,0,2,5,0,,185,149,149
1998,Západočeský kraj,Plzeň-sever,Zahrádka,,0,3,6,24,1,7,5,36,0,0,4,0,,122,86,86
1998,Západočeský kraj,Plzeň-sever,Zbůch,,12,41,305,148,35,65,38,375,1,4,63,1,,1486,1088,1094
1998,Západočeský kraj,Plzeň-sever,Zruč-Senec,,5,89,485,141,25,111,31,416,1,5,33,2,,1741,1344,1347
1998,Západočeský kraj,Plzeň-sever,Žihle,,11,64,202,96,11,48,44,267,0,18,23,10,,1087,794,800
1998,Západočeský kraj,Plzeň-sever,Žilov,,2,16,86,30,0,12,6,74,0,1,8,0,,298,235,235
1998,Západočeský kraj,Rokycany,Bezděkov,,1,3,14,5,2,12,3,21,0,0,7,0,,81,68,68
1998,Západočeský kraj,Rokycany,Břasy,,18,82,296,185,19,85,54,452,2,15,45,5,,1674,1258,1260
1998,Západočeský kraj,Rokycany,Březina,,1,12,50,37,4,15,6,72,0,4,5,1,,254,207,207
1998,Západočeský kraj,Rokycany,Bujesily,,0,0,7,0,0,3,2,31,0,0,3,0,,53,46,46
1998,Západočeský kraj,Rokycany,Bušovice,,2,29,93,51,6,29,7,116,0,3,7,1,,418,344,345
1998,Západočeský kraj,Rokycany,Cekov,,4,2,29,15,0,0,0,7,0,0,4,0,,77,61,61
1998,Západočeský kraj,Rokycany,Čilá,,0,1,11,1,0,5,0,3,0,1,1,0,,25,23,23
1998,Západočeský kraj,Rokycany,Dobřív,,4,58,160,88,13,56,19,197,1,6,28,4,,837,634,637
1998,Západočeský kraj,Rokycany,Drahoňův Újezd,,0,8,25,18,0,13,1,34,0,2,1,1,,123,103,105
1998,Západočeský kraj,Rokycany,Ejpovice,,1,26,94,25,6,37,28,96,1,8,17,2,,408,341,341
1998,Západočeský kraj,Rokycany,Hlohovice,,0,22,53,30,0,10,4,94,0,1,10,0,,271,224,224
1998,Západočeský kraj,Rokycany,Holoubkov,,5,49,242,131,15,62,58,279,2,24,17,1,,1136,885,885
1998,Západočeský kraj,Rokycany,Hrádek,,17,74,355,273,21,123,77,575,2,29,87,3,,2311,1636,1652
1998,Západočeský kraj,Rokycany,Hradiště,,0,2,9,1,0,4,4,2,0,0,4,0,,26,26,26
1998,Západočeský kraj,Rokycany,Hůrky,,0,6,23,12,2,11,5,39,4,5,9,1,,150,117,117
1998,Západočeský kraj,Rokycany,Cheznovice,,3,25,88,92,8,20,32,169,3,1,14,2,,573,457,460
1998,Západočeský kraj,Rokycany,Chlum,,1,5,11,7,2,3,0,9,0,0,0,0,,45,38,38
1998,Západočeský kraj,Rokycany,Chomle,,0,2,10,8,0,3,3,12,0,1,9,1,,56,49,51
1998,Západočeský kraj,Rokycany,Kakejcov,,3,3,18,21,0,0,2,10,0,0,4,0,,71,61,62
1998,Západočeský kraj,Rokycany,Kamenec,,0,0,7,11,1,3,2,11,0,1,8,0,,49,44,44
1998,Západočeský kraj,Rokycany,Kamenný Újezd,,7,32,77,54,4,37,9,122,0,6,13,0,,492,361,363
1998,Západočeský kraj,Rokycany,Kařez,,4,26,79,42,3,38,30,108,3,4,21,5,,462,363,365
1998,Západočeský kraj,Rokycany,Kařízek,,0,6,17,0,0,0,0,6,0,0,1,0,,35,30,31
1998,Západočeský kraj,Rokycany,Klabava,,3,12,39,20,3,38,12,92,0,1,2,0,,298,222,222
1998,Západočeský kraj,Rokycany,Kladruby,,1,11,22,21,1,6,7,39,0,3,5,0,,134,116,116
1998,Západočeský kraj,Rokycany,Kornatice,,1,5,23,12,0,4,4,19,0,0,5,0,,81,73,73
1998,Západočeský kraj,Rokycany,Lhota pod Radčem,,0,18,48,22,3,6,7,68,0,0,8,0,,206,180,180
1998,Západočeský kraj,Rokycany,Lhotka u Radnic,,0,3,8,7,1,2,0,32,0,0,0,0,,66,53,53
1998,Západočeský kraj,Rokycany,Liblín,,1,9,29,13,3,43,15,40,1,3,20,3,,225,180,181
1998,Západočeský kraj,Rokycany,Líšná,,6,22,32,13,4,11,1,32,0,2,3,1,,144,127,127
1998,Západočeský kraj,Rokycany,Litohlavy,,1,15,60,35,3,32,22,115,1,4,10,1,,350,299,301
1998,Západočeský kraj,Rokycany,Medový Újezd,,0,7,56,16,0,12,3,57,1,1,3,0,,170,156,156
1998,Západočeský kraj,Rokycany,Mešno,,4,2,22,12,0,1,3,10,0,1,3,0,,64,58,61
1998,Západočeský kraj,Rokycany,Mirošov,,10,90,354,186,19,107,48,409,0,27,80,9,,1837,1339,1350
1998,Západočeský kraj,Rokycany,Mlečice,,0,16,40,31,1,7,8,86,0,1,7,1,,265,198,198
