year,region,county,town,,Nezávislí,kdúčsl,ods,ksčm,sz,Unie svobody,Sdruž.pro rep.-Republ.str.Čsl.,čssd,Občanská koalice-Politic.klub,Demokratická unie,Důchodci za životní jistoty,Česká strana národně sociální,Moravská demokratická strana,voters,votes_ok,votes_all
1998,Západočeský kraj,Domažlice,Mezholezy (dř.o.H.T),,2,11,9,22,1,4,2,36,0,0,10,0,,127,97,97
1998,Západočeský kraj,Domažlice,Milavče,,3,87,77,38,1,13,10,121,0,2,12,4,,447,368,370
1998,Západočeský kraj,Domažlice,Mířkov,,3,7,21,24,1,6,4,61,0,6,12,3,,200,148,148
1998,Západočeský kraj,Domažlice,Mnichov,,0,6,22,42,1,12,14,46,0,0,6,0,,208,149,149
1998,Západočeský kraj,Domažlice,Močerady,,0,4,16,0,0,2,2,28,0,0,1,0,,63,53,53
1998,Západočeský kraj,Domažlice,Mrákov,,4,207,159,91,10,44,21,147,1,4,17,4,,864,709,711
1998,Západočeský kraj,Domažlice,Mutěnín,,2,10,21,40,0,1,11,55,0,4,21,0,,204,165,166
1998,Západočeský kraj,Domažlice,Nemanice,,2,7,11,43,2,7,4,73,0,2,8,1,,233,160,163
1998,Západočeský kraj,Domažlice,Němčice,,0,13,33,12,1,4,2,17,0,2,3,0,,97,87,88
1998,Západočeský kraj,Domažlice,Neuměř,,1,3,20,18,1,1,4,28,0,0,1,0,,104,77,77
1998,Západočeský kraj,Domažlice,Nevolice,,0,24,32,5,2,6,2,28,0,2,2,0,,118,103,103
1998,Západočeský kraj,Domažlice,Nová Ves,,0,16,16,10,3,8,2,28,0,3,3,3,,124,92,92
1998,Západočeský kraj,Domažlice,Nový Kramolín,,1,4,26,21,1,7,15,42,0,0,4,0,,155,121,121
1998,Západočeský kraj,Domažlice,Osvračín,,2,33,53,42,4,32,8,108,0,7,18,4,,435,311,313
1998,Západočeský kraj,Domažlice,Otov,,0,1,12,19,1,1,2,21,0,0,7,0,,82,64,65
1998,Západočeský kraj,Domažlice,Pařezov,,0,9,17,4,2,4,3,26,0,2,6,0,,90,73,73
1998,Západočeský kraj,Domažlice,Pasečnice,,4,23,32,16,0,12,3,35,0,0,6,5,,160,136,136
1998,Západočeský kraj,Domažlice,Pec,,1,15,52,22,3,14,4,51,0,1,6,1,,207,170,172
1998,Západočeský kraj,Domažlice,Pelechy,,0,6,17,12,0,3,2,13,0,3,1,0,,62,57,57
1998,Západočeský kraj,Domažlice,Poběžovice,,5,49,151,178,13,57,40,399,0,7,32,7,,1321,938,944
1998,Západočeský kraj,Domažlice,Pocinovice,,1,58,96,29,3,39,16,101,0,10,19,0,,458,372,372
1998,Západočeský kraj,Domažlice,Poděvousy,,3,11,33,22,1,3,9,55,1,0,7,0,,196,145,145
1998,Západočeský kraj,Domažlice,Postřekov,,11,128,178,92,11,42,22,209,5,3,26,8,,909,735,736
1998,Západočeský kraj,Domažlice,Puclice,,2,30,33,24,2,4,10,73,0,4,11,0,,260,193,193
1998,Západočeský kraj,Domažlice,Rybník,,2,6,19,23,1,9,6,37,0,4,5,0,,136,112,112
1998,Západočeský kraj,Domažlice,Semněvice,,1,7,10,21,0,2,3,21,0,0,16,0,,124,81,81
1998,Západočeský kraj,Domažlice,Spáňov,,5,31,32,11,1,11,2,40,2,3,2,0,,145,140,140
1998,Západočeský kraj,Domažlice,Srbice,,8,30,81,34,2,23,12,85,0,6,14,0,,366,295,298
1998,Západočeský kraj,Domažlice,Srby,,1,13,56,20,2,22,6,74,3,1,7,0,,316,205,208
1998,Západočeský kraj,Domažlice,Staňkov,,30,174,640,165,26,131,77,604,4,34,83,0,,2497,1968,1973
1998,Západočeský kraj,Domažlice,Stráž,,0,30,38,13,2,14,8,47,1,1,2,0,,172,156,157
1998,Západočeský kraj,Domažlice,Štichov,,0,8,8,4,0,2,33,14,0,0,0,0,,79,69,69
1998,Západočeský kraj,Domažlice,Tlumačov,,1,73,50,32,2,7,6,74,1,2,13,1,,331,262,267
1998,Západočeský kraj,Domažlice,Trhanov,,4,47,74,54,3,33,7,130,1,3,11,3,,454,370,374
1998,Západočeský kraj,Domažlice,Úboč,,8,6,16,5,1,4,2,31,2,0,3,0,,93,78,78
1998,Západočeský kraj,Domažlice,Újezd,,3,52,40,29,4,16,9,59,0,1,3,4,,279,220,221
1998,Západočeský kraj,Domažlice,Únějovice,,1,10,23,3,0,3,0,17,0,2,2,0,,71,61,61
1998,Západočeský kraj,Domažlice,Úsilov,,0,15,8,5,3,7,3,19,1,2,6,0,,108,69,69
1998,Západočeský kraj,Domažlice,Velký Malahov,,1,18,15,10,2,12,11,39,0,3,7,0,,193,118,118
1998,Západočeský kraj,Domažlice,Vidice,,0,9,16,34,1,1,2,31,0,0,1,0,,142,95,95
1998,Západočeský kraj,Domažlice,Vlkanov,,1,4,18,8,0,3,4,18,0,3,8,8,,95,75,75
1998,Západočeský kraj,Domažlice,Všekary,,0,13,21,5,0,1,2,17,0,2,0,0,,71,61,61
1998,Západočeský kraj,Domažlice,Všepadly,,2,6,9,2,0,6,0,17,0,1,1,0,,61,44,44
1998,Západočeský kraj,Domažlice,Všeruby,,7,26,72,77,5,18,20,161,0,1,15,9,,625,411,412
1998,Západočeský kraj,Domažlice,Zahořany,,1,70,184,57,7,25,13,164,0,8,19,2,,703,550,553
1998,Západočeský kraj,Domažlice,Ždánov,,2,13,18,4,2,11,3,28,0,0,0,1,,98,82,82
1998,Západočeský kraj,Cheb,Aš,,56,266,1563,813,104,381,306,2080,17,95,301,21,,9647,6003,6032
1998,Západočeský kraj,Cheb,Dolní Žandov,,1,63,100,130,10,33,21,241,0,6,23,0,,875,628,629
1998,Západočeský kraj,Cheb,Drmoul,,5,18,142,43,5,26,14,165,2,14,17,0,,571,451,452
1998,Západočeský kraj,Cheb,Františkovy Lázně,,24,214,1104,310,56,281,141,1135,8,33,158,15,,4705,3479,3485
1998,Západočeský kraj,Cheb,Hazlov,,6,57,147,77,9,39,25,278,1,11,66,1,,1068,717,723
1998,Západočeský kraj,Cheb,Hranice,,19,29,235,185,31,66,44,345,3,6,122,1,,1692,1086,1088
1998,Západočeský kraj,Cheb,Cheb,,93,786,4181,2330,246,1258,915,5817,50,225,539,69,,24743,16509,16592
1998,Západočeský kraj,Cheb,Krásná,,3,6,45,44,6,7,14,82,0,3,16,0,,389,226,227
1998,Západočeský kraj,Cheb,Křižovatka,,1,4,23,48,2,6,10,56,0,1,11,1,,206,163,165
1998,Západočeský kraj,Cheb,Lázně Kynžvart,,14,40,219,101,21,52,43,308,3,10,70,3,,1293,884,890
1998,Západočeský kraj,Cheb,Libá,,2,17,51,41,2,20,9,92,0,1,30,0,,404,265,265
1998,Západočeský kraj,Cheb,Lipová,,3,10,53,54,4,16,18,134,0,1,4,0,,421,297,300
1998,Západočeský kraj,Cheb,Luby,,22,69,266,163,34,71,36,378,2,27,52,8,,1782,1128,1130
1998,Západočeský kraj,Cheb,Mariánské Lázně,,56,505,3208,732,95,760,274,2651,18,169,284,32,,12704,8784,8809
1998,Západočeský kraj,Cheb,Milhostov,,1,0,11,10,2,3,6,88,0,1,9,0,,225,131,132
1998,Západočeský kraj,Cheb,Milíkov,,2,23,54,16,2,6,10,24,0,1,13,0,,172,151,152
1998,Západočeský kraj,Cheb,Mnichov,,2,7,26,22,2,12,7,54,2,0,12,1,,209,147,147
1998,Západočeský kraj,Cheb,Nebanice,,0,11,23,28,9,5,8,79,0,0,13,0,,207,176,177
1998,Západočeský kraj,Cheb,Nový Kostel,,1,16,37,40,2,9,4,104,0,3,17,0,,380,233,235
1998,Západočeský kraj,Cheb,Odrava,,1,4,31,24,1,8,6,36,0,1,2,2,,165,116,116
1998,Západočeský kraj,Cheb,Okrouhlá,,0,13,14,30,0,2,5,45,0,0,3,0,,163,112,114
1998,Západočeský kraj,Cheb,Ovesné Kladruby,,6,7,7,10,3,2,7,20,1,0,3,0,,88,66,66
1998,Západočeský kraj,Cheb,Plesná,,15,41,189,165,18,37,35,403,1,7,39,3,,1437,953,962
1998,Západočeský kraj,Cheb,Podhradí,,0,10,13,10,3,7,10,31,0,1,6,0,,113,91,92
1998,Západočeský kraj,Cheb,Pomezí nad Ohří,,0,2,7,21,0,1,1,19,0,0,3,0,,67,54,54
1998,Západočeský kraj,Cheb,Poustka,,0,1,9,24,0,0,2,26,0,0,1,0,,90,63,63
1998,Západočeský kraj,Cheb,Prameny,,4,2,30,3,0,8,2,21,0,1,0,0,,93,71,71
1998,Západočeský kraj,Cheb,Skalná,,6,58,159,103,10,42,52,422,0,13,33,3,,1272,901,907
1998,Západočeský kraj,Cheb,Stará Voda,,2,11,27,52,3,20,15,78,2,8,12,1,,307,231,234
1998,Západočeský kraj,Cheb,Trstěnice,,6,12,34,28,4,12,3,55,0,0,9,0,,255,163,164
1998,Západočeský kraj,Cheb,Třebeň,,1,9,18,53,3,4,14,65,1,3,2,0,,245,173,173
1998,Západočeský kraj,Cheb,Tři Sekery,,2,17,113,42,9,33,12,148,0,12,12,0,,531,400,400
1998,Západočeský kraj,Cheb,Tuřany,,1,6,7,4,0,1,0,25,0,0,9,0,,76,53,53
1998,Západočeský kraj,Cheb,Valy,,0,10,43,21,1,11,8,62,0,10,13,0,,219,179,180
1998,Západočeský kraj,Cheb,Velká Hleďsebe,,5,61,334,145,17,94,35,430,1,26,38,3,,1801,1189,1190
1998,Západočeský kraj,Cheb,Velký Luh,,3,20,8,6,3,0,2,21,0,0,4,0,,84,67,68
1998,Západočeský kraj,Cheb,Vlkovice,,1,3,8,23,0,2,7,28,0,1,4,0,,94,77,77
1998,Západočeský kraj,Cheb,Vojtanov,,4,9,9,34,1,6,7,23,0,2,4,0,,127,99,99
1998,Západočeský kraj,Cheb,Zádub-Závišín,,0,10,34,20,4,22,8,52,0,0,8,0,,205,158,158
1998,Západočeský kraj,Karlovy Vary,Abertamy,,4,47,150,46,12,36,29,155,6,2,34,0,,821,521,523
1998,Západočeský kraj,Karlovy Vary,Andělská Hora,,3,6,45,7,2,8,1,37,3,0,3,0,,155,115,116
1998,Západočeský kraj,Karlovy Vary,Bečov nad Teplou,,18,43,140,53,9,42,24,210,0,3,31,0,,830,573,574
1998,Západočeský kraj,Karlovy Vary,Bochov,,15,47,155,179,8,46,83,339,4,6,28,1,,1369,911,913
1998,Západočeský kraj,Karlovy Vary,Boží Dar,,4,3,25,5,4,6,2,26,0,2,5,0,,118,82,82
1998,Západočeský kraj,Karlovy Vary,Božičany,,4,6,66,32,5,18,8,99,0,1,31,0,,434,270,273
1998,Západočeský kraj,Karlovy Vary,Březová,,3,26,102,18,8,29,19,99,1,9,9,2,,445,325,325
1998,Západočeský kraj,Karlovy Vary,Černava,,3,2,38,11,6,12,2,35,0,1,8,0,,179,118,118
1998,Západočeský kraj,Karlovy Vary,Čichalov,,5,1,3,38,1,3,0,28,0,0,5,0,,121,84,86
1998,Západočeský kraj,Karlovy Vary,Dalovice,,9,27,328,92,26,105,27,317,2,22,36,7,,1399,998,1002
1998,Západočeský kraj,Karlovy Vary,Děpoltovice,,1,11,43,17,3,8,8,49,1,5,8,1,,201,155,155
1998,Západočeský kraj,Karlovy Vary,Hájek,,5,1,62,30,6,8,15,57,1,3,9,3,,288,200,201
1998,Západočeský kraj,Karlovy Vary,Horní Blatná,,2,7,68,16,9,11,3,59,4,1,12,0,,275,192,194
1998,Západočeský kraj,Karlovy Vary,Hory,,2,1,20,10,7,4,1,44,0,3,6,0,,135,98,98
1998,Západočeský kraj,Karlovy Vary,Hradiště,,7,1,51,79,4,14,24,145,0,13,12,0,,506,350,351
1998,Západočeský kraj,Karlovy Vary,Hroznětín,,9,33,198,105,21,32,27,305,2,17,57,14,,1227,820,826
1998,Západočeský kraj,Karlovy Vary,Chodov,,0,6,6,15,0,2,2,21,0,1,0,0,,77,53,53
1998,Západočeský kraj,Karlovy Vary,Chyše,,6,20,83,49,5,28,14,113,2,5,19,1,,498,345,349
1998,Západočeský kraj,Karlovy Vary,Jáchymov,,22,94,464,155,25,134,63,509,2,33,73,4,,2349,1578,1588
1998,Západočeský kraj,Karlovy Vary,Jenišov,,2,4,51,15,3,22,4,50,0,8,8,1,,235,168,168
1998,Západočeský kraj,Karlovy Vary,Karlovy Vary,,262,1369,11623,2709,454,3170,1092,9161,181,710,1060,77,,45188,31868,32020
1998,Západočeský kraj,Karlovy Vary,Kolová,,5,24,158,25,12,56,14,221,0,10,23,1,,732,549,551
1998,Západočeský kraj,Karlovy Vary,Krásné Údolí,,2,24,35,27,4,16,18,74,0,4,5,0,,316,209,209
1998,Západočeský kraj,Karlovy Vary,Krásný Les,,6,7,31,10,0,5,3,23,0,8,5,0,,119,98,98
1998,Západočeský kraj,Karlovy Vary,Kyselka,,3,6,76,29,6,27,3,135,0,6,16,0,,486,307,308
1998,Západočeský kraj,Karlovy Vary,Merklín,,8,15,113,47,16,38,22,189,1,11,28,2,,750,490,490
1998,Západočeský kraj,Karlovy Vary,Mírová,,4,7,34,7,1,9,4,57,0,2,10,0,,180,135,135
1998,Západočeský kraj,Karlovy Vary,Nejdek,,22,279,1420,328,109,331,149,1263,14,54,151,92,,6240,4212,4235
1998,Západočeský kraj,Karlovy Vary,Nová Role,,26,87,620,183,37,154,83,802,10,33,95,8,,3131,2138,2150
1998,Západočeský kraj,Karlovy Vary,Nové Hamry,,6,6,66,17,11,12,6,50,0,0,8,2,,214,184,185
1998,Západočeský kraj,Karlovy Vary,Ostrov,,87,489,2679,1211,143,829,472,3317,28,148,415,34,,14656,9852,9902
1998,Západočeský kraj,Karlovy Vary,Otovice,,0,16,105,29,8,35,11,87,0,3,10,0,,416,304,306
1998,Západočeský kraj,Karlovy Vary,Otročín,,4,24,26,64,1,12,6,94,1,1,14,0,,419,247,247
1998,Západočeský kraj,Karlovy Vary,Pernink,,1,43,97,27,10,45,15,88,3,2,14,2,,541,347,349
1998,Západočeský kraj,Karlovy Vary,Potůčky,,3,7,57,27,7,8,6,57,1,2,11,0,,253,186,186
1998,Západočeský kraj,Karlovy Vary,Pšov,,8,20,27,80,6,30,15,116,0,4,17,1,,473,324,325
1998,Západočeský kraj,Karlovy Vary,Sadov,,9,16,145,62,12,42,19,172,0,16,25,0,,765,518,520
1998,Západočeský kraj,Karlovy Vary,Smolné Pece,,2,2,16,9,1,0,3,18,0,0,1,0,,62,52,52
1998,Západočeský kraj,Karlovy Vary,Stanovice,,4,13,90,18,5,23,6,83,4,3,11,0,,365,260,261
1998,Západočeský kraj,Karlovy Vary,Stráž nad Ohří,,7,16,80,42,4,25,14,134,2,7,9,0,,482,340,341
1998,Západočeský kraj,Karlovy Vary,Stružná,,2,14,50,28,2,15,9,112,2,2,11,1,,368,248,249
1998,Západočeský kraj,Karlovy Vary,Šemnice,,4,8,96,23,6,13,3,66,1,3,8,0,,335,231,232
1998,Západočeský kraj,Karlovy Vary,Štědrá,,7,12,53,53,6,10,27,115,1,1,13,0,,447,298,299
1998,Západočeský kraj,Karlovy Vary,Teplá,,14,114,247,196,14,99,82,595,1,18,79,5,,2041,1464,1467
1998,Západočeský kraj,Karlovy Vary,Teplička,,1,4,10,4,2,2,1,20,0,1,2,0,,64,47,49
1998,Západočeský kraj,Karlovy Vary,Toužim,,23,70,381,344,42,126,86,718,3,21,99,5,,2869,1918,1925
1998,Západočeský kraj,Karlovy Vary,Útvina,,6,30,40,72,7,5,21,99,0,1,16,2,,411,299,300
1998,Západočeský kraj,Karlovy Vary,Valeč,,2,11,55,42,2,8,5,52,0,5,8,1,,272,191,191
1998,Západočeský kraj,Karlovy Vary,Velichov,,5,11,78,36,9,23,13,84,0,3,7,0,,382,269,270
1998,Západočeský kraj,Karlovy Vary,Verušičky,,3,2,21,32,0,8,11,48,0,0,18,1,,240,144,144
1998,Západočeský kraj,Karlovy Vary,Vojkovice,,4,9,52,30,2,25,11,110,2,4,17,1,,398,267,270
1998,Západočeský kraj,Karlovy Vary,Vrbice,,1,3,7,32,0,3,3,38,0,0,2,0,,132,89,89
1998,Západočeský kraj,Karlovy Vary,Vysoká Pec,,1,16,37,8,3,6,7,26,1,0,4,0,,139,109,112
1998,Západočeský kraj,Karlovy Vary,Žlutice,,45,85,237,212,23,130,68,515,1,17,58,4,,2178,1395,1404
1998,Západočeský kraj,Klatovy,Běhařov,,1,18,25,4,0,13,1,25,0,0,9,1,,123,97,97
1998,Západočeský kraj,Klatovy,Běšiny,,16,82,121,31,8,33,31,173,2,8,25,0,,663,530,532
1998,Západočeský kraj,Klatovy,Bezděkov,,5,49,99,70,6,59,6,170,4,9,29,0,,633,506,507
1998,Západočeský kraj,Klatovy,Biřkov,,1,6,19,9,0,14,3,33,0,0,3,0,,119,88,88
1998,Západočeský kraj,Klatovy,Bolešiny,,17,49,84,37,7,24,35,136,0,8,17,0,,484,414,414
1998,Západočeský kraj,Klatovy,Borovy,,2,5,35,29,6,8,6,42,1,2,3,0,,174,139,141
1998,Západočeský kraj,Klatovy,Břežany,,2,20,14,2,1,7,5,34,0,0,8,0,,124,93,93
1998,Západočeský kraj,Klatovy,Budětice,,5,50,37,28,2,24,9,53,0,1,10,4,,263,223,225
1998,Západočeský kraj,Klatovy,Bukovník,,0,18,4,6,0,1,2,18,0,0,0,0,,63,49,49
1998,Západočeský kraj,Klatovy,Čachrov,,1,61,93,25,2,26,10,97,2,6,13,0,,439,336,338
1998,Západočeský kraj,Klatovy,Červené Poříčí,,1,7,27,8,2,12,7,52,0,3,10,0,,178,129,130
1998,Západočeský kraj,Klatovy,Číhaň,,1,13,20,19,1,16,5,48,0,3,11,0,,165,137,137
1998,Západočeský kraj,Klatovy,Čimice,,0,17,21,17,1,7,2,44,0,4,10,0,,139,123,126
1998,Západočeský kraj,Klatovy,Dešenice,,9,28,75,79,14,31,16,154,1,2,32,3,,582,444,446
1998,Západočeský kraj,Klatovy,Dlažov,,3,43,60,23,1,25,5,77,3,3,8,1,,323,252,252
1998,Západočeský kraj,Klatovy,Dlouhá Ves,,10,44,82,54,5,41,15,184,2,9,14,1,,667,461,462
1998,Západočeský kraj,Klatovy,Dobršín,,0,7,26,5,1,4,2,24,0,0,0,0,,86,69,69
1998,Západočeský kraj,Klatovy,Dolany,,7,38,107,47,7,42,33,148,1,13,18,0,,598,461,465
1998,Západočeský kraj,Klatovy,Domoraz,,0,8,5,2,0,9,5,21,2,0,2,0,,62,54,54
1998,Západočeský kraj,Klatovy,Dražovice,,0,20,11,13,1,7,6,32,1,4,4,0,,131,99,99
1998,Západočeský kraj,Klatovy,Frymburk,,1,26,14,2,2,5,2,14,0,2,6,0,,88,74,74
1998,Západočeský kraj,Klatovy,Hamry,,1,8,24,3,0,7,2,20,1,0,2,0,,95,68,70
1998,Západočeský kraj,Klatovy,Hartmanice,,7,94,126,84,8,52,20,197,1,18,30,2,,986,639,643
1998,Západočeský kraj,Klatovy,Hejná,,2,11,39,14,4,1,9,22,0,2,9,0,,140,113,113
1998,Západočeský kraj,Klatovy,Hlavňovice,,5,98,45,22,1,27,10,81,7,4,8,1,,402,309,312
1998,Západočeský kraj,Klatovy,Hnačov,,1,10,15,4,1,10,0,23,0,0,3,0,,71,67,67
1998,Západočeský kraj,Klatovy,Horažďovice,,61,456,822,324,41,313,99,1160,8,76,122,13,,4567,3495,3505
1998,Západočeský kraj,Klatovy,Horská Kvilda,,1,7,24,0,0,7,1,3,1,1,0,0,,47,45,45
1998,Západočeský kraj,Klatovy,Hrádek,,10,124,202,59,13,54,23,219,2,16,36,6,,1049,764,766
1998,Západočeský kraj,Klatovy,Hradešice,,16,56,51,11,0,35,7,95,2,6,9,0,,352,288,289
1998,Západočeský kraj,Klatovy,Chanovice,,12,92,76,32,9,49,20,153,0,8,17,2,,580,470,471
1998,Západočeský kraj,Klatovy,Chlístov,,0,11,27,8,0,6,0,15,0,1,4,0,,88,72,72
1998,Západočeský kraj,Klatovy,Chudenice,,8,45,108,44,2,36,27,149,0,2,31,0,,580,452,455
1998,Západočeský kraj,Klatovy,Chudenín,,1,24,44,30,2,27,12,119,2,4,15,2,,436,282,284
1998,Západočeský kraj,Klatovy,Janovice nad Úhlavou,,26,98,305,140,15,90,54,392,3,13,41,2,,1692,1179,1184
1998,Západočeský kraj,Klatovy,Javor,,4,4,7,9,0,9,0,23,0,0,8,1,,75,65,66
1998,Západočeský kraj,Klatovy,Ježovy,,2,15,38,26,3,8,9,39,1,6,6,0,,198,153,153
1998,Západočeský kraj,Klatovy,Jíno,,0,5,6,0,0,2,0,6,0,4,1,0,,26,24,24
1998,Západočeský kraj,Klatovy,Kaliště,,0,0,3,6,0,0,0,8,0,0,3,0,,20,20,20
1998,Západočeský kraj,Klatovy,Kašperské Hory,,8,75,233,110,11,71,35,292,1,25,23,1,,1308,885,890
1998,Západočeský kraj,Klatovy,Kejnice,,3,17,4,7,0,2,3,41,0,0,9,0,,102,86,87
1998,Západočeský kraj,Klatovy,Klatovy,,112,1054,4127,1413,192,1455,499,4334,40,213,561,36,,18681,14036,14086
1998,Západočeský kraj,Klatovy,Klenová,,2,3,16,11,1,5,7,28,0,4,0,1,,98,78,78
1998,Západočeský kraj,Klatovy,Kolinec,,13,123,162,129,13,65,43,254,3,17,42,1,,1131,865,872
1998,Západočeský kraj,Klatovy,Kovčín,,0,4,24,2,2,2,0,15,0,2,5,0,,65,56,56
1998,Západočeský kraj,Klatovy,Křenice,,0,4,31,26,2,7,6,42,0,3,6,1,,153,128,129
1998,Západočeský kraj,Klatovy,Kvášňovice,,0,2,30,4,2,7,0,48,0,0,6,0,,122,99,100
1998,Západočeský kraj,Klatovy,Lomec,,1,6,12,6,0,1,5,32,0,0,3,0,,89,66,66
1998,Západočeský kraj,Klatovy,Malý Bor,,5,74,45,38,6,20,14,111,0,11,15,0,,446,339,341
1998,Západočeský kraj,Klatovy,Maňovice,,1,8,4,7,0,3,3,8,1,3,4,0,,43,42,42
1998,Západočeský kraj,Klatovy,Měčín,,13,66,148,120,14,39,36,257,5,7,36,0,,895,741,741
1998,Západočeský kraj,Klatovy,Mezihoří,,0,11,7,1,2,2,1,17,0,3,4,1,,61,49,49
1998,Západočeský kraj,Klatovy,Mlýnské Struhadlo,,0,7,15,1,0,1,1,18,0,1,7,0,,57,51,51
1998,Západočeský kraj,Klatovy,Modrava,,0,1,28,7,0,17,4,20,0,0,2,0,,91,79,81
1998,Západočeský kraj,Klatovy,Mochtín,,7,70,143,47,11,49,19,136,2,4,52,2,,747,542,542
1998,Západočeský kraj,Klatovy,Mokrosuky,,3,19,24,6,3,13,4,42,0,2,4,1,,130,121,121
1998,Západočeský kraj,Klatovy,Myslív,,7,41,41,49,5,17,18,120,3,1,23,0,,421,325,325
1998,Západočeský kraj,Klatovy,Myslovice,,2,14,16,6,1,7,3,37,0,0,10,0,,105,96,96
1998,Západočeský kraj,Klatovy,Nalžovské Hory,,32,146,159,84,6,54,34,197,3,5,33,1,,994,754,755
1998,Západočeský kraj,Klatovy,Nehodiv,,2,9,14,4,2,6,8,21,0,0,3,1,,73,70,70
1998,Západočeský kraj,Klatovy,Nezamyslice,,2,20,22,23,0,7,5,63,0,2,3,0,,183,147,147
1998,Západočeský kraj,Klatovy,Nezdice,,2,25,25,37,6,6,2,37,0,1,7,0,,172,148,150
1998,Západočeský kraj,Klatovy,Nezdice na Šumavě,,5,38,63,36,2,23,5,93,0,1,20,1,,390,287,287
1998,Západočeský kraj,Klatovy,Nýrsko,,31,168,666,370,51,282,117,754,4,40,119,10,,3781,2612,2618
1998,Západočeský kraj,Klatovy,Obytce,,0,5,31,15,1,5,8,28,0,2,5,0,,136,100,101
1998,Západočeský kraj,Klatovy,Olšany,,4,24,20,5,2,7,9,64,0,1,2,0,,160,138,138
1998,Západočeský kraj,Klatovy,Ostřetice,,0,4,20,0,0,1,9,10,0,0,1,0,,48,45,45
1998,Západočeský kraj,Klatovy,Pačejov,,32,76,63,31,13,33,43,176,1,10,18,0,,648,496,497
1998,Západočeský kraj,Klatovy,Petrovice u Sušice,,6,99,91,27,3,41,4,102,1,3,30,1,,568,408,410
1998,Západočeský kraj,Klatovy,Plánice,,20,138,247,88,12,77,55,393,1,19,62,4,,1367,1116,1123
1998,Západočeský kraj,Klatovy,Podmokly,,6,12,15,12,1,2,0,47,0,0,13,0,,144,108,110
1998,Západočeský kraj,Klatovy,Poleň,,1,23,31,22,4,11,8,56,0,1,4,0,,235,161,161
1998,Západočeský kraj,Klatovy,Prášily,,1,11,39,6,1,15,8,18,0,7,5,0,,139,111,111
1998,Západočeský kraj,Klatovy,Předslav,,8,34,98,28,7,33,30,168,1,2,33,3,,557,445,446
1998,Západočeský kraj,Klatovy,Rabí,,9,39,76,35,7,28,13,126,0,2,11,1,,432,347,351
1998,Západočeský kraj,Klatovy,Rejštejn,,1,21,46,18,2,26,2,54,0,4,15,0,,270,189,189
1998,Západočeský kraj,Klatovy,Slatina,,3,6,20,2,1,7,2,41,0,0,1,0,,101,83,84
1998,Západočeský kraj,Klatovy,Soběšice,,3,46,53,24,2,13,19,82,1,4,12,2,,359,261,263
1998,Západočeský kraj,Klatovy,Srní,,3,24,119,39,5,23,12,66,0,4,2,0,,377,297,300
1998,Západočeský kraj,Klatovy,Strašín,,1,25,44,48,4,19,11,79,2,3,6,0,,292,242,244
1998,Západočeský kraj,Klatovy,Strážov,,22,112,223,74,11,62,40,243,2,8,26,2,,1090,825,832
1998,Západočeský kraj,Klatovy,Stropčice,,2,8,8,8,0,0,0,15,0,0,2,0,,49,43,43
1998,Západočeský kraj,Klatovy,Sušice,,52,718,1968,722,85,656,201,2073,22,120,214,24,,9189,6855,6880
1998,Západočeský kraj,Klatovy,Svéradice,,2,23,47,26,2,32,13,92,0,4,7,2,,285,250,251
1998,Západočeský kraj,Klatovy,Švihov,,7,93,268,106,14,95,41,295,3,10,37,1,,1204,970,971
1998,Západočeský kraj,Klatovy,Tužice,,2,13,4,6,0,0,6,35,0,2,2,0,,77,70,70
1998,Západočeský kraj,Klatovy,Týnec,,1,26,34,45,2,11,5,62,0,4,8,0,,237,198,200
1998,Západočeský kraj,Klatovy,Újezd u Plánice,,2,7,18,14,1,2,7,35,2,0,10,0,,111,98,101
1998,Západočeský kraj,Klatovy,Velhartice,,7,147,138,44,8,56,26,147,0,10,25,1,,789,609,610
1998,Západočeský kraj,Klatovy,Velké Hydčice,,5,21,27,19,2,20,4,56,0,7,4,0,,187,165,165
1998,Západočeský kraj,Klatovy,Velký Bor,,5,67,64,28,4,32,17,111,2,2,11,0,,395,343,344
1998,Západočeský kraj,Klatovy,Vrhaveč,,2,48,153,57,2,43,20,144,1,6,19,1,,611,496,498
1998,Západočeský kraj,Klatovy,Vřeskovice,,2,15,35,31,6,18,2,63,1,4,6,0,,234,183,183
1998,Západočeský kraj,Klatovy,Zavlekov,,8,75,42,23,2,17,12,79,1,6,2,1,,332,268,268
1998,Západočeský kraj,Klatovy,Zborovy,,1,7,21,17,2,5,7,32,0,2,12,1,,120,107,107
1998,Západočeský kraj,Klatovy,Železná Ruda,,14,79,472,111,14,121,30,307,2,15,25,1,,1611,1191,1201
1998,Západočeský kraj,Klatovy,Žihobce,,10,84,140,36,1,44,8,129,0,8,17,3,,579,480,483
1998,Západočeský kraj,Klatovy,Žichovice,,5,46,85,53,7,50,19,136,1,13,17,1,,565,433,433
1998,Západočeský kraj,Plzeň-město,Plzeň,,434,6686,35220,8932,1152,10579,3764,29700,335,1576,2942,262,,140010,101582,101897
1998,Západočeský kraj,Plzeň-jih,Blovice,,23,217,638,261,26,200,73,699,2,14,95,4,,2995,2252,2267
1998,Západočeský kraj,Plzeň-jih,Bolkov,,0,2,7,13,2,4,3,12,0,0,0,0,,55,43,43
1998,Západočeský kraj,Plzeň-jih,Borovno,,2,15,18,6,2,5,2,20,0,1,4,0,,81,75,75
