year,region,county,town,voters,votes_ok,votes_all
2010,Olomoucký kraj,Jeseník,Písečná,827,498,504
2010,Olomoucký kraj,Jeseník,Skorošice,640,373,375
2010,Olomoucký kraj,Jeseník,Stará Červená Voda,523,260,263
2010,Olomoucký kraj,Jeseník,Supíkovice,560,329,331
2010,Olomoucký kraj,Jeseník,Uhelná,428,242,243
2010,Olomoucký kraj,Jeseník,Vápenná,1040,542,551
2010,Olomoucký kraj,Jeseník,Velká Kraš,644,310,316
2010,Olomoucký kraj,Jeseník,Velké Kunětice,457,266,266
2010,Olomoucký kraj,Jeseník,Vidnava,1136,574,581
2010,Olomoucký kraj,Jeseník,Vlčice,329,183,185
2010,Olomoucký kraj,Jeseník,Zlaté Hory,3465,1826,1849
2010,Olomoucký kraj,Jeseník,Žulová,1060,617,623
2010,Olomoucký kraj,Olomouc,Babice,351,254,257
2010,Olomoucký kraj,Olomouc,Bělkovice-Lašťany,1657,1009,1024
2010,Olomoucký kraj,Olomouc,Bílá Lhota,919,584,589
2010,Olomoucký kraj,Olomouc,Bílsko,155,121,122
2010,Olomoucký kraj,Olomouc,Blatec,479,344,349
2010,Olomoucký kraj,Olomouc,Bohuňovice,2029,1380,1390
2010,Olomoucký kraj,Olomouc,Bouzov,1277,844,850
2010,Olomoucký kraj,Olomouc,Bukovany,451,331,334
2010,Olomoucký kraj,Olomouc,Bystročice,549,374,374
2010,Olomoucký kraj,Olomouc,Bystrovany,755,508,510
2010,Olomoucký kraj,Olomouc,Červenka,1155,713,722
2010,Olomoucký kraj,Olomouc,Daskabát,495,309,311
2010,Olomoucký kraj,Olomouc,Dlouhá Loučka,1541,857,862
2010,Olomoucký kraj,Olomouc,Dolany,1966,1330,1341
2010,Olomoucký kraj,Olomouc,Doloplazy,1020,698,700
2010,Olomoucký kraj,Olomouc,Domašov nad Bystřicí,383,238,238
2010,Olomoucký kraj,Olomouc,Domašov u Šternberka,248,141,141
2010,Olomoucký kraj,Olomouc,Drahanovice,1384,866,872
2010,Olomoucký kraj,Olomouc,Dub nad Moravou,1272,805,812
2010,Olomoucký kraj,Olomouc,Dubčany,173,107,107
2010,Olomoucký kraj,Olomouc,Grygov,1176,840,844
2010,Olomoucký kraj,Olomouc,Haňovice,383,277,280
2010,Olomoucký kraj,Olomouc,Hlásnice,155,106,107
2010,Olomoucký kraj,Olomouc,Hlubočky,3567,2084,2099
2010,Olomoucký kraj,Olomouc,Hlušovice,542,391,392
2010,Olomoucký kraj,Olomouc,Hněvotín,1127,713,718
2010,Olomoucký kraj,Olomouc,Hnojice,471,301,302
2010,Olomoucký kraj,Olomouc,Horka nad Moravou,1917,1275,1287
2010,Olomoucký kraj,Olomouc,Horní Loděnice,260,138,139
2010,Olomoucký kraj,Olomouc,Hraničné Petrovice,124,72,72
2010,Olomoucký kraj,Olomouc,Huzová,498,244,246
2010,Olomoucký kraj,Olomouc,Charváty,662,417,430
2010,Olomoucký kraj,Olomouc,Cholina,577,369,373
2010,Olomoucký kraj,Olomouc,Jívová,450,290,292
2010,Olomoucký kraj,Olomouc,Komárov,134,102,103
2010,Olomoucký kraj,Olomouc,Kožušany-Tážaly,669,453,454
2010,Olomoucký kraj,Olomouc,Krčmaň,378,250,251
2010,Olomoucký kraj,Olomouc,Křelov-Břuchotín,1252,847,852
2010,Olomoucký kraj,Olomouc,Libavá,861,409,414
2010,Olomoucký kraj,Olomouc,Liboš,487,329,331
2010,Olomoucký kraj,Olomouc,Lipina,122,74,74
2010,Olomoucký kraj,Olomouc,Lipinka,161,104,105
2010,Olomoucký kraj,Olomouc,Litovel,8119,5047,5070
2010,Olomoucký kraj,Olomouc,Loučany,522,351,353
2010,Olomoucký kraj,Olomouc,Loučka,181,122,123
2010,Olomoucký kraj,Olomouc,Luběnice,324,241,243
2010,Olomoucký kraj,Olomouc,Luká,665,473,475
2010,Olomoucký kraj,Olomouc,Lutín,2590,1573,1586
2010,Olomoucký kraj,Olomouc,Lužice,281,169,170
2010,Olomoucký kraj,Olomouc,Majetín,896,554,556
2010,Olomoucký kraj,Olomouc,Medlov,1237,721,723
2010,Olomoucký kraj,Olomouc,Měrotín,226,144,144
2010,Olomoucký kraj,Olomouc,Mladeč,616,306,306
2010,Olomoucký kraj,Olomouc,Mladějovice,541,319,319
2010,Olomoucký kraj,Olomouc,Moravský Beroun,2570,1248,1262
2010,Olomoucký kraj,Olomouc,Mrsklesy,476,297,303
2010,Olomoucký kraj,Olomouc,Mutkov,44,27,27
2010,Olomoucký kraj,Olomouc,Náklo,1178,742,747
2010,Olomoucký kraj,Olomouc,Náměšť na Hané,1664,1067,1074
2010,Olomoucký kraj,Olomouc,Norberčany,288,135,136
2010,Olomoucký kraj,Olomouc,Nová Hradečná,635,380,384
2010,Olomoucký kraj,Olomouc,Olbramice,177,111,113
2010,Olomoucký kraj,Olomouc,Olomouc,82399,52147,52423
2010,Olomoucký kraj,Olomouc,Paseka,1050,581,583
2010,Olomoucký kraj,Olomouc,Pňovice,681,429,431
2010,Olomoucký kraj,Olomouc,Přáslavice,1085,731,735
2010,Olomoucký kraj,Olomouc,Příkazy,1016,670,677
2010,Olomoucký kraj,Olomouc,Řídeč,150,88,88
2010,Olomoucký kraj,Olomouc,Samotišky,1030,730,739
2010,Olomoucký kraj,Olomouc,Senice na Hané,1480,965,971
2010,Olomoucký kraj,Olomouc,Senička,281,192,194
2010,Olomoucký kraj,Olomouc,Skrbeň,948,584,587
2010,Olomoucký kraj,Olomouc,Slatinice,1258,828,837
2010,Olomoucký kraj,Olomouc,Slavětín,157,107,108
2010,Olomoucký kraj,Olomouc,Strukov,135,78,79
2010,Olomoucký kraj,Olomouc,Střeň,455,297,298
2010,Olomoucký kraj,Olomouc,Suchonice,148,105,105
2010,Olomoucký kraj,Olomouc,Svésedlice,151,102,102
2010,Olomoucký kraj,Olomouc,Štarnov,517,346,346
2010,Olomoucký kraj,Olomouc,Štěpánov,2755,1648,1656
2010,Olomoucký kraj,Olomouc,Šternberk,11157,6548,6595
2010,Olomoucký kraj,Olomouc,Šumvald,1391,746,752
2010,Olomoucký kraj,Olomouc,Těšetice,1047,705,714
2010,Olomoucký kraj,Olomouc,Tovéř,451,324,324
2010,Olomoucký kraj,Olomouc,Troubelice,1506,969,975
2010,Olomoucký kraj,Olomouc,Tršice,1321,851,861
2010,Olomoucký kraj,Olomouc,Újezd,1107,648,651
2010,Olomoucký kraj,Olomouc,Uničov,9823,5848,5881
2010,Olomoucký kraj,Olomouc,Ústín,301,194,195
2010,Olomoucký kraj,Olomouc,Velká Bystřice,2449,1664,1671
2010,Olomoucký kraj,Olomouc,Velký Týnec,1948,1258,1266
2010,Olomoucký kraj,Olomouc,Velký Újezd,1008,619,622
2010,Olomoucký kraj,Olomouc,Věrovany,1130,729,729
2010,Olomoucký kraj,Olomouc,Vilémov,362,254,256
2010,Olomoucký kraj,Olomouc,Želechovice,189,140,141
2010,Olomoucký kraj,Olomouc,Žerotín,359,230,230
2010,Olomoucký kraj,Prostějov,Alojzov,212,143,146
2010,Olomoucký kraj,Prostějov,Bedihošť,835,531,536
2010,Olomoucký kraj,Prostějov,Bílovice-Lutotín,407,279,282
2010,Olomoucký kraj,Prostějov,Biskupice,220,125,125
2010,Olomoucký kraj,Prostějov,Bohuslavice,399,268,268
2010,Olomoucký kraj,Prostějov,Bousín,110,76,77
2010,Olomoucký kraj,Prostějov,Brodek u Konice,761,522,526
2010,Olomoucký kraj,Prostějov,Brodek u Prostějova,1213,719,723
2010,Olomoucký kraj,Prostějov,Březsko,187,119,122
2010,Olomoucký kraj,Prostějov,Budětsko,349,222,222
2010,Olomoucký kraj,Prostějov,Buková,262,169,171
2010,Olomoucký kraj,Prostějov,Čehovice,421,287,290
2010,Olomoucký kraj,Prostějov,Čechy pod Kosířem,829,593,597
2010,Olomoucký kraj,Prostějov,Čelčice,446,271,274
2010,Olomoucký kraj,Prostějov,Čelechovice na Hané,1011,650,650
2010,Olomoucký kraj,Prostějov,Dětkovice,421,285,287
2010,Olomoucký kraj,Prostějov,Dobrochov,244,163,166
2010,Olomoucký kraj,Prostějov,Dobromilice,636,355,362
2010,Olomoucký kraj,Prostějov,Doloplazy,461,279,279
2010,Olomoucký kraj,Prostějov,Drahany,443,310,311
2010,Olomoucký kraj,Prostějov,Držovice,1090,709,714
2010,Olomoucký kraj,Prostějov,Dřevnovice,369,234,234
2010,Olomoucký kraj,Prostějov,Dzbel,215,145,145
2010,Olomoucký kraj,Prostějov,Hačky,91,80,80
2010,Olomoucký kraj,Prostějov,Hluchov,286,167,168
2010,Olomoucký kraj,Prostějov,Horní Štěpánov,792,492,492
2010,Olomoucký kraj,Prostějov,Hradčany-Kobeřice,339,181,188
2010,Olomoucký kraj,Prostějov,Hrdibořice,187,130,130
2010,Olomoucký kraj,Prostějov,Hrubčice,628,377,382
2010,Olomoucký kraj,Prostějov,Hruška,202,104,105
2010,Olomoucký kraj,Prostějov,Hvozd,498,339,341
2010,Olomoucký kraj,Prostějov,Ivaň,406,248,252
2010,Olomoucký kraj,Prostějov,Jesenec,252,141,141
2010,Olomoucký kraj,Prostějov,Kladky,303,167,168
2010,Olomoucký kraj,Prostějov,Klenovice na Hané,669,398,399
2010,Olomoucký kraj,Prostějov,Klopotovice,225,164,165
2010,Olomoucký kraj,Prostějov,Konice,2360,1445,1462
2010,Olomoucký kraj,Prostějov,Kostelec na Hané,2344,1399,1411
2010,Olomoucký kraj,Prostějov,Koválovice-Osíčany,255,168,169
2010,Olomoucký kraj,Prostějov,Kralice na Hané,1138,712,718
2010,Olomoucký kraj,Prostějov,Krumsín,489,292,292
2010,Olomoucký kraj,Prostějov,Laškov,475,335,338
2010,Olomoucký kraj,Prostějov,Lešany,330,214,218
2010,Olomoucký kraj,Prostějov,Lipová,638,485,486
2010,Olomoucký kraj,Prostějov,Ludmírov,461,272,272
2010,Olomoucký kraj,Prostějov,Malé Hradisko,330,212,215
2010,Olomoucký kraj,Prostějov,Mořice,391,241,243
2010,Olomoucký kraj,Prostějov,Mostkovice,1273,826,829
2010,Olomoucký kraj,Prostějov,Myslejovice,560,368,369
2010,Olomoucký kraj,Prostějov,Němčice nad Hanou,1646,975,981
2010,Olomoucký kraj,Prostějov,Nezamyslice,1025,668,669
2010,Olomoucký kraj,Prostějov,Niva,264,154,154
2010,Olomoucký kraj,Prostějov,Obědkovice,210,111,114
2010,Olomoucký kraj,Prostějov,Ohrozim,372,238,238
2010,Olomoucký kraj,Prostějov,Ochoz,143,113,114
2010,Olomoucký kraj,Prostějov,Olšany u Prostějova,1278,770,773
2010,Olomoucký kraj,Prostějov,Ondratice,288,181,181
2010,Olomoucký kraj,Prostějov,Otaslavice,1069,680,685
2010,Olomoucký kraj,Prostějov,Otinoves,253,163,164
2010,Olomoucký kraj,Prostějov,Pavlovice u Kojetína,245,142,144
2010,Olomoucký kraj,Prostějov,Pěnčín,601,363,368
2010,Olomoucký kraj,Prostějov,Pivín,576,380,381
2010,Olomoucký kraj,Prostějov,Plumlov,1985,1285,1288
2010,Olomoucký kraj,Prostějov,Polomí,126,89,89
2010,Olomoucký kraj,Prostějov,Prostějov,37021,22520,22661
2010,Olomoucký kraj,Prostějov,Prostějovičky,216,118,118
2010,Olomoucký kraj,Prostějov,Protivanov,852,625,626
2010,Olomoucký kraj,Prostějov,Přemyslovice,1059,687,692
2010,Olomoucký kraj,Prostějov,Ptení,921,582,583
2010,Olomoucký kraj,Prostějov,Raková u Konice,159,105,105
2010,Olomoucký kraj,Prostějov,Rakůvka,93,73,74
2010,Olomoucký kraj,Prostějov,Rozstání,556,350,356
2010,Olomoucký kraj,Prostějov,Seloutky,393,300,300
2010,Olomoucký kraj,Prostějov,Skalka,224,175,175
2010,Olomoucký kraj,Prostějov,Skřípov,280,165,167
2010,Olomoucký kraj,Prostějov,Slatinky,439,305,305
2010,Olomoucký kraj,Prostějov,Smržice,1320,799,800
2010,Olomoucký kraj,Prostějov,Srbce,75,40,40
2010,Olomoucký kraj,Prostějov,Stařechovice,437,296,297
2010,Olomoucký kraj,Prostějov,Stínava,131,91,91
2010,Olomoucký kraj,Prostějov,Stražisko,361,242,242
2010,Olomoucký kraj,Prostějov,Suchdol,510,347,348
2010,Olomoucký kraj,Prostějov,Šubířov,215,129,129
2010,Olomoucký kraj,Prostějov,Tištín,413,226,228
2010,Olomoucký kraj,Prostějov,Tvorovice,259,141,141
2010,Olomoucký kraj,Prostějov,Určice,1103,667,670
2010,Olomoucký kraj,Prostějov,Víceměřice,337,206,208
2010,Olomoucký kraj,Prostějov,Vícov,386,240,244
2010,Olomoucký kraj,Prostějov,Vincencov,104,78,83
2010,Olomoucký kraj,Prostějov,Vitčice,134,97,98
2010,Olomoucký kraj,Prostějov,Vranovice-Kelčice,498,302,304
2010,Olomoucký kraj,Prostějov,Vrbátky,1298,835,839
2010,Olomoucký kraj,Prostějov,Vrchoslavice,467,272,275
2010,Olomoucký kraj,Prostějov,Vřesovice,365,243,243
2010,Olomoucký kraj,Prostějov,Výšovice,393,241,245
2010,Olomoucký kraj,Prostějov,Zdětín,245,188,189
2010,Olomoucký kraj,Prostějov,Želeč,436,287,288
2010,Olomoucký kraj,Přerov,Bělotín,1390,790,800
2010,Olomoucký kraj,Přerov,Beňov,580,339,342
2010,Olomoucký kraj,Přerov,Bezuchov,154,110,112
2010,Olomoucký kraj,Přerov,Bohuslávky,277,170,173
2010,Olomoucký kraj,Přerov,Bochoř,801,499,503
2010,Olomoucký kraj,Přerov,Brodek u Přerova,1642,1087,1097
2010,Olomoucký kraj,Přerov,Buk,282,172,174
2010,Olomoucký kraj,Přerov,Býškovice,308,200,201
2010,Olomoucký kraj,Přerov,Císařov,233,131,131
2010,Olomoucký kraj,Přerov,Citov,423,297,297
2010,Olomoucký kraj,Přerov,Čechy,282,195,195
2010,Olomoucký kraj,Přerov,Čelechovice,91,47,47
2010,Olomoucký kraj,Přerov,Černotín,588,421,422
2010,Olomoucký kraj,Přerov,Dobrčice,169,106,106
2010,Olomoucký kraj,Přerov,Dolní Nětčice,221,137,137
2010,Olomoucký kraj,Přerov,Dolní Těšice,52,47,47
2010,Olomoucký kraj,Přerov,Dolní Újezd,964,577,584
2010,Olomoucký kraj,Přerov,Domaželice,429,258,260
2010,Olomoucký kraj,Přerov,Dřevohostice,1210,740,748
2010,Olomoucký kraj,Přerov,Grymov,142,78,79
2010,Olomoucký kraj,Přerov,Hlinsko,173,111,115
2010,Olomoucký kraj,Přerov,Horní Moštěnice,1285,805,810
2010,Olomoucký kraj,Přerov,Horní Nětčice,189,122,122
2010,Olomoucký kraj,Přerov,Horní Těšice,131,88,88
2010,Olomoucký kraj,Přerov,Horní Újezd,359,261,262
2010,Olomoucký kraj,Přerov,Hrabůvka,250,190,190
2010,Olomoucký kraj,Přerov,Hradčany,213,141,141
2010,Olomoucký kraj,Přerov,Hranice,15491,9142,9211
2010,Olomoucký kraj,Přerov,Hustopeče nad Bečvou,1393,953,960
2010,Olomoucký kraj,Přerov,Jezernice,563,330,333
2010,Olomoucký kraj,Přerov,Jindřichov,396,291,293
2010,Olomoucký kraj,Přerov,Kladníky,114,72,72
2010,Olomoucký kraj,Přerov,Klokočí,202,141,144
2010,Olomoucký kraj,Přerov,Kojetín,5133,2831,2859
2010,Olomoucký kraj,Přerov,Kokory,848,514,515
2010,Olomoucký kraj,Přerov,Křenovice,355,210,210
2010,Olomoucký kraj,Přerov,Křtomil,353,225,227
2010,Olomoucký kraj,Přerov,Lazníčky,167,124,124
2010,Olomoucký kraj,Přerov,Lazníky,434,287,288
2010,Olomoucký kraj,Přerov,Lhota,282,178,178
2010,Olomoucký kraj,Přerov,Lhotka,41,30,30
2010,Olomoucký kraj,Přerov,Lipník nad Bečvou,6834,3843,3874
2010,Olomoucký kraj,Přerov,Lipová,224,155,156
2010,Olomoucký kraj,Přerov,Líšná,204,123,124
2010,Olomoucký kraj,Přerov,Lobodice,575,314,316
2010,Olomoucký kraj,Přerov,Malhotice,257,176,178
2010,Olomoucký kraj,Přerov,Měrovice nad Hanou,497,315,323
2010,Olomoucký kraj,Přerov,Milenov,338,209,210
2010,Olomoucký kraj,Přerov,Milotice nad Bečvou,213,164,167
2010,Olomoucký kraj,Přerov,Nahošovice,134,84,85
2010,Olomoucký kraj,Přerov,Nelešovice,156,86,89
2010,Olomoucký kraj,Přerov,Oldřichov,98,57,57
2010,Olomoucký kraj,Přerov,Olšovec,397,258,260
2010,Olomoucký kraj,Přerov,Opatovice,622,370,374
2010,Olomoucký kraj,Přerov,Oplocany,252,149,150
2010,Olomoucký kraj,Přerov,Oprostovice,86,57,57
2010,Olomoucký kraj,Přerov,Osek nad Bečvou,974,596,597
2010,Olomoucký kraj,Přerov,Paršovice,326,172,172
2010,Olomoucký kraj,Přerov,Partutovice,396,263,265
2010,Olomoucký kraj,Přerov,Pavlovice u Přerova,619,372,372
2010,Olomoucký kraj,Přerov,Podolí,177,124,125
2010,Olomoucký kraj,Přerov,Polkovice,411,244,246
2010,Olomoucký kraj,Přerov,Polom,215,96,96
2010,Olomoucký kraj,Přerov,Potštát,983,502,503
2010,Olomoucký kraj,Přerov,Prosenice,683,449,451
2010,Olomoucký kraj,Přerov,Provodovice,122,76,77
2010,Olomoucký kraj,Přerov,Přerov,37944,22589,22731
2010,Olomoucký kraj,Přerov,Přestavlky,211,124,125
2010,Olomoucký kraj,Přerov,Radíkov,119,89,90
2010,Olomoucký kraj,Přerov,Radkova Lhota,156,118,118
2010,Olomoucký kraj,Přerov,Radkovy,137,100,100
2010,Olomoucký kraj,Přerov,Radotín,140,111,112
2010,Olomoucký kraj,Přerov,Radslavice,898,566,570
2010,Olomoucký kraj,Přerov,Radvanice,235,117,119
2010,Olomoucký kraj,Přerov,Rakov,314,188,189
2010,Olomoucký kraj,Přerov,Rokytnice,1066,691,699
2010,Olomoucký kraj,Přerov,Rouské,192,138,141
2010,Olomoucký kraj,Přerov,Říkovice,370,232,234
2010,Olomoucký kraj,Přerov,Skalička,374,255,255
2010,Olomoucký kraj,Přerov,Soběchleby,489,310,313
2010,Olomoucký kraj,Přerov,Sobíšky,131,95,99
2010,Olomoucký kraj,Přerov,Stará Ves,475,277,278
2010,Olomoucký kraj,Přerov,Stříbrnice,189,116,116
2010,Olomoucký kraj,Přerov,Střítež nad Ludinou,669,454,456
2010,Olomoucký kraj,Přerov,Sušice,279,204,204
2010,Olomoucký kraj,Přerov,Šišma,168,103,105
2010,Olomoucký kraj,Přerov,Špičky,235,166,166
2010,Olomoucký kraj,Přerov,Teplice nad Bečvou,384,308,308
2010,Olomoucký kraj,Přerov,Tovačov,2083,1195,1210
2010,Olomoucký kraj,Přerov,Troubky,1697,1020,1041
2010,Olomoucký kraj,Přerov,Tučín,366,262,262
2010,Olomoucký kraj,Přerov,Turovice,189,108,108
2010,Olomoucký kraj,Přerov,Týn nad Bečvou,678,378,382
2010,Olomoucký kraj,Přerov,Uhřičice,494,293,297
2010,Olomoucký kraj,Přerov,Ústí,429,316,318
2010,Olomoucký kraj,Přerov,Veselíčko,705,420,422
2010,Olomoucký kraj,Přerov,Věžky,173,117,118
2010,Olomoucký kraj,Přerov,Vlkoš,583,401,402
2010,Olomoucký kraj,Přerov,Všechovice,721,421,431
2010,Olomoucký kraj,Přerov,Výkleky,224,147,147
2010,Olomoucký kraj,Přerov,Zábeštní Lhota,122,98,98
2010,Olomoucký kraj,Přerov,Zámrsky,181,105,105
2010,Olomoucký kraj,Přerov,Žákovice,178,122,122
2010,Olomoucký kraj,Přerov,Želatovice,449,303,305
2010,Olomoucký kraj,Šumperk,Bludov,2605,1730,1744
2010,Olomoucký kraj,Šumperk,Bohdíkov,1113,661,665
2010,Olomoucký kraj,Šumperk,Bohuslavice,388,254,254
2010,Olomoucký kraj,Šumperk,Bohutín,651,403,403
2010,Olomoucký kraj,Šumperk,Branná,257,136,136
2010,Olomoucký kraj,Šumperk,Bratrušov,493,313,314
2010,Olomoucký kraj,Šumperk,Brníčko,505,323,324
2010,Olomoucký kraj,Šumperk,Bušín,345,227,227
2010,Olomoucký kraj,Šumperk,Dlouhomilov,387,247,250
2010,Olomoucký kraj,Šumperk,Dolní Studénky,1045,726,734
2010,Olomoucký kraj,Šumperk,Drozdov,275,195,195
2010,Olomoucký kraj,Šumperk,Dubicko,863,571,572
2010,Olomoucký kraj,Šumperk,Hanušovice,2759,1390,1399
2010,Olomoucký kraj,Šumperk,Horní Studénky,283,207,212
2010,Olomoucký kraj,Šumperk,Hoštejn,339,234,236
2010,Olomoucký kraj,Šumperk,Hraběšice,99,69,69
2010,Olomoucký kraj,Šumperk,Hrabišín,704,416,421
2010,Olomoucký kraj,Šumperk,Hrabová,455,297,298
2010,Olomoucký kraj,Šumperk,Hynčina,159,79,79
2010,Olomoucký kraj,Šumperk,Chromeč,473,308,313
2010,Olomoucký kraj,Šumperk,Jakubovice,162,103,104
2010,Olomoucký kraj,Šumperk,Janoušov,45,39,39
2010,Olomoucký kraj,Šumperk,Jedlí,583,374,379
2010,Olomoucký kraj,Šumperk,Jestřebí,482,290,292
2010,Olomoucký kraj,Šumperk,Jindřichov,1091,548,550
2010,Olomoucký kraj,Šumperk,Kamenná,452,228,232
2010,Olomoucký kraj,Šumperk,Klopina,502,306,308
2010,Olomoucký kraj,Šumperk,Kolšov,625,395,395
2010,Olomoucký kraj,Šumperk,Kopřivná,229,101,103
2010,Olomoucký kraj,Šumperk,Kosov,226,142,142
2010,Olomoucký kraj,Šumperk,Krchleby,159,97,98
2010,Olomoucký kraj,Šumperk,Lesnice,502,326,333
2010,Olomoucký kraj,Šumperk,Leština,1016,685,690
2010,Olomoucký kraj,Šumperk,Libina,2814,1600,1612
2010,Olomoucký kraj,Šumperk,Líšnice,273,183,185
2010,Olomoucký kraj,Šumperk,Loštice,2483,1596,1604
2010,Olomoucký kraj,Šumperk,Loučná nad Desnou,1605,967,977
2010,Olomoucký kraj,Šumperk,Lukavice,733,392,394
2010,Olomoucký kraj,Šumperk,Malá Morava,464,279,281
2010,Olomoucký kraj,Šumperk,Maletín,301,146,146
2010,Olomoucký kraj,Šumperk,Mírov,636,323,325
2010,Olomoucký kraj,Šumperk,Mohelnice,7908,4812,4845
2010,Olomoucký kraj,Šumperk,Moravičany,1039,642,647
2010,Olomoucký kraj,Šumperk,Nemile,500,323,324
2010,Olomoucký kraj,Šumperk,Nový Malín,2339,1487,1498
2010,Olomoucký kraj,Šumperk,Olšany,838,527,527
2010,Olomoucký kraj,Šumperk,Oskava,1141,653,658
2010,Olomoucký kraj,Šumperk,Palonín,283,215,218
2010,Olomoucký kraj,Šumperk,Pavlov,494,319,321
2010,Olomoucký kraj,Šumperk,Petrov nad Desnou,945,551,554
2010,Olomoucký kraj,Šumperk,Písařov,582,369,370
2010,Olomoucký kraj,Šumperk,Police,197,117,118
2010,Olomoucký kraj,Šumperk,Postřelmov,2635,1723,1732
2010,Olomoucký kraj,Šumperk,Postřelmůvek,277,185,186
2010,Olomoucký kraj,Šumperk,Rájec,384,265,274
2010,Olomoucký kraj,Šumperk,Rapotín,2557,1545,1563
2010,Olomoucký kraj,Šumperk,Rejchartice,141,83,83
2010,Olomoucký kraj,Šumperk,Rohle,548,291,294
2010,Olomoucký kraj,Šumperk,Rovensko,602,436,437
2010,Olomoucký kraj,Šumperk,Ruda nad Moravou,2078,1237,1245
2010,Olomoucký kraj,Šumperk,Sobotín,1013,551,551
2010,Olomoucký kraj,Šumperk,Staré Město,1619,861,864
2010,Olomoucký kraj,Šumperk,Stavenice,123,87,87
2010,Olomoucký kraj,Šumperk,Sudkov,922,532,536
2010,Olomoucký kraj,Šumperk,Svébohov,349,261,261
2010,Olomoucký kraj,Šumperk,Šléglov,28,23,23
2010,Olomoucký kraj,Šumperk,Štíty,1645,972,988
2010,Olomoucký kraj,Šumperk,Šumperk,22732,14180,14268
2010,Olomoucký kraj,Šumperk,Třeština,309,199,200
2010,Olomoucký kraj,Šumperk,Úsov,990,585,588
2010,Olomoucký kraj,Šumperk,Velké Losiny,2370,1397,1404
2010,Olomoucký kraj,Šumperk,Vernířovice,161,127,128
2010,Olomoucký kraj,Šumperk,Vikantice,73,21,21
2010,Olomoucký kraj,Šumperk,Vikýřovice,1808,1186,1191
2010,Olomoucký kraj,Šumperk,Vyšehoří,167,116,116
2010,Olomoucký kraj,Šumperk,Zábřeh,11440,7209,7262
2010,Olomoucký kraj,Šumperk,Zborov,187,119,119
2010,Olomoucký kraj,Šumperk,Zvole,645,427,428
2010,Zlínský kraj,Kroměříž,Bařice-Velké Těšany,372,263,265
2010,Zlínský kraj,Kroměříž,Bezměrov,470,286,287
2010,Zlínský kraj,Kroměříž,Blazice,197,135,135
2010,Zlínský kraj,Kroměříž,Bořenovice,144,87,88
2010,Zlínský kraj,Kroměříž,Brusné,317,224,226
2010,Zlínský kraj,Kroměříž,Břest,767,494,496
2010,Zlínský kraj,Kroměříž,Bystřice pod Hostýnem,7064,4448,4486
2010,Zlínský kraj,Kroměříž,Cetechovice,175,104,106
2010,Zlínský kraj,Kroměříž,Dřínov,361,236,236
2010,Zlínský kraj,Kroměříž,Holešov,9886,6255,6297
2010,Zlínský kraj,Kroměříž,Honětice,58,27,27
2010,Zlínský kraj,Kroměříž,Horní Lapač,205,138,139
2010,Zlínský kraj,Kroměříž,Hoštice,121,81,81
2010,Zlínský kraj,Kroměříž,Hulín,6009,3454,3488
2010,Zlínský kraj,Kroměříž,Chomýž,284,192,193
2010,Zlínský kraj,Kroměříž,Chropyně,4144,2508,2530
2010,Zlínský kraj,Kroměříž,Chvalčov,1306,829,835
2010,Zlínský kraj,Kroměříž,Chvalnov-Lísky,210,125,125
2010,Zlínský kraj,Kroměříž,Jankovice,307,223,223
2010,Zlínský kraj,Kroměříž,Jarohněvice,228,163,164
2010,Zlínský kraj,Kroměříž,Karolín,181,131,131
2010,Zlínský kraj,Kroměříž,Komárno,268,195,195
2010,Zlínský kraj,Kroměříž,Koryčany,2397,1402,1413
2010,Zlínský kraj,Kroměříž,Kostelany,446,298,303
2010,Zlínský kraj,Kroměříž,Kostelec u Holešova,836,566,567
2010,Zlínský kraj,Kroměříž,Kroměříž,24153,15293,15388
2010,Zlínský kraj,Kroměříž,Kunkovice,51,29,29
2010,Zlínský kraj,Kroměříž,Kurovice,205,151,152
2010,Zlínský kraj,Kroměříž,Kvasice,1862,1135,1147
2010,Zlínský kraj,Kroměříž,Kyselovice,408,268,271
2010,Zlínský kraj,Kroměříž,Lechotice,303,212,215
2010,Zlínský kraj,Kroměříž,Litenčice,387,247,247
2010,Zlínský kraj,Kroměříž,Loukov,785,506,506
2010,Zlínský kraj,Kroměříž,Lubná,368,252,256
2010,Zlínský kraj,Kroměříž,Ludslavice,401,262,264
2010,Zlínský kraj,Kroměříž,Lutopecny,474,325,328
2010,Zlínský kraj,Kroměříž,Martinice,587,386,388
2010,Zlínský kraj,Kroměříž,Míškovice,417,285,287
2010,Zlínský kraj,Kroměříž,Morkovice-Slížany,2326,1447,1462
2010,Zlínský kraj,Kroměříž,Mrlínek,232,148,148
2010,Zlínský kraj,Kroměříž,Němčice,322,202,206
2010,Zlínský kraj,Kroměříž,Nítkovice,215,108,109
2010,Zlínský kraj,Kroměříž,Nová Dědina,349,245,247
2010,Zlínský kraj,Kroměříž,Osíčko,379,237,239
2010,Zlínský kraj,Kroměříž,Pacetluky,186,142,144
2010,Zlínský kraj,Kroměříž,Pačlavice,711,438,443
2010,Zlínský kraj,Kroměříž,Počenice-Tetětice,622,404,406
2010,Zlínský kraj,Kroměříž,Podhradní Lhota,436,259,260
2010,Zlínský kraj,Kroměříž,Prasklice,200,135,139
2010,Zlínský kraj,Kroměříž,Pravčice,577,386,388
