year,region,county,town,kdúčsl,ods,ksčm,SPR-Republ.str.Čsl. M.Sládka,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Dobrá volba 2016,top_09,Dělnic.str.sociální spravedl.,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Řád národa - Vlastenecká unie,ano,Strana svobodných občanů,-,Česká národní fronta,STAROSTOVÉ A NEZÁVISLÍ,Národ Sobě,Referendum o Evropské unii,sz,"ROZUMNÍ-stop migraci,diktát.EU",Strana Práv Občanů,Volte Pr.Blok www.cibulka.net,Unie H.A.V.E.L.,Společ.proti výst.v Prok.údolí,Česká pirátská strana,Blok proti islam.-Obran.domova,Radostné Česko,Občanská demokratická aliance,SPORTOVCI,čssd,Česká strana národně sociální,spd,REALISTÉ,voters,votes_ok,votes_all
2017,Plzeňský kraj,Rokycany,Skořice,0,6,25,0,0,,2,0,0,0,72,3,0,,3,,0,2,3,1,,,,5,0,0,0,0,3,0,16,0,227,141,142
2017,Plzeňský kraj,Rokycany,Smědčice,8,30,2,0,0,,7,0,0,0,40,6,0,,12,,0,3,1,0,,,,22,1,0,0,0,11,0,15,1,209,159,159
2017,Plzeňský kraj,Rokycany,Strašice,16,125,129,1,2,,35,7,0,5,302,15,0,,32,,1,8,10,4,,,,137,1,0,1,4,100,0,117,6,1921,1058,1068
2017,Plzeňský kraj,Rokycany,Svojkovice,0,45,14,2,0,,11,2,0,0,65,7,0,,10,,0,4,1,1,,,,22,0,0,0,2,18,0,21,2,342,227,227
2017,Plzeňský kraj,Rokycany,Štítov,0,3,6,0,0,,0,1,0,1,8,0,0,,0,,0,0,0,1,,,,4,0,0,0,1,2,0,13,0,50,40,40
2017,Plzeňský kraj,Rokycany,Těně,13,8,13,0,0,,8,0,0,0,51,1,0,,5,,0,0,3,0,,,,18,0,0,0,0,10,0,26,3,238,159,162
2017,Plzeňský kraj,Rokycany,Terešov,2,8,3,1,0,,6,0,0,0,27,2,0,,6,,0,0,1,0,,,,10,0,1,0,0,4,0,6,2,137,79,79
2017,Plzeňský kraj,Rokycany,Těškov,4,22,27,0,0,,4,0,0,0,44,2,0,,7,,0,4,1,4,,,,10,0,0,0,1,13,1,16,1,255,161,164
2017,Plzeňský kraj,Rokycany,Trokavec,0,10,6,0,0,,0,0,0,1,25,1,0,,1,,0,1,0,1,,,,10,0,0,0,0,3,0,3,1,95,63,64
2017,Plzeňský kraj,Rokycany,Týček,0,4,17,0,0,,3,0,0,0,54,0,0,,16,,0,1,1,0,,,,3,0,0,0,1,12,0,16,1,167,129,129
2017,Plzeňský kraj,Rokycany,Újezd u Svatého Kříže,2,11,14,0,0,,9,0,0,0,42,1,0,,4,,0,4,3,0,,,,8,1,0,1,1,4,0,15,0,206,120,120
2017,Plzeňský kraj,Rokycany,Vejvanov,1,13,14,0,0,,4,0,0,0,26,4,0,,8,,0,1,2,0,,,,15,0,0,0,0,12,0,12,0,194,112,112
2017,Plzeňský kraj,Rokycany,Veselá,1,25,15,0,0,,2,0,0,1,39,1,0,,2,,1,0,3,1,,,,12,0,0,1,3,5,0,17,0,211,129,130
2017,Plzeňský kraj,Rokycany,Vísky,1,1,1,0,0,,0,0,0,0,6,0,0,,0,,0,0,0,0,,,,1,0,0,0,0,4,0,7,0,38,21,21
2017,Plzeňský kraj,Rokycany,Volduchy,10,94,62,2,0,,17,0,0,4,178,12,0,,16,,0,7,7,2,,,,84,2,3,1,0,80,0,60,7,915,648,657
2017,Plzeňský kraj,Rokycany,Všenice,5,13,22,0,1,,6,0,0,0,54,5,0,,11,,0,2,3,0,,,,18,0,2,0,1,16,0,16,4,219,179,179
2017,Plzeňský kraj,Rokycany,Zbiroh,26,123,128,7,0,,52,7,0,10,360,11,0,,78,,1,14,12,2,,,,103,1,2,10,2,105,0,117,3,2040,1174,1189
2017,Plzeňský kraj,Rokycany,Zvíkovec,2,5,9,0,0,,5,0,0,0,21,1,0,,8,,0,3,3,1,,,,6,0,0,1,1,0,0,9,1,174,76,77
2017,Plzeňský kraj,Tachov,Benešovice,2,1,8,0,0,,2,1,0,0,37,3,0,,3,,0,0,1,0,,,,5,0,0,0,0,10,0,12,0,177,85,86
2017,Plzeňský kraj,Tachov,Bezdružice,10,31,61,1,1,,15,3,0,1,118,1,0,,23,,2,1,7,2,,,,23,0,1,1,3,31,1,55,1,752,393,395
2017,Plzeňský kraj,Tachov,Bor,25,81,179,4,0,,31,11,0,2,531,9,0,,100,,2,22,14,10,,,,106,1,4,1,5,110,1,181,6,3256,1436,1444
2017,Plzeňský kraj,Tachov,Brod nad Tichou,0,1,21,0,0,,4,0,0,1,52,0,0,,2,,0,0,0,2,,,,12,0,0,0,0,3,0,14,0,202,112,112
2017,Plzeňský kraj,Tachov,Broumov,3,5,3,0,0,,3,0,0,0,24,1,0,,7,,0,0,0,0,,,,9,0,0,0,0,8,0,7,0,108,70,72
2017,Plzeňský kraj,Tachov,Cebiv,4,2,12,0,0,,0,2,0,0,31,0,0,,1,,0,1,2,1,,,,7,0,0,0,0,7,0,15,1,232,86,86
2017,Plzeňský kraj,Tachov,Ctiboř,4,6,32,0,0,,1,0,0,0,65,2,0,,7,,0,0,0,0,,,,13,0,0,0,2,25,0,13,2,254,172,174
2017,Plzeňský kraj,Tachov,Částkov,3,4,18,3,0,,0,0,0,3,62,2,0,,10,,0,2,3,0,,,,11,0,0,0,0,19,0,30,1,276,171,171
2017,Plzeňský kraj,Tachov,Černošín,18,41,56,0,0,,7,0,0,0,200,1,0,,7,,0,4,4,1,,,,48,1,0,0,0,33,0,44,1,909,466,469
2017,Plzeňský kraj,Tachov,Dlouhý Újezd,2,16,12,0,1,,6,0,0,0,72,1,0,,7,,0,1,6,0,,,,22,0,1,0,0,19,0,11,3,289,180,180
2017,Plzeňský kraj,Tachov,Erpužice,0,12,17,0,0,,4,1,0,0,59,3,0,,7,,0,0,2,0,,,,18,0,0,1,0,12,1,16,0,285,153,156
2017,Plzeňský kraj,Tachov,Halže,4,17,70,0,0,,6,0,0,0,125,4,0,,13,,0,3,6,1,,,,42,2,0,0,3,43,0,38,1,746,378,383
2017,Plzeňský kraj,Tachov,Horní Kozolupy,3,6,27,0,0,,2,1,0,0,40,0,0,,1,,0,1,4,0,,,,3,0,0,0,1,5,0,16,0,208,110,110
2017,Plzeňský kraj,Tachov,Hošťka,7,2,33,0,0,,1,1,0,0,51,1,0,,3,,0,1,4,0,,,,13,1,0,0,0,13,0,14,0,303,145,148
2017,Plzeňský kraj,Tachov,Chodová Planá,6,43,84,0,0,,18,0,2,2,286,3,0,,16,,0,5,10,2,,,,69,0,2,1,1,61,0,87,2,1472,700,710
2017,Plzeňský kraj,Tachov,Chodský Újezd,1,12,34,0,0,,2,0,0,0,185,2,0,,14,,0,2,3,1,,,,19,0,0,1,0,23,0,29,4,598,332,333
2017,Plzeňský kraj,Tachov,Kladruby,14,54,90,3,0,,13,2,0,1,262,5,0,,26,,2,34,7,1,,,,61,3,0,1,2,27,0,89,3,1215,700,703
2017,Plzeňský kraj,Tachov,Kočov,0,1,15,0,0,,0,0,0,0,12,1,0,,1,,1,1,0,0,,,,5,0,0,0,0,5,0,12,0,149,54,54
2017,Plzeňský kraj,Tachov,Kokašice,5,11,21,0,0,,6,0,0,1,38,1,0,,1,,0,0,2,0,,,,9,0,1,0,0,11,0,10,0,212,117,119
2017,Plzeňský kraj,Tachov,Konstantinovy Lázně,26,67,60,0,0,,25,1,0,0,168,5,0,,23,,1,13,0,1,,,,39,0,0,0,1,44,1,75,2,833,552,561
2017,Plzeňský kraj,Tachov,Kostelec,1,12,54,0,0,,5,1,0,2,72,4,0,,11,,0,1,1,0,,,,11,0,0,0,3,13,0,24,2,445,217,217
2017,Plzeňský kraj,Tachov,Kšice,0,2,20,0,0,,2,0,0,0,23,1,0,,2,,1,0,8,1,,,,3,0,1,0,1,7,0,22,0,152,94,94
2017,Plzeňský kraj,Tachov,Lesná,2,9,26,0,0,,1,1,0,1,60,0,0,,5,,1,1,3,2,,,,8,0,1,0,1,20,0,32,1,365,175,175
2017,Plzeňský kraj,Tachov,Lestkov,3,8,24,0,0,,7,0,0,1,67,1,0,,6,,0,0,3,0,,,,9,0,0,0,0,9,0,33,0,312,171,171
2017,Plzeňský kraj,Tachov,Lom u Tachova,4,5,30,0,0,,6,2,0,0,57,4,0,,6,,0,0,5,0,,,,13,0,0,1,1,14,0,36,0,334,184,184
