year,region,county,town,kdúčsl,ods,ksčm,SPR-Republ.str.Čsl. M.Sládka,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Dobrá volba 2016,top_09,Dělnic.str.sociální spravedl.,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Řád národa - Vlastenecká unie,ano,Strana svobodných občanů,-,Česká národní fronta,STAROSTOVÉ A NEZÁVISLÍ,Národ Sobě,Referendum o Evropské unii,sz,"ROZUMNÍ-stop migraci,diktát.EU",Strana Práv Občanů,Volte Pr.Blok www.cibulka.net,Unie H.A.V.E.L.,Společ.proti výst.v Prok.údolí,Česká pirátská strana,Blok proti islam.-Obran.domova,Radostné Česko,Občanská demokratická aliance,SPORTOVCI,čssd,Česká strana národně sociální,spd,REALISTÉ,voters,votes_ok,votes_all
2017,Liberecký kraj,Liberec,Kunratice,2,3,17,2,,0,0,2,0,5,48,0,,,50,,0,0,1,0,,,,4,0,,0,0,13,0,32,0,298,179,181
2017,Liberecký kraj,Liberec,Lázně Libverda,12,22,22,1,,2,9,0,0,0,93,2,,,23,,0,2,1,0,,,,25,0,,0,0,19,0,33,2,423,268,270
2017,Liberecký kraj,Liberec,Lažany,2,16,16,0,,0,2,1,0,0,28,0,,,11,,0,2,2,0,,,,18,0,,0,0,21,0,10,0,185,129,134
2017,Liberecký kraj,Liberec,Liberec,890,5013,2363,80,,66,2699,42,59,69,15135,811,,,6075,,27,943,292,122,,,,6068,32,,172,88,2708,24,4790,347,80049,48915,49202
2017,Liberecký kraj,Liberec,Mníšek,11,87,62,0,,0,43,5,2,1,179,7,,,111,,1,10,1,1,,,,68,0,,1,2,38,0,99,4,1170,733,740
2017,Liberecký kraj,Liberec,Nová Ves,2,30,27,3,,0,9,0,0,0,138,10,,,44,,0,4,5,1,,,,31,1,,2,3,12,0,53,3,696,378,379
2017,Liberecký kraj,Liberec,Nové Město pod Smrkem,16,122,162,5,,0,24,5,0,2,477,15,,,152,,0,13,13,4,,,,83,1,,1,0,98,0,173,11,2959,1377,1385
2017,Liberecký kraj,Liberec,Oldřichov v Hájích,5,18,19,1,,0,31,0,2,1,111,4,,,47,,0,12,6,0,,,,39,0,,0,2,14,0,46,2,564,360,362
2017,Liberecký kraj,Liberec,Osečná,10,37,49,0,,0,13,0,0,3,204,13,,,57,,0,6,2,1,,,,51,1,,0,1,73,0,64,6,920,591,596
2017,Liberecký kraj,Liberec,Paceřice,1,13,15,3,,1,10,0,0,0,42,2,,,41,,0,1,3,0,,,,16,0,,0,0,14,0,17,4,261,183,184
2017,Liberecký kraj,Liberec,Pěnčín,6,45,31,0,,2,26,4,1,1,118,14,,,54,,0,7,2,3,,,,34,0,,0,1,28,0,52,2,536,431,431
2017,Liberecký kraj,Liberec,Pertoltice,1,9,19,3,,0,1,0,0,0,33,4,,,17,,0,1,2,1,,,,4,0,,0,0,3,0,8,0,223,106,107
2017,Liberecký kraj,Liberec,Proseč pod Ještědem,3,17,19,0,,0,6,0,0,0,64,5,,,24,,1,1,2,0,,,,32,0,,1,2,10,0,27,2,300,216,217
2017,Liberecký kraj,Liberec,Příšovice,6,68,45,4,,1,22,0,0,0,214,4,,,69,,0,5,7,2,,,,60,0,,1,0,40,0,95,2,1030,645,654
2017,Liberecký kraj,Liberec,Radimovice,5,31,5,0,,0,10,0,0,0,48,4,,,35,,0,0,1,1,,,,32,1,,1,0,6,0,12,0,252,192,192
2017,Liberecký kraj,Liberec,Raspenava,21,71,113,8,,0,33,7,0,2,410,13,,,154,,0,14,2,6,,,,80,0,,2,7,79,1,171,1,2288,1195,1201
2017,Liberecký kraj,Liberec,Rynoltice,5,26,45,4,,1,18,1,1,2,93,5,,,74,,2,4,7,0,,,,44,0,,0,0,11,0,42,1,636,386,387
2017,Liberecký kraj,Liberec,Soběslavice,0,17,0,0,,0,6,0,0,0,16,8,,,7,,0,2,0,1,,,,12,0,,0,0,4,0,10,0,128,83,83
2017,Liberecký kraj,Liberec,Stráž nad Nisou,19,135,65,1,,3,55,1,2,5,392,26,,,166,,0,18,11,3,,,,126,1,,7,3,53,0,113,10,1807,1215,1222
2017,Liberecký kraj,Liberec,Světlá pod Ještědem,16,59,26,0,,0,34,0,2,0,165,9,,,85,,0,7,7,0,,,,78,0,,1,2,11,0,41,2,769,545,547
2017,Liberecký kraj,Liberec,Svijanský Újezd,0,28,10,0,,0,10,1,0,0,51,3,,,30,,0,1,2,5,,,,32,0,,0,1,22,0,41,0,344,237,237
2017,Liberecký kraj,Liberec,Svijany,2,19,3,1,,0,4,0,0,0,56,4,,,29,,0,1,0,0,,,,9,0,,0,0,14,0,15,1,244,158,159
2017,Liberecký kraj,Liberec,Sychrov,1,16,1,0,,0,5,0,0,0,21,0,,,34,,0,2,0,0,,,,13,1,,0,0,3,0,9,0,167,106,106
2017,Liberecký kraj,Liberec,Šimonovice,12,99,20,2,,0,49,0,0,0,149,12,,,102,,1,10,2,3,,,,72,0,,1,2,30,0,54,5,850,625,627
2017,Liberecký kraj,Liberec,Višňová,5,40,96,1,,0,5,0,0,1,197,1,,,91,,0,2,4,0,,,,31,1,,0,0,42,0,73,1,1102,591,597
2017,Liberecký kraj,Liberec,Vlastibořice,2,20,12,0,,0,8,1,0,2,53,5,,,24,,0,2,10,0,,,,28,0,,0,1,8,0,16,1,257,193,193
2017,Liberecký kraj,Liberec,Všelibice,4,22,30,0,,0,7,0,0,0,109,2,,,20,,0,2,2,0,,,,33,1,,0,1,22,0,34,0,465,289,290
2017,Liberecký kraj,Liberec,Zdislava,6,8,8,2,,0,4,0,0,0,44,0,,,18,,0,1,0,0,,,,12,0,,0,1,10,1,9,2,228,126,131
2017,Liberecký kraj,Liberec,Žďárek,0,17,3,0,,0,3,0,0,0,20,0,,,15,,0,2,0,0,,,,21,0,,0,0,2,0,4,0,128,87,87
2017,Liberecký kraj,Semily,Bělá,6,14,4,0,,1,4,0,0,0,52,4,,,22,,0,2,0,2,,,,25,0,,0,1,12,0,14,0,221,163,164
2017,Liberecký kraj,Semily,Benecko,47,85,37,4,,1,28,4,1,2,137,9,,,99,,1,12,5,3,,,,76,0,,5,2,26,0,84,5,900,673,678
2017,Liberecký kraj,Semily,Benešov u Semil,9,25,30,1,,0,8,0,0,0,120,10,,,94,,0,7,6,2,,,,47,0,,0,1,21,0,60,2,687,443,444
2017,Liberecký kraj,Semily,Bozkov,20,29,24,0,,12,9,0,0,0,102,5,,,47,,2,1,5,2,,,,26,0,,1,1,14,0,34,2,469,336,339
2017,Liberecký kraj,Semily,Bradlecká Lhota,3,10,8,0,,0,3,0,1,0,43,2,,,20,,0,1,0,0,,,,29,0,,0,0,15,0,9,0,201,144,146
2017,Liberecký kraj,Semily,Bukovina u Čisté,11,9,10,0,,0,2,0,1,0,21,0,,,20,,0,2,1,0,,,,14,0,,1,0,9,0,13,0,170,114,117
2017,Liberecký kraj,Semily,Bystrá nad Jizerou,0,5,5,0,,0,0,0,0,0,21,2,,,15,,0,2,3,0,,,,8,0,,0,0,2,0,3,0,97,66,66
2017,Liberecký kraj,Semily,Čistá u Horek,20,28,16,0,,0,7,1,0,1,91,6,,,63,,0,3,3,1,,,,19,1,,0,0,11,0,26,1,458,298,301
2017,Liberecký kraj,Semily,Háje nad Jizerou,13,23,44,0,,2,11,2,4,0,60,6,,,85,,0,2,3,0,,,,46,0,,0,1,13,2,38,0,536,355,358
2017,Liberecký kraj,Semily,Harrachov,21,227,51,0,,2,59,1,0,1,184,17,,,152,,0,10,10,2,,,,139,0,,0,1,46,0,60,4,1339,987,1001
2017,Liberecký kraj,Semily,Holenice,1,0,4,1,,0,0,1,0,0,15,0,,,4,,0,0,1,0,,,,7,0,,0,0,7,0,6,0,71,47,48
2017,Liberecký kraj,Semily,Horka u Staré Paky,6,16,15,0,,0,6,0,0,0,47,1,,,22,,0,2,1,0,,,,9,0,,1,0,5,0,9,1,193,141,141
2017,Liberecký kraj,Semily,Horní Branná,57,107,63,1,,2,24,1,1,1,279,21,,,153,,1,18,22,2,,,,128,0,,2,3,61,0,95,2,1508,1044,1046
2017,Liberecký kraj,Semily,Hrubá Skála,9,45,14,0,,0,19,0,0,1,98,3,,,56,,0,4,5,0,,,,36,1,,0,2,18,0,33,2,488,346,346
2017,Liberecký kraj,Semily,Chuchelna,16,82,35,0,,4,16,0,2,0,123,6,,,110,,0,2,5,1,,,,52,0,,0,0,30,0,50,3,783,537,543
2017,Liberecký kraj,Semily,Jablonec nad Jizerou,63,91,37,0,,2,34,0,0,1,237,13,,,123,,1,9,14,4,,,,87,2,,1,0,48,0,102,4,1451,873,880
2017,Liberecký kraj,Semily,Jesenný,7,26,19,1,,1,2,0,0,0,86,3,,,53,,0,4,5,0,,,,28,0,,1,1,10,0,28,0,403,275,276
2017,Liberecký kraj,Semily,Jestřabí v Krkonoších,6,21,18,0,,0,16,0,0,1,24,3,,,28,,1,2,3,1,,,,12,0,,0,0,8,0,13,0,217,157,158
2017,Liberecký kraj,Semily,Jilemnice,148,432,170,4,,4,91,8,3,23,780,39,,,302,,2,57,23,10,,,,294,4,,7,2,145,4,356,21,4410,2929,2958
2017,Liberecký kraj,Semily,Kacanovy,3,13,7,0,,1,5,0,0,0,35,0,,,25,,0,4,0,0,,,,14,0,,0,0,5,0,4,0,157,116,119
2017,Liberecký kraj,Semily,Karlovice,7,49,28,2,,0,19,0,0,0,124,9,,,82,,2,1,4,2,,,,48,0,,1,0,34,0,52,1,642,465,469
2017,Liberecký kraj,Semily,Klokočí,1,10,6,0,,0,7,0,0,0,29,0,,,15,,0,3,1,0,,,,16,0,,0,0,7,0,15,2,156,112,112
2017,Liberecký kraj,Semily,Košťálov,27,80,52,7,,1,21,1,1,2,268,14,,,94,,0,10,8,2,,,,79,0,,1,6,51,0,74,2,1328,801,805
2017,Liberecký kraj,Semily,Kruh,11,23,32,1,,0,8,1,2,0,92,1,,,60,,0,4,4,1,,,,18,0,,0,0,12,1,26,0,397,297,299
2017,Liberecký kraj,Semily,Ktová,8,8,11,0,,0,2,0,0,0,44,2,,,23,,0,1,3,0,,,,7,0,,0,1,5,0,10,0,160,125,126
2017,Liberecký kraj,Semily,Levínská Olešnice,20,18,12,0,,0,7,0,0,0,45,2,,,39,,1,1,2,0,,,,23,0,,0,3,9,0,20,0,305,202,203
2017,Liberecký kraj,Semily,Libštát,27,60,32,0,,0,12,1,0,0,133,9,,,53,,0,3,8,0,,,,52,0,,0,2,20,0,79,1,760,492,493
2017,Liberecký kraj,Semily,Lomnice nad Popelkou,140,342,165,5,,7,128,3,5,7,755,45,,,333,,3,30,18,5,,,,384,2,,8,4,192,4,238,9,4468,2832,2860
2017,Liberecký kraj,Semily,Loučky,3,9,7,0,,0,0,0,0,0,20,0,,,26,,0,0,2,0,,,,7,0,,0,0,4,0,4,0,132,82,83
2017,Liberecký kraj,Semily,Martinice v Krkonoších,12,43,28,1,,0,9,0,0,1,78,2,,,65,,0,4,1,1,,,,47,0,,1,0,14,1,52,0,477,360,360
2017,Liberecký kraj,Semily,Mírová pod Kozákovem,30,108,49,3,,0,62,2,1,4,207,9,,,184,,2,12,9,7,,,,113,0,,1,2,47,0,79,8,1340,939,942
2017,Liberecký kraj,Semily,Modřišice,5,24,14,0,,0,19,0,0,3,61,3,,,40,,1,2,5,0,,,,30,0,,1,0,17,0,22,2,338,249,249
2017,Liberecký kraj,Semily,Mříčná,10,32,16,1,,1,7,1,1,0,97,9,,,50,,0,3,0,2,,,,36,0,,0,0,21,0,34,2,457,323,325
2017,Liberecký kraj,Semily,Nová Ves nad Popelkou,18,34,13,0,,1,9,0,4,0,111,8,,,40,,0,4,1,0,,,,58,0,,0,1,26,0,38,3,526,369,372
2017,Liberecký kraj,Semily,Ohrazenice,5,86,34,0,,1,42,1,0,4,188,12,,,96,,0,4,6,0,,,,103,0,,0,2,24,0,48,5,915,661,663
2017,Liberecký kraj,Semily,Olešnice,1,13,10,0,,0,6,0,0,0,24,3,,,18,,0,1,1,0,,,,17,1,,0,1,7,0,8,0,166,111,111
2017,Liberecký kraj,Semily,Paseky nad Jizerou,7,36,9,0,,0,10,0,0,0,32,0,,,29,,0,1,2,1,,,,33,0,,0,1,5,1,6,1,232,174,177
2017,Liberecký kraj,Semily,Peřimov,7,10,10,0,,0,6,2,0,1,39,3,,,19,,0,2,3,0,,,,11,0,,0,0,6,0,10,1,194,130,132
2017,Liberecký kraj,Semily,Poniklá,27,33,65,2,,2,23,2,1,7,143,11,,,83,,0,0,5,4,,,,76,1,,0,2,27,1,71,4,971,590,592
2017,Liberecký kraj,Semily,Přepeře,12,51,21,3,,0,27,0,2,0,143,4,,,87,,0,6,8,2,,,,68,1,,2,0,36,0,26,1,720,500,503
2017,Liberecký kraj,Semily,Příkrý,5,4,11,0,,6,2,0,0,0,46,4,,,22,,0,3,1,0,,,,14,0,,0,1,4,0,14,1,209,138,139
2017,Liberecký kraj,Semily,Radostná pod Kozákovem,24,28,14,0,,2,14,0,0,0,46,11,,,32,,1,2,1,0,,,,19,0,,0,1,10,1,42,3,350,251,253
2017,Liberecký kraj,Semily,Rakousy,1,0,1,0,,0,4,0,0,0,26,0,,,8,,0,0,0,0,,,,2,0,,0,0,4,0,5,0,74,51,52
2017,Liberecký kraj,Semily,Rokytnice nad Jizerou,60,196,82,2,,4,60,5,1,3,320,31,,,216,,0,10,27,1,,,,159,1,,0,3,73,1,182,13,2294,1450,1458
2017,Liberecký kraj,Semily,Roprachtice,7,8,6,0,,2,7,1,0,0,48,1,,,41,,0,1,4,1,,,,16,1,,0,0,5,0,7,3,217,159,159
2017,Liberecký kraj,Semily,Rovensko pod Troskami,14,67,47,2,,0,24,2,3,1,185,7,,,87,,2,6,8,0,,,,76,1,,0,1,27,0,56,4,1030,620,624
2017,Liberecký kraj,Semily,Roztoky u Jilemnice,33,86,30,0,,0,14,0,0,6,145,6,,,99,,0,6,8,0,,,,49,0,,0,4,29,0,67,8,806,590,596
2017,Liberecký kraj,Semily,Roztoky u Semil,3,7,2,0,,1,2,1,0,0,27,0,,,14,,0,1,0,0,,,,8,1,,0,0,4,0,5,0,96,76,76
2017,Liberecký kraj,Semily,Semily,117,439,356,10,,8,109,5,10,1,1163,105,,,626,,2,51,36,8,,,,396,3,,3,7,237,4,420,23,6828,4139,4198
2017,Liberecký kraj,Semily,Slaná,17,21,42,0,,2,7,0,4,3,108,4,,,48,,0,6,2,0,,,,39,0,,0,0,17,0,24,1,533,345,347
2017,Liberecký kraj,Semily,Stružinec,11,30,29,1,,0,8,0,0,0,136,4,,,47,,0,4,1,0,,,,34,0,,0,2,14,1,44,0,571,366,373
2017,Liberecký kraj,Semily,Studenec,187,84,54,5,,2,32,1,1,1,230,6,,,201,,0,12,7,4,,,,70,1,,0,1,44,1,95,1,1459,1040,1049
2017,Liberecký kraj,Semily,Svojek,5,15,4,0,,0,0,0,0,0,31,0,,,20,,0,2,2,0,,,,9,0,,0,0,6,0,12,0,145,106,108
2017,Liberecký kraj,Semily,Syřenov,10,8,5,0,,0,3,0,0,0,28,2,,,17,,0,3,0,0,,,,26,0,,1,0,15,0,12,1,172,131,131
2017,Liberecký kraj,Semily,Tatobity,8,30,17,0,,0,10,2,0,0,94,2,,,48,,0,1,2,0,,,,31,0,,2,0,13,0,38,0,458,298,298
2017,Liberecký kraj,Semily,Troskovice,1,7,8,0,,0,1,0,0,0,19,1,,,8,,2,0,0,0,,,,18,0,,0,1,2,0,7,1,97,76,76
2017,Liberecký kraj,Semily,Turnov,178,977,407,18,,7,573,7,3,18,1766,119,,,1017,,4,93,54,20,,,,951,9,,9,3,503,3,654,34,11601,7427,7466
2017,Liberecký kraj,Semily,Veselá,1,24,7,1,,0,4,0,0,2,27,1,,,8,,0,1,0,2,,,,11,0,,2,0,4,0,23,2,180,120,120
2017,Liberecký kraj,Semily,Víchová nad Jizerou,16,30,43,0,,0,13,3,2,2,105,9,,,92,,0,6,6,0,,,,65,0,,0,0,23,1,55,3,755,474,481
2017,Liberecký kraj,Semily,Vítkovice,7,34,17,1,,0,19,2,1,2,36,4,,,26,,0,2,5,0,,,,28,0,,0,0,14,0,10,2,315,210,211
2017,Liberecký kraj,Semily,Všeň,8,50,39,0,,0,8,1,0,0,95,5,,,42,,0,1,4,0,,,,50,0,,2,0,16,0,31,0,478,352,354
2017,Liberecký kraj,Semily,Vyskeř,3,30,25,0,,0,15,0,0,0,69,7,,,32,,0,5,0,1,,,,19,0,,0,0,21,0,15,4,335,246,248
2017,Liberecký kraj,Semily,Vysoké nad Jizerou,42,88,52,4,,3,37,1,2,3,205,13,,,136,,1,6,15,1,,,,91,0,,2,2,35,2,83,9,1146,833,845
2017,Liberecký kraj,Semily,Záhoří,14,15,9,0,,0,9,0,0,0,70,2,,,43,,0,1,1,0,,,,33,1,,0,2,8,0,40,2,407,250,251
2017,Liberecký kraj,Semily,Žernov,2,5,8,0,,1,3,1,0,0,22,0,,,16,,0,0,1,0,,,,15,0,,0,0,5,0,13,1,146,93,93
2017,Královéhradecký kraj,Hradec Králové,Babice,2,7,19,0,,0,9,0,0,1,36,0,,,7,,0,3,0,0,,,,6,1,0,0,0,4,,12,1,165,108,109
2017,Královéhradecký kraj,Hradec Králové,Barchov,3,21,16,0,,1,4,1,0,0,46,2,,,5,,1,2,0,1,,,,19,0,0,0,1,9,,6,2,227,140,141
2017,Královéhradecký kraj,Hradec Králové,Běleč nad Orlicí,10,38,1,0,,0,12,0,0,0,76,7,,,9,,0,3,0,0,,,,16,0,0,0,0,8,,25,1,269,206,207
2017,Královéhradecký kraj,Hradec Králové,Benátky,5,9,1,0,,0,5,2,0,0,19,2,,,9,,0,0,0,0,,,,7,0,0,0,0,2,,6,0,93,67,67
2017,Královéhradecký kraj,Hradec Králové,Blešno,7,53,6,0,,3,13,1,0,1,63,2,,,8,,0,2,2,1,,,,35,0,0,0,1,15,,14,0,322,227,227
2017,Královéhradecký kraj,Hradec Králové,Boharyně,4,20,31,1,,0,8,0,0,1,101,4,,,11,,0,3,5,0,,,,28,1,1,2,2,35,,31,8,470,297,297
2017,Královéhradecký kraj,Hradec Králové,Černilov,93,150,80,1,,1,83,2,1,6,328,25,,,56,,0,20,12,1,,,,147,1,1,6,5,50,,146,11,1901,1226,1234
2017,Královéhradecký kraj,Hradec Králové,Černožice,30,41,52,0,,2,32,1,1,6,223,8,,,25,,0,7,4,2,,,,68,0,0,0,0,20,,53,2,893,577,578
2017,Královéhradecký kraj,Hradec Králové,Čistěves,6,10,2,0,,0,6,0,0,0,21,1,,,11,,0,1,1,0,,,,15,0,2,1,1,2,,2,0,129,82,83
2017,Královéhradecký kraj,Hradec Králové,Divec,6,18,6,0,,0,10,0,0,0,23,4,,,8,,0,3,1,0,,,,15,0,0,0,0,3,,11,2,175,110,111
2017,Královéhradecký kraj,Hradec Králové,Dobřenice,11,37,23,0,,0,17,1,0,2,99,6,,,4,,0,1,2,1,,,,24,0,0,0,0,17,,29,5,459,279,282
2017,Královéhradecký kraj,Hradec Králové,Dohalice,7,20,14,0,,1,13,1,0,0,61,4,,,16,,1,1,2,0,,,,45,1,1,0,0,14,,27,2,376,231,232
2017,Královéhradecký kraj,Hradec Králové,Dolní Přím,25,58,27,2,,1,21,3,0,1,115,5,,,27,,0,3,3,3,,,,56,0,1,0,0,23,,41,3,561,418,418
2017,Královéhradecký kraj,Hradec Králové,Habřina,4,13,18,1,,0,12,0,0,1,61,7,,,4,,0,0,0,0,,,,7,0,0,0,1,10,,19,0,235,158,163
2017,Královéhradecký kraj,Hradec Králové,Hlušice,6,28,19,0,,1,18,1,2,0,110,3,,,21,,0,4,3,0,,,,23,0,0,1,0,15,,31,4,616,290,291
2017,Královéhradecký kraj,Hradec Králové,Hněvčeves,5,16,4,0,,0,1,0,0,0,34,5,,,8,,0,1,1,1,,,,10,0,0,1,0,2,,1,0,135,90,90
2017,Královéhradecký kraj,Hradec Králové,Holohlavy,10,47,43,1,,1,18,1,0,1,187,5,,,26,,0,3,6,4,,,,48,0,1,0,1,34,,48,4,747,489,491
2017,Královéhradecký kraj,Hradec Králové,Hořiněves,10,24,36,1,,0,15,2,0,0,123,3,,,12,,0,2,5,0,,,,33,0,0,1,0,9,,50,3,578,329,331
2017,Královéhradecký kraj,Hradec Králové,Hradec Králové,2869,5986,3262,61,,105,4068,35,83,74,14810,884,,,1983,,41,789,269,132,,,,6115,34,29,74,82,3050,,4166,467,74309,49468,49769
2017,Královéhradecký kraj,Hradec Králové,Hrádek,1,12,4,0,,0,6,0,0,0,49,1,,,2,,0,2,3,0,,,,9,0,0,0,0,12,,19,0,163,120,120
2017,Královéhradecký kraj,Hradec Králové,Humburky,7,17,5,0,,0,5,0,2,0,70,2,,,10,,1,5,0,1,,,,20,0,0,2,0,21,,33,6,345,207,208
2017,Královéhradecký kraj,Hradec Králové,Hvozdnice,6,16,8,2,,0,4,0,0,0,49,3,,,9,,0,1,1,1,,,,8,0,0,0,0,8,,12,4,170,132,132
2017,Královéhradecký kraj,Hradec Králové,Chlumec nad Cidlinou,237,263,214,3,,3,137,6,2,5,764,54,,,77,,2,41,19,12,,,,326,2,3,2,5,197,,290,62,4395,2726,2740
2017,Královéhradecký kraj,Hradec Králové,Chudeřice,7,14,2,0,,0,2,1,1,1,34,2,,,6,,0,1,0,0,,,,12,0,0,0,0,16,,19,0,188,118,119
2017,Královéhradecký kraj,Hradec Králové,Jeníkovice,16,13,16,1,,0,16,2,0,0,87,3,,,8,,0,3,2,0,,,,20,1,0,0,1,21,,26,2,363,238,239
2017,Královéhradecký kraj,Hradec Králové,Jílovice,12,12,9,1,,1,1,0,1,0,55,7,,,12,,1,1,4,0,,,,26,1,0,1,3,19,,22,1,257,190,192
2017,Královéhradecký kraj,Hradec Králové,Káranice,6,11,24,0,,0,2,1,0,0,24,2,,,3,,0,1,0,0,,,,19,0,0,0,0,8,,16,0,173,117,117
2017,Královéhradecký kraj,Hradec Králové,Klamoš,8,15,36,0,,0,10,0,0,0,96,2,,,11,,0,2,0,2,,,,21,0,0,0,0,16,,16,2,328,237,238
2017,Královéhradecký kraj,Hradec Králové,Kobylice,3,20,5,0,,0,5,0,0,0,39,2,,,8,,0,2,0,0,,,,6,1,0,0,1,6,,21,1,191,120,120
2017,Královéhradecký kraj,Hradec Králové,Kosice,9,8,16,0,,0,3,1,0,0,70,1,,,11,,0,0,0,1,,,,20,1,0,0,1,8,,22,9,290,181,183
2017,Královéhradecký kraj,Hradec Králové,Kosičky,8,14,8,0,,0,7,2,0,1,70,1,,,3,,0,1,0,1,,,,24,0,0,0,0,3,,16,3,298,162,165
2017,Královéhradecký kraj,Hradec Králové,Králíky,3,14,22,1,,0,7,0,0,0,75,3,,,8,,0,3,3,2,,,,9,1,0,0,0,3,,20,2,313,176,176
2017,Královéhradecký kraj,Hradec Králové,Kratonohy,14,38,18,0,,0,12,1,0,0,82,7,,,15,,1,3,3,0,,,,28,0,0,2,0,18,,45,2,459,289,292
2017,Královéhradecký kraj,Hradec Králové,Kunčice,5,23,11,0,,0,6,0,0,0,68,1,,,25,,0,3,4,0,,,,16,1,0,0,1,17,,16,2,276,199,199
2017,Královéhradecký kraj,Hradec Králové,Ledce,18,23,16,0,,0,11,0,2,0,61,5,,,8,,0,1,2,0,,,,10,0,1,2,0,7,,13,3,301,183,184
2017,Královéhradecký kraj,Hradec Králové,Lejšovka,5,10,7,0,,0,2,0,0,1,44,3,,,3,,0,0,5,0,,,,7,0,0,0,0,6,,19,0,165,112,114
2017,Královéhradecký kraj,Hradec Králové,Lhota pod Libčany,21,69,32,3,,1,33,1,0,0,164,5,,,26,,0,6,12,5,,,,59,1,1,1,1,31,,41,6,743,519,520
2017,Královéhradecký kraj,Hradec Králové,Libčany,19,65,35,3,,1,20,1,0,1,180,6,,,15,,0,4,5,3,,,,46,0,1,1,0,22,,82,3,722,513,520
2017,Královéhradecký kraj,Hradec Králové,Libníkovice,12,26,3,0,,1,4,1,0,0,19,2,,,3,,0,0,0,1,,,,6,0,0,1,0,6,,11,1,125,97,98
2017,Královéhradecký kraj,Hradec Králové,Librantice,18,31,10,0,,0,28,1,0,0,103,12,,,20,,0,1,1,0,,,,42,0,3,2,0,10,,30,7,425,319,319
2017,Královéhradecký kraj,Hradec Králové,Libřice,18,16,13,0,,0,6,0,0,0,52,3,,,4,,0,2,1,1,,,,20,0,0,1,0,11,,22,2,240,172,176
2017,Královéhradecký kraj,Hradec Králové,Lišice,10,1,10,0,,0,1,0,0,0,29,3,,,2,,0,0,1,0,,,,3,0,0,0,0,14,,7,0,140,81,81
2017,Královéhradecký kraj,Hradec Králové,Lodín,5,19,16,0,,0,7,0,0,0,76,5,,,12,,0,1,1,2,,,,23,0,0,0,0,9,,17,1,317,194,196
2017,Královéhradecký kraj,Hradec Králové,Lochenice,22,60,23,1,,2,27,0,0,0,92,11,,,20,,0,5,2,1,,,,34,1,1,0,0,12,,24,0,462,338,341
2017,Královéhradecký kraj,Hradec Králové,Lovčice,24,18,27,0,,0,9,2,2,0,119,3,,,7,,1,3,4,1,,,,28,1,0,0,1,30,,48,3,550,331,331
2017,Královéhradecký kraj,Hradec Králové,Lužany,3,5,12,0,,0,1,0,0,0,20,1,,,1,,0,1,0,2,,,,10,2,0,0,0,7,,2,0,120,67,69
2017,Královéhradecký kraj,Hradec Králové,Lužec nad Cidlinou,7,30,9,0,,1,9,2,0,0,110,5,,,7,,0,3,3,0,,,,18,0,0,0,0,15,,26,4,414,249,250
2017,Královéhradecký kraj,Hradec Králové,Máslojedy,4,7,12,0,,0,9,0,1,0,39,4,,,2,,0,5,0,1,,,,8,1,0,1,0,3,,12,0,172,109,110
2017,Královéhradecký kraj,Hradec Králové,Měník,11,34,45,0,,0,4,1,0,0,115,3,,,23,,1,3,2,2,,,,24,1,2,0,0,31,,40,3,495,345,346
2017,Královéhradecký kraj,Hradec Králové,Mlékosrby,6,14,15,0,,0,0,1,0,0,41,2,,,4,,0,1,0,0,,,,16,0,0,0,0,3,,13,2,187,118,119
2017,Královéhradecký kraj,Hradec Králové,Mokrovousy,5,16,16,0,,0,6,0,0,0,67,8,,,12,,0,1,2,0,,,,23,0,0,0,1,17,,20,0,289,194,194
2017,Královéhradecký kraj,Hradec Králové,Myštěves,1,4,10,0,,0,2,0,0,0,51,1,,,12,,0,0,4,0,,,,8,0,0,0,0,4,,11,0,151,108,110
2017,Královéhradecký kraj,Hradec Králové,Mžany,15,23,21,1,,1,23,0,1,1,74,0,,,14,,0,4,4,1,,,,14,0,1,0,0,7,,31,3,339,239,240
2017,Královéhradecký kraj,Hradec Králové,Neděliště,7,15,7,1,,0,10,1,0,0,74,4,,,7,,0,2,4,3,,,,15,0,1,0,1,19,,16,0,289,187,187
2017,Královéhradecký kraj,Hradec Králové,Nechanice,44,87,74,1,,2,32,1,0,3,397,12,,,108,,0,13,8,0,,,,118,0,2,1,1,82,,112,14,1837,1112,1123
2017,Královéhradecký kraj,Hradec Králové,Nepolisy,12,31,33,0,,0,10,1,1,0,214,5,,,11,,0,4,4,4,,,,32,1,0,0,0,31,,49,9,784,452,453
2017,Královéhradecký kraj,Hradec Králové,Nové Město,5,20,33,0,,0,9,1,1,0,83,4,,,10,,0,1,3,0,,,,20,0,0,0,0,11,,16,8,336,225,226
2017,Královéhradecký kraj,Hradec Králové,Nový Bydžov,121,372,241,1,,3,115,16,0,3,1070,86,,,98,,6,39,31,12,,,,282,1,6,10,4,206,,370,69,5682,3162,3183
2017,Královéhradecký kraj,Hradec Králové,Obědovice,9,28,6,0,,0,7,0,0,1,57,0,,,6,,0,2,1,0,,,,7,0,0,0,1,5,,7,2,235,139,139
