year,region,county,town,Nezávislí,kdúčsl,Strana demokratické levice,čssd,ods,Českomoravská unie středu,ksčm,Levý blok,Občanská demokratická aliance,Mor.nár.str.-Hn.slezskom.sjed.,Sdruž.pro rep.-Republ.str.Čsl.,Hn.samosp.M.aSl.-Mor.nár.sjed.,Svobodní demokraté-LSNS,Demokratická unie,Důchodci za životní jistoty,Česká pravice,voters,votes_ok,votes_all
1996,Jihočeský kraj,Český Krumlov,Nová Ves,1,30,1,63,64,3,20,6,11,,30,,1,5,14,0,306,249,252
1996,Jihočeský kraj,Český Krumlov,Omlenice,2,13,0,53,39,0,30,0,7,,23,,2,0,11,0,261,180,181
1996,Jihočeský kraj,Český Krumlov,Pohorská Ves,0,1,2,25,29,0,7,3,6,,14,,0,2,7,0,186,96,97
1996,Jihočeský kraj,Český Krumlov,Přední Výtoň,1,10,0,59,24,0,19,1,4,,6,,2,6,4,0,207,136,136
1996,Jihočeský kraj,Český Krumlov,Přídolí,0,22,4,50,53,1,17,2,16,,13,,2,2,10,0,371,192,194
1996,Jihočeský kraj,Český Krumlov,Přísečná,0,8,0,27,51,0,3,0,20,,2,,1,2,3,0,117,117,117
1996,Jihočeský kraj,Český Krumlov,Rožmberk nad Vltavou,2,14,3,78,60,0,26,1,7,,14,,1,8,3,0,269,217,221
1996,Jihočeský kraj,Český Krumlov,Rožmitál na Šumavě,4,17,0,54,49,1,38,3,7,,4,,5,1,26,0,273,209,213
1996,Jihočeský kraj,Český Krumlov,Soběnov,2,43,1,62,49,0,14,1,5,,4,,5,5,8,0,231,199,203
1996,Jihočeský kraj,Český Krumlov,Srnín,1,8,0,17,44,1,10,3,5,,11,,2,3,11,0,157,116,118
1996,Jihočeský kraj,Český Krumlov,Střítež,3,18,0,68,42,0,21,2,11,,19,,6,8,15,0,266,213,213
1996,Jihočeský kraj,Český Krumlov,Světlík,3,12,1,47,13,1,7,0,1,,17,,0,1,5,0,162,108,110
1996,Jihočeský kraj,Český Krumlov,Velešín,15,238,19,470,809,6,170,26,138,,109,,49,73,71,1,2809,2194,2203
1996,Jihočeský kraj,Český Krumlov,Větřní,11,70,3,522,542,4,206,26,93,,160,,23,58,82,2,2848,1802,1819
1996,Jihočeský kraj,Český Krumlov,Věžovatá Pláně,4,18,0,3,27,0,5,0,1,,1,,5,1,7,0,89,72,74
1996,Jihočeský kraj,Český Krumlov,Vyšší Brod,4,71,20,353,426,6,160,31,76,,62,,20,25,75,1,1962,1330,1346
1996,Jihočeský kraj,Český Krumlov,Zlatá Koruna,2,28,0,93,128,0,60,5,27,,43,,5,19,18,0,431,428,431
1996,Jihočeský kraj,Český Krumlov,Zubčice,1,35,0,36,85,1,7,1,19,,13,,3,2,9,0,262,212,213
1996,Jihočeský kraj,Český Krumlov,Zvíkov,0,19,0,4,2,0,1,3,0,,8,,0,6,3,0,50,46,46
1996,Jihočeský kraj,Jindřichův Hradec,Báňovice,0,18,0,13,16,1,1,0,3,,3,,0,3,1,0,73,59,59
1996,Jihočeský kraj,Jindřichův Hradec,Bednárec,1,9,0,24,26,0,3,3,7,,11,,0,3,5,0,101,92,92
1996,Jihočeský kraj,Jindřichův Hradec,Bednáreček,0,3,0,27,31,0,31,1,5,,11,,2,3,8,0,145,122,123
1996,Jihočeský kraj,Jindřichův Hradec,Blažejov,2,12,1,44,31,1,40,1,3,,27,,2,6,17,0,240,187,187
1996,Jihočeský kraj,Jindřichův Hradec,Bořetín,0,17,0,21,12,0,7,0,0,,5,,0,6,2,0,80,70,70
1996,Jihočeský kraj,Jindřichův Hradec,Březina,0,38,0,36,19,0,4,5,5,,17,,0,2,4,0,141,130,131
1996,Jihočeský kraj,Jindřichův Hradec,Budeč,0,29,0,45,27,6,12,4,9,,18,,2,1,6,0,175,159,162
1996,Jihočeský kraj,Jindřichův Hradec,Budíškovice,13,134,1,119,59,5,63,9,13,,26,,5,7,45,0,613,499,505
1996,Jihočeský kraj,Jindřichův Hradec,Cep,1,8,0,20,41,0,17,2,6,,9,,2,2,3,0,131,111,111
1996,Jihočeský kraj,Jindřichův Hradec,Cizkrajov,2,27,0,124,66,8,29,8,9,,32,,6,14,20,0,439,345,353
1996,Jihočeský kraj,Jindřichův Hradec,Červený Hrádek,0,33,0,37,19,4,15,0,6,,12,,2,0,10,1,162,139,139
1996,Jihočeský kraj,Jindřichův Hradec,České Velenice,11,106,3,492,499,0,237,18,118,,183,,45,49,99,2,2593,1862,1871
1996,Jihočeský kraj,Jindřichův Hradec,Český Rudolec,6,65,0,146,149,10,78,8,37,,38,,10,14,23,0,745,584,586
1996,Jihočeský kraj,Jindřichův Hradec,Číměř,3,16,2,82,61,4,73,1,8,,82,,3,9,29,0,493,373,376
1996,Jihočeský kraj,Jindřichův Hradec,Člunek,0,10,0,78,56,5,44,4,2,,33,,0,5,14,0,319,251,255
1996,Jihočeský kraj,Jindřichův Hradec,Dačice,14,667,1,1127,1164,87,638,45,234,,418,,60,128,144,5,5948,4732,4752
1996,Jihočeský kraj,Jindřichův Hradec,Dešná,2,19,0,101,33,31,76,2,12,,28,,4,6,38,1,537,353,354
1996,Jihočeský kraj,Jindřichův Hradec,Deštná,4,57,0,77,133,2,24,8,24,,37,,2,16,16,0,470,400,402
1996,Jihočeský kraj,Jindřichův Hradec,Dívčí Kopy,0,4,0,17,6,0,7,0,1,,6,,0,0,2,0,48,43,43
1996,Jihočeský kraj,Jindřichův Hradec,Dobrohošť,0,12,0,5,6,0,0,0,0,,2,,0,1,2,0,29,28,29
1996,Jihočeský kraj,Jindřichův Hradec,Dolní Pěna,1,2,0,16,17,0,7,0,5,,9,,1,2,1,0,73,61,62
1996,Jihočeský kraj,Jindřichův Hradec,Dolní Žďár,0,3,0,23,17,2,11,3,0,,12,,0,1,2,0,93,74,74
1996,Jihočeský kraj,Jindřichův Hradec,Domanín,7,24,1,58,22,0,14,3,6,,21,,2,7,2,0,236,167,169
1996,Jihočeský kraj,Jindřichův Hradec,Doňov,0,4,0,15,15,0,4,3,2,,15,,0,0,4,0,62,62,62
1996,Jihočeský kraj,Jindřichův Hradec,Drunče,0,9,0,16,6,1,5,1,2,,8,,0,0,6,0,57,54,54
1996,Jihočeský kraj,Jindřichův Hradec,Dunajovice,0,25,0,44,30,1,7,1,3,,10,,4,0,10,0,154,135,135
1996,Jihočeský kraj,Jindřichův Hradec,Dvory nad Lužnicí,0,36,1,53,57,2,14,3,8,,13,,6,21,5,0,251,219,219
1996,Jihočeský kraj,Jindřichův Hradec,Frahelž,0,8,0,34,19,1,11,0,3,,6,,2,1,7,2,131,94,94
1996,Jihočeský kraj,Jindřichův Hradec,Hadravova Rosička,0,4,0,10,18,0,3,0,2,,1,,4,0,4,0,47,46,46
1996,Jihočeský kraj,Jindřichův Hradec,Halámky,0,11,1,48,43,0,8,3,5,,10,,4,5,2,0,153,140,140
1996,Jihočeský kraj,Jindřichův Hradec,Hamr,0,14,0,83,64,1,16,7,3,,23,,1,8,6,1,278,227,229
1996,Jihočeský kraj,Jindřichův Hradec,Hatín,0,5,2,52,26,0,28,2,7,,8,,1,10,7,0,186,148,148
1996,Jihočeský kraj,Jindřichův Hradec,Heřmaneč,1,6,0,11,27,1,4,0,2,,7,,0,3,4,0,72,66,66
1996,Jihočeský kraj,Jindřichův Hradec,Horní Meziříčko,0,12,0,25,22,0,1,2,9,,3,,1,7,7,0,94,89,89
1996,Jihočeský kraj,Jindřichův Hradec,Horní Němčice,0,7,0,10,15,3,13,0,2,,3,,2,2,1,0,65,58,58
1996,Jihočeský kraj,Jindřichův Hradec,Horní Pěna,4,10,2,64,42,0,67,2,17,,35,,5,10,21,0,356,279,282
1996,Jihočeský kraj,Jindřichův Hradec,Horní Radouň,0,10,0,71,39,1,55,0,5,,13,,2,0,9,0,239,205,206
1996,Jihočeský kraj,Jindřichův Hradec,Horní Skrýchov,0,3,0,19,18,0,4,0,2,,3,,0,0,3,0,59,52,52
1996,Jihočeský kraj,Jindřichův Hradec,Horní Slatina,1,39,0,24,11,1,8,0,4,,11,,0,6,12,0,123,117,119
1996,Jihočeský kraj,Jindřichův Hradec,Hospříz,1,11,1,53,32,2,48,1,6,,31,,0,3,9,0,259,198,203
1996,Jihočeský kraj,Jindřichův Hradec,Hrachoviště,1,2,0,15,11,3,0,0,1,,15,,0,2,4,0,61,54,55
1996,Jihočeský kraj,Jindřichův Hradec,Hříšice,1,89,0,39,38,3,6,0,6,,9,,1,0,10,0,221,202,202
1996,Jihočeský kraj,Jindřichův Hradec,Chlum u Třeboně,17,85,1,403,339,4,219,24,71,,100,,15,46,57,0,1786,1381,1388
1996,Jihočeský kraj,Jindřichův Hradec,Jarošov nad Nežárkou,5,47,3,163,132,3,55,12,49,,91,,9,41,25,0,765,635,641
1996,Jihočeský kraj,Jindřichův Hradec,Jilem,0,9,0,37,4,0,3,0,4,,13,,1,7,3,0,93,81,81
1996,Jihočeský kraj,Jindřichův Hradec,Jindřichův Hradec,67,776,8,3295,3911,46,1585,198,944,,1232,,245,459,364,2,17310,13132,13211
1996,Jihočeský kraj,Jindřichův Hradec,Kačlehy,0,2,0,11,11,0,2,0,1,,2,,0,0,3,0,40,32,32
1996,Jihočeský kraj,Jindřichův Hradec,Kamenný Malíkov,0,6,0,7,20,0,1,4,7,,10,,1,1,0,0,65,57,58
1996,Jihočeský kraj,Jindřichův Hradec,Kardašova Řečice,4,145,2,303,345,8,109,18,44,,117,,24,43,62,1,1618,1225,1230
1996,Jihočeský kraj,Jindřichův Hradec,Klec,1,4,3,28,32,0,24,3,1,,9,,2,10,0,0,148,117,122
1996,Jihočeský kraj,Jindřichův Hradec,Kostelní Radouň,1,20,0,58,46,0,29,0,5,,7,,0,1,5,0,198,172,172
1996,Jihočeský kraj,Jindřichův Hradec,Kostelní Vydří,0,30,0,34,28,2,6,0,4,,12,,1,3,1,0,145,121,121
1996,Jihočeský kraj,Jindřichův Hradec,Kunžak,5,121,0,244,261,8,66,20,53,,77,,10,33,31,0,1145,929,940
1996,Jihočeský kraj,Jindřichův Hradec,Lásenice,3,9,0,83,88,3,45,5,13,,40,,6,13,9,0,373,317,320
1996,Jihočeský kraj,Jindřichův Hradec,Lodhéřov,6,20,2,106,49,3,65,10,10,,48,,6,9,13,0,458,347,347
1996,Jihočeský kraj,Jindřichův Hradec,Lomnice nad Lužnicí,5,71,5,262,234,0,78,4,109,,77,,15,37,49,0,1195,946,956
1996,Jihočeský kraj,Jindřichův Hradec,Lužnice,0,21,1,65,79,0,17,7,7,,10,,3,6,12,1,247,229,229
1996,Jihočeský kraj,Jindřichův Hradec,Majdalena,2,33,0,78,98,2,45,7,15,,27,,8,6,14,1,414,336,336
1996,Jihočeský kraj,Jindřichův Hradec,Nová Bystřice,3,80,4,524,381,5,363,27,76,,151,,10,43,92,1,2510,1760,1769
1996,Jihočeský kraj,Jindřichův Hradec,Nová Olešná,0,5,0,29,21,1,11,0,4,,13,,1,2,2,0,104,89,89
1996,Jihočeský kraj,Jindřichův Hradec,Nová Včelnice,7,84,1,380,417,2,174,4,80,,120,,18,85,45,1,1880,1418,1430
1996,Jihočeský kraj,Jindřichův Hradec,Nová Ves nad Lužnicí,0,16,1,59,33,0,15,0,1,,19,,7,11,6,0,228,168,170
1996,Jihočeský kraj,Jindřichův Hradec,Novosedly n. Než.,1,29,1,115,124,6,42,4,27,,37,,5,24,12,0,451,427,429
1996,Jihočeský kraj,Jindřichův Hradec,Okrouhlá Radouň,1,15,0,35,22,0,21,1,8,,19,,0,0,9,0,148,131,131
1996,Jihočeský kraj,Jindřichův Hradec,Peč,1,33,0,81,25,5,19,1,5,,37,,1,6,8,0,308,222,223
1996,Jihočeský kraj,Jindřichův Hradec,Písečné,2,25,0,76,37,17,98,6,5,,23,,4,1,25,0,445,319,323
1996,Jihočeský kraj,Jindřichův Hradec,Pístina,2,3,0,29,14,0,4,0,5,,4,,4,5,4,0,85,74,74
1996,Jihočeský kraj,Jindřichův Hradec,Plavsko,0,26,0,86,72,2,37,1,17,,17,,0,9,5,0,320,272,272
1996,Jihočeský kraj,Jindřichův Hradec,Pleše,0,15,0,35,20,0,21,2,8,,9,,2,4,6,0,147,122,122
1996,Jihočeský kraj,Jindřichův Hradec,Pluhův Žďár,6,64,0,78,73,12,41,3,23,,62,,6,9,25,0,521,402,407
1996,Jihočeský kraj,Jindřichův Hradec,Polště,2,5,0,19,9,3,19,0,0,,3,,2,2,2,0,73,66,66
1996,Jihočeský kraj,Jindřichův Hradec,Ponědraž,0,6,0,22,17,1,8,1,8,,3,,0,6,6,0,104,78,78
1996,Jihočeský kraj,Jindřichův Hradec,Ponědrážka,1,8,1,14,13,0,4,1,3,,6,,0,4,8,0,82,63,64
1996,Jihočeský kraj,Jindřichův Hradec,Popelín,3,36,0,96,60,0,37,5,5,,31,,3,1,17,1,343,295,296
1996,Jihočeský kraj,Jindřichův Hradec,Příbraz,1,8,0,55,26,2,21,2,5,,16,,2,0,14,0,181,152,153
1996,Jihočeský kraj,Jindřichův Hradec,Rapšach,1,13,0,104,69,0,48,10,14,,36,,5,10,19,0,434,329,333
1996,Jihočeský kraj,Jindřichův Hradec,Ratiboř,1,7,0,40,24,2,9,0,7,,6,,0,16,7,0,140,119,119
1996,Jihočeský kraj,Jindřichův Hradec,Rodvínov,3,10,0,76,82,1,17,5,11,,25,,3,8,8,0,280,249,250
1996,Jihočeský kraj,Jindřichův Hradec,Roseč,0,15,0,29,31,0,12,2,9,,16,,1,16,10,0,158,141,142
1996,Jihočeský kraj,Jindřichův Hradec,Rosička,0,6,0,8,17,0,5,1,3,,7,,1,2,3,0,54,53,53
1996,Jihočeský kraj,Jindřichův Hradec,Slavonice,14,81,1,395,297,16,323,17,60,,128,,7,38,126,0,1980,1503,1512
1996,Jihočeský kraj,Jindřichův Hradec,Smržov,1,11,0,15,14,0,7,0,3,,7,,2,3,7,0,95,70,70
1996,Jihočeský kraj,Jindřichův Hradec,Staňkov,0,13,0,56,44,1,26,2,6,,8,,1,4,20,0,211,181,183
1996,Jihočeský kraj,Jindřichův Hradec,Staré Hobzí,5,42,0,72,60,7,43,5,17,,27,,4,1,28,1,439,312,313
1996,Jihočeský kraj,Jindřichův Hradec,Staré Město p. Land.,5,17,0,66,63,5,86,2,14,,31,,4,7,22,0,430,322,325
1996,Jihočeský kraj,Jindřichův Hradec,Stráž nad Nežárkou,2,30,0,106,145,5,62,2,33,,29,,10,23,16,0,603,463,467
1996,Jihočeský kraj,Jindřichův Hradec,Strmilov,5,128,0,244,202,3,123,2,44,,78,,12,40,46,0,1124,927,930
1996,Jihočeský kraj,Jindřichův Hradec,Stříbřec,3,18,0,87,55,2,63,6,20,,37,,5,11,16,0,377,323,329
1996,Jihočeský kraj,Jindřichův Hradec,Střížovice,0,29,1,90,87,0,45,3,21,,33,,4,15,16,0,469,344,344
1996,Jihočeský kraj,Jindřichův Hradec,Studená,13,153,2,433,398,3,241,27,74,,181,,4,51,90,1,1962,1671,1678
1996,Jihočeský kraj,Jindřichův Hradec,Suchdol nad Lužnicí,14,131,6,631,567,1,250,25,92,,148,,79,62,122,0,2777,2128,2144
1996,Jihočeský kraj,Jindřichův Hradec,Světce,0,13,0,30,14,1,9,0,0,,3,,2,2,4,0,106,78,80
1996,Jihočeský kraj,Jindřichův Hradec,Třebětice,1,92,0,39,25,3,17,1,5,,7,,2,5,7,0,224,204,205
1996,Jihočeský kraj,Jindřichův Hradec,Třeboň,14,534,4,1381,1819,17,505,84,346,,308,,87,243,197,1,7183,5540,5573
1996,Jihočeský kraj,Jindřichův Hradec,Újezdec,2,3,0,9,22,0,7,0,2,,2,,0,2,4,0,58,53,53
1996,Jihočeský kraj,Jindřichův Hradec,Velký Ratmírov,1,4,0,40,9,2,19,4,0,,19,,3,5,7,0,155,113,115
1996,Jihočeský kraj,Jindřichův Hradec,Vícemil,0,16,0,27,13,0,2,1,3,,11,,0,1,0,0,82,74,76
1996,Jihočeský kraj,Jindřichův Hradec,Višňová,1,4,0,22,7,1,3,0,4,,5,,0,1,2,0,62,50,51
1996,Jihočeský kraj,Jindřichův Hradec,Vlčetínec,0,0,0,14,9,0,4,0,1,,14,,0,0,2,1,49,45,46
1996,Jihočeský kraj,Jindřichův Hradec,Volfířov,1,59,1,134,108,9,48,8,21,,35,,12,18,15,0,547,469,469
1996,Jihočeský kraj,Jindřichův Hradec,Vydří,1,3,0,23,18,2,16,1,2,,8,,1,0,4,0,93,79,79
1996,Jihočeský kraj,Jindřichův Hradec,Záblatí,0,10,0,2,16,0,12,0,2,,5,,1,7,0,0,65,55,56
1996,Jihočeský kraj,Jindřichův Hradec,Záhoří,1,5,3,24,16,1,9,3,1,,7,,0,6,10,0,107,86,86
1996,Jihočeský kraj,Jindřichův Hradec,Zahrádky,3,19,0,55,41,0,17,2,3,,21,,3,6,12,2,225,184,191
1996,Jihočeský kraj,Jindřichův Hradec,Žďár,0,5,0,21,10,0,5,0,3,,7,,0,1,5,0,61,57,57
1996,Jihočeský kraj,Jindřichův Hradec,Županovice,1,0,0,9,1,5,5,0,0,,0,,0,0,5,0,37,26,26
1996,Jihočeský kraj,Pelhřimov,Arneštovice,0,15,0,25,5,2,1,0,3,,11,,0,0,1,0,64,63,63
1996,Jihočeský kraj,Pelhřimov,Bácovice,0,9,0,9,10,1,9,1,1,,3,,1,0,3,0,53,47,48
1996,Jihočeský kraj,Pelhřimov,Bělá,0,15,0,6,2,0,4,0,0,,3,,0,2,3,0,35,35,35
1996,Jihočeský kraj,Pelhřimov,Bohdalín,1,21,1,54,41,0,15,1,9,,5,,3,1,10,1,196,163,164
1996,Jihočeský kraj,Pelhřimov,Bořetice,0,7,1,24,10,2,8,0,1,,0,,0,5,1,0,61,59,61
1996,Jihočeský kraj,Pelhřimov,Bořetín,9,9,0,21,20,0,6,2,8,,1,,0,0,2,0,88,78,80
1996,Jihočeský kraj,Pelhřimov,Božejov,3,41,0,115,81,9,73,6,24,,40,,0,9,18,0,495,419,422
1996,Jihočeský kraj,Pelhřimov,Bratřice,1,29,1,18,22,2,28,4,1,,20,,0,2,2,0,141,130,130
1996,Jihočeský kraj,Pelhřimov,Budíkov,1,10,0,47,19,0,62,1,5,,25,,0,2,4,0,199,176,180
1996,Jihočeský kraj,Pelhřimov,Buřenice,1,22,0,46,32,2,24,0,3,,21,,10,0,9,0,191,170,171
1996,Jihočeský kraj,Pelhřimov,Bystrá,0,6,0,25,17,0,2,2,1,,5,,6,3,2,0,78,69,69
1996,Jihočeský kraj,Pelhřimov,Cetoraz,3,14,0,42,38,2,38,7,6,,15,,1,15,5,0,224,186,187
1996,Jihočeský kraj,Pelhřimov,Čáslavsko,0,33,0,26,22,2,16,0,8,,12,,1,1,5,0,130,126,127
1996,Jihočeský kraj,Pelhřimov,Častrov,4,87,2,88,93,4,52,4,30,,20,,7,3,18,2,457,414,415
1996,Jihočeský kraj,Pelhřimov,Čejov,0,34,0,73,45,0,111,1,8,,18,,0,6,9,0,331,305,308
1996,Jihočeský kraj,Pelhřimov,Čelistná,0,17,0,18,12,4,5,0,4,,3,,1,1,4,0,85,69,70
1996,Jihočeský kraj,Pelhřimov,Černov,0,18,0,25,14,4,7,0,3,,11,,1,3,2,0,92,88,89
1996,Jihočeský kraj,Pelhřimov,Černovice,9,119,1,206,296,3,144,25,63,,97,,24,24,47,0,1401,1058,1068
1996,Jihočeský kraj,Pelhřimov,Červená Řečice,6,61,0,144,201,5,44,7,64,,36,,5,14,31,0,801,618,625
1996,Jihočeský kraj,Pelhřimov,Čížkov,1,9,0,27,25,2,7,0,1,,6,,0,0,6,0,94,84,85
1996,Jihočeský kraj,Pelhřimov,Dehtáře,0,13,0,30,14,4,3,0,2,,4,,0,0,0,0,76,70,71
1996,Jihočeský kraj,Pelhřimov,Dobrá Voda,2,27,1,41,36,2,12,1,1,,6,,2,5,3,0,167,139,140
1996,Jihočeský kraj,Pelhřimov,Dobrá Voda u Pacova,2,26,0,9,3,0,5,0,5,,2,,3,0,7,0,69,62,63
1996,Jihočeský kraj,Pelhřimov,Dubovice,0,4,0,6,16,0,3,2,4,,2,,0,0,1,0,49,38,38
1996,Jihočeský kraj,Pelhřimov,Důl,0,7,0,17,1,0,4,3,0,,4,,1,1,4,0,50,42,42
1996,Jihočeský kraj,Pelhřimov,Eš,0,6,0,13,4,0,1,0,9,,4,,0,1,4,0,44,42,42
1996,Jihočeský kraj,Pelhřimov,Hojanovice,0,18,0,25,3,0,2,0,1,,4,,0,17,1,0,75,71,72
1996,Jihočeský kraj,Pelhřimov,Hojovice,1,24,0,21,11,2,2,0,1,,4,,0,0,2,0,78,68,68
1996,Jihočeský kraj,Pelhřimov,Horní Cerekev,9,138,0,309,284,7,122,14,63,,144,,17,19,34,3,1400,1163,1172
1996,Jihočeský kraj,Pelhřimov,Horní Rápotice,1,17,0,15,11,1,10,0,5,,23,,1,6,7,0,105,97,99
1996,Jihočeský kraj,Pelhřimov,Horní Ves,1,9,0,53,62,5,48,0,12,,21,,6,6,4,0,258,227,228
1996,Jihočeský kraj,Pelhřimov,Hořepník,5,45,0,111,88,13,41,7,19,,45,,3,18,20,0,488,415,416
1996,Jihočeský kraj,Pelhřimov,Hořice,2,29,0,39,11,5,30,3,6,,4,,0,3,5,0,161,137,139
1996,Jihočeský kraj,Pelhřimov,Humpolec,15,614,5,1904,1753,33,992,94,366,,540,,128,191,179,4,8675,6818,6865
1996,Jihočeský kraj,Pelhřimov,Chýstovice,1,20,0,10,5,0,2,0,4,,3,,0,0,4,1,51,50,51
1996,Jihočeský kraj,Pelhřimov,Chyšná,0,6,0,11,18,2,5,2,0,,12,,0,1,6,0,70,63,64
1996,Jihočeský kraj,Pelhřimov,Jankov,0,4,0,16,8,0,0,0,0,,5,,0,0,0,0,34,33,33
1996,Jihočeský kraj,Pelhřimov,Ježov,0,16,0,14,9,0,3,0,3,,2,,0,0,0,0,54,47,48
1996,Jihočeský kraj,Pelhřimov,Jiřice,4,76,1,113,98,0,54,0,18,,58,,4,5,11,0,491,442,445
1996,Jihočeský kraj,Pelhřimov,Kaliště,2,39,0,62,44,5,22,3,5,,24,,3,7,10,0,268,226,227
1996,Jihočeský kraj,Pelhřimov,Kámen,1,14,0,51,49,1,15,0,14,,12,,4,1,11,1,220,174,179
1996,Jihočeský kraj,Pelhřimov,Kamenice nad Lipou,24,164,1,631,564,16,404,37,197,,288,,46,90,70,0,3191,2532,2541
1996,Jihočeský kraj,Pelhřimov,Kejžlice,0,23,0,45,44,3,34,4,11,,40,,1,2,5,0,237,212,213
1996,Jihočeský kraj,Pelhřimov,Koberovice,0,19,0,44,12,3,10,2,5,,7,,2,6,5,0,129,115,116
1996,Jihočeský kraj,Pelhřimov,Kojčice,3,27,0,43,43,3,18,2,16,,21,,1,3,2,0,196,182,182
1996,Jihočeský kraj,Pelhřimov,Komorovice,0,28,0,32,13,0,15,1,2,,16,,3,4,2,0,134,116,116
1996,Jihočeský kraj,Pelhřimov,Košetice,1,74,0,133,106,12,29,5,25,,40,,5,4,17,1,531,452,453
1996,Jihočeský kraj,Pelhřimov,Krasíkovice,1,6,0,24,8,1,10,0,12,,10,,0,2,2,0,77,76,76
1996,Jihočeský kraj,Pelhřimov,Křeč,4,35,0,58,35,4,9,2,5,,11,,0,1,6,0,200,170,173
1996,Jihočeský kraj,Pelhřimov,Křelovice,4,34,0,56,68,14,14,6,9,,21,,2,9,10,0,294,247,247
1996,Jihočeský kraj,Pelhřimov,Křešín,0,33,1,26,27,0,14,3,3,,10,,2,3,8,0,154,130,130
1996,Jihočeský kraj,Pelhřimov,Leskovice,0,3,0,23,20,2,15,0,5,,2,,0,2,0,0,78,72,72
1996,Jihočeský kraj,Pelhřimov,Lesná,1,19,0,4,10,0,3,0,3,,12,,0,3,1,0,58,56,56
1996,Jihočeský kraj,Pelhřimov,Lhota-Vlasenice,0,5,0,20,13,6,7,0,4,,3,,2,1,4,0,66,65,65
1996,Jihočeský kraj,Pelhřimov,Libkova Voda,0,19,0,33,37,10,12,1,8,,5,,1,3,6,0,145,135,135
1996,Jihočeský kraj,Pelhřimov,Lidmaň,1,24,0,16,44,1,12,0,12,,5,,8,5,3,0,168,131,133
1996,Jihočeský kraj,Pelhřimov,Litohošť,1,3,0,7,8,0,3,1,0,,17,,1,0,2,0,53,43,43
1996,Jihočeský kraj,Pelhřimov,Lukavec,5,136,0,145,161,10,107,26,39,,60,,6,27,14,1,884,737,745
1996,Jihočeský kraj,Pelhřimov,Martinice u Onšova,2,12,1,9,8,0,0,1,2,,2,,0,1,1,0,39,39,39
1996,Jihočeský kraj,Pelhřimov,Mezilesí,1,26,0,19,32,0,9,1,7,,9,,1,0,4,0,122,109,109
1996,Jihočeský kraj,Pelhřimov,Mezná,0,19,0,17,12,4,10,0,4,,8,,2,2,4,0,88,82,85
1996,Jihočeský kraj,Pelhřimov,Mladé Bříště,0,26,0,57,29,2,20,0,11,,4,,0,3,4,0,172,156,158
1996,Jihočeský kraj,Pelhřimov,Mnich,2,33,0,98,29,1,85,7,17,,31,,1,4,8,0,380,316,318
1996,Jihočeský kraj,Pelhřimov,Moraveč,0,5,0,43,42,1,22,1,6,,8,,0,1,1,0,166,130,133
1996,Jihočeský kraj,Pelhřimov,Mysletín,0,8,0,19,18,0,17,1,3,,0,,0,0,0,0,73,66,66
1996,Jihočeský kraj,Pelhřimov,Nová Buková,1,10,0,21,10,0,7,4,1,,8,,0,1,1,0,70,64,64
1996,Jihočeský kraj,Pelhřimov,Nová Cerekev,6,86,0,206,191,12,68,5,39,,70,,9,23,40,1,936,756,761
1996,Jihočeský kraj,Pelhřimov,Nový Rychnov,7,101,0,211,133,12,37,12,43,,65,,10,53,20,0,785,704,708
1996,Jihočeský kraj,Pelhřimov,Obrataň,5,91,0,122,110,4,68,8,30,,41,,4,20,26,1,666,530,531
1996,Jihočeský kraj,Pelhřimov,Olešná,0,57,0,88,83,4,28,2,11,,22,,6,7,13,0,368,321,323
1996,Jihočeský kraj,Pelhřimov,Ondřejov,1,20,0,33,19,2,10,0,5,,0,,0,6,3,0,101,99,99
1996,Jihočeský kraj,Pelhřimov,Onšov,0,22,0,47,38,3,9,4,8,,9,,5,2,12,1,208,160,160
1996,Jihočeský kraj,Pelhřimov,Pacov,18,330,1,813,869,20,333,85,171,,288,,66,94,86,5,4020,3179,3196
1996,Jihočeský kraj,Pelhřimov,Pavlov,3,5,0,10,18,1,20,2,3,,11,,1,2,2,0,100,78,81
1996,Jihočeský kraj,Pelhřimov,Pelhřimov,33,998,7,2765,2837,43,1017,134,868,,710,,137,292,232,7,12663,10080,10122
1996,Jihočeský kraj,Pelhřimov,Píšť,1,11,0,17,25,0,5,0,4,,10,,1,3,4,0,87,81,81
1996,Jihočeský kraj,Pelhřimov,Počátky,19,223,6,451,430,13,227,15,105,,168,,41,61,43,0,2185,1802,1808
1996,Jihočeský kraj,Pelhřimov,Pošná,0,42,0,32,35,1,25,3,3,,11,,5,4,8,0,224,169,170
1996,Jihočeský kraj,Pelhřimov,Proseč,1,14,0,12,5,1,5,1,0,,25,,4,1,2,0,73,71,71
1996,Jihočeský kraj,Pelhřimov,Proseč p.Křemešníkem,0,9,0,10,23,0,0,0,2,,8,,0,8,2,0,69,62,62
1996,Jihočeský kraj,Pelhřimov,Putimov,1,19,0,49,21,3,5,0,4,,12,,3,14,3,1,151,135,135
1996,Jihočeský kraj,Pelhřimov,Rodinov,2,18,0,38,35,0,19,1,10,,5,,1,2,4,0,159,135,136
1996,Jihočeský kraj,Pelhřimov,Rovná,0,10,0,13,5,3,10,0,0,,13,,0,1,0,0,58,55,55
1996,Jihočeský kraj,Pelhřimov,Rynárec,2,41,0,41,96,6,23,6,35,,30,,1,6,13,0,355,300,303
