year,region,county,town,Nezávislí,kdúčsl,Strana demokratické levice,čssd,ods,Českomoravská unie středu,ksčm,Levý blok,Občanská demokratická aliance,Mor.nár.str.-Hn.slezskom.sjed.,Sdruž.pro rep.-Republ.str.Čsl.,Hn.samosp.M.aSl.-Mor.nár.sjed.,Svobodní demokraté-LSNS,Demokratická unie,Důchodci za životní jistoty,Česká pravice,voters,votes_ok,votes_all
1996,Jihočeský kraj,Pelhřimov,Řečice,0,47,0,37,12,0,11,0,0,,10,,0,7,3,0,140,127,127
1996,Jihočeský kraj,Pelhřimov,Salačova Lhota,0,21,0,23,13,15,6,2,2,,4,,0,2,5,0,106,93,93
1996,Jihočeský kraj,Pelhřimov,Samšín,3,33,0,10,23,2,3,5,7,,35,,0,0,5,0,134,126,127
1996,Jihočeský kraj,Pelhřimov,Sedlice,1,11,0,36,41,0,2,2,6,,3,,4,0,2,0,117,108,108
1996,Jihočeský kraj,Pelhřimov,Senožaty,3,74,0,125,101,2,51,7,22,,32,,7,4,21,0,543,449,450
1996,Jihočeský kraj,Pelhřimov,Staré Bříště,0,0,0,19,6,0,5,0,4,,0,,1,2,2,0,43,39,39
1996,Jihočeský kraj,Pelhřimov,Stojčín,1,5,0,43,12,0,4,0,4,,7,,2,1,9,0,101,88,88
1996,Jihočeský kraj,Pelhřimov,Střítež,0,26,0,11,13,1,10,5,2,,2,,2,0,4,0,91,76,76
1996,Jihočeský kraj,Pelhřimov,Střítež p.Křemešník.,0,9,0,14,5,2,2,0,0,,0,,0,0,2,0,36,34,34
1996,Jihočeský kraj,Pelhřimov,Svépravice,0,18,0,29,11,2,6,0,0,,9,,2,8,2,0,96,87,87
1996,Jihočeský kraj,Pelhřimov,Syrov,0,12,0,9,9,0,2,0,1,,5,,0,0,1,0,49,39,41
1996,Jihočeský kraj,Pelhřimov,Těchobuz,0,7,0,15,21,1,4,0,0,,2,,1,0,8,0,74,59,60
1996,Jihočeský kraj,Pelhřimov,Těmice,5,29,1,91,39,2,58,4,17,,42,,1,4,9,0,347,302,305
1996,Jihočeský kraj,Pelhřimov,Ústrašín,1,20,0,42,33,3,18,2,7,,7,,2,3,4,0,146,142,143
1996,Jihočeský kraj,Pelhřimov,Útěchovice,2,8,0,9,12,0,8,1,2,,3,,0,2,4,0,66,51,53
1996,Jihočeský kraj,Pelhřimov,Útěchovice p.Straž.,0,20,0,20,3,1,18,1,0,,30,,2,0,4,0,103,99,101
1996,Jihočeský kraj,Pelhřimov,Útěchovičky,0,21,0,3,10,0,9,0,6,,2,,1,2,0,0,60,54,55
1996,Jihočeský kraj,Pelhřimov,Včelnička,0,4,0,32,35,0,32,2,18,,10,,6,0,6,0,159,145,145
1996,Jihočeský kraj,Pelhřimov,Velká Chyška,1,45,0,31,46,5,24,9,5,,45,,0,3,13,0,257,227,229
1996,Jihočeský kraj,Pelhřimov,Velký Rybník,0,16,0,39,22,0,19,2,4,,6,,1,2,8,0,135,119,120
1996,Jihočeský kraj,Pelhřimov,Veselá,1,43,2,40,26,2,27,0,10,,12,,0,5,2,0,187,170,173
1996,Jihočeský kraj,Pelhřimov,Věžná,0,36,0,22,10,2,2,0,3,,8,,1,1,4,0,101,89,89
1996,Jihočeský kraj,Pelhřimov,Vojslavice,1,23,0,24,22,0,4,1,3,,3,,4,1,1,0,93,87,87
1996,Jihočeský kraj,Pelhřimov,Vokov,0,11,0,7,14,3,0,0,0,,3,,1,0,4,0,45,43,43
1996,Jihočeský kraj,Pelhřimov,Vyklantice,1,31,1,27,21,0,36,3,4,,13,,2,3,16,1,173,159,160
1996,Jihočeský kraj,Pelhřimov,Vyskytná,1,41,1,133,118,3,32,1,30,,34,,1,13,7,0,484,415,418
1996,Jihočeský kraj,Pelhřimov,Vysoká Lhota,0,4,0,5,5,0,2,3,0,,0,,0,2,1,0,23,22,22
1996,Jihočeský kraj,Pelhřimov,Vystrkov,3,14,0,38,17,0,21,3,16,,5,,0,17,3,0,145,137,137
1996,Jihočeský kraj,Pelhřimov,Zachotín,1,13,0,27,49,1,24,2,11,,18,,1,1,2,0,181,150,151
1996,Jihočeský kraj,Pelhřimov,Zajíčkov,5,24,0,31,39,0,15,1,1,,8,,1,4,7,0,145,136,136
1996,Jihočeský kraj,Pelhřimov,Zhořec,0,24,0,26,16,1,21,1,5,,6,,0,0,6,0,118,106,107
1996,Jihočeský kraj,Pelhřimov,Zlátenka,0,7,0,3,7,0,3,0,5,,0,,3,0,0,0,31,28,28
1996,Jihočeský kraj,Pelhřimov,Želiv,3,138,0,217,207,3,115,10,40,,74,,8,15,32,0,987,862,864
1996,Jihočeský kraj,Pelhřimov,Žirov,0,11,0,12,13,0,1,0,4,,1,,0,0,3,0,52,45,45
1996,Jihočeský kraj,Pelhřimov,Žirovnice,18,137,1,567,579,7,306,28,119,,117,,32,53,89,0,2415,2053,2062
1996,Jihočeský kraj,Písek,Albrechtice n.Vltav.,3,45,1,168,151,3,90,9,33,,32,,10,16,17,0,723,578,579
1996,Jihočeský kraj,Písek,Bernartice,4,82,3,231,192,7,82,15,37,,58,,10,19,48,1,989,789,796
1996,Jihočeský kraj,Písek,Borovany,3,10,0,42,26,4,31,2,9,,12,,1,1,6,0,179,147,147
1996,Jihočeský kraj,Písek,Boudy,0,10,0,27,64,1,2,0,17,,13,,1,12,1,0,176,148,150
1996,Jihočeský kraj,Písek,Božetice,2,34,0,73,73,0,7,3,15,,24,,1,15,7,0,300,254,259
1996,Jihočeský kraj,Písek,Branice,6,17,0,54,30,0,50,3,6,,29,,4,10,3,0,245,212,215
1996,Jihočeský kraj,Písek,Cerhonice,2,17,0,15,33,1,13,1,11,,9,,0,1,13,0,136,116,116
1996,Jihočeský kraj,Písek,Čimelice,6,43,0,186,167,3,94,9,35,,34,,5,29,18,0,834,629,631
1996,Jihočeský kraj,Písek,Čížová,1,36,1,127,104,3,60,7,31,,56,,8,12,17,0,643,463,468
1996,Jihočeský kraj,Písek,Dobev,0,63,0,128,85,3,55,2,20,,39,,6,19,15,0,533,435,438
1996,Jihočeský kraj,Písek,Dolní Novosedly,0,8,0,21,28,1,16,3,9,,21,,2,5,12,0,150,126,128
1996,Jihočeský kraj,Písek,Dražíč,1,44,0,24,43,3,36,1,6,,5,,2,3,6,0,241,174,178
1996,Jihočeský kraj,Písek,Drhovle,7,79,1,71,93,3,47,6,27,,25,,8,13,47,1,520,428,433
1996,Jihočeský kraj,Písek,Heřmaň,0,17,0,32,35,0,20,1,15,,11,,4,5,2,0,171,142,143
1996,Jihočeský kraj,Písek,Horosedly,2,19,0,11,16,1,11,0,1,,6,,6,1,3,0,90,77,79
1996,Jihočeský kraj,Písek,Hrazany,1,43,0,57,35,2,13,1,5,,21,,3,7,17,0,236,205,207
1996,Jihočeský kraj,Písek,Hrejkovice,2,62,0,91,55,4,31,2,19,,22,,4,12,13,3,387,320,324
1996,Jihočeský kraj,Písek,Chyšky,7,184,1,150,110,5,42,7,20,,74,,7,34,17,0,799,658,659
1996,Jihočeský kraj,Písek,Jetětice,0,6,0,51,48,1,44,3,5,,13,,4,5,15,0,230,195,196
1996,Jihočeský kraj,Písek,Jickovice,3,13,0,23,22,0,14,1,4,,7,,4,6,2,0,100,99,100
1996,Jihočeský kraj,Písek,Kestřany,8,39,0,92,88,3,43,4,27,,67,,7,7,10,0,486,395,397
1996,Jihočeský kraj,Písek,Kluky,1,57,0,94,53,3,27,3,5,,47,,5,9,26,0,385,330,332
1996,Jihočeský kraj,Písek,Kostelec nad Vltavou,1,34,0,63,88,1,46,2,14,,16,,2,4,14,0,350,285,286
1996,Jihočeský kraj,Písek,Kovářov,6,245,1,224,256,7,108,11,49,,50,,8,25,30,0,1222,1020,1030
1996,Jihočeský kraj,Písek,Kožlí,0,3,0,6,14,0,9,0,0,,1,,0,0,4,0,42,37,37
1996,Jihočeský kraj,Písek,Králova Lhota,5,16,0,43,22,0,30,2,5,,13,,1,3,9,0,200,149,149
1996,Jihočeský kraj,Písek,Křenovice,0,7,0,23,38,0,13,0,12,,3,,1,4,10,0,119,111,112
1996,Jihočeský kraj,Písek,Křižanov,0,12,0,15,10,2,17,1,5,,1,,2,2,6,0,73,73,73
1996,Jihočeský kraj,Písek,Kučeř,4,32,0,19,37,1,15,1,10,,8,,6,2,4,0,157,139,139
1996,Jihočeský kraj,Písek,Květov,1,13,0,17,16,0,12,3,8,,6,,1,1,8,0,95,86,86
1996,Jihočeský kraj,Písek,Lety,4,21,0,42,41,1,28,0,10,,21,,3,3,3,0,229,177,178
1996,Jihočeský kraj,Písek,Milevsko,20,505,8,1495,1690,19,612,41,406,,373,,90,260,187,0,7412,5706,5741
1996,Jihočeský kraj,Písek,Minice,1,6,0,8,6,0,2,1,1,,2,,0,6,1,0,37,34,34
1996,Jihočeský kraj,Písek,Mirotice,10,39,0,215,120,2,57,8,45,,97,,14,18,30,2,848,657,667
1996,Jihočeský kraj,Písek,Mirovice,6,87,0,253,250,0,122,12,52,,75,,13,59,37,1,1281,967,980
1996,Jihočeský kraj,Písek,Mišovice,0,19,0,39,40,0,22,0,8,,17,,0,9,5,0,203,159,159
1996,Jihočeský kraj,Písek,Myslín,0,7,0,18,15,0,9,2,8,,5,,0,1,2,0,85,67,68
1996,Jihočeský kraj,Písek,Nerestce,0,6,0,19,24,0,5,1,3,,2,,0,9,8,0,80,77,77
1996,Jihočeský kraj,Písek,Nevězice,0,3,0,35,24,0,10,2,8,,12,,0,5,7,0,147,106,106
1996,Jihočeský kraj,Písek,Okrouhlá,1,3,0,13,10,0,11,0,0,,7,,0,2,5,0,56,52,52
1996,Jihočeský kraj,Písek,Olešná,3,6,0,16,18,0,19,2,1,,4,,1,5,1,0,87,76,77
1996,Jihočeský kraj,Písek,Orlík nad Vltavou,3,9,0,75,66,0,17,1,16,,19,,1,8,10,0,282,225,227
1996,Jihočeský kraj,Písek,Osek,2,8,0,20,16,0,18,0,3,,5,,3,7,7,0,103,89,93
1996,Jihočeský kraj,Písek,Oslov,3,21,0,74,41,0,16,5,17,,12,,4,9,12,0,245,214,219
1996,Jihočeský kraj,Písek,Ostrovec,3,25,0,75,67,1,32,2,22,,28,,4,8,10,2,365,279,279
1996,Jihočeský kraj,Písek,Paseky,1,8,0,26,40,0,9,0,3,,4,,1,1,2,0,115,95,95
1996,Jihočeský kraj,Písek,Písek,69,991,12,4291,5462,39,1975,294,1423,,1331,,424,714,402,7,22948,17434,17515
1996,Jihočeský kraj,Písek,Podolí I,1,7,0,62,57,1,36,2,5,,30,,3,1,17,2,284,224,224
1996,Jihočeský kraj,Písek,Probulov,0,4,0,13,3,1,2,1,2,,13,,0,0,2,0,49,41,42
1996,Jihočeský kraj,Písek,Protivín,15,214,0,799,851,13,247,62,172,,191,,49,142,101,1,3857,2857,2886
1996,Jihočeský kraj,Písek,Přeborov,6,23,0,19,20,0,10,0,9,,2,,1,3,5,0,111,98,98
1996,Jihočeský kraj,Písek,Předotice,3,34,1,77,72,2,47,3,17,,17,,3,9,13,0,373,298,299
1996,Jihočeský kraj,Písek,Přeštěnice,3,14,0,63,40,0,14,1,8,,25,,0,11,4,0,222,183,183
1996,Jihočeský kraj,Písek,Putim,1,23,0,66,81,2,47,5,14,,20,,4,1,8,0,364,272,274
1996,Jihočeský kraj,Písek,Rakovice,0,21,0,48,21,1,30,1,7,,10,,0,2,8,0,178,149,149
1996,Jihočeský kraj,Písek,Ražice,2,49,0,63,68,0,29,2,28,,24,,4,9,14,0,362,292,292
1996,Jihočeský kraj,Písek,Sepekov,11,102,1,199,182,10,114,11,40,,77,,14,20,38,0,1043,819,830
1996,Jihočeský kraj,Písek,Skály,2,14,0,38,27,1,45,0,7,,33,,4,1,14,0,231,186,187
1996,Jihočeský kraj,Písek,Slabčice,2,41,2,54,51,2,29,0,17,,24,,2,4,8,0,304,236,239
1996,Jihočeský kraj,Písek,Smetanova Lhota,0,25,0,51,49,0,20,1,17,,19,,1,7,2,0,244,192,193
1996,Jihočeský kraj,Písek,Stehlovice,1,22,0,14,15,0,11,0,0,,5,,2,2,5,0,83,77,78
1996,Jihočeský kraj,Písek,Tálín,0,8,3,15,22,0,15,0,14,,2,,2,2,11,0,132,94,94
1996,Jihočeský kraj,Písek,Temešvár,0,9,0,34,15,0,3,0,6,,3,,3,1,6,0,82,80,80
1996,Jihočeský kraj,Písek,Varvažov,0,6,0,45,34,0,47,2,11,,5,,0,3,5,0,185,158,160
1996,Jihočeský kraj,Písek,Veselíčko,0,8,0,35,26,1,18,2,5,,8,,5,5,10,0,123,123,123
1996,Jihočeský kraj,Písek,Vlastec,2,7,0,48,22,0,15,2,3,,16,,3,5,3,0,151,126,126
1996,Jihočeský kraj,Písek,Vlksice,5,15,0,33,18,1,5,2,7,,8,,6,7,2,0,132,109,109
1996,Jihočeský kraj,Písek,Vojníkov,0,6,0,12,23,0,11,0,5,,11,,1,1,1,0,79,71,71
1996,Jihočeský kraj,Písek,Vráž,0,21,0,73,77,2,35,7,16,,21,,4,12,15,0,339,283,284
1996,Jihočeský kraj,Písek,Vrcovice,0,1,0,21,21,0,2,0,10,,6,,2,7,3,0,80,73,73
1996,Jihočeský kraj,Písek,Záhoří,4,47,0,126,102,1,57,7,30,,40,,19,19,19,0,579,471,475
1996,Jihočeský kraj,Písek,Zbelítov,0,26,0,67,53,1,29,4,5,,18,,1,1,7,0,251,212,212
1996,Jihočeský kraj,Písek,Zběšičky,4,8,0,20,12,1,14,0,1,,2,,1,0,6,0,75,69,69
1996,Jihočeský kraj,Písek,Zhoř,1,35,0,27,43,5,11,1,8,,15,,2,3,13,2,200,166,169
1996,Jihočeský kraj,Písek,Zvíkovské Podhradí,8,10,1,27,50,2,12,1,5,,13,,7,2,7,0,172,145,145
1996,Jihočeský kraj,Písek,Žďár,1,19,0,41,33,0,41,3,14,,10,,3,3,6,0,200,174,178
1996,Jihočeský kraj,Prachatice,Babice,0,6,0,7,17,0,0,0,1,,1,,1,2,9,0,51,44,44
1996,Jihočeský kraj,Prachatice,Bohumilice,0,16,1,53,31,2,34,0,5,,8,,1,8,10,0,219,169,171
1996,Jihočeský kraj,Prachatice,Bohunice,0,1,0,13,13,0,3,0,0,,5,,1,1,5,0,45,42,42
1996,Jihočeský kraj,Prachatice,Borová Lada,2,13,0,41,34,3,21,2,10,,19,,5,5,8,0,231,163,163
1996,Jihočeský kraj,Prachatice,Bošice,0,26,0,44,55,2,40,0,9,,15,,1,10,9,0,267,211,211
1996,Jihočeský kraj,Prachatice,Budkov,0,0,0,23,9,0,8,0,1,,0,,2,1,11,0,69,55,55
1996,Jihočeský kraj,Prachatice,Buk,2,28,0,43,58,2,43,2,3,,6,,1,0,2,0,217,190,190
1996,Jihočeský kraj,Prachatice,Bušanovice,3,17,0,29,19,0,21,4,5,,11,,11,19,10,0,177,149,149
1996,Jihočeský kraj,Prachatice,Čkyně,6,90,0,243,241,10,71,15,50,,60,,14,40,36,2,1121,878,884
1996,Jihočeský kraj,Prachatice,Drslavice,0,10,0,14,3,0,7,0,4,,7,,5,0,4,0,58,54,54
1996,Jihočeský kraj,Prachatice,Dub,0,27,0,52,63,0,24,0,10,,6,,1,18,5,0,282,206,206
1996,Jihočeský kraj,Prachatice,Dvory,0,12,0,7,4,0,5,3,1,,7,,0,3,1,0,56,43,45
1996,Jihočeský kraj,Prachatice,Horní Vltavice,2,7,1,65,37,3,38,5,9,,5,,1,7,15,0,290,195,201
1996,Jihočeský kraj,Prachatice,Hracholusky,0,33,2,73,60,1,18,0,23,,20,,5,13,9,0,366,257,261
1996,Jihočeský kraj,Prachatice,Husinec,3,38,0,145,212,3,61,9,33,,63,,14,126,42,1,939,750,752
1996,Jihočeský kraj,Prachatice,Chlumany,0,36,0,38,35,1,28,1,4,,6,,4,11,6,0,213,170,172
1996,Jihočeský kraj,Prachatice,Chroboly,0,19,0,68,21,1,47,4,11,,25,,2,5,21,0,314,224,224
1996,Jihočeský kraj,Prachatice,Chvalovice,0,5,0,20,30,0,10,3,1,,11,,0,5,12,0,136,97,99
1996,Jihočeský kraj,Prachatice,Kratušín,0,8,0,5,13,1,3,1,4,,3,,0,0,1,0,46,39,39
1996,Jihočeský kraj,Prachatice,Křišťanov,0,4,1,28,16,0,17,0,0,,8,,0,1,7,1,113,83,84
1996,Jihočeský kraj,Prachatice,Ktiš,0,18,0,48,50,1,49,2,13,,23,,5,9,18,0,334,236,236
1996,Jihočeský kraj,Prachatice,Kubova Huť,2,4,1,14,24,0,5,1,7,,9,,0,0,0,0,87,67,67
1996,Jihočeský kraj,Prachatice,Kvilda,0,1,0,27,20,0,31,6,12,,9,,3,1,2,0,158,112,112
1996,Jihočeský kraj,Prachatice,Lažiště,0,20,2,42,41,2,7,2,4,,20,,9,7,13,0,211,169,170
1996,Jihočeský kraj,Prachatice,Lčovice,1,16,0,13,23,1,7,1,6,,4,,4,2,4,0,109,82,84
1996,Jihočeský kraj,Prachatice,Lenora,4,50,0,84,129,4,77,5,22,,17,,16,8,25,0,627,441,450
1996,Jihočeský kraj,Prachatice,Lhenice,3,141,2,205,292,4,71,22,66,,78,,15,47,39,0,1335,985,995
1996,Jihočeský kraj,Prachatice,Lipovice,0,13,1,33,26,0,34,0,1,,7,,2,2,5,0,148,124,125
1996,Jihočeský kraj,Prachatice,Lužice,0,13,0,5,13,0,1,0,1,,1,,0,1,2,0,39,37,37
1996,Jihočeský kraj,Prachatice,Mahouš,0,24,0,19,25,1,3,0,1,,9,,1,2,2,0,101,87,87
1996,Jihočeský kraj,Prachatice,Malovice,2,68,1,85,100,4,34,8,10,,35,,5,24,31,1,475,408,411
1996,Jihočeský kraj,Prachatice,Mičovice,3,27,1,40,36,1,12,6,12,,25,,1,6,18,0,244,188,190
1996,Jihočeský kraj,Prachatice,Nebahovy,6,31,0,60,60,1,32,0,16,,15,,5,3,11,1,306,241,242
1996,Jihočeský kraj,Prachatice,Němčice,2,25,1,26,51,2,1,0,2,,8,,0,3,4,0,140,125,125
1996,Jihočeský kraj,Prachatice,Netolice,8,152,0,356,427,8,225,20,64,,89,,19,37,80,0,1982,1485,1485
1996,Jihočeský kraj,Prachatice,Nicov,2,5,0,22,8,2,11,0,4,,2,,1,0,5,0,77,62,62
1996,Jihočeský kraj,Prachatice,Nová Pec,1,10,0,80,64,2,72,1,15,,25,,16,5,55,0,488,346,346
1996,Jihočeský kraj,Prachatice,Nové Hutě,0,4,0,15,24,1,2,0,9,,4,,5,0,3,0,81,67,67
1996,Jihočeský kraj,Prachatice,Olšovice,0,13,0,2,10,0,0,0,2,,3,,1,5,1,0,44,37,37
1996,Jihočeský kraj,Prachatice,Pěčnov,0,7,0,7,10,0,2,0,0,,0,,3,0,1,0,36,30,33
1996,Jihočeský kraj,Prachatice,Prachatice,21,450,11,1517,1750,14,702,119,543,,431,,170,300,181,0,8934,6209,6233
1996,Jihočeský kraj,Prachatice,Radhostice,2,17,0,6,23,1,22,0,3,,29,,3,4,4,0,151,114,116
1996,Jihočeský kraj,Prachatice,Stachy,8,107,1,192,249,9,127,5,34,,47,,9,21,20,1,1041,830,841
1996,Jihočeský kraj,Prachatice,Stožec,4,8,0,32,38,0,15,2,11,,8,,2,6,9,0,176,135,141
1996,Jihočeský kraj,Prachatice,Strážný,0,9,0,27,28,1,35,4,8,,5,,6,1,6,0,203,130,130
1996,Jihočeský kraj,Prachatice,Strunkovice n.Blan.,2,139,0,147,135,4,52,15,25,,57,,17,60,31,1,880,685,686
1996,Jihočeský kraj,Prachatice,Svatá Maří,0,31,0,75,77,2,46,6,12,,29,,4,21,14,0,374,317,319
1996,Jihočeský kraj,Prachatice,Šumavské Hoštice,0,40,0,50,87,2,19,1,16,,19,,7,4,15,0,311,260,262
1996,Jihočeský kraj,Prachatice,Těšovice,0,29,0,26,23,0,16,1,13,,15,,0,22,9,0,195,154,157
1996,Jihočeský kraj,Prachatice,Tvrzice,1,1,0,19,19,0,20,1,2,,4,,1,7,2,0,94,77,77
1996,Jihočeský kraj,Prachatice,Újezdec,0,0,0,14,19,0,13,0,3,,1,,0,1,2,0,56,53,53
1996,Jihočeský kraj,Prachatice,Vacov,3,80,0,188,302,5,149,4,44,,49,,10,47,31,2,1141,914,925
1996,Jihočeský kraj,Prachatice,Vimperk,9,256,7,1100,1113,16,521,49,253,,248,,63,204,162,1,6138,4002,4027
1996,Jihočeský kraj,Prachatice,Vitějovice,0,56,0,81,56,0,27,4,19,,10,,3,8,9,0,328,273,276
1996,Jihočeský kraj,Prachatice,Vlachovo Březí,2,103,0,132,258,2,109,9,48,,137,,19,53,49,2,1184,923,936
1996,Jihočeský kraj,Prachatice,Volary,16,98,4,661,404,32,344,32,91,,156,,58,52,74,1,2886,2023,2037
1996,Jihočeský kraj,Prachatice,Vrbice,3,5,0,17,6,0,4,0,2,,11,,0,2,4,0,59,54,54
1996,Jihočeský kraj,Prachatice,Záblatí,0,15,0,59,57,0,36,9,7,,16,,1,6,8,0,291,214,218
1996,Jihočeský kraj,Prachatice,Zábrdí,0,4,0,12,7,0,3,0,0,,4,,0,9,3,0,42,42,42
1996,Jihočeský kraj,Prachatice,Zálezly,4,25,0,57,45,0,14,0,10,,10,,2,12,7,0,241,186,187
1996,Jihočeský kraj,Prachatice,Zbytiny,0,1,0,63,48,0,18,4,5,,18,,5,6,5,0,244,173,173
1996,Jihočeský kraj,Prachatice,Zdíkov,4,87,0,282,269,5,137,18,51,,61,,9,46,34,1,1253,1004,1016
1996,Jihočeský kraj,Prachatice,Žárovná,2,8,0,23,21,1,5,0,1,,9,,0,0,1,0,74,71,71
1996,Jihočeský kraj,Prachatice,Želnava,0,2,0,12,10,7,19,0,3,,6,,10,2,8,0,114,79,79
1996,Jihočeský kraj,Prachatice,Žernovice,2,17,0,40,5,0,23,1,2,,9,,1,6,5,0,133,111,111
1996,Jihočeský kraj,Strakonice,Bavorov,2,90,0,200,190,3,117,16,47,,125,,13,21,38,0,1127,862,866
1996,Jihočeský kraj,Strakonice,Bělčice,2,111,1,213,145,9,86,6,41,,71,,6,20,11,1,871,723,738
1996,Jihočeský kraj,Strakonice,Bezdědovice,3,17,0,79,43,0,29,2,13,,11,,1,9,10,0,245,217,218
1996,Jihočeský kraj,Strakonice,Bílsko,0,30,0,40,25,0,36,3,1,,5,,0,0,5,0,170,145,145
1996,Jihočeský kraj,Strakonice,Blatná,11,260,3,1266,1170,15,385,46,323,,284,,55,209,110,1,5074,4138,4145
1996,Jihočeský kraj,Strakonice,Bratronice,1,15,0,9,3,0,2,0,0,,13,,0,1,3,0,47,47,47
1996,Jihočeský kraj,Strakonice,Březí,0,11,0,31,6,0,2,0,13,,0,,1,4,5,0,78,73,73
1996,Jihočeský kraj,Strakonice,Budyně,1,3,0,4,9,2,0,0,1,,1,,1,3,1,0,29,26,27
1996,Jihočeský kraj,Strakonice,Buzice,1,15,0,39,19,5,13,5,0,,6,,3,1,3,0,126,110,110
1996,Jihočeský kraj,Strakonice,Cehnice,3,24,1,73,85,1,48,2,21,,45,,5,2,9,2,360,321,323
1996,Jihočeský kraj,Strakonice,Čečelovice,2,25,1,20,29,0,3,0,14,,7,,0,14,8,0,131,123,123
1996,Jihočeský kraj,Strakonice,Čejetice,2,29,0,128,131,2,54,8,21,,73,,6,7,26,0,632,487,496
1996,Jihočeský kraj,Strakonice,Čepřovice,3,15,1,37,10,0,18,1,12,,26,,7,1,9,0,160,140,140
1996,Jihočeský kraj,Strakonice,Čestice,2,52,1,196,158,7,74,9,27,,48,,2,14,40,0,767,630,636
1996,Jihočeský kraj,Strakonice,Číčenice,3,21,0,88,42,4,34,2,7,,40,,3,8,14,0,355,266,267
1996,Jihočeský kraj,Strakonice,Doubravice,0,27,0,30,37,0,30,0,6,,37,,1,0,8,0,203,176,177
1996,Jihočeský kraj,Strakonice,Drahonice,0,38,0,59,37,2,25,3,16,,44,,3,5,10,0,298,242,244
1996,Jihočeský kraj,Strakonice,Drachkov,4,6,0,31,31,0,2,0,10,,13,,7,1,4,0,114,109,110
1996,Jihočeský kraj,Strakonice,Drážov,0,25,0,57,22,3,44,1,9,,19,,3,4,12,0,227,199,200
1996,Jihočeský kraj,Strakonice,Droužetice,2,6,0,13,13,0,12,0,7,,3,,0,2,11,0,78,69,69
1996,Jihočeský kraj,Strakonice,Dřešín,4,17,0,68,30,3,22,2,3,,15,,5,1,10,0,220,180,181
1996,Jihočeský kraj,Strakonice,Hajany,1,9,0,23,7,1,4,0,2,,4,,0,6,0,0,71,57,57
1996,Jihočeský kraj,Strakonice,Hájek,0,6,0,2,3,0,1,0,0,,4,,0,0,2,0,24,18,18
1996,Jihočeský kraj,Strakonice,Hlupín,2,13,0,13,4,0,5,4,15,,7,,1,0,3,0,69,67,67
1996,Jihočeský kraj,Strakonice,Horní Poříčí,5,25,0,42,64,1,19,1,17,,9,,5,4,3,0,219,195,197
1996,Jihočeský kraj,Strakonice,Hornosín,0,22,0,17,7,4,3,0,0,,3,,0,1,0,0,71,57,58
1996,Jihočeský kraj,Strakonice,Hoslovice,0,11,0,25,27,0,19,4,5,,18,,0,4,7,0,138,120,120
1996,Jihočeský kraj,Strakonice,Hoštice,3,20,0,18,25,0,15,2,6,,16,,1,2,1,0,134,109,110
1996,Jihočeský kraj,Strakonice,Chelčice,0,24,0,58,55,4,11,1,20,,10,,4,9,11,0,249,207,210
1996,Jihočeský kraj,Strakonice,Chlum,0,22,0,22,18,0,15,0,6,,14,,0,13,6,0,139,116,117
1996,Jihočeský kraj,Strakonice,Chobot,1,0,1,21,7,1,6,1,0,,2,,0,0,0,0,47,40,40
1996,Jihočeský kraj,Strakonice,Chrášťovice,1,20,0,32,35,0,20,1,8,,15,,1,2,6,0,177,141,141
1996,Jihočeský kraj,Strakonice,Jinín,4,15,0,14,29,0,11,1,3,,10,,0,7,4,0,142,98,98
1996,Jihočeský kraj,Strakonice,Kadov,4,25,1,115,48,4,37,2,4,,28,,7,5,26,0,353,306,314
1996,Jihočeský kraj,Strakonice,Kalenice,0,24,0,15,25,0,0,0,0,,5,,1,2,1,0,85,73,73
1996,Jihočeský kraj,Strakonice,Katovice,13,85,7,208,239,1,64,6,56,,63,,8,23,25,0,951,798,808
1996,Jihočeský kraj,Strakonice,Kladruby,4,15,0,9,30,0,18,0,2,,19,,1,0,7,0,119,105,106
1996,Jihočeský kraj,Strakonice,Kocelovice,0,35,0,43,17,0,5,1,5,,13,,1,9,7,0,166,136,136
1996,Jihočeský kraj,Strakonice,Krajníčko,0,18,0,11,13,1,11,0,3,,12,,0,0,1,0,91,70,70
1996,Jihočeský kraj,Strakonice,Kraselov,1,13,0,31,45,0,12,4,9,,24,,2,5,14,0,203,160,160
1996,Jihočeský kraj,Strakonice,Krašlovice,0,23,1,25,22,0,18,2,1,,10,,2,5,1,0,125,110,110
1996,Jihočeský kraj,Strakonice,Krejnice,0,5,0,9,9,0,5,2,3,,9,,2,4,4,0,55,52,52
1996,Jihočeský kraj,Strakonice,Krty,4,15,0,31,26,1,9,0,5,,16,,0,1,2,0,118,110,111
1996,Jihočeský kraj,Strakonice,Kuřimany,0,6,0,6,4,0,0,0,3,,3,,0,0,1,0,23,23,23
1996,Jihočeský kraj,Strakonice,Kváskovice,0,1,0,18,6,0,9,1,1,,12,,0,2,1,0,76,51,52
1996,Jihočeský kraj,Strakonice,Lažánky,0,12,0,16,8,0,0,1,2,,2,,0,0,4,0,50,45,45
1996,Jihočeský kraj,Strakonice,Lažany,1,13,0,27,10,0,6,1,1,,7,,0,0,3,0,92,69,69
1996,Jihočeský kraj,Strakonice,Libějovice,2,105,0,53,37,3,28,1,11,,37,,4,11,12,0,366,304,304
1996,Jihočeský kraj,Strakonice,Libětice,0,8,2,14,10,0,7,0,2,,13,,2,5,1,0,66,64,64
